TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde
234494090,1325.8605043776183,0.8491831295585881,0.9730389201401103,0.0021779073106091285,1.0971556072088327,14.47999954,4181.0,1.0,28,0.5369,0.1494,4.0,0.3465116704923843,0.8587793863236456,0.8726894003755485,2.9366518690717753,165.35760673167601,24.986423795345026
332517282,1354.1794412735107,0.9670631426469527,0.8044571060815472,0.0037826721182450673,2.053044306523552,13.27000046,3032.0,0.176,33,0.1933,0.5347,5.09968996,0.16697126371470897,0.9717206966769208,0.9695361100233894,1.816576510954841,60.17609584806404,13.224348004507457
358111274,1361.860562280054,0.9867824935904023,8.376115508106459,0.039163848507365095,1.0018317990226961,10.63000011,5897.29980469,1.08799005,3,0.3454,0.2253,4.3844099,0.10582728132492894,1.0016407890998584,0.9681674302263408,42.17267139822093,53.35171073737501,10.587934346277304
259864457,1387.920221856683,0.9981614593239398,8.998055801090963,0.2654865771868833,12.97443051026838,9.24100018,5884.0,1.17588997,3,0.3454,0.2253,4.32570982,0.039469306520008275,0.9982185658225442,0.9987054803603305,7.341058619013,40.42486836124633,5.4244942226883115
164776925,1386.4953136914019,0.7198530622211285,0.6816994981938368,0.0022386223935301763,1.342198979408024,10.55599976,5256.0,0.93645698,28,0.4036,0.2028,4.44931984,0.48268920634237106,0.7503524631682218,0.7503015981830605,0.007439340787439841,58.19045967706743,21.247270265375786
167308252,1354.3385041773663,0.9997448636980008,3.7305736998545354,0.02401609887002354,4.925259919297018,10.7489996,3482.0,0.37799999,8,0.1604,0.4325,4.87450981,0.014936664262252214,0.9998354262841821,0.9996802609337228,1.2379402036922351,5.560081764355286,5.901408076736589
349308191,1354.4804192622378,0.9988376244588,0.6522462533369175,0.0010405217547360124,0.7048434097926517,8.58300018,7598.0,2.05223989,39,0.2353,0.2551,4.06132984,0.03196539096416435,0.9989049255797746,0.9989073639246784,0.04182853314349562,29.507759454680833,11.888083981823927
271976400,1357.690883857682,0.999329192897406,5.409341323459669,0.11307109571520924,10.48879626660218,8.10700035,4414.0,12.94779968,5,0.4951,0.2532,2.05332994,0.02306064853163938,0.9996254278727706,0.999120568088099,11.899287160187287,34.886968139784436,5.2487399442304525
306470921,1411.6064631759496,0.9990923974893489,1.1021908910108995,0.00221239363449921,0.487639618046666,9.16600037,8063.0,1.80601001,20,0.2273,0.2465,4.21614981,0.02831164349312053,0.9991328332549047,0.9990905075223616,0.28325077226539264,13.556517737061807,7.737328187062272
93032255,1412.9368833497865,0.9955565331304025,7.808495771332245,0.2270799062696054,15.792123196749891,11.64000034,3112.0,0.204,3,0.1606,0.4974,5.06221008,0.06194537814092422,0.9955788934986012,0.9971155207463617,5.6502625148775785,32.44420871452682,4.230714950627873
150274487,1417.2949061186225,0.9989552044236907,7.961586222463374,0.14698644623802126,21.057544833748757,8.52200031,7003.0,1.69354999,3,0.2961,0.2276,4.16840982,0.030034008624661764,0.9991903944670092,0.9995646451367545,6.501626469369467,30.648106244838228,3.7863787848405237
299945796,1440.6452805073686,0.999570319139849,3.3055031447386014,0.04720092834520995,5.978390038682006,10.71899986,6035.0,1.24353004,7,0.3345,0.2282,4.29834986,0.019116203829817494,0.9996207385512399,0.9995780662707732,0.2921952572956774,8.146456325009478,6.592199412343359
349972600,1386.0713383232498,0.9996274433814529,0.9820442379070875,0.006070412112766432,2.5621135087845532,9.06400013,9540.0,1.66829002,20,0.1669,0.2313,4.37922001,0.018370301966949606,0.9997039772879328,0.9995976047018515,1.9574513747077122,16.838786724862842,7.746165163033212
281667628,1354.447788610685,0.9995626183823163,0.9950778750074687,0.01008848223677311,2.616402051579514,8.75399971,6696.0,1.42006004,26,0.2969,0.2312,4.28604984,0.01942270952396159,0.999584777360887,0.999632864851948,1.4243238996731749,31.332957931545796,6.071902891306541
279511291,1438.3659251645622,0.9961708854878663,1.052346351567321,0.007182013687290767,2.861649189756557,10.49499989,5971.0,1.27447999,24,0.3345,0.2282,4.26753998,0.057066051689418175,0.9965490169906841,0.9966403080040918,0.6453676643603391,50.101501513620995,9.267208498770332
220557560,1354.1838806408464,0.9847630320301894,1.1591240388325923,0.008959396087648397,3.052503858308091,11.90699959,3170.0,1.0,23,0.1874,0.466,4.0,0.11446292350935201,0.9863519707764722,0.9864003250669228,0.1689621625009656,58.15092085379143,9.045498572967567
394699148,1325.3270142633776,0.9408445894235552,0.6184762781159566,0.00214484083212485,1.5741540319941474,8.56799984,6258.0,2.16580009,44,0.3383,0.2164,3.85240006,0.22439053820437838,0.9482505211074197,0.9431158428105904,5.59782888884214,56.87902554566071,12.507814377587765
358247684,1354.7367809494594,0.9976323207803452,0.6323800939105267,0.0009984741712876777,0.6258331060762996,7.23199987,7863.0,2.77341008,41,0.2396,0.2457,3.82545996,0.04562481899799854,0.9975144785201964,0.9980549832333745,2.6226127725176,22.881299899971363,9.488762782169712
358180414,1415.7446779876343,0.9974977385885054,8.359394873549467,0.22296791780812875,15.63563334396487,10.7159996,6025.0,0.842112,2,0.3345,0.2282,4.63540983,0.04613122501909538,0.9976934892769527,nan,nan,31.013425044598257,5.1855682089250354
