,Unnamed: 0,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH
0,0,314830135,2088.2685298001998,0.9963438959890344,10.165205459095867,0.09137663899376668,4.415162986385544,12.5635004,4613.0,0.733104,3.0,0.4913,0.1645,4.57106018,0.05437938818280172,0.9966823846985328,0.9975466502477184,0.5930784712947781,5.354256821405881,5.537418932590878,0.73,200.995,0.21926023100000003,1.8527900000000002,4,2,52.8243708347618,-76.1720511959698,11.9298,21.5525,24.6339275,
1,1,231740019,2090.6890582055935,0.9311601227103408,2.9048904129832693,0.012853890088199815,1.3812280588217565,15.40359974,3761.0,0.6855939999999999,7.0,0.2581,0.3609,4.58097982,0.2424389295496893,0.9432569042799482,0.9208368701993852,3.145560363164172,29.046484416141872,15.500648688588814,0.6532020000000001,514.015,0.0847309455,2.02697,4,2,67.3197231919915,-76.5450806020989,2.5,-3.37481,4.19992173,
2,2,70763119,2088.846665787802,0.9949546840867268,0.7789436987172491,0.0030348097286750364,1.2091826337821447,13.33230019,3959.0,0.818009,24.0,0.339,0.2994,4.40494013,0.06498795235273208,0.99514388054099,0.9953901983695518,0.3004889598043099,16.115256359371614,8.830451063236172,0.62,232.737,0.148099273,1.13271,1,2,1.0524021972508,-29.9673685491724,18.5932,2.40511,18.74811031,
3,3,231831130,2088.459813168933,0.9992915029391278,0.6604194000231571,0.0008791216453041817,0.4018302249570927,6.61490011,7242.58984375,1.7827400000000002,34.0,0.2801,0.2331,4.14807987,0.024795603262282646,0.9993578515774708,0.9992825879124204,1.0629966944709284,20.018478052591625,16.25723624366175,1.63,75.9054,7.878533,0.28769,3,2,23.499365613937,-62.4762123409378,-35.0402,-0.467097,35.04331314,
4,4,307162587,2088.8524721237577,0.9986377255881173,0.6414061088494403,0.002565733208237497,1.5784009169063402,11.30690002,4082.0,0.735561,33.0,0.3955,0.2618,4.51101017,0.033514782734554424,0.9990481893372128,0.998581673235828,1.691146205071518,11.951379618925593,8.573631471764273,0.64,89.40299999999999,0.135339379,1.60814,4,3,124.026219369626,-66.2093030860908,-57.4754,82.9807,100.9416573,
5,5,38849679,2098.1796010476446,0.9988800655702896,10.225280555006314,0.09079215209474167,3.9115636007492594,10.75389957,5232.0,0.8268,2.0,0.4136,0.1999,4.55265999,0.03046670840306988,0.9991726378732626,0.998790987793873,1.3376461427501174,10.040506489715447,5.478634630812291,0.89,136.55700000000002,0.461494625,1.57467,3,2,9.00891392113761,-66.0913625067571,-8.55277,-6.01348,10.45522914,
6,6,350743723,2088.2443980444255,0.9996179822751678,6.865028481440189,0.12496966078871766,8.071025972530748,9.81659985,6197.10009766,2.28908,3.0,0.3451,0.21600000000000005,3.79429007,0.01800889542582596,0.9996150156819728,0.9996816139241924,0.5380299098672778,9.10664018949766,7.551848357976082,1.19,306.54900000000004,6.962599000000001,0.0992117,4,4,88.7910506707633,-57.2596259848621,1.26725,-3.95178,4.14999852,0.02
7,7,220457904,2092.220023180895,0.9997159086108444,4.0811353471237055,0.05062659152438664,2.923372422525007,5.49599981,4081.0,45.2849,4.0,0.5456,0.2213,4.0,0.014897865544357547,0.9997261003855116,0.9998107752245264,2.4344503114740017,19.469284569024197,6.277977727576318,,371.892,,,4,1,74.5082394675853,-58.2082343154701,-4.61014,-5.56235,7.22448118,
8,8,70742024,2088.604223864139,0.975291584616798,1.4369729576006762,0.006010084535445603,1.2134503330287174,15.99470043,3265.0,0.363322,14.0,0.1529,0.4604,4.8610301,0.14680991362563772,0.9706001701858248,0.9816171613972844,0.9365808343713402,5.87004552903975,7.698359676693901,0.349583,242.72799999999998,0.0135148382,7.28912,1,2,0.322152268597866,-30.4269692122772,19.0907,2.54987,19.26023529,
9,9,67650855,2088.3949021994313,0.9990761130240702,5.638036129157858,0.015630795925479557,0.77096812244472,10.78219986,5481.0,0.782618,4.0,0.3862,0.2061,4.63324022,0.02780676910883272,0.9989098389236196,0.999456132828672,1.199402243428802,4.789728823289535,5.5277139629847785,0.96,142.349,0.4980053,2.00272,2,3,18.9583145643511,-34.3022996868792,-16.4485,-20.5481,26.32066804,
