,Unnamed: 0,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH
0,0,232983098,1712.7595335691558,0.9449840538020472,3.5063432784147497,0.011292008575171764,0.6588625687099501,16.25930023,6000.0,,6.0,0.3685,0.5069,4.0,0.2088306098700108,0.966783788986288,0.9178097979946552,1.497754943466049,4.935260737965819,5.299286806167293,,35.8587,,,3,3,241.525709618929,70.3741502237141,32.2744,-27.0051,42.08220908,
1,1,233748892,1711.5283795595185,0.9998748224277322,3.4094886388084547,0.024879911946057653,4.4562845746920665,8.58162022,6236.0,2.81339,8.0,0.3425,0.2339,3.62132001,0.010295951975169844,0.9998876847862966,0.9998842693312469,0.06719735233899404,6.362376290975599,4.54568362456373,1.207,215.919,10.7839441,0.0542025,2,4,302.662930414446,54.4937658170303,-13.7493,6.13459,15.05577779,
2,2,233056745,1711.6675914618972,0.9997974512152268,1.4189362047001632,0.0053969909221229795,0.7384353597462971,8.98532963,5074.0,2.49369,17.0,0.4152,0.2817,4.0,0.012845480431478613,0.9998059371063,0.9998208909886388,0.14896024627587698,5.4735003706876935,6.1987859985065095,,171.405,,,3,1,269.522509922727,60.5661375117111,2.4253,-21.9332,22.06688339,
3,3,377050568,1711.5221655801379,0.9990791161034952,0.6330536729769943,0.0008901173642510972,0.366212059377142,8.34160995,7872.0,1.93924,30.0,0.2396,0.2457,4.13673019,0.028453923696781645,0.9990158752246078,0.998982458542464,0.20137753031747785,14.609013257218258,10.908303100142868,1.879,201.513,13.01063,0.257651,2,2,285.017138478322,54.6546210732445,0.505165,-20.9735,20.97958279,
4,4,160550963,1711.6698248270486,0.9997505523236372,4.15903239703347,0.00971934266904384,1.1096832173368267,8.9764204,6211.0,2.64125,6.0,0.3425,0.2339,3.67181993,0.014534261753798919,0.9997565949965403,0.999791255459104,0.2919087565090211,5.220989838476099,5.562077273939043,1.195,258.26599999999996,9.353209,0.06485419999999999,3,3,241.738835729885,73.9427079845503,-18.4257,26.4097,32.20215326,
5,5,147626946,1711.3803399225824,0.9998247502558342,0.6902676200936285,0.0008860665360516662,0.2473006399239304,9.10990047,5104.0,0.826788,37.0,0.4244,0.1961,4.53777981,0.012030378265854024,0.9998428016069963,0.9998479765867344,0.04278660368924087,3.673385002811008,6.348519106083268,0.86,61.5113,0.417951435,1.52165,4,3,184.408878502441,62.425627098318,-166.021,101.947,194.82341556,
6,6,263930790,1711.5242579388794,0.7928222388066715,1.1242901612084009,0.005744027466691004,2.5279514355619903,10.4375,6753.0,3.13078,18.0,0.3011,0.2475,3.60512996,0.4217083556744716,0.8008068346120745,0.8009954000723837,0.06442294309103383,83.75964464023562,13.684972173663814,1.44,682.5830000000001,18.36477,0.0469253,2,2,276.749890540645,53.0623054409029,1.41221,-10.2799,10.37644839,
7,7,155872701,1712.5658577967965,0.9997596316804392,2.9742625568692436,0.004429330021000544,0.6558008042455767,8.86100006,6139.0,1.02998,7.0,0.3276,0.2297,4.47686005,0.014314957162503137,0.9997794819218604,0.9997983933191378,0.16414442043559413,4.34306537345788,5.56964061733812,1.16,95.6924,1.357522,1.06161,4,4,196.137281303954,58.8812028630899,-32.1303,53.4783,62.38817796,
8,8,40378419,1714.3514186785126,0.3454722618243764,4.745898266115785,0.03087500031822632,6.002955279805814,11.60760021,7908.0,2.64613,4.0,0.2273,0.2465,3.8693099,0.7602934775268048,0.3470218101744113,0.3477127222199696,0.055478970871869634,162.1973855020732,19.200121851428214,1.89,1049.27,24.6708279,0.102007,1,2,301.066273721618,38.1287475337812,-3.06371,-0.121389,3.06611387,
9,9,383622780,1711.8270608736505,0.9989907126514588,1.999407567045758,0.03059825651763204,5.039304067959421,7.58052015,7609.0,1.68609,13.0,0.2353,0.2551,4.23276997,0.029786138449538282,0.9989125498244062,0.9992799859076044,3.1550223655160052,20.797403874699302,5.065976641140325,1.7719999999999998,118.79799999999999,8.585478,0.369679,3,1,270.720252898579,56.4279560330642,-19.0496,40.4276,44.69091744,
10,10,343264872,1711.7844775570345,0.9806725369807084,0.6193893701110077,0.0017893527836413405,1.159563582866632,7.95839977,7312.0,4.90607,31.0,0.2605,0.2581,3.27408004,0.12968342972884642,0.9801048592891076,0.98017876087288,0.11967350601863555,34.22287111302757,11.547879565248744,1.65,352.711,61.9879379,0.013972799999999999,2,1,309.619191859405,60.9185066814325,2.16827,12.9099,13.09071857,
11,11,219797504,1718.6567379190913,0.9992186953856472,7.4581177804062175,0.09155335941827714,3.6369947919088994,11.3767004,5733.0,0.904101,3.0,0.371,0.2094,4.53593016,0.025640119851583543,0.999382520695172,0.999131172149146,0.6774490500862932,5.707647374874518,6.41199312377476,1.024,234.47400000000002,0.7955293999999999,1.38564,3,1,265.451412939019,62.2677793452804,12.5286,73.3295,74.3920788,
12,12,313013683,1711.6425095470565,0.998650839284407,0.6304024172172286,0.0014792570405998686,0.7155854106728612,8.34951973,8125.0,3.27791,30.0,0.2039,0.271,3.70332003,0.034590832118287784,0.99871607404495,0.9985942760398412,0.8866914542533528,20.211183085519863,8.60234041632513,1.979,346.62,42.1872826,0.0561896,1,2,308.206443129295,34.3816627327822,-4.02864,-14.3999,14.95282783,
13,13,232602795,1712.2567096982284,0.9998470405277841,1.1294509758436724,0.004553354698050739,1.7379868327736672,9.71858978,6229.0,1.41161,21.0,0.3451,0.21600000000000005,4.21891022,0.011395503203556222,0.9998776526938988,0.9998207465455676,0.736745559264502,5.45415194786374,7.859907391140841,1.203,197.00599999999997,2.70268631,0.42768500000000004,3,1,257.750508005246,62.3738217494967,-0.223493,-55.1573,55.15775279,
