tic_id,Sector_24,Filename_24,Sector_25,Filename_25,Sector_23,Filename_23,Sector_21,Filename_21,Sector_22,Filename_22
233051005,24,tess2020106103520-s0024-0000000233051005-0180-s_lc.fits,25,tess2020133194932-s0025-0000000233051005-0182-s_lc.fits,23,tess2020078014623-s0023-0000000233051005-0177-s_lc.fits,21,tess2020020091053-s0021-0000000233051005-0167-s_lc.fits,22,tess2020049080258-s0022-0000000233051005-0174-s_lc.fits
357685727,24,tess2020106103520-s0024-0000000357685727-0180-s_lc.fits,25,tess2020133194932-s0025-0000000357685727-0182-s_lc.fits,23,tess2020078014623-s0023-0000000357685727-0177-s_lc.fits,21,tess2020020091053-s0021-0000000357685727-0167-s_lc.fits,22,tess2020049080258-s0022-0000000357685727-0174-s_lc.fits
1884231689,24,tess2020106103520-s0024-0000001884231689-0180-s_lc.fits,25,tess2020133194932-s0025-0000001884231689-0182-s_lc.fits,23,tess2020078014623-s0023-0000001884231689-0177-s_lc.fits,21,tess2020020091053-s0021-0000001884231689-0167-s_lc.fits,22,tess2020049080258-s0022-0000001884231689-0174-s_lc.fits
198390801,24,tess2020106103520-s0024-0000000198390801-0180-s_lc.fits,25,tess2020133194932-s0025-0000000198390801-0182-s_lc.fits,23,tess2020078014623-s0023-0000000198390801-0177-s_lc.fits,21,tess2020020091053-s0021-0000000198390801-0167-s_lc.fits,22,tess2020049080258-s0022-0000000198390801-0174-s_lc.fits
230130028,24,tess2020106103520-s0024-0000000230130028-0180-s_lc.fits,25,tess2020133194932-s0025-0000000230130028-0182-s_lc.fits,23,tess2020078014623-s0023-0000000230130028-0177-s_lc.fits,21,tess2020020091053-s0021-0000000230130028-0167-s_lc.fits,22,tess2020049080258-s0022-0000000230130028-0174-s_lc.fits
219109297,24,tess2020106103520-s0024-0000000219109297-0180-s_lc.fits,25,tess2020133194932-s0025-0000000219109297-0182-s_lc.fits,23,tess2020078014623-s0023-0000000219109297-0177-s_lc.fits,21,tess2020020091053-s0021-0000000219109297-0167-s_lc.fits,22,tess2020049080258-s0022-0000000219109297-0174-s_lc.fits
258801514,24,tess2020106103520-s0024-0000000258801514-0180-s_lc.fits,25,tess2020133194932-s0025-0000000258801514-0182-s_lc.fits,23,tess2020078014623-s0023-0000000258801514-0177-s_lc.fits,21,tess2020020091053-s0021-0000000258801514-0167-s_lc.fits,22,tess2020049080258-s0022-0000000258801514-0174-s_lc.fits
230081132,24,tess2020106103520-s0024-0000000230081132-0180-s_lc.fits,25,tess2020133194932-s0025-0000000230081132-0182-s_lc.fits,23,tess2020078014623-s0023-0000000230081132-0177-s_lc.fits,21,tess2020020091053-s0021-0000000230081132-0167-s_lc.fits,22,tess2020049080258-s0022-0000000230081132-0174-s_lc.fits
289580807,24,tess2020106103520-s0024-0000000289580807-0180-s_lc.fits,25,tess2020133194932-s0025-0000000289580807-0182-s_lc.fits,23,tess2020078014623-s0023-0000000289580807-0177-s_lc.fits,21,tess2020020091053-s0021-0000000289580807-0167-s_lc.fits,22,tess2020049080258-s0022-0000000289580807-0174-s_lc.fits
1271359291,24,tess2020106103520-s0024-0000001271359291-0180-s_lc.fits,25,tess2020133194932-s0025-0000001271359291-0182-s_lc.fits,23,tess2020078014623-s0023-0000001271359291-0177-s_lc.fits,21,tess2020020091053-s0021-0000001271359291-0167-s_lc.fits,22,tess2020049080258-s0022-0000001271359291-0174-s_lc.fits
165528720,24,tess2020106103520-s0024-0000000165528720-0180-s_lc.fits,25,tess2020133194932-s0025-0000000165528720-0182-s_lc.fits,23,tess2020078014623-s0023-0000000165528720-0177-s_lc.fits,21,tess2020020091053-s0021-0000000165528720-0167-s_lc.fits,22,tess2020049080258-s0022-0000000165528720-0174-s_lc.fits
230069921,24,tess2020106103520-s0024-0000000230069921-0180-s_lc.fits,25,tess2020133194932-s0025-0000000230069921-0182-s_lc.fits,23,tess2020078014623-s0023-0000000230069921-0177-s_lc.fits,21,tess2020020091053-s0021-0000000230069921-0167-s_lc.fits,22,tess2020049080258-s0022-0000000230069921-0174-s_lc.fits
229796106,24,tess2020106103520-s0024-0000000229796106-0180-s_lc.fits,25,tess2020133194932-s0025-0000000229796106-0182-s_lc.fits,23,tess2020078014623-s0023-0000000229796106-0177-s_lc.fits,21,tess2020020091053-s0021-0000000229796106-0167-s_lc.fits,22,tess2020049080258-s0022-0000000229796106-0174-s_lc.fits
198207654,24,tess2020106103520-s0024-0000000198207654-0180-s_lc.fits,25,tess2020133194932-s0025-0000000198207654-0182-s_lc.fits,23,tess2020078014623-s0023-0000000198207654-0177-s_lc.fits,21,tess2020020091053-s0021-0000000198207654-0167-s_lc.fits,22,tess2020049080258-s0022-0000000198207654-0174-s_lc.fits
199660855,24,tess2020106103520-s0024-0000000199660855-0180-s_lc.fits,25,tess2020133194932-s0025-0000000199660855-0182-s_lc.fits,23,tess2020078014623-s0023-0000000199660855-0177-s_lc.fits,21,tess2020020091053-s0021-0000000199660855-0167-s_lc.fits,22,tess2020049080258-s0022-0000000199660855-0174-s_lc.fits
269697721,24,tess2020106103520-s0024-0000000269697721-0180-s_lc.fits,25,tess2020133194932-s0025-0000000269697721-0182-s_lc.fits,23,tess2020078014623-s0023-0000000269697721-0177-s_lc.fits,21,tess2020020091053-s0021-0000000269697721-0167-s_lc.fits,22,tess2020049080258-s0022-0000000269697721-0174-s_lc.fits
198281590,24,tess2020106103520-s0024-0000000198281590-0180-s_lc.fits,25,tess2020133194932-s0025-0000000198281590-0182-s_lc.fits,23,tess2020078014623-s0023-0000000198281590-0177-s_lc.fits,21,tess2020020091053-s0021-0000000198281590-0167-s_lc.fits,22,tess2020049080258-s0022-0000000198281590-0174-s_lc.fits
233157939,24,tess2020106103520-s0024-0000000233157939-0180-s_lc.fits,25,tess2020133194932-s0025-0000000233157939-0182-s_lc.fits,23,tess2020078014623-s0023-0000000233157939-0177-s_lc.fits,21,tess2020020091053-s0021-0000000233157939-0167-s_lc.fits,22,tess2020049080258-s0022-0000000233157939-0174-s_lc.fits
229966905,24,tess2020106103520-s0024-0000000229966905-0180-s_lc.fits,25,tess2020133194932-s0025-0000000229966905-0182-s_lc.fits,23,tess2020078014623-s0023-0000000229966905-0177-s_lc.fits,21,tess2020020091053-s0021-0000000229966905-0167-s_lc.fits,22,tess2020049080258-s0022-0000000229966905-0174-s_lc.fits
376995707,24,tess2020106103520-s0024-0000000376995707-0180-s_lc.fits,25,tess2020133194932-s0025-0000000376995707-0182-s_lc.fits,23,tess2020078014623-s0023-0000000376995707-0177-s_lc.fits,21,tess2020020091053-s0021-0000000376995707-0167-s_lc.fits,22,tess2020049080258-s0022-0000000376995707-0174-s_lc.fits
233545790,24,tess2020106103520-s0024-0000000233545790-0180-s_lc.fits,25,tess2020133194932-s0025-0000000233545790-0182-s_lc.fits,23,tess2020078014623-s0023-0000000233545790-0177-s_lc.fits,21,tess2020020091053-s0021-0000000233545790-0167-s_lc.fits,22,tess2020049080258-s0022-0000000233545790-0174-s_lc.fits
259101226,24,tess2020106103520-s0024-0000000259101226-0180-s_lc.fits,25,tess2020133194932-s0025-0000000259101226-0182-s_lc.fits,23,tess2020078014623-s0023-0000000259101226-0177-s_lc.fits,21,tess2020020091053-s0021-0000000259101226-0167-s_lc.fits,22,tess2020049080258-s0022-0000000259101226-0174-s_lc.fits
289590465,24,tess2020106103520-s0024-0000000289590465-0180-s_lc.fits,25,tess2020133194932-s0025-0000000289590465-0182-s_lc.fits,23,tess2020078014623-s0023-0000000289590465-0177-s_lc.fits,21,tess2020020091053-s0021-0000000289590465-0167-s_lc.fits,22,tess2020049080258-s0022-0000000289590465-0174-s_lc.fits
235677166,24,tess2020106103520-s0024-0000000235677166-0180-s_lc.fits,25,tess2020133194932-s0025-0000000235677166-0182-s_lc.fits,23,tess2020078014623-s0023-0000000235677166-0177-s_lc.fits,21,tess2020020091053-s0021-0000000235677166-0167-s_lc.fits,22,tess2020049080258-s0022-0000000235677166-0174-s_lc.fits
235709086,24,tess2020106103520-s0024-0000000235709086-0180-s_lc.fits,25,tess2020133194932-s0025-0000000235709086-0182-s_lc.fits,23,tess2020078014623-s0023-0000000235709086-0177-s_lc.fits,21,tess2020020091053-s0021-0000000235709086-0167-s_lc.fits,22,tess2020049080258-s0022-0000000235709086-0174-s_lc.fits
289540757,24,tess2020106103520-s0024-0000000289540757-0180-s_lc.fits,25,tess2020133194932-s0025-0000000289540757-0182-s_lc.fits,23,tess2020078014623-s0023-0000000289540757-0177-s_lc.fits,21,tess2020020091053-s0021-0000000289540757-0167-s_lc.fits,22,tess2020049080258-s0022-0000000289540757-0174-s_lc.fits
359675127,24,tess2020106103520-s0024-0000000359675127-0180-s_lc.fits,25,tess2020133194932-s0025-0000000359675127-0182-s_lc.fits,23,tess2020078014623-s0023-0000000359675127-0177-s_lc.fits,21,tess2020020091053-s0021-0000000359675127-0167-s_lc.fits,22,tess2020049080258-s0022-0000000359675127-0174-s_lc.fits
198456933,24,tess2020106103520-s0024-0000000198456933-0180-s_lc.fits,25,tess2020133194932-s0025-0000000198456933-0182-s_lc.fits,23,tess2020078014623-s0023-0000000198456933-0177-s_lc.fits,21,tess2020020091053-s0021-0000000198456933-0167-s_lc.fits,22,tess2020049080258-s0022-0000000198456933-0174-s_lc.fits
441742421,24,tess2020106103520-s0024-0000000441742421-0180-s_lc.fits,25,tess2020133194932-s0025-0000000441742421-0182-s_lc.fits,23,tess2020078014623-s0023-0000000441742421-0177-s_lc.fits,21,tess2020020091053-s0021-0000000441742421-0167-s_lc.fits,22,tess2020049080258-s0022-0000000441742421-0174-s_lc.fits
233684403,24,tess2020106103520-s0024-0000000233684403-0180-s_lc.fits,25,tess2020133194932-s0025-0000000233684403-0182-s_lc.fits,23,tess2020078014623-s0023-0000000233684403-0177-s_lc.fits,21,tess2020020091053-s0021-0000000233684403-0167-s_lc.fits,22,tess2020049080258-s0022-0000000233684403-0174-s_lc.fits
236778355,24,tess2020106103520-s0024-0000000236778355-0180-s_lc.fits,25,tess2020133194932-s0025-0000000236778355-0182-s_lc.fits,23,tess2020078014623-s0023-0000000236778355-0177-s_lc.fits,21,tess2020020091053-s0021-0000000236778355-0167-s_lc.fits,22,tess2020049080258-s0022-0000000236778355-0174-s_lc.fits
232673962,24,tess2020106103520-s0024-0000000232673962-0180-s_lc.fits,25,tess2020133194932-s0025-0000000232673962-0182-s_lc.fits,23,tess2020078014623-s0023-0000000232673962-0177-s_lc.fits,21,tess2020020091053-s0021-0000000232673962-0167-s_lc.fits,22,tess2020049080258-s0022-0000000232673962-0174-s_lc.fits
232612888,24,tess2020106103520-s0024-0000000232612888-0180-s_lc.fits,25,tess2020133194932-s0025-0000000232612888-0182-s_lc.fits,23,tess2020078014623-s0023-0000000232612888-0177-s_lc.fits,21,tess2020020091053-s0021-0000000232612888-0167-s_lc.fits,22,tess2020049080258-s0022-0000000232612888-0174-s_lc.fits
232613219,24,tess2020106103520-s0024-0000000232613219-0180-s_lc.fits,25,tess2020133194932-s0025-0000000232613219-0182-s_lc.fits,23,tess2020078014623-s0023-0000000232613219-0177-s_lc.fits,21,tess2020020091053-s0021-0000000232613219-0167-s_lc.fits,22,tess2020049080258-s0022-0000000232613219-0174-s_lc.fits
311234051,24,tess2020106103520-s0024-0000000311234051-0180-s_lc.fits,25,tess2020133194932-s0025-0000000311234051-0182-s_lc.fits,23,tess2020078014623-s0023-0000000311234051-0177-s_lc.fits,21,tess2020020091053-s0021-0000000311234051-0167-s_lc.fits,22,tess2020049080258-s0022-0000000311234051-0174-s_lc.fits
441718844,24,tess2020106103520-s0024-0000000441718844-0180-s_lc.fits,25,tess2020133194932-s0025-0000000441718844-0182-s_lc.fits,23,tess2020078014623-s0023-0000000441718844-0177-s_lc.fits,21,tess2020020091053-s0021-0000000441718844-0167-s_lc.fits,22,tess2020049080258-s0022-0000000441718844-0174-s_lc.fits
219429236,24,tess2020106103520-s0024-0000000219429236-0180-s_lc.fits,25,tess2020133194932-s0025-0000000219429236-0182-s_lc.fits,23,tess2020078014623-s0023-0000000219429236-0177-s_lc.fits,21,tess2020020091053-s0021-0000000219429236-0167-s_lc.fits,22,tess2020049080258-s0022-0000000219429236-0174-s_lc.fits
198456017,24,tess2020106103520-s0024-0000000198456017-0180-s_lc.fits,25,tess2020133194932-s0025-0000000198456017-0182-s_lc.fits,23,tess2020078014623-s0023-0000000198456017-0177-s_lc.fits,21,tess2020020091053-s0021-0000000198456017-0167-s_lc.fits,22,tess2020049080258-s0022-0000000198456017-0174-s_lc.fits
320323542,24,tess2020106103520-s0024-0000000320323542-0180-s_lc.fits,25,tess2020133194932-s0025-0000000320323542-0182-s_lc.fits,23,tess2020078014623-s0023-0000000320323542-0177-s_lc.fits,21,tess2020020091053-s0021-0000000320323542-0167-s_lc.fits,22,tess2020049080258-s0022-0000000320323542-0174-s_lc.fits
459984820,24,tess2020106103520-s0024-0000000459984820-0180-s_lc.fits,25,tess2020133194932-s0025-0000000459984820-0182-s_lc.fits,23,tess2020078014623-s0023-0000000459984820-0177-s_lc.fits,21,tess2020020091053-s0021-0000000459984820-0167-s_lc.fits,22,tess2020049080258-s0022-0000000459984820-0174-s_lc.fits
441798749,24,tess2020106103520-s0024-0000000441798749-0180-s_lc.fits,25,tess2020133194932-s0025-0000000441798749-0182-s_lc.fits,23,tess2020078014623-s0023-0000000441798749-0177-s_lc.fits,21,tess2020020091053-s0021-0000000441798749-0167-s_lc.fits,22,tess2020049080258-s0022-0000000441798749-0174-s_lc.fits
233605079,24,tess2020106103520-s0024-0000000233605079-0180-s_lc.fits,25,tess2020133194932-s0025-0000000233605079-0182-s_lc.fits,23,tess2020078014623-s0023-0000000233605079-0177-s_lc.fits,21,tess2020020091053-s0021-0000000233605079-0167-s_lc.fits,22,tess2020049080258-s0022-0000000233605079-0174-s_lc.fits
280034330,24,tess2020106103520-s0024-0000000280034330-0180-s_lc.fits,25,tess2020133194932-s0025-0000000280034330-0182-s_lc.fits,23,tess2020078014623-s0023-0000000280034330-0177-s_lc.fits,21,tess2020020091053-s0021-0000000280034330-0167-s_lc.fits,22,tess2020049080258-s0022-0000000280034330-0174-s_lc.fits
288343933,24,tess2020106103520-s0024-0000000288343933-0180-s_lc.fits,25,tess2020133194932-s0025-0000000288343933-0182-s_lc.fits,23,tess2020078014623-s0023-0000000288343933-0177-s_lc.fits,21,tess2020020091053-s0021-0000000288343933-0167-s_lc.fits,22,tess2020049080258-s0022-0000000288343933-0174-s_lc.fits
329172170,24,tess2020106103520-s0024-0000000329172170-0180-s_lc.fits,25,tess2020133194932-s0025-0000000329172170-0182-s_lc.fits,23,tess2020078014623-s0023-0000000329172170-0177-s_lc.fits,21,tess2020020091053-s0021-0000000329172170-0167-s_lc.fits,22,tess2020049080258-s0022-0000000329172170-0174-s_lc.fits
237219641,24,tess2020106103520-s0024-0000000237219641-0180-s_lc.fits,25,tess2020133194932-s0025-0000000237219641-0182-s_lc.fits,23,tess2020078014623-s0023-0000000237219641-0177-s_lc.fits,21,tess2020020091053-s0021-0000000237219641-0167-s_lc.fits,22,tess2020049080258-s0022-0000000237219641-0174-s_lc.fits
289536774,24,tess2020106103520-s0024-0000000289536774-0180-s_lc.fits,25,tess2020133194932-s0025-0000000289536774-0182-s_lc.fits,23,tess2020078014623-s0023-0000000289536774-0177-s_lc.fits,21,tess2020020091053-s0021-0000000289536774-0167-s_lc.fits,22,tess2020049080258-s0022-0000000289536774-0174-s_lc.fits
229500377,24,tess2020106103520-s0024-0000000229500377-0180-s_lc.fits,25,tess2020133194932-s0025-0000000229500377-0182-s_lc.fits,23,tess2020078014623-s0023-0000000229500377-0177-s_lc.fits,21,tess2020020091053-s0021-0000000229500377-0167-s_lc.fits,22,tess2020049080258-s0022-0000000229500377-0174-s_lc.fits
165554103,24,tess2020106103520-s0024-0000000165554103-0180-s_lc.fits,25,tess2020133194932-s0025-0000000165554103-0182-s_lc.fits,23,tess2020078014623-s0023-0000000165554103-0177-s_lc.fits,21,tess2020020091053-s0021-0000000165554103-0167-s_lc.fits,22,tess2020049080258-s0022-0000000165554103-0174-s_lc.fits
230010749,24,tess2020106103520-s0024-0000000230010749-0180-s_lc.fits,25,tess2020133194932-s0025-0000000230010749-0182-s_lc.fits,23,tess2020078014623-s0023-0000000230010749-0177-s_lc.fits,21,tess2020020091053-s0021-0000000230010749-0167-s_lc.fits,22,tess2020049080258-s0022-0000000230010749-0174-s_lc.fits
219884179,24,tess2020106103520-s0024-0000000219884179-0180-s_lc.fits,25,tess2020133194932-s0025-0000000219884179-0182-s_lc.fits,23,tess2020078014623-s0023-0000000219884179-0177-s_lc.fits,21,tess2020020091053-s0021-0000000219884179-0167-s_lc.fits,22,tess2020049080258-s0022-0000000219884179-0174-s_lc.fits
1201291460,24,tess2020106103520-s0024-0000001201291460-0180-s_lc.fits,25,tess2020133194932-s0025-0000001201291460-0182-s_lc.fits,23,tess2020078014623-s0023-0000001201291460-0177-s_lc.fits,21,tess2020020091053-s0021-0000001201291460-0167-s_lc.fits,22,tess2020049080258-s0022-0000001201291460-0174-s_lc.fits
233160161,24,tess2020106103520-s0024-0000000233160161-0180-s_lc.fits,25,tess2020133194932-s0025-0000000233160161-0182-s_lc.fits,23,tess2020078014623-s0023-0000000233160161-0177-s_lc.fits,21,tess2020020091053-s0021-0000000233160161-0167-s_lc.fits,22,tess2020049080258-s0022-0000000233160161-0174-s_lc.fits
233690618,24,tess2020106103520-s0024-0000000233690618-0180-s_lc.fits,25,tess2020133194932-s0025-0000000233690618-0182-s_lc.fits,23,tess2020078014623-s0023-0000000233690618-0177-s_lc.fits,21,tess2020020091053-s0021-0000000233690618-0167-s_lc.fits,22,tess2020049080258-s0022-0000000233690618-0174-s_lc.fits
198177457,24,tess2020106103520-s0024-0000000198177457-0180-s_lc.fits,25,tess2020133194932-s0025-0000000198177457-0182-s_lc.fits,23,tess2020078014623-s0023-0000000198177457-0177-s_lc.fits,21,tess2020020091053-s0021-0000000198177457-0167-s_lc.fits,22,tess2020049080258-s0022-0000000198177457-0174-s_lc.fits
219808895,24,tess2020106103520-s0024-0000000219808895-0180-s_lc.fits,25,tess2020133194932-s0025-0000000219808895-0182-s_lc.fits,23,tess2020078014623-s0023-0000000219808895-0177-s_lc.fits,21,tess2020020091053-s0021-0000000219808895-0167-s_lc.fits,22,tess2020049080258-s0022-0000000219808895-0174-s_lc.fits
233660832,24,tess2020106103520-s0024-0000000233660832-0180-s_lc.fits,25,tess2020133194932-s0025-0000000233660832-0182-s_lc.fits,23,tess2020078014623-s0023-0000000233660832-0177-s_lc.fits,21,tess2020020091053-s0021-0000000233660832-0167-s_lc.fits,22,tess2020049080258-s0022-0000000233660832-0174-s_lc.fits
420175617,24,tess2020106103520-s0024-0000000420175617-0180-s_lc.fits,25,tess2020133194932-s0025-0000000420175617-0182-s_lc.fits,23,tess2020078014623-s0023-0000000420175617-0177-s_lc.fits,21,tess2020020091053-s0021-0000000420175617-0167-s_lc.fits,22,tess2020049080258-s0022-0000000420175617-0174-s_lc.fits
359313701,24,tess2020106103520-s0024-0000000359313701-0180-s_lc.fits,25,tess2020133194932-s0025-0000000359313701-0182-s_lc.fits,23,tess2020078014623-s0023-0000000359313701-0177-s_lc.fits,21,tess2020020091053-s0021-0000000359313701-0167-s_lc.fits,22,tess2020049080258-s0022-0000000359313701-0174-s_lc.fits
334780420,24,tess2020106103520-s0024-0000000334780420-0180-s_lc.fits,25,tess2020133194932-s0025-0000000334780420-0182-s_lc.fits,23,tess2020078014623-s0023-0000000334780420-0177-s_lc.fits,21,tess2020020091053-s0021-0000000334780420-0167-s_lc.fits,22,tess2020049080258-s0022-0000000334780420-0174-s_lc.fits
357517143,24,tess2020106103520-s0024-0000000357517143-0180-s_lc.fits,25,tess2020133194932-s0025-0000000357517143-0182-s_lc.fits,23,tess2020078014623-s0023-0000000357517143-0177-s_lc.fits,21,tess2020020091053-s0021-0000000357517143-0167-s_lc.fits,22,tess2020049080258-s0022-0000000357517143-0174-s_lc.fits
353777802,24,tess2020106103520-s0024-0000000353777802-0180-s_lc.fits,25,tess2020133194932-s0025-0000000353777802-0182-s_lc.fits,23,tess2020078014623-s0023-0000000353777802-0177-s_lc.fits,21,tess2020020091053-s0021-0000000353777802-0167-s_lc.fits,22,tess2020049080258-s0022-0000000353777802-0174-s_lc.fits
232983576,24,tess2020106103520-s0024-0000000232983576-0180-s_lc.fits,25,tess2020133194932-s0025-0000000232983576-0182-s_lc.fits,23,tess2020078014623-s0023-0000000232983576-0177-s_lc.fits,21,tess2020020091053-s0021-0000000232983576-0167-s_lc.fits,22,tess2020049080258-s0022-0000000232983576-0174-s_lc.fits
341813716,24,tess2020106103520-s0024-0000000341813716-0180-s_lc.fits,25,tess2020133194932-s0025-0000000341813716-0182-s_lc.fits,23,tess2020078014623-s0023-0000000341813716-0177-s_lc.fits,21,tess2020020091053-s0021-0000000341813716-0167-s_lc.fits,22,tess2020049080258-s0022-0000000341813716-0174-s_lc.fits
