TIC,Orbital Period Value,Orbital Period Error,Orbital Epoch Value,Full TOI ID,Group Disposition,Public Comment
21535395,2.800991,0.00059,1871.488566,1776.01,PC,bright star
29191624,14.653199,0.00443,1873.298287,1777.01,PC,Only two transits
67646988,1.881719,1e-05,1871.022482,1779.01,KP,LP 261-75 b; BD from Irwin et al. 2018 with measured mass
99834717,1.706307,6.3e-05,1871.724298,1780.01,PC,KPS-1 b
137881699,2.972133,0.000295,1872.643736,1781.01,KP,HAT-P-66
229938290,1.419866,0.000217,1871.091166,1783.01,PC,Scattered light; shoulder on egress; check bright neighbor (TIC 1718009391).
241196395,2.093578,0.0001,1871.71008,1784.01,PC,V-shaped
287225295,0.60987,6e-05,1871.39645,1769.01,PC,potential L1 candidate; short transit duration; V-shaped; some odd-even
39699648,6.515951,0.001553,1876.025023,1778.01,PC,
160045097,4.987638,0.001102,1872.622029,1782.01,PC,multi; small shoulders on ingress and egress; v-shaped
67666096,2.70337,6e-05,1872.85441,1766.01,KP,KELT-3 b
8767448,4.353217,0.000116,1870.743581,1767.01,KP,WASP-13 b
137906197,7.33855,0.00471,1878.57807,1768.01,PC,
457138169,1.09254,0.00013,1871.72593,1770.01,PC,2 stars in the pixel; delta mag 5
252479260,3.212214,2.9e-05,1871.630084,1771.01,KP,HAT-P-22 b
85293053,8.05147,0.00358,1871.75589,1772.01,PC,
332064670,0.73665,8e-05,1872.16257,1773.01,KP,55 Cnc e; centroid offset caused by 56 Cnc
304142124,,,1585.25532,1793.01,PC,single transit event
368435330,3.645428,0.000355,1902.873081,1797.01,PC,active star; potentially includes a single transit at ~1902
17993892,4.124426,0.000262,1902.30416,1800.01,KP,HAT-P-21 b
165763244,24.073068,0.006084,1901.50085,1805.01,PC,Possibly instrument noise
180695581,0.549343,4.3e-05,1899.346311,1807.01,PC,active star
307734817,2.1075,0.000203,1900.910995,1808.01,PC,centroid offset; SG1 should check TIC 307734818
347329162,4.617208,0.000235,1902.718492,1809.01,KP,WASP-56 b
373693175,1.327352,2.1e-05,1899.476842,1810.01,KP,HAT-P-36 b
198153540,8.018944,0.002172,1902.029682,1798.01,PC,possibly stellar variability
286916251,8.7657,0.00027,1715.30779,1794.01,PC,2 stars in pixel
135083444,2.791791,0.000613,1899.610227,1795.01,PC,Possibly nearby EB; need SG1 to check
138819293,2.643973,2.7e-05,1899.671523,1796.01,KP,GJ 436 b
8967242,7.093853,0.002086,1904.815773,1799.01,PC,low SNR; possible instrument or systematic
119584412,21.284406,0.003353,1903.544154,1801.01,PC,period could be half (10.64 days)
138762614,16.796111,0.005796,1904.154502,1802.01,PC,2 transits; second transit is ramp-like; possibly instrument noise or systematic
144401492,12.891153,0.002663,1911.673621,1803.01,PC,likely multi; additional transit events at 1917 and 1924
144401492,6.294392,0.001386,1904.62279,1803.02,PC,part of interesting multi-planet system
148679712,4.926312,0.001295,1901.509054,1804.01,PC,low SNR
166648874,15.145469,0.006087,1909.546801,1806.01,PC,The even transit has a ramp shape. Has a transit-like single transit st ~1905.
376524552,3.712964,9.4e-05,1899.871579,1811.01,PC,
160440924,6.36578,0.00088,1685.50701,1814.01,PC,Slight depth aperture correlation
285094173,6.69695,0.00268,1908.32365,1817.01,PC,narrow transit with shallow egress
341815767,3.09374,0.00014,1685.5559,1819.01,PC,
9392421,9.61396,0.00171,1911.71847,1822.01,PC,
82308728,9.497,0.00275,1904.92627,1821.01,KP,HD 97658 b
207425167,17.57454,0.00042,1716.19578,1812.03,PC,Period could be an integer multiple; there's another deep single transit/eclipse in the last orbit around time of 1920
237108272,22.7873,0.00345,1688.28857,1816.01,PC,V-shaped; low SNR
377290815,0.798,2e-05,1684.12719,1813.01,PC,V-shaped; low SNR
233720539,2.55532,1e-05,1684.29114,1815.01,PC,5.5 sigma odd-even; 100 ppm secondary transit; 21 R_E; too large unless inflated Jupiter 
330799746,5.51078,0.00103,1906.80227,1818.01,PC,small depth aperture correlation (it gets less deep from aperture used for detection to larger aperture).
393831507,4.86071,0.00038,1903.06327,1820.01,PC,
142381532,194.05,0.00021,1715.1856,1823.01,PC,Two transits separated by 194d. Possible periods: 194d 97d 64.7d 48.5 or 38.8. Slight depth-aperture and match to two nearby stars.
142387023,22.80811,0.00065,1719.88977,1824.01,PC,Three stars within pixel (TIC 142387024 - Tmag=15.3. TIC 142387022 - Tmag=13.1). L1 candidate; possibly active star
207425167,,,1924.59312,1812.01,PC,Single transit; potential multi
229750058,10.18246,4e-05,1693.15011,1825.01,PC,SG1 should check TIC 1718142400; V-shaped; must be grazing if planet; CTOI from Ethan Kruse
229400092,4.14201,1e-05,1684.81129,1826.01,PC,CTOI from Ethan Kruse
390651552,1.467126,5.2e-05,1928.225191,1827.01,PC,
232982938,9.09422,0.0001,1690.73269,1828.01,PC,ephemeris match; need SG1; CTOI from Ethan Kruse
235905185,6.29082,0.000604,1933.077131,1829.01,PC,check neighbors; inflated hot Jupiter candidate
20182165,9.781642,0.000125,1936.906691,1830.01,PC,large planet; variable star
27194429,0.555293,2.3e-05,1928.117932,1831.01,PC,large star; slight odd-even; possible EB
307956397,4.151395,0.000717,1930.718148,1832.01,PC,TIC 307956396 3.31 arcsec away
61098812,3.69358,0.000113,1931.236409,1833.01,KP,WASP-54 b
71612483,1.216809,3.4e-05,1928.268741,1834.01,PC,V-shaped; slight odd-even; likely EB
347332255,5.64196,0.001147,1932.763635,1835.01,PC,"period may be different, the transit at TJD 1932.8 and 1938.4 appears to be similar in depth and duration, the transit at TJD 1944.0 is coincident with a momentum dump, and can't be recovered from the data. There are three more possible single events near  1937.9, 1947.5 and 1949.0. The 1949.0 event (in report for candidate .02) has the largest depth."
207468071,20.379455,0.001797,1933.164849,1836.01,PC,SG1 should clear the bright neighbor. The two transits have a shape asymmetry.
347332255,,,1937.873023,1835.02,PC,potential multi; other dips in the light curve; likely single transit
144441148,5.818224,0.000676,1931.250769,1837.01,PC,Centroid offset at 3sigma; but consistent with a bright star.
162689341,2.174693,0.000129,1930.001458,1838.01,KP,WASP-92 b
381714186,1.424817,0.000235,1928.50112,1839.01,PC,
165987272,7.844963,0.000538,1929.001787,1840.01,KP,KELT-6 b
168699373,4.30138,0.000224,1931.432466,1841.01,KP,HAT-P-44 b
404505029,19.148095,0.001889,1933.335825,1842.01,PC,Period could be half.
258871793,9.14692,0.00014,1684.15806,1843.01,PC,check nearby stars; ephemeris match to tic258871779; CTOI from Ethan Kruse
198108326,3.212983,9.9e-05,1930.329998,1844.01,KP,HAT-P-12 b
272758199,3.66096,1e-05,1684.98872,1845.01,PC,CTOI from Ethan Kruse
198385543,3.927457,0.000936,1929.202175,1846.01,PC,L1 candidate
54002556,,,1390.70655,1847.01,PC,Single transit; potential transits at BJD 1390 and 1402.5
219824469,5.481,0.00016,1740.28265,1848.01,PC,Some depth-aperture correlation; match to 219824470
23740089,9.86531,0.00132,1932.61069,1849.01,PC,Period may be double as even event is in a data gap
149577217,7.39143,0.00057,1931.03559,1850.01,PC,Large odd-even; but only 3 transits available. Need SG1 confirmation.
378976682,6.01815,0.00086,1930.4864,1851.01,PC,V-shaped; consistent with a grazing HJ
219728669,2.36011,0.00018,1930.36251,1852.01,PC,Possible centroid shift towards nearby star during transit.
73540072,1.24357,0.00023,1929.64573,1853.01,PC,
157225097,2.52618,0.00029,1931.88185,1854.01,PC,in-transit centroid offset of ~ 1 pixel but no ephemeris match
81247740,1.36416,4e-05,1929.44256,1855.01,PC,Grazing/V-shaped transit; large radius; nearby star within one pixel
224313733,39.40157,0.00019,1729.21419,1856.01,PC,Unknown period - multiple aliases; slight centroid shift; second transit affected by scattered light
180652891,0.77612,4e-05,1929.13045,1857.01,PC,V-shaped; grazing
424733642,2.09098,0.00017,1932.01484,1858.01,PC,Slight depth-aperture correlation
229742722,63.48434,0.00048,1853.10767,1859.01,PC,period could be 3x
202426247,1.066211,3.1e-05,1683.604225,1860.01,PC,2 other stars in pixel; possible EB
323295479,24.72463,0.00022,1622.91965,1861.01,PC,single transit; possible additional transit in gap; CTOI from Nora Eisner
144065872,2.184659,2.3e-05,1326.50599,105.01,,WASP-95
147203645,5.06187,0.00094,1326.38424,166.01,,
231670397,4.087445,0.000239,1327.673462,104.01,,WASP-73
271893367,5.85743,2e-05,1326.27952,150.01,PC,
260985861,3.33996,2e-05,1327.40223,149.01,PC,Source is apparently 260985864- which may be a planet depending on host star size.
183120439,2.25596,0.00014,1327.43797,169.01,PC,
176984236,1.75617,2e-05,1326.54565,405.01,EB,possible EB on 176984248; small possible secondary eclipse
382302241,1.59783,0.00034,1326.04926,151.01,EB,Large with possible synchronization
279740441,0.741859,8.9e-05,1386.095087,273.01,PC,still can be a planet on 279740439
389525208,6.74709,0.00067,1329.35996,154.01,,
300810086,0.66803,,1326.05744,385.01,PC,maybe not on target
267263253,4.126904,5.7e-05,1325.783759,135.01,,
38846515,2.84938,6e-06,1326.745077,106.01,KP,WASP-100b
382188882,4.800523,0.000607,1387.759868,276.01,EB,likely EB
410153553,0.46291,1.1e-05,1325.72603,136.01,,Level 1 target. Potential short period small planet around an M dwarf.
25155310,3.288776,7e-06,1327.520924,114.01,KP,WASP-126 b
336732616,3.547854,0.000149,1327.25256,103.01,,HATS-3
25375553,2.310894,5.5e-05,1325.58249,143.01,,
89020549,2.109307,0.00025,1326.903983,132.01,,Possible centroid shift toward faint star to the SE
265612438,5.12944,0.00132,1327.04953,145.01,,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.
238176110,2.798594,4.9e-05,1326.689274,116.01,,WASP-91
234519192,1.163088,0.000126,1354.30751,196.01,PC,v-shaped
51912829,0.835398,9e-06,1325.897913,180.01,PC,Likely EB
183979262,3.430776,1.5e-05,1326.104287,183.01,PC,700 ppm secondary; likely EB; possibly synchronized with rotation
355703913,2.106098,6.9e-05,1326.106369,111.01,KP,HATS-34
309257814,1.238596,6.2e-05,1570.406689,171.01,PC,follow-up in progress
403136413,2.51266,0.00045,1326.37811,158.01,,
220435095,3.42321,1e-05,1326.6127,147.01,PC,Visible secondary; very likely EB
139285832,0.77707,5e-05,1325.80984,332.01,PC,
139285736,1.55028,5e-05,1326.05107,377.01,,possible centroid offset;
394657039,3.76285,1e-05,1328.63714,159.01,PC,
309254930,3.31021,1e-05,1327.67985,862.01,PC,
179317684,4.23115,1e-05,1328.8822,163.01,PC,
355637190,0.80546,2e-05,1326.22108,293.01,,V-shaped;
277683130,6.198041,0.000348,1328.058635,138.01,,
289793076,3.043839,0.000202,1328.084864,108.01,,HATS-13
266980320,6.036061,0.000637,1329.199631,118.01,,
231663901,1.430401,3.2e-05,1326.008874,101.01,KP,WASP-46 b
92352620,3.950054,8.8e-05,1328.29934,107.01,,WASP-94A (planet host)
234994474,1.401461,0.000137,1326.033176,134.01,,Level 1 candidate
403224672,1.007908,8.5e-05,1325.538528,141.01,,
322307342,3.5855,0.00038,1328.4809,117.01,,HATS-68
350743714,7.76178,0.001112,1388.296648,165.01,EB,known brown dwarf; discovered by WASP; one of transits is in gap
97409519,3.372877,0.000147,1327.053085,113.01,,WASP-124
201248411,0.980981,1e-05,1354.552404,129.01,PC,TOI 129.01
29344935,2.766737,0.000254,1326.127529,109.01,KP,HATS-14
281459670,3.174305,4.4e-05,1328.040464,110.01,KP,HATS-30
79395355,7.31898,0.00224,1328.33733,164.01,,Potential blend with 79395356 to NE
270507305,1.228087,6e-05,1597.466299,827.01,PC,
235037761,6.240662,0.000179,1326.068952,131.01,,V shaped
290131778,3.308754,0.000101,1325.375658,123.01,,
280830734,1.162031,8.8e-05,1325.777845,188.01,PC,V-shaped; variable slightly evolved star
393940766,4.8661,0.00101,1327.33133,148.01,,Planet candidate around 393940766 to the NW.
52368076,4.653811,0.000289,1327.432906,125.01,PC,
403287048,7.00776,0.00315,1327.92337,152.01,,
62483237,11.058421,0.00257,1334.896388,139.01,,Level 1 candidate
369457671,2.31257,0.00078,1326.49996,168.01,,
233964642,17.91563,0.00097,1325.44586,334.01,EB,v-shaped; source is possibly 233964643
355636844,6.29632,0.00401,1330.55618,146.01,KP,Signal coming from a faint star to the SE. At least for the brighter of those it could be a planet.
29857954,9.47572,0.00316,1326.91973,172.01,,Star to NW checked. Transit likely on the target.
99493790,7.76686,0.00094,1332.98188,162.01,,
394137592,11.535076,0.001035,1332.082805,120.01,KP,
253917293,4.608,0.001,1327.37627,160.01,,Source is star to the WSW (253917292).
206609630,0.335269,1e-06,1325.491317,212.01,PC,Possible M dwarf; Gaia give this source duplication flag; no radius/parallax available
141768070,2.786214,0.000222,1597.482295,842.01,PC,
238932509,3.492911,0.000246,1599.39178,841.01,PC,
70440470,3.035381,0.000203,1326.731043,126.01,,
140068425,2.28139,0.000207,1327.399305,140.01,,
150098860,10.695237,9.4e-05,1335.902884,220.01,PC,
207081058,14.775056,0.000529,1336.139719,121.01,,Warm Jupiter candidate with a possible secondary
219338557,8.1952,0.001473,1327.291396,133.01,,
231702397,5.077677,0.000878,1329.121491,122.01,,Small star with a small planet candidate
234523599,3.795609,6.9e-05,1325.650197,127.01,KP,
278683844,10.691632,8.3e-05,1328.046392,119.02,PC,follow up in progress
281541555,4.742745,0.000262,1329.90069,115.01,KP,HATS-46
299798795,4.178295,2.1e-05,1327.702808,1224.01,PC,could be larger multiple of period
300293197,6.563939,0.000169,1329.255719,211.01,EB,known TOI
304100538,5.010153,6.4e-05,1325.662882,1116.01,PC,period could be multiple
317060587,9.139804,0.002737,1332.941229,1052.01,PC,Low priority; similar epoch and period from sector 1
350445771,3.190394,0.000106,1326.800815,258.01,EB,possible secondary
355509914,1.738316,0.000145,1326.115925,202.01,PC,The OOT centroid is wrong; The signal is on target.
421894914,5.307589,6e-05,1326.070834,1056.01,PC,Potential level one candidate; small centroid offset
425934411,0.853319,2.4e-05,1325.489793,142.01,PC,Gaia stellar radii 0.69 Rsun.
415969574,10.45776,0.00388,1362.57199,342.01,,two transits; no gaia radius
211438925,4.899379,0.00013,1356.565648,194.01,KP,WASP-20
12421862,20.427265,0.003312,1356.375417,198.01,PC,
198077394,3.99047,6e-05,1355.68758,322.01,PC,not synchronized; no GAIA radius
47425697,0.49393,0.00018,1354.46949,364.01,,a little v-shaped; possible EB
262530407,2.853133,6.6e-05,1356.153,177.01,PC,known TOI
175482273,5.46349,0.00032,1354.34549,369.01,,PC (star radius 1.70); Simbad says it's a known double. Gaia did not have a second star at the same coordinate.
307210830,3.690638,6e-06,1356.203945,175.01,PC,
76989773,1.769141,3.1e-05,1355.082723,182.01,PC,v-shaped; two stars in PSF
20892672,3.10926,0.00045,1356.50088,378.01,,2 stars in same pixel with dmag 1
76923707,4.532037,0.000161,1358.118127,181.01,PC,
9033144,4.71452,0.00057,1354.29153,367.01,,likely EB
251848941,6.558054,0.00129,1360.242325,178.01,PC,
100100827,0.941449,2e-06,1354.458014,185.01,KP,WASP-18 b
183537452,3.922743,7.4e-05,1356.414736,192.01,KP,WASP-29
382474101,2.65221,7e-05,1354.56049,349.01,,400 ppm secondary; synchronized
183985250,0.792072,1.5e-05,1354.214863,193.01,PC,Tdur is short for Rstar
183532609,8.159165,0.000501,1358.920239,191.01,KP,WASP-8
207084429,4.89388,0.00156,1356.07033,381.01,,the target may be on the neighbor on the north (Rstar 1.3; dmag=6).
230982885,2.072761,2e-05,1355.490416,195.01,KP,WASP-97
207141131,4.137394,9.6e-05,1354.588395,179.01,PC,known TOI
220016044,0.93985,0.00032,1354.34394,357.01,,weak signal
280097543,9.44859,0.00358,1329.29739,375.01,,needs follow-up to confirm stellar parameters
166697854,2.75753,0.00046,1354.42965,300.01,,two stars in the same pixel; Gaia radius of 166697854 is 1.6 Rsun; second star is 4 as away and dmag 4
166739520,10.020817,0.000175,1357.571578,190.01,KP,WASP-117
220396259,0.91693,0.00013,1354.7083,379.01,EB,needs follow-up to confirm whether is on target
167418898,10.98036,6e-05,1335.77147,383.01,PC,likely large planet on 167418903; this TIC ID is for a NPC (nearby Planet Candidate)
441075486,1.12026,3e-05,1354.76663,372.01,,likely EB; V-shaped;
9032368,1.632,0.00042,1355.67942,373.01,,target is likely 9032367 (still possible to be a planet);
77031413,1.38665,3e-05,1355.1953,368.01,,two stars in the same pixel;
305048116,7.11679,0.00192,1357.85959,362.01,,the super bright star to the southwest is TIC 304698788; does not have a signal.
13023738,8.05577,0.00291,1354.97828,360.01,,centroid shift in X/Y is due to the star nearby but the signal is on target.
47423120,11.6235,0.00022,1356.83006,352.01,,The period could be half;
228381868,3.46583,0.0006,1356.67382,351.01,,star is evolved
70785910,0.49486,4e-05,1354.36474,348.01,,V-shaped;
13023378,6.06764,0.001,1358.25733,344.01,PC,
66497310,1.75649,0.00036,1355.52155,343.01,PC,
33911302,1.81383,0.00024,1355.75117,341.01,PC,
69838258,6.73069,0.00072,1354.57336,339.01,,difference image not conclusive
27966179,4.27958,0.00034,1355.6917,330.01,PC,
169765334,5.7018,0.00449,1354.94883,329.01,PC,
206669860,10.06378,0.00509,1362.96027,327.01,,two events; odd even?
188593930,1.46503,0.00029,1354.27607,320.01,PC,
402319411,3.3262,0.00094,1355.09217,317.01,PC,
8988289,13.32379,0.0,1365.98759,316.01,,V-shaped
316769613,10.18242,0.00536,1355.59503,314.01,PC,
9102327,3.2615,0.00086,1354.54332,313.01,,target star is two stars in Gaia ();  check if it is on target;
434105231,0.79632,3e-05,1354.99864,311.01,,maybe EB; V-shaped; some odd-even
228507250,6.15864,0.00127,1360.01144,309.01,PC,
9100874,6.16425,0.00199,1357.84005,307.01,PC,
114749636,4.59971,0.0005,1357.67041,306.01,PC,
2758565,3.78192,0.00043,1356.03117,287.01,,synchronized with stellar rotation
145750719,3.56133,0.00058,1357.55952,303.01,PC,
206686292,1.32901,0.00014,1354.35602,298.01,,synchronized?
327952677,3.39656,0.00028,1356.40432,295.01,PC,
188570092,7.32829,0.00054,1358.78126,294.01,PC,
49710555,12.07397,0.00381,1359.62204,291.01,,possible centroid shift
155995204,9.30734,0.00218,1357.58381,384.01,,big;
229091748,0.4568,4e-05,1354.59152,382.01,PC,
100014359,0.50457,1e-05,1354.38208,380.01,PC,
281710229,8.30985,0.00127,1360.88042,308.01,,v-shaped;
144301273,2.75161,0.00024,1355.44295,376.01,PC,
183675732,5.4823,0.0015,1356.62212,374.01,PC,
224271611,4.0394,0.00109,1355.18601,347.01,PC,
156016136,3.4805,0.00073,1357.43733,371.01,PC,
251855940,4.04655,0.00038,1354.28979,370.01,PC,
251878904,1.70429,0.00049,1354.48285,366.01,,too faint
118586896,12.10588,0.00208,1365.97342,365.01,,likely EB; V-shaped
308208458,11.22917,0.00294,1362.15706,345.01,,possible odd even;
262530780,8.22393,0.00156,1361.87743,363.01,PC,
144276942,1.53533,0.00025,1354.57959,361.01,PC,
80432617,16.45209,,1360.67423,359.01,,two events (near 1360 and 1377); wrong period in report
321982642,9.105,0.0012,1356.32633,358.01,,odd/even not reliable
369336146,5.77014,0.00468,1358.03764,356.01,PC,
183593642,1.03742,0.00014,1355.08121,355.01,,potential odd/even difference
100097716,2.99995,0.00019,1354.37712,354.01,,Two stars in the same pixel
100099031,1.29866,0.00028,1355.02081,353.01,,big;
199731190,2.51276,0.00031,1355.90325,350.01,PC,
118327533,8.28154,0.00099,1354.79225,346.01,,the period is twice as reported; V-shaped.
80439101,7.42229,0.00093,1361.05759,340.01,,V-shaped; likely EB; period could be twice the reported.
116156517,5.36732,0.00057,1357.37358,338.01,PC,
155986102,6.87168,0.00112,1360.61731,337.01,,Likely FP; the period is twice as reported; there appear to be a second event in the data.
41865539,1.26092,0.0004,1354.86627,335.01,,odd even unreliable
224245334,3.79069,0.00166,1355.55844,333.01,PC,
262531275,2.48421,0.00074,1356.00813,331.01,,possible centroid offset; the fainter star to the north has a smaller radius than the target.
180285396,10.36652,0.00105,1363.14559,292.01,,V-shaped3
139357541,4.47894,0.00109,1355.80666,328.01,,V-shaped
144336525,0.24733,1e-05,1354.25954,326.01,,really short period.
66413476,4.36924,0.0008,1357.72126,325.01,,There might be some odd even difference.
156002449,5.2852,0.00063,1357.7274,324.01,,Big;
251852984,2.77422,0.0008,1355.57459,323.01,PC,
389753172,0.71356,1e-05,1325.89923,319.01,,There is a potential odd even;
175476629,1.14057,0.00053,1354.27156,321.01,,There is some centroid offset but there is no star there.
206352378,3.74649,0.00014,1327.33174,318.01,,V-shaped; need to check if it is on target.
66356824,1.7778,0.00014,1355.60052,315.01,PC,
180145006,3.54112,0.00035,1357.54604,312.01,PC,
175477257,4.26938,0.00043,1356.58788,310.01,PC,
156075294,5.72144,0.0012,1354.69581,299.01,PC,
102030574,9.94962,0.00096,1364.10083,305.01,,likely EB;
262530873,2.24172,0.00091,1356.28606,304.01,,Likely EB; Big but flat bottomed.
229111835,6.70145,0.00101,1356.68237,302.01,PC,
144301052,3.74317,0.00187,1356.92824,301.01,PC,
115242351,5.67116,0.00336,1358.77289,297.01,PC,
382463648,12.62733,0.00201,1355.52978,296.01,,The period could be either 12.635 or 25.27
251848941,10.354252,0.003165,1354.55219,178.02,PC,similar period to candidate 3
251848941,9.955936,0.005123,1362.953314,178.03,PC,similar period to candidate 2 and may be wrong; only two transits
425997655,29.796715,0.001249,1340.303919,174.02,PC,HD 23472 c
31852980,7.413857,0.000288,1327.136315,487.02,PC,periods are mismatched with existing .01 and .02
32090583,0.438374,1e-05,1325.546913,218.01,PC,this is the toi.01 target (period 0.4 days)
52204645,4.379757,0.000333,1325.883984,209.01,PC,The signal is likely on target; the centroid offset seen in SPOC report is likely caused by the nearby giant 9th mag star;which has a peak in periodogram at 8.60 days; and causes the second bright spot seen in difference image
55650590,0.73632,8e-06,1325.542258,206.01,PC,
141527579,15.086964,0.000707,1328.944396,698.01,PC,
167754523,1.69992,0.00019,1326.31473,409.01,EB,centroid offset on 167754526
231912935,26.296721,0.004952,1334.391185,215.01,PC,A weak detection.
234345288,23.519835,0.000201,1343.336546,213.01,PC,one of the transits is cut off
237914496,3.568089,0.000159,1326.817909,702.01,PC,
260004324,3.81426,9.9e-05,1327.418439,704.01,PC,
281575427,4.251801,0.000517,1326.336481,205.01,PC,
281781375,43.828624,0.007815,1328.032557,204.01,PC,Only two events;  first event is on/near momentum dump.
314865962,22.4536,0.001306,1335.959833,208.01,PC,
316937670,0.62425,3.3e-05,1325.342966,221.01,PC,"TFOP FP; event is on  event is on the dT= 0.24 fainter neighbor ~8"" W TIC 316937669; M dwarf; low MES USP."
305048087,5.433729,0.001053,1355.24981,237.01,PC,low MES.
280095254,10.090287,3.8e-05,1357.283223,235.01,PC,follow-up in progress; originally reported period was 20.1 which is twice the real period identified here
204317710,2.812077,0.000324,1355.983448,255.01,KP,HATS-32
9727392,4.534451,0.000118,1355.325711,236.01,PC,1700 ppm secondary. Likely EB.
49687222,20.186539,0.003807,1360.073308,254.01,PC,The transit shape looks asymmetric but it is not near known systematics; recommend to confirm signal on target before follow up.
12423815,2.839249,0.00031,1356.088115,234.01,PC,centroid shift is not significant.
415969908,11.665865,0.003883,1365.263091,233.01,PC,
402026209,1.338231,1.4e-05,1355.184519,232.01,KP,WASP-4
326453034,14.445918,0.003833,1355.95751,223.01,PC,Low significance; not enough information from centroid plot to determine if object is on target. Gaia indicates R*=2.7. Transit duration seems short for a giant. Period is similar to the spacecraft period but transit events are not near known scattered light events so they could be real.
322063810,3.515816,0.001043,1355.612876,253.01,PC,There is another star in the same pixel. Centroid offset is not significant.
224225541,4.937712,0.000733,1357.305816,251.01,PC,centroid shift not significant.
204376737,3.361021,6.3e-05,1357.394512,231.01,KP,WASP-6
201793781,5.991198,0.000404,1354.835774,248.01,PC,known TOI
184240683,1.628393,3.4e-05,1355.508203,250.01,KP,WASP-5
179985715,6.613147,0.002144,1359.540377,249.01,PC,centroid offset not significant.
160148385,3.425239,0.000133,1354.319952,247.01,KP,WASP-96
160074939,13.340145,0.004364,1366.329788,230.01,PC,The transit signal maybe caused by scattered light.
158623531,7.872846,0.000122,1355.732521,246.01,KP,WASP-105
154618248,8.773772,0.000994,1361.546719,245.01,PC,"The target is two stars separated by <1""; TICOffset and OOTOffset not significant; no other star at the location of the centroid shift indicating signal likely on target"
149010208,3.437004,0.000173,1356.619165,243.01,PC,Gaia radius is 1.8 Rsun. Planet radius is big.
120610833,3.126068,0.000111,1354.773398,229.01,PC,V-shaped.
120585579,6.340315,0.000367,1357.778211,242.01,PC,The detected secondary could have a wrong depth estimation because of the low points near 1380.
118327550,7.395586,0.001447,1357.365444,244.01,PC,Stellar radius is likely to be smaller because Teff is low. Gaia shows it is a high proper motion star with big parallax.
101948569,19.472408,0.004362,1360.113171,240.01,PC,
77044471,2.686063,0.000249,1356.102509,228.01,KP,HATS-16
77031414,1.386653,2e-05,1355.195771,241.01,PC,target could also be 77031413.
9006668,1.272419,0.000206,1354.669184,238.01,PC,centroid offset not significant.
9725627,4.15701,0.000336,1356.962278,239.01,PC,
12862099,2.423823,0.000137,1386.578118,259.01,KP,WASP-44
37749396,13.470018,0.003236,1392.294408,260.01,PC,only two transits
63898957,3.361391,0.000985,1387.285571,261.01,PC,ambiguous period
63898957,13.039359,0.004316,1389.727185,261.02,PC,ambiguous period; many transits; need photometry to constrain period
70513361,11.146909,0.002487,1389.839926,262.01,PC,ambiguous period
92226327,3.778378,0.000784,1389.293276,256.02,KP,LHS-1140c
120896927,17.2148,,1414.547596,402.02,KP,follow-up in progress
120916706,0.556737,7.3e-05,1386.172349,263.01,PC,
122612091,2.216794,5.1e-05,1383.398113,264.01,KP,
150428135,16.051165,0.000225,1340.087963,700.01,PC,GAIA plx = 32.098 indicating an M dwarf
153065527,13.173838,0.001285,1388.56838,406.01,PC,
159951311,5.924426,0.000114,1387.571092,265.01,KP,
164767175,10.767807,0.004925,1393.078739,266.01,PC,period ambiguous for .01 and .02; unclear which transits are attributed to which candidates; will not be observed again in nominal mission
164767175,6.19132,0.003482,1392.104974,266.02,PC,period ambiguous for .01 and .02; unclear which transits are attributed to which candidates; will not be observed again in nominal mission
166836920,5.75244,0.000221,1387.960271,267.01,KP,WASP-99
219253008,5.066148,0.000107,1385.127289,268.01,PC,
220479565,3.697675,4.9e-05,1381.846933,269.01,PC,
259377017,5.660182,6.8e-05,1383.842444,270.01,PC,
259377017,11.380259,0.000242,1389.677602,270.02,PC,
259377017,3.360137,0.000121,1383.732364,270.03,PC,
259511357,2.476082,5.6e-05,1382.228163,271.01,PC,follow up in progress
268766053,3.30968,0.000124,1386.231709,272.01,KP,WASP-53
439456714,3.994244,0.000716,1389.02917,277.01,PC,check that 439456712 is not the target
42054565,10.175948,0.004156,1393.67584,280.01,PC,low SNR; possible instrument systematic; source is possibly 42054566 which is 4.24 as away
122613513,11.494122,0.000968,1388.370019,279.01,PC,
219239945,13.697384,0.002108,1389.366552,701.01,PC,transits in close proximity to some but not all momentum dumps
244161191,0.298746,2.3e-05,1386.106592,278.01,O,possible dipper; not a planet candidate; Rstar may be larger than stated
29781292,31.323499,0.005843,1355.735635,282.02,PC,could be a secondary of .01 or a single transit detection of a second planet
220459976,32.332528,0.006676,1361.663925,285.01,PC,possible single transit
375059587,12.669232,0.000557,1326.823565,786.01,PC,
391821647,1.996071,0.000106,1325.573663,708.01,EB,large scatter in centroid from sector to sector; very crowded field; possible secondary
391904697,47.024273,0.005561,1352.129106,705.01,PC,marginal
425997655,12.160999,0.000985,1335.751351,174.03,PC,low MES
425997655,3.975995,0.00021,1326.0332,174.04,PC,low MES
178284730,2.235982,1e-05,1412.697299,418.01,KP,WASP 140b; this planet contaminates 178284729 in spoc-s01s06-b02
49899799,7.01152,0.00016,1413.19546,416.01,EB,tropical Jupiter
152476657,3.611175,7.7e-05,1411.728957,415.01,KP,
325680697,1.824848,4e-05,1411.517989,414.01,PC,follow-up in progress; possible EB
