tic_id,Sector,Filename
233202166,15,tess2019226182529-s0015-0000000233202166-0151-s_lc.fits
156495294,15,tess2019226182529-s0015-0000000156495294-0151-s_lc.fits
160520980,15,tess2019226182529-s0015-0000000160520980-0151-s_lc.fits
371756009,15,tess2019226182529-s0015-0000000371756009-0151-s_lc.fits
136989286,15,tess2019226182529-s0015-0000000136989286-0151-s_lc.fits
376973804,15,tess2019226182529-s0015-0000000376973804-0151-s_lc.fits
233724023,15,tess2019226182529-s0015-0000000233724023-0151-s_lc.fits
158586520,15,tess2019226182529-s0015-0000000158586520-0151-s_lc.fits
229440959,15,tess2019226182529-s0015-0000000229440959-0151-s_lc.fits
267574639,15,tess2019226182529-s0015-0000000267574639-0151-s_lc.fits
219776641,15,tess2019226182529-s0015-0000000219776641-0151-s_lc.fits
232983098,15,tess2019226182529-s0015-0000000232983098-0151-s_lc.fits
376880697,15,tess2019226182529-s0015-0000000376880697-0151-s_lc.fits
233077249,15,tess2019226182529-s0015-0000000233077249-0151-s_lc.fits
48448653,15,tess2019226182529-s0015-0000000048448653-0151-s_lc.fits
441663484,15,tess2019226182529-s0015-0000000441663484-0151-s_lc.fits
383673177,15,tess2019226182529-s0015-0000000383673177-0151-s_lc.fits
303179436,15,tess2019226182529-s0015-0000000303179436-0151-s_lc.fits
199425496,15,tess2019226182529-s0015-0000000199425496-0151-s_lc.fits
198357824,15,tess2019226182529-s0015-0000000198357824-0151-s_lc.fits
233207699,15,tess2019226182529-s0015-0000000233207699-0151-s_lc.fits
271357107,15,tess2019226182529-s0015-0000000271357107-0151-s_lc.fits
99919617,15,tess2019226182529-s0015-0000000099919617-0151-s_lc.fits
237203839,15,tess2019226182529-s0015-0000000237203839-0151-s_lc.fits
15422557,15,tess2019226182529-s0015-0000000015422557-0151-s_lc.fits
161725074,15,tess2019226182529-s0015-0000000161725074-0151-s_lc.fits
224302054,15,tess2019226182529-s0015-0000000224302054-0151-s_lc.fits
441790556,15,tess2019226182529-s0015-0000000441790556-0151-s_lc.fits
198186714,15,tess2019226182529-s0015-0000000198186714-0151-s_lc.fits
303244407,15,tess2019226182529-s0015-0000000303244407-0151-s_lc.fits
233748892,15,tess2019226182529-s0015-0000000233748892-0151-s_lc.fits
233056745,15,tess2019226182529-s0015-0000000233056745-0151-s_lc.fits
210342504,15,tess2019226182529-s0015-0000000210342504-0151-s_lc.fits
334779420,15,tess2019226182529-s0015-0000000334779420-0151-s_lc.fits
467216653,15,tess2019226182529-s0015-0000000467216653-0151-s_lc.fits
16744225,15,tess2019226182529-s0015-0000000016744225-0151-s_lc.fits
289621579,15,tess2019226182529-s0015-0000000289621579-0151-s_lc.fits
377050568,15,tess2019226182529-s0015-0000000377050568-0151-s_lc.fits
1884227789,15,tess2019226182529-s0015-0000001884227789-0151-s_lc.fits
371917294,15,tess2019226182529-s0015-0000000371917294-0151-s_lc.fits
160550963,15,tess2019226182529-s0015-0000000160550963-0151-s_lc.fits
142308478,15,tess2019226182529-s0015-0000000142308478-0151-s_lc.fits
276544639,15,tess2019226182529-s0015-0000000276544639-0151-s_lc.fits
147626946,15,tess2019226182529-s0015-0000000147626946-0151-s_lc.fits
13693636,15,tess2019226182529-s0015-0000000013693636-0151-s_lc.fits
407696596,15,tess2019226182529-s0015-0000000407696596-0151-s_lc.fits
373378410,15,tess2019226182529-s0015-0000000373378410-0151-s_lc.fits
263930790,15,tess2019226182529-s0015-0000000263930790-0151-s_lc.fits
219896037,15,tess2019226182529-s0015-0000000219896037-0151-s_lc.fits
239272632,15,tess2019226182529-s0015-0000000239272632-0151-s_lc.fits
166076472,15,tess2019226182529-s0015-0000000166076472-0151-s_lc.fits
229402092,15,tess2019226182529-s0015-0000000229402092-0151-s_lc.fits
233128719,15,tess2019226182529-s0015-0000000233128719-0151-s_lc.fits
155872701,15,tess2019226182529-s0015-0000000155872701-0151-s_lc.fits
282925731,15,tess2019226182529-s0015-0000000282925731-0151-s_lc.fits
40378419,15,tess2019226182529-s0015-0000000040378419-0151-s_lc.fits
286820024,15,tess2019226182529-s0015-0000000286820024-0151-s_lc.fits
383622780,15,tess2019226182529-s0015-0000000383622780-0151-s_lc.fits
343264872,15,tess2019226182529-s0015-0000000343264872-0151-s_lc.fits
48139214,15,tess2019226182529-s0015-0000000048139214-0151-s_lc.fits
441733143,15,tess2019226182529-s0015-0000000441733143-0151-s_lc.fits
219797504,15,tess2019226182529-s0015-0000000219797504-0151-s_lc.fits
1952570479,15,tess2019226182529-s0015-0000001952570479-0151-s_lc.fits
229941301,15,tess2019226182529-s0015-0000000229941301-0151-s_lc.fits
367837910,15,tess2019226182529-s0015-0000000367837910-0151-s_lc.fits
224604423,15,tess2019226182529-s0015-0000000224604423-0151-s_lc.fits
232640311,15,tess2019226182529-s0015-0000000232640311-0151-s_lc.fits
13497477,15,tess2019226182529-s0015-0000000013497477-0151-s_lc.fits
199661915,15,tess2019226182529-s0015-0000000199661915-0151-s_lc.fits
154090663,15,tess2019226182529-s0015-0000000154090663-0151-s_lc.fits
406929226,15,tess2019226182529-s0015-0000000406929226-0151-s_lc.fits
330460057,15,tess2019226182529-s0015-0000000330460057-0151-s_lc.fits
313013683,15,tess2019226182529-s0015-0000000313013683-0151-s_lc.fits
332475843,15,tess2019226182529-s0015-0000000332475843-0151-s_lc.fits
232602795,15,tess2019226182529-s0015-0000000232602795-0151-s_lc.fits
441802284,15,tess2019226182529-s0015-0000000441802284-0151-s_lc.fits
233317152,15,tess2019226182529-s0015-0000000233317152-0151-s_lc.fits
27685055,15,tess2019226182529-s0015-0000000027685055-0151-s_lc.fits
277163495,15,tess2019226182529-s0015-0000000277163495-0151-s_lc.fits
372252647,15,tess2019226182529-s0015-0000000372252647-0151-s_lc.fits
277165061,15,tess2019226182529-s0015-0000000277165061-0151-s_lc.fits
282361398,15,tess2019226182529-s0015-0000000282361398-0151-s_lc.fits
233066763,15,tess2019226182529-s0015-0000000233066763-0151-s_lc.fits
256298245,15,tess2019226182529-s0015-0000000256298245-0151-s_lc.fits
229403646,15,tess2019226182529-s0015-0000000229403646-0151-s_lc.fits
377782001,15,tess2019226182529-s0015-0000000377782001-0151-s_lc.fits
287152070,15,tess2019226182529-s0015-0000000287152070-0151-s_lc.fits
169941110,15,tess2019226182529-s0015-0000000169941110-0151-s_lc.fits
267991311,15,tess2019226182529-s0015-0000000267991311-0151-s_lc.fits
233400739,15,tess2019226182529-s0015-0000000233400739-0151-s_lc.fits
232968276,15,tess2019226182529-s0015-0000000232968276-0151-s_lc.fits
353938213,15,tess2019226182529-s0015-0000000353938213-0151-s_lc.fits
441727189,15,tess2019226182529-s0015-0000000441727189-0151-s_lc.fits
357097621,15,tess2019226182529-s0015-0000000357097621-0151-s_lc.fits
233200244,15,tess2019226182529-s0015-0000000233200244-0151-s_lc.fits
416401395,15,tess2019226182529-s0015-0000000416401395-0151-s_lc.fits
199681621,15,tess2019226182529-s0015-0000000199681621-0151-s_lc.fits
417930869,15,tess2019226182529-s0015-0000000417930869-0151-s_lc.fits
230087410,15,tess2019226182529-s0015-0000000230087410-0151-s_lc.fits
233089039,15,tess2019226182529-s0015-0000000233089039-0151-s_lc.fits
16659526,15,tess2019226182529-s0015-0000000016659526-0151-s_lc.fits
229504445,15,tess2019226182529-s0015-0000000229504445-0151-s_lc.fits
420174351,15,tess2019226182529-s0015-0000000420174351-0151-s_lc.fits
233612454,15,tess2019226182529-s0015-0000000233612454-0151-s_lc.fits
160408381,15,tess2019226182529-s0015-0000000160408381-0151-s_lc.fits
229770169,15,tess2019226182529-s0015-0000000229770169-0151-s_lc.fits
269661428,15,tess2019226182529-s0015-0000000269661428-0151-s_lc.fits
16659764,15,tess2019226182529-s0015-0000000016659764-0151-s_lc.fits
288469460,15,tess2019226182529-s0015-0000000288469460-0151-s_lc.fits
233199626,15,tess2019226182529-s0015-0000000233199626-0151-s_lc.fits
233528931,15,tess2019226182529-s0015-0000000233528931-0151-s_lc.fits
459981982,15,tess2019226182529-s0015-0000000459981982-0151-s_lc.fits
165501404,15,tess2019226182529-s0015-0000000165501404-0151-s_lc.fits
341815715,15,tess2019226182529-s0015-0000000341815715-0151-s_lc.fits
125369433,15,tess2019226182529-s0015-0000000125369433-0151-s_lc.fits
273882770,15,tess2019226182529-s0015-0000000273882770-0151-s_lc.fits
65016616,15,tess2019226182529-s0015-0000000065016616-0151-s_lc.fits
165551979,15,tess2019226182529-s0015-0000000165551979-0151-s_lc.fits
138674468,15,tess2019226182529-s0015-0000000138674468-0151-s_lc.fits
1717636626,15,tess2019226182529-s0015-0000001717636626-0151-s_lc.fits
1980148542,15,tess2019226182529-s0015-0000001980148542-0151-s_lc.fits
16540399,15,tess2019226182529-s0015-0000000016540399-0151-s_lc.fits
236702906,15,tess2019226182529-s0015-0000000236702906-0151-s_lc.fits
298665232,15,tess2019226182529-s0015-0000000298665232-0151-s_lc.fits
149970022,15,tess2019226182529-s0015-0000000149970022-0151-s_lc.fits
310995878,15,tess2019226182529-s0015-0000000310995878-0151-s_lc.fits
1884256645,15,tess2019226182529-s0015-0000001884256645-0151-s_lc.fits
272781335,15,tess2019226182529-s0015-0000000272781335-0151-s_lc.fits
199710478,15,tess2019226182529-s0015-0000000199710478-0151-s_lc.fits
232608892,15,tess2019226182529-s0015-0000000232608892-0151-s_lc.fits
230064636,15,tess2019226182529-s0015-0000000230064636-0151-s_lc.fits
233943677,15,tess2019226182529-s0015-0000000233943677-0151-s_lc.fits
259167310,15,tess2019226182529-s0015-0000000259167310-0151-s_lc.fits
232618043,15,tess2019226182529-s0015-0000000232618043-0151-s_lc.fits
156464601,15,tess2019226182529-s0015-0000000156464601-0151-s_lc.fits
141816675,15,tess2019226182529-s0015-0000000141816675-0151-s_lc.fits
441741053,15,tess2019226182529-s0015-0000000441741053-0151-s_lc.fits
165502188,15,tess2019226182529-s0015-0000000165502188-0151-s_lc.fits
341687730,15,tess2019226182529-s0015-0000000341687730-0151-s_lc.fits
219895046,15,tess2019226182529-s0015-0000000219895046-0151-s_lc.fits
166152066,15,tess2019226182529-s0015-0000000166152066-0151-s_lc.fits
154068827,15,tess2019226182529-s0015-0000000154068827-0151-s_lc.fits
166085429,15,tess2019226182529-s0015-0000000166085429-0151-s_lc.fits
139144802,15,tess2019226182529-s0015-0000000139144802-0151-s_lc.fits
371619243,15,tess2019226182529-s0015-0000000371619243-0151-s_lc.fits
462546411,15,tess2019226182529-s0015-0000000462546411-0151-s_lc.fits
430483458,15,tess2019226182529-s0015-0000000430483458-0151-s_lc.fits
452685429,15,tess2019226182529-s0015-0000000452685429-0151-s_lc.fits
202382858,15,tess2019226182529-s0015-0000000202382858-0151-s_lc.fits
233096788,15,tess2019226182529-s0015-0000000233096788-0151-s_lc.fits
219806427,15,tess2019226182529-s0015-0000000219806427-0151-s_lc.fits
273042650,15,tess2019226182529-s0015-0000000273042650-0151-s_lc.fits
170255099,15,tess2019226182529-s0015-0000000170255099-0151-s_lc.fits
160043332,15,tess2019226182529-s0015-0000000160043332-0151-s_lc.fits
160423277,15,tess2019226182529-s0015-0000000160423277-0151-s_lc.fits
170234196,15,tess2019226182529-s0015-0000000170234196-0151-s_lc.fits
310000061,15,tess2019226182529-s0015-0000000310000061-0151-s_lc.fits
161363412,15,tess2019226182529-s0015-0000000161363412-0151-s_lc.fits
284660677,15,tess2019226182529-s0015-0000000284660677-0151-s_lc.fits
233084587,15,tess2019226182529-s0015-0000000233084587-0151-s_lc.fits
326209772,15,tess2019226182529-s0015-0000000326209772-0151-s_lc.fits
160586166,15,tess2019226182529-s0015-0000000160586166-0151-s_lc.fits
154549250,15,tess2019226182529-s0015-0000000154549250-0151-s_lc.fits
316419249,15,tess2019226182529-s0015-0000000316419249-0151-s_lc.fits
11583005,15,tess2019226182529-s0015-0000000011583005-0151-s_lc.fits
267552871,15,tess2019226182529-s0015-0000000267552871-0151-s_lc.fits
295413286,15,tess2019226182529-s0015-0000000295413286-0151-s_lc.fits
1201330483,15,tess2019226182529-s0015-0000001201330483-0151-s_lc.fits
357304194,15,tess2019226182529-s0015-0000000357304194-0151-s_lc.fits
171093035,15,tess2019226182529-s0015-0000000171093035-0151-s_lc.fits
311068627,15,tess2019226182529-s0015-0000000311068627-0151-s_lc.fits
219464154,15,tess2019226182529-s0015-0000000219464154-0151-s_lc.fits
271548206,15,tess2019226182529-s0015-0000000271548206-0151-s_lc.fits
441811957,15,tess2019226182529-s0015-0000000441811957-0151-s_lc.fits
236777181,15,tess2019226182529-s0015-0000000236777181-0151-s_lc.fits
229963053,15,tess2019226182529-s0015-0000000229963053-0151-s_lc.fits
233340718,15,tess2019226182529-s0015-0000000233340718-0151-s_lc.fits
219779375,15,tess2019226182529-s0015-0000000219779375-0151-s_lc.fits
272679177,15,tess2019226182529-s0015-0000000272679177-0151-s_lc.fits
295296524,15,tess2019226182529-s0015-0000000295296524-0151-s_lc.fits
154090077,15,tess2019226182529-s0015-0000000154090077-0151-s_lc.fits
64774351,15,tess2019226182529-s0015-0000000064774351-0151-s_lc.fits
229582807,15,tess2019226182529-s0015-0000000229582807-0151-s_lc.fits
283902824,15,tess2019226182529-s0015-0000000283902824-0151-s_lc.fits
237006522,15,tess2019226182529-s0015-0000000237006522-0151-s_lc.fits
277852408,15,tess2019226182529-s0015-0000000277852408-0151-s_lc.fits
233547261,15,tess2019226182529-s0015-0000000233547261-0151-s_lc.fits
219870500,15,tess2019226182529-s0015-0000000219870500-0151-s_lc.fits
430322214,15,tess2019226182529-s0015-0000000430322214-0151-s_lc.fits
229400552,15,tess2019226182529-s0015-0000000229400552-0151-s_lc.fits
399827809,15,tess2019226182529-s0015-0000000399827809-0151-s_lc.fits
219814336,15,tess2019226182529-s0015-0000000219814336-0151-s_lc.fits
269597106,15,tess2019226182529-s0015-0000000269597106-0151-s_lc.fits
