rowid,TIC_ID,TESS Disposition,TFOPWG Disposition,Planet SNR,Sectors,Comments,Full TOI ID,Group Disposition,Orbital Epoch Value,Orbital Period Error,Orbital Period Value,Public Comment
202,49899799,EB,FP,269.0,4,tropical Jupiter,416.01,FP,1413.19546,0.00016,7.01152,tropical Jupiter
203,50120414,PC,PC,19.0,18,active star; slightly large planet candidate,1588.01,PC,1793.4846300000006,0.0009400000000000001,3.5804,active star; slightly large planet candidate
204,50309953,,FP,26.0,"1,13",,1109.01,FP,1329.98161,7e-05,7.04082,
205,50312495,PC,PC,8.060967,"2,13",transits are close to momentum dumps,1211.01,PC,1363.50579,0.000267,14.706994,transits are close to momentum dumps
206,50365310,PC,PC,20.0,7,,1000.01,PC,1493.38398,0.0006799999999999999,2.1715299999999997,
207,50618703,PC,PC,12.803771,6,,544.01,PC,1469.758806,0.000198,1.548214,
208,50712784,KP,KP,10.0,7,,1912.01,KP,1492.28099,0.00282,5.4054199999999994,
209,51024887,PC,PC,16.019594,18,Check neighbors,1632.01,PC,1797.344998,0.0032,8.249187,Check neighbors
210,51234631,KP,KP,112.40956,20,XO-4 B,1721.01,KP,1846.130168,0.00014199999999999998,4.124878,XO-4 B
211,51912829,PC,FP,49.261066,"1,2",Likely EB,180.01,FP,1325.897913,9e-06,0.835398,Likely EB
212,52041724,PC,FP,82.0,18,single transit superimposed on BEB; large,1589.01,FP,1800.8067800000001,,,single transit superimposed on BEB; large
213,52204645,PC,PC,11.460917,"1,2",The signal is likely on target; the centroid offset seen in SPOC report is likely caused by the nearby giant 9th mag star;which has a peak in periodogram at 8.60 days; and causes the second bright spot seen in difference image,209.01,PC,1325.883984,0.000333,4.379757,The signal is likely on target; the centroid offset seen in SPOC report is likely caused by the nearby giant 9th mag star;which has a peak in periodogram at 8.60 days; and causes the second bright spot seen in difference image
214,52280468,EB,FP,337.59433,6,no GAIA radius with Teff 3869K; large planet around an M star if real,472.01,FP,1468.7251880000001,3e-06,0.56826,no GAIA radius with Teff 3869K; large planet around an M star if real
215,52368076,PC,CP,17.438063,"1,2",,125.01,CP,1327.432906,0.00028900000000000003,4.653811,
216,52548453,PC,FP,105.0,7,,987.01,FP,1495.94244,0.00061,5.21517,
217,52640302,KP,KP,38.977436,6,WASP-64,473.01,KP,1469.5903460000006,8.8e-05,1.573285,WASP-64
218,53189332,KP,KP,32.974059999999994,9,WASP-106 b,660.01,KP,1544.649978,0.0009109999999999999,9.290298,WASP-106 b
219,53427308,PC,FP,13.0,20,Small depth-aperture correlation; odd/even not reliable because fit fails; short transit duration for a big star; steep ingress and shallow egress could be due to disintegrating planet,1733.01,FP,1844.7654,0.0019199999999999998,5.80322,Small depth-aperture correlation; odd/even not reliable because fit fails; short transit duration for a big star; steep ingress and shallow egress could be due to disintegrating planet
220,53458803,KP,KP,116.0,"6,7",,1913.01,KP,1471.9692599999994,9e-05,3.34862,
221,53593457,PC,FP,9.624941,6,possible secondary,543.01,FP,1468.3321019999994,0.000146,0.5308930000000001,possible secondary
222,53617134,PC,PC,36.0,25,possible centroid offset; match to 53617127,2033.01,PC,1794.68368,0.00053,18.82452,possible centroid offset; match to 53617127
223,53709089,PC,PC,9.0,24,odd/even from qlp; check neighbor tic53709074,2035.01,PC,1793.50485,0.00054,8.512260000000001,odd/even from qlp; check neighbor tic53709074
224,53735810,KP,KP,39.438835,9,WASP-66b,661.01,KP,1544.1685619999994,0.000383,4.0865300000000016,WASP-66b
225,53750200,KP,KP,20.0,"6,7",,1914.01,KP,1469.00065,0.00045,4.19268,
226,53875855,PC,PC,24.0,17,signficiant odd-even; likely EB,1491.01,PC,1769.16143,0.00119,4.4932099999999995,signficiant odd-even; likely EB
227,54002556,PC,PC,29.0,3,Single transit; potential transits at BJD 1390 and 1402.5,1847.01,PC,1390.70655,,,Single transit; potential transits at BJD 1390 and 1402.5
228,54044474,PC,FP,111.0,9,,1045.01,FP,1545.9224800000006,0.00015,3.7042599999999997,
229,54085154,PC,FP,13.519842,9,,662.01,FP,1543.299953,0.00011200000000000001,1.001166,
230,54364414,PC,FP,21.0,25,potential L1 candidate,2041.01,FP,1792.09482,2.9999999999999997e-05,1.37474,potential L1 candidate
231,54390047,PC,PC,9.0,7,marginal,998.01,PC,1492.59241,0.00043,0.9408299999999999,marginal
232,54962195,PC,PC,9.389264,9,,663.01,PC,1544.390641,0.0005,2.5986540000000002,
233,55092869,KP,KP,74.665642,9,KELT 11b,664.01,KP,1544.341451,0.000234,4.7360940000000005,KELT 11b
234,55383975,PC,FP,85.158592,"1,4,5,6",likely gas giant,694.01,FP,1366.770735,0.001034,48.05216,likely gas giant
235,55452495,EB,FP,20.0,2,2x period; hot star; may not be on target,336.01,FP,1328.46551,7e-05,8.85709,2x period; hot star; may not be on target
236,55488511,PC,PC,8.038872,5,Low SNR; no GAIA radius,557.01,PC,1439.541685,0.0006259999999999999,3.3454309999999996,Low SNR; no GAIA radius
237,55525572,PC,CP,15.288789,"4,5,6,8,9",possible single event close to BJD  2457000 = 1540,813.01,CP,1454.659802,0.00719,83.899464,possible single event close to BJD  2457000 = 1540
238,55559618,,FA,9.781613,"1,2,3,4,5,6",GAIA Rstar = 0.855 R_solar,695.01,FA,1346.4171880000001,0.001372,21.37511,GAIA Rstar = 0.855 R_solar
239,55650590,PC,PC,14.420712,"1,2,3,4,5,6",,206.01,PC,1325.542258,8e-06,0.73632,
240,55652896,PC,CP,144.75,"1,2,3,4,5,6",,216.02,CP,1325.378225,0.000442,17.081922,
241,58463434,PC,PC,29.0,10,single event,2003.01,PC,1579.3653199999999,,,single event
242,58542531,PC,PC,11.764502,19,potential L1 candidate,1683.01,PC,1816.4119280000002,0.000336,3.057601,potential L1 candidate
243,59003115,PC,FP,7.231075,5,Need SG1 to check nearby stars and especially TIC 59003118 (T=17.34 mag).,556.01,FP,1439.0759,0.000938,2.2941849999999997,Need SG1 to check nearby stars and especially TIC 59003118 (T=17.34 mag).
244,59843967,KP,KP,34.093102,6,HATS-4,474.01,KP,1468.52065,0.000167,2.516825,HATS-4
245,59859387,PC,PC,47.0,"7,8",V-shaped; some odd-even; crowded field; CTOI from Luke Bouma,1881.01,PC,1492.61576,8e-05,1.12027,V-shaped; some odd-even; crowded field; CTOI from Luke Bouma
246,61098812,KP,KP,112.59056,23,WASP-54 b,1833.01,KP,1931.236409,0.000113,3.6935800000000003,WASP-54 b
247,61538902,KP,KP,77.813034,10,WASP-129 b,752.01,KP,1573.686982,0.000291,5.747952,WASP-129 b
248,61988212,PC,FP,16.535254000000002,10,Likely EB; Gaia Rstar = 0.66Rsun,753.01,FP,1569.455416,4.9e-05,0.555255,Likely EB; Gaia Rstar = 0.66Rsun
249,62483237,PC,PC,0.8885370000000001,1,Level 1 candidate,139.01,PC,1334.8963880000001,0.00257,11.058421000000001,Level 1 candidate
250,63303499,PC,PC,16.0,"6,7",possible NEB to E; TIC 63303496,644.01,PC,1469.8553,0.00047999999999999996,1.9269900000000002,possible NEB to E; TIC 63303496
251,63698669,PC,PC,7.979284,2,second transit event is real single transit and others are spurious; CTOI from Planet Hunters TESS,1892.01,PC,1364.632073,,,second transit event is real single transit and others are spurious; CTOI from Planet Hunters TESS
252,63898957,PC,PC,8.706955,3,ambiguous period,261.01,PC,1387.2855710000001,0.000985,3.3613910000000002,ambiguous period
253,64071894,PC,PC,10.18843,4,two stars in same pixel,458.01,PC,1414.163706,0.003168,17.529885,two stars in same pixel
254,64553698,PC,FP,101.0,"16,17",,1397.01,FP,1739.38447,0.0007700000000000001,8.679110000000001,
255,64836837,PC,PC,15.0,"16,17",Likely Jupiter sized,1506.01,PC,1742.68672,0.0014199999999999998,10.91188,Likely Jupiter sized
256,65212867,PC,PC,75.0,7,,1007.01,PC,1492.04102,0.00058,6.99823,
257,65412605,PC,CP,166.0,7,,626.01,CP,1493.3151300000006,0.00018,4.40107,
258,66356824,PC,PC,22.0,"2,3",,315.01,PC,1355.60052,0.00014,1.7778,
259,66413476,,,23.0,"2,3",There might be some odd even difference.,325.01,PC,1357.72126,0.0008,4.3692400000000005,There might be some odd even difference.
260,66445643,PC,FP,19.0,"16,17",TFOP FP,1398.01,FP,1742.5906100000002,0.0018899999999999998,6.55236,TFOP FP
261,66497310,PC,PC,15.0,2,,343.01,PC,1355.52155,0.00036,1.75649,
262,66561343,PC,CP,15.0,6,2x period (real period is 10.626),892.01,PC,1470.38055,0.00116,5.31165,2x period (real period is 10.626)
263,66783360,PC,PC,22.0,"16,17",,1399.01,PC,1738.9840600000002,0.00015,1.38155,
264,66818296,,KP,134.842575,12,WASP-17 b,1050.01,KP,1627.126221,0.000148,3.7352849999999997,WASP-17 b
265,67309890,PC,FP,25.0,"16,17",,1484.01,FP,1739.46756,0.00022,1.1623700000000001,
266,67418624,PC,PC,11.318684,18,Low Signal-to-Noise,1598.01,PC,1791.6205100000002,9.8e-05,1.103694,Low Signal-to-Noise
267,67646988,KP,KP,243.00954,21,LP 261-75 b; BD from Irwin et al. 2018 with measured mass,1779.01,KP,1871.022482,1e-05,1.881719,LP 261-75 b; BD from Irwin et al. 2018 with measured mass
268,67666096,KP,KP,219.0,21,KELT-3 b,1766.01,KP,1872.8544100000001,5.9999999999999995e-05,2.70337,KELT-3 b
269,67772767,PC,PC,65.0,5,Check 67772765 but otherwise a good giant planet candidate,939.01,PC,1445.9033,0.0007,7.61177,Check 67772765 but otherwise a good giant planet candidate
270,67926921,PC,FP,79.0,20,Hot host star; the planet could be inflated because of the high stellar insolation; Gaia parallax is 1.7,1712.01,FP,1843.665,0.00033,3.56681,Hot host star; the planet could be inflated because of the high stellar insolation; Gaia parallax is 1.7
271,68152139,PC,FP,17.0,18,,1597.01,FP,1792.46525,0.00018,0.7377199999999999,
272,69068526,,,28.0,14,,1196.01,PC,1689.03121,0.0009699999999999999,5.54132,
273,69679391,KP,KP,304.751526,14,KELT 20b,1151.01,KP,1684.3143420000001,5e-05,3.4741699999999995,KELT 20b
274,69747919,KP,KP,9.3,2,K2-167b,1407.01,KP,1356.975421,2.2e-05,9.978572,K2-167b
275,69838258,,FP,61.0,2,difference image not conclusive,339.01,FP,1354.5733599999999,0.00072,6.730689999999999,difference image not conclusive
276,69997672,,,9.0,14,,1133.01,PC,1684.2349,0.00123,1.80709,
277,70440470,KP,KP,0.860842,1,,126.01,KP,1326.731043,0.00020299999999999997,3.035381,
278,70513361,PC,PC,10.47471,3,ambiguous period,262.01,PC,1389.8399259999999,0.002487,11.146908999999999,ambiguous period
279,70785910,,,39.0,2,V-shaped;,348.01,PC,1354.36474,4e-05,0.49486,V-shaped;
280,70797900,,FP,145.515579,2,V-shaped; single transit; likely EB.,224.01,FP,1365.843681,,,V-shaped; single transit; likely EB.
281,70887357,PC,PC,29.443735,5,Single transit; ~15 Re or larger based on actual depth,2008.01,PC,1454.33673,,,Single transit; ~15 Re or larger based on actual depth
282,70899085,PC,PC,55.0,5,,442.01,PC,1438.3855199999994,0.00016,4.05203,
283,70914192,EB,FP,150.0,5,V-shaped; depth is actually 5ppt; there is a dmag 4 neighbor at 2.5,427.01,FP,1438.32766,1e-05,0.60952,"V-shaped; depth is actually 5ppt; there is a dmag 4 neighbor at 2.5"""
284,71431780,PC,PC,13.512301999999998,20,,1723.01,PC,1852.7070620000002,0.004099,13.716057000000001,
285,71512186,PC,PC,10.557674,6,possibly marginal,525.01,PC,1471.035468,0.0052829999999999995,14.821751,possibly marginal
286,71612483,PC,FP,93.9797,23,V-shaped; slight odd-even; likely EB,1834.01,FP,1928.268741,3.4e-05,1.216809,V-shaped; slight odd-even; likely EB
287,71854745,PC,FP,11.0,18,Slightly crowded field; uncertain planet radius,1590.01,FP,1793.5101399999999,0.0020800000000000003,3.10315,Slightly crowded field; uncertain planet radius
288,72090501,PC,PC,19.0,6,maybe odd-even; two stars on the same TESS pixel,651.01,PC,1469.47343,0.00016999999999999999,1.07083,maybe odd-even; two stars on the same TESS pixel
289,72985822,PC,PC,20.404739000000006,10,possible odd-even difference,754.01,PC,1572.224414,0.0004570000000000001,3.8641089999999996,possible odd-even difference
290,73038411,PC,PC,34.0,7,BEB or diluted planet; could be on 73038410 (deep eclipse on that neighbour),978.01,PC,1502.7798599999999,,13.1,BEB or diluted planet; could be on 73038410 (deep eclipse on that neighbour)
291,73104318,PC,FP,19.0,"18,19",could be 2x period; likely there is a background EB with distinctly shorter period from transiting event,1674.01,FP,1822.59324,0.0013800000000000002,7.45494,could be 2x period; likely there is a background EB with distinctly shorter period from transiting event
292,73228647,PC,PC,7.605685,10,low SNR,755.01,PC,1570.101893,0.000708,2.540455,low SNR
293,73448352,PC,KP,54.0,18,,1603.01,KP,1794.3362,0.00039,4.73231,
294,73540072,PC,PC,15.0,23,,1853.01,PC,1929.6457300000002,0.00022999999999999998,1.24357,
295,73649615,PC,PC,7.940721000000001,10,,756.01,PC,1570.645382,0.00018899999999999999,1.23938,
296,73717937,KP,KP,21.82836,11,HATS-17b,819.01,KP,1602.088843,0.00279,16.257799,HATS-17b
297,73723286,EB,FP,109.289482,9,period in qlp = 14.05864 was slightly off,665.01,FP,1547.303252,0.0005059999999999999,14.065992999999999,period in qlp = 14.05864 was slightly off
298,74482749,PC,PC,32.0,"8,9",,584.01,PC,1518.15634,0.00018999999999999998,1.25987,
299,74534430,PC,PC,11.0,"8,9",period could be double (36.3 days); check bright star on the south west of this star,687.01,PC,1525.56244,0.00277,18.155379999999997,period could be double (36.3 days); check bright star on the south west of this star
300,76419763,KP,KP,93.744606,26,HAT-P-5 b,,KP,,,,HAT-P-5 b
301,76923707,PC,PC,64.932281,2,,181.01,PC,1358.118127,0.000161,4.532037,
302,76989773,PC,FP,160.339111,2,v-shaped; two stars in PSF,182.01,FP,1355.082723,3.1e-05,1.769141,v-shaped; two stars in PSF
303,77031413,,KP,192.0,2,two stars in the same pixel;,368.01,KP,1355.1953,2.9999999999999997e-05,1.38665,two stars in the same pixel;
304,77031414,PC,KP,168.578995,2,target could also be 77031413.,241.01,KP,1355.1957710000001,2e-05,1.3866530000000001,target could also be 77031413.
305,77044471,KP,KP,21.752041,2,HATS-16,228.01,KP,1356.102509,0.00024900000000000004,2.6860630000000003,HATS-16
306,77156657,KP,KP,44.0,"4,5",,1903.01,KP,1413.1295599999999,0.00033,3.8398800000000004,
307,77156829,PC,PC,9.965629,"4,5",,696.01,PC,1411.473809,3.3e-05,0.860233,
308,77228304,PC,FP,10.402103,"4,5",,456.01,FP,1410.95064,1.7e-05,0.336826,
309,77253676,PC,PC,9.783715,"4,5",possible super-Earth,697.01,PC,1418.928996,0.001586,8.607221000000001,possible super-Earth
310,77527511,PC,PC,32.0,8,,613.01,PC,1518.2712,8e-05,0.77864,
311,77951245,PC,FP,110.893036,"5,6",Star likely to be small based on parallax and temperature which could indicate a smaller planet radius,450.01,FP,1443.168542,0.000131,10.714754,Star likely to be small based on parallax and temperature which could indicate a smaller planet radius
312,78055054,KP,KP,94.447517,"5,6",,434.01,KP,1439.249895,7.8e-05,4.388721,HATS-43b
313,78154865,PC,FA,8.201568,8,PC; TIC 78154863 in same pixel,638.01,FA,1517.42793,5.5e-05,0.49382600000000004,PC; TIC 78154863 in same pixel
314,78672342,PC,FP,14.0,6,possible odd-even; GAIA DR2 Teff = 4060 K and Rad = 10.8 Rsun,648.01,FP,1471.30172,0.00175,2.97638,possible odd-even; GAIA DR2 Teff = 4060 K and Rad = 10.8 Rsun
315,79292541,PC,PC,61.0,"6,7",crowded field; could be on 79292540,642.01,PC,1470.7369,0.00032,2.2772799999999997,crowded field; could be on 79292540
316,79395355,,FP,17.0,1,Potential blend with 79395356 to NE,164.01,FP,1328.33733,0.00224,7.3189800000000025,Potential blend with 79395356 to NE
317,79748331,PC,PC,9.312669,13,Huge centroid offset; likely background EB,1064.01,PC,1656.669627,0.0012900000000000001,6.441821,Centroid offset likely due to erroneous fit
318,80166433,PC,PC,11.0,13,,1125.01,PC,1656.14889,0.00027,1.5460200000000002,
319,80275202,PC,FP,21.0,8,need to check 80275180,610.01,FP,1495.34181,0.00066,3.66465,need to check 80275180
320,80432617,,,10.0,2,two events (near 1360 and 1377); wrong period in report,359.01,PC,1360.67423,,16.45209,two events (near 1360 and 1377); wrong period in report
321,80439101,,,57.0,2,V-shaped; likely EB; period could be twice the reported.,340.01,PC,1361.0575900000001,0.00093,7.4222899999999985,V-shaped; likely EB; period could be twice the reported.
322,81212286,PC,PC,7.60182,20,centroid offset towards a brighter star (TIC 81212289).,1724.01,PC,1843.0278210000001,9.9e-05,0.685081,centroid offset towards a brighter star (TIC 81212289).
323,81247740,PC,PC,54.0,23,Grazing/V-shaped transit; large radius; nearby star within one pixel,1855.01,PC,1929.4425600000002,4e-05,1.36416,Grazing/V-shaped transit; large radius; nearby star within one pixel
324,81419525,PC,PC,43.0,"8,9",3 GAIA stars within 5,580.01,PC,1518.38132,0.00027,1.54959,"3 GAIA stars within 5"""
325,81429971,PC,PC,32.0,"7,8",possible offset to North,598.01,PC,1494.82278,0.0005200000000000001,3.04375,possible offset to North
326,81831095,PC,PC,15.0,"18,19",check nearby stars,1675.01,PC,1794.7773300000001,0.00027,3.13282,check nearby stars
327,82010657,PC,FP,37.0,"18,19",single event,1591.01,PC,1807.93693,,,single event
328,82128636,PC,APC,12.282331,9,,666.01,PC,1543.9367,0.0013390000000000001,7.47428,
329,82308728,KP,KP,11.0,22,HD 97658 b,1821.01,KP,1904.92627,0.00275,9.497,HD 97658 b
330,82362447,PC,FP,12.677918,8,Crowded field; likely EB off target to SSE; but check if nearby PC (not a cut and paste error; same comment as line 104).,639.01,FP,1517.560677,0.001165,2.819817,Crowded field; likely EB off target to SSE; but check if nearby PC (not a cut and paste error; same comment as line 104).
331,82707763,PC,PC,47.0,10,,1991.01,PC,1573.8864,0.00045999999999999996,6.65642,
332,83092282,PC,PC,82.862122,8,possible hot Saturn,622.01,PC,1520.692903,0.000272,6.4020529999999995,possible hot Saturn
333,83210867,,FP,12.0,14,Could be on neighbor,1185.01,FP,1684.4745100000002,0.00033,1.19573,Could be on neighbor
334,85031598,PC,PC,16.399036,19,Possibly EB; difference image suggests some centroid shift but not consistent between the two orbits; minor depth-aperture correlation,1684.01,PC,1816.411666,0.00011,1.155109,Possibly EB; difference image suggests some centroid shift but not consistent between the two orbits; minor depth-aperture correlation
335,85242435,PC,PC,13.539359,20,Possible secondary,1722.01,PC,1844.1106,0.0013,9.606666,Possible secondary 
336,85293053,PC,PC,9.0,21,,1772.01,PC,1871.75589,0.00358,8.05147,
337,86280613,PC,PC,57.0,"20,21",v shaped,1786.01,PC,1851.5904,0.00044,9.5727,v shaped
338,86396382,KP,KP,188.50305,20,WASP-12b,1725.01,KP,1843.0051839999999,1.6e-05,1.09141,WASP-12b
339,87090944,PC,PC,14.0,19,v-shaped,1677.01,PC,1818.20905,0.00011999999999999999,0.64367,v-shaped
340,88684250,PC,PC,61.0,7,ephemerides match to M dwarf 88684237 where Rp=7.9,990.01,PC,1494.73416,0.0006,4.58776,ephemerides match to M dwarf 88684237 where Rp=7.9
341,88863718,PC,PC,25.0,7,V-shaped,1001.01,PC,1492.8389300000001,0.00054,1.9321700000000002,V-shaped
342,88977253,PC,FP,68.144279,7,V-shaped; Large planet; but could be close to 2 R_Jup.,496.01,FP,1492.7083109999999,0.00011200000000000001,2.767691,V-shaped; Large planet; but could be close to 2 R_Jup.
343,89020549,,,0.8454860000000001,1,Possible centroid shift toward faint star to the SE,132.01,PC,1326.903983,0.00025,2.109307,Possible centroid shift toward faint star to the SE
