rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition,Group Comment
361,352413427,1769.7863385472167,0.9996014522917483,5.255178668935265,0.034850849896181924,2.4367943531439407,8.29699993,5958.0,0.992345,3.0,0.3345,0.2282,4.482170099999999,0.018410636625177473,0.9995703653378138,0.9996974106396064,1.2988848461095552,12.504687328247496,9.931705936190724,1.09,67.6203,1.11794949,1.11542,PC,Level 1
362,12423815,1356.0802022970174,0.9684314739135408,2.840723585877666,0.009242838061469085,1.0468119547146568,14.56900024,3642.0,0.54933,8.0,0.2125,0.3984,4.0,0.1650341541111843,0.971354122581417,0.9704404669287624,0.22417197837928798,20.178086588903923,18.650191594540665,0.544652,249.345,0.0471010357,3.2856300000000003,PC,centroid shift is not significant.
363,38460940,1325.4207498709125,0.9984420075124548,0.9515801243399604,0.0008461404141235085,0.09768766265531556,13.16300011,3376.0,0.281129,28.0,0.1555,0.4459,4.0,0.03689785542875699,0.9978804913100162,0.9972801764867556,0.3136346881573383,3.4085154936959268,4.8812915884334735,0.25524,51.8767,0.00914034247,11.4877,PC,low MES; small star based on parallax
364,439456714,1389.03788149094,0.9949005019090188,3.9907121891352975,0.023681532498297075,1.6909083859067853,11.68099976,3748.0,0.523113,5.0,0.2315,0.3808,4.7572999000000005,0.06619923470947109,0.9957817927034835,0.995110188701942,1.1467911015838663,20.602764940068127,15.502878746919198,0.520428,64.6692,0.04462755,3.635580000000002,PC,check that 439456712 is not the target
365,260004324,1327.4160207648347,0.99947664483479,3.8146259959850592,0.010776641477316051,1.0851787504663348,10.08899975,3625.0,0.5040680000000001,6.0,0.2125,0.3984,4.78329992,0.021249315080046124,0.9995445258835928,0.9995901721414858,0.21368351999223145,5.53546027838434,9.007619279784569,0.502062,29.8424,0.03827822,3.92004,PC,
366,76989773,1355.085345466426,0.9918862085810056,1.7687168526875878,0.003934766021626568,1.3479706497668378,9.62300014,5569.0,,14.0,0.3685,0.5069,4.3206501,0.08019767595123904,0.9929491407951112,0.9927800735747242,0.6345964566683292,182.2594691509001,26.52447449740612,,118.938194,,,FP,v-shaped; two stars in PSF
367,437248515,1547.4901572470487,0.985321016387288,3.4051027371904783,0.01600577897239619,2.2574187238693906,11.39400005,6302.0,1.26867,7.0,0.3216,0.2301,4.30907011,0.11199311384135137,0.9872514106378798,0.9869162677866841,0.6137052835503275,113.87105834904074,19.391942106316627,1.2,383.829,2.1662972000000003,0.587667,KP,WASP- 31 b
368,9006668,1354.6690122216005,0.9996028321128604,1.2723607796674887,0.0038043244416465774,1.3421634328620513,9.89700031,5024.0,0.7660279999999999,21.0,0.4244,0.1961,4.56850004,0.01811080063371721,0.9995733331289424,0.9996905844478404,1.2261975315854978,10.625380842888905,14.213359241218068,0.84,80.5407,0.3381511,1.8687200000000002,PC,centroid offset not significant.
369,88977253,1492.7134883050526,0.980061226827874,2.7663557193138386,0.010016216730401428,1.221864607392107,12.29599953,6717.02978516,1.50565,8.0,0.3096,0.2225,4.19999981,0.13092629838562928,0.9812612633530772,0.981701447895074,0.43460794792454055,75.04652083769581,18.220378076206643,1.46,791.3839999999999,4.327736,0.42773999999999995,FP,V-shaped; Large planet; but could be close to 2 R_Jup.
370,277507814,1711.5268806232953,0.9991404260679432,0.6168413014477423,0.0015244843722295733,0.8518536193653875,10.16530037,6588.0,1.56661,41.0,0.3215,0.2192,4.18550014,0.0271302996301231,0.9992676457318708,0.9991735404255404,0.8087201438404455,19.7246425840228,18.704013392576503,1.3719999999999999,278.77099999999996,4.16514158,0.35684,FP,TFOP FP retired as BEB
371,211438925,1356.559602844089,0.9897730633219398,4.902318087713795,0.019128983407447286,2.785087053397306,10.21100044,5940.0,1.5037,6.0,0.3622,0.3078,4.23157978,0.09201936030827733,0.9910711451131436,0.9908027865818242,1.0080828474471473,134.61058383212537,23.213229887636256,,211.877,,,KP,WASP-20
372,435680451,1791.4065779257128,0.9923331898404704,11.205694677399142,inf,0.9330514853720564,10.59490013,6156.0,0.94842,1.0,0.3216,0.2301,4.55261993,0.08093766700869373,0.99278899632415,,,23.3854264054319,10.794818988516512,1.171,174.195,1.16383207,1.3726399999999999,PC,
373,151681127,1552.9215913096718,0.9847056263737832,10.19222115465802,0.05761007240098071,4.055365423831111,9.12800026,7949.0,1.81545,2.0,0.1911,0.2468,4.21106005,0.1170086042038578,0.9863500198000148,0.985744418464252,1.3709855007677136,126.69813879301823,25.81800152466847,2.13,279.74,15.9276981,0.35598,FP,Likely large planet based on temperature; need SG1 to check 151681126 (T mag = 15.914)
374,259511357,1387.1741121003354,0.9995955934757752,2.477193538841285,0.012506449086802984,1.0559570599535166,8.411999699999999,6025.0,1.33012,8.0,0.3276,0.2297,4.33134985,0.018567802832063298,0.9996447947501872,0.999645622442936,0.010209296470377374,12.793836425904875,14.653073066191352,,85.25114,,,PC,follow up in progress
375,188989177,1438.2939054938943,0.9968161129737072,1.1745803717165215,0.004157447056665653,1.2906353216084758,9.09799957,8543.0,3.6678699999999997,22.0,0.2039,0.271,3.73791003,0.05313834090420624,0.9970681435050718,0.9970260074368752,0.41871027613171213,120.78392254123965,20.78808438955424,2.02,547.126,55.930984499999994,0.0409365,PC,secondary eclipse; two stars in the same pixel; depth is 3.6 ppt
376,47484268,1358.5017060431187,0.9932021332928659,10.057251371978515,0.01996732376536503,1.0006319820479497,12.36699963,3396.0,0.388469,2.0,0.1529,0.4604,4.914680000000001,0.0770050591106389,0.9912902787210672,,,10.963025944256845,5.5686784567342205,0.378406,51.3563,0.0168994721,6.45489,FP,The second event is not real. Single transit (no period).
377,50312495,1363.5087053407067,0.999518056537662,12.456226151559957,0.039893850765577284,2.4151609715006224,9.79300022,5572.89990234,1.1393,2.0,0.3785,0.2075,3.82999992,0.020111465654373908,0.9994123674331068,0.9997214808230959,1.4016296616058612,6.012896442747568,5.286867602760962,0.98,133.335,1.1279633,0.662694,PC,transits are close to momentum dumps
378,100100827,1354.458561960788,0.9887559336069652,0.9414113000577716,0.0008486061616009842,1.808336052576468,8.83300018,6400.0,1.3465799999999999,28.0,0.3216,0.2301,4.36582994,0.0980178174085133,0.9896620176559608,0.9896077666280454,0.7333781312877535,678.9769973868399,44.13802060779939,1.2,123.48299999999999,2.45467043,0.4914600000000001,KP,WASP-18b
379,348844154,1599.6762703745928,0.9993789848234108,2.232304360072717,0.0042609584167419,0.23610161323139736,11.20100021,5814.0,1.7836599999999998,10.0,0.3662,0.214,3.92083001,0.02287051339028668,0.998970441400838,0.9991481828184138,0.2678781243183171,3.942894204190553,4.993315775612191,1.05,427.276,3.32719231,0.185034,FP,slightly off target; hint of an odd-even difference.
380,377064495,1527.0612422716752,0.9991293203299128,10.775885267870192,0.0730382133701637,3.6937895087274137,9.49499989,5391.0,0.840576,2.0,0.3947,0.2049,4.52525997,0.0269516889531242,0.9992163218376426,0.9992803100138106,0.4022454679258835,13.651626476534474,9.58329663153028,0.95,85.79899999999998,0.5574994679999999,1.59953,PC,period may be an integer multiple;clean transit affected by heavy gapping from c...
381,38509907,1327.2599803547253,0.9988714330775402,3.703687806246232,0.005180376569872136,0.9875096217050372,11.94099998,4082.0,,7.0,0.5456,0.2213,4.63161993,0.029693314199861518,0.9990908109876576,0.99896843805526,0.22748388058416566,4.845860516761483,5.919224395703428,,,,,PC,needs SG1 to check neighbors in aperture
382,308034948,1570.9804355273068,0.99981333740741,2.5588765070674504,0.02101234090112913,3.0519565511733777,8.51500034,5824.0,40.9369,9.0,0.4083,0.2825,4.0,0.012347838542467359,0.9998391254069666,0.9997661005954599,1.2216379193158442,8.85803951339556,4.751624787340439,,1698.55,,,FP,Possible background EB
383,146463781,1492.4141153937949,0.9568169331746306,0.8354575798965814,0.004055098563472971,1.5816901336084568,14.88399982,3278.0,0.379815,27.0,0.1604,0.4325,4.97805977,0.1943230114665896,0.9590135211638832,0.961531289484792,0.3044299969300049,12.953796884134269,11.17776955704645,0.368528,158.67,0.0190176666,6.7259600000000015,FP,crowded field; likely EB off target to SSE; but check if nearby PC.
384,278348461,1686.8258307551125,0.9927283920321408,5.453094418168621,0.027030906274904787,2.809891675586402,9.87462997,6509.0,1.56954,4.0,0.3276,0.218,4.1723299,0.0788247843105423,0.9929245446176512,0.9926024782795848,1.4787633099488486,93.69602949956943,19.1418858744733,1.3359999999999999,249.325,3.98378372,0.345534,KP,HAT-P-34
385,30122649,1517.452798895901,0.9993761488374868,6.386074759252268,0.048476262446568004,3.2782530191869235,10.0170002,5216.0,0.833198,3.0,0.4136,0.1999,4.526130200000001,0.022738914684091442,0.9991928888219423,0.9995151377822836,1.38990985482295,9.05732245655432,9.942604622732736,0.87,98.1848,0.441335142,1.50409,PC,First 3 transit events close to MD; 4th transit event in a gap
386,125442121,1739.3364632957919,0.9867779680520781,3.017974020022216,0.019127307680191885,2.6025057002354863,11.02900028,7128.0,1.58815,6.0,0.2801,0.2331,4.23767996,0.1071161003640798,0.986581423077204,0.9871877507855642,1.5331085282678911,86.52345351554659,16.824355798711288,1.59,460.95099999999996,5.8660879999999995,0.396938,PC,Possible EB and very active star
387,281541555,1329.894587398137,0.9902376784484253,4.744877931495465,0.025202698219779496,1.5204315207381276,12.97999954,5377.0,0.8775850000000001,4.0,0.3862,0.2061,4.42475986,0.09038943307639503,0.9909973161794032,0.9898494550446832,0.4910963338037229,11.343727286913873,15.206475480581474,0.96,453.80800000000005,0.627113163,1.42038,KP,HATS-46
388,360156606,1597.8556066384592,0.9892342053390032,6.542445712409145,0.023031906828420826,2.3530829595448224,13.75699997,3050.0,0.44128,3.0,0.1606,0.4974,4.0,0.09642085567663672,0.9944583090766904,0.9884274448722608,1.1718520988898224,6.113018023888952,6.586896737166724,0.437175,100.641,0.0152815729,5.0876,PC,Likely a small star indicates a large candidate
389,468987719,1493.5469697421786,0.9860462164040508,3.3336909224723072,0.02053194054827889,2.530064105265132,12.71199989,5645.0,1.1062,6.0,0.371,0.2094,4.3768301,0.1083567194213245,0.9867779494710064,0.9866798219025368,0.1256766804384946,51.05193709305289,15.575757187814915,1.01,528.825,1.14778972,0.7461399999999999,KP,HAT-P-43
390,334305570,1575.7835306551606,0.9975958336713692,8.301179341954843,0.05054636429736537,2.9402579281692676,9.35499954,7199.0,1.60283,2.0,0.3451,0.21600000000000003,4.35860014,0.045178059654327266,0.9977031875096872,,,37.459106787206274,17.175452147764997,1.18,182.31400000000002,3.39213848,0.286561,PC,
391,279740441,1325.9947403555927,0.9993788678960902,0.7418177244708795,0.0021259427085997817,0.9444634674417822,11.46100044,4304.60009766,0.7199979999999999,35.0,0.4834,0.1895,4.57000017,0.022392623680235525,0.9994817141967444,0.9994667049884076,0.0643914895064896,6.314985319882281,10.45380157355268,0.67,106.16,0.160357,1.7950700000000002,FP,still can be a planet on 279740439
392,158623531,1355.741816560117,0.9853270489422964,7.866098353455769,0.03601541272495723,3.4523792303661334,11.19200039,5070.0,,4.0,0.3685,0.5069,4.47933006,0.1078471314141338,0.9874485831003385,0.9875403610495496,0.16096918968435156,102.94099162002406,19.394416883466594,,169.27200000000005,,,KP,WASP-105
393,4646810,1415.685210317746,0.9988083406873096,7.571193280063523,0.04346447116859231,0.979138298894118,8.81803036,4884.0,0.7441300000000001,3.0,0.4508,0.1887,4.48999977,0.03122683068430237,0.9994505819801772,0.997794918428648,3.878750557271916,16.028773824270605,9.295712660815742,0.8,45.5621,0.28385429999999995,1.9415200000000001,PC,may be two single transits
394,157586003,2011.2668495952992,0.9917754185080596,3.3321424671658377,0.02017892658127396,3.317582471328609,12.05449963,5835.0,1.6948299999999998,8.0,0.3662,0.214,4.00100994,0.08323034805853509,0.9927488242657682,0.9928073633451964,0.16110811556037405,58.81708492037586,14.128608471778527,1.05,610.1759999999998,2.9999217999999996,0.21568099999999998,KP,WASP-153b
395,92352620,1328.2993090551847,0.9869788664394628,3.949055919432639,0.014128377121218838,3.7556512634354244,9.63899994,6153.0,1.7103599999999999,7.0,0.3507,0.2158,4.18076992,0.10502683598450616,0.9879996255969276,0.98813355936181,0.7807181288647284,165.71202219558472,26.53480529613963,1.14,211.21099999999998,3.58402228,0.227845,KP,WASP-94A (planet host)
396,172193428,1493.7791229561676,0.9981725882120888,2.9413557408962374,0.010870388017214294,1.2470239710673792,10.32800007,5642.0,1.21356,8.0,0.3345,0.2282,4.16734982,0.03942274485486962,0.9983018066572658,0.9985205527402471,1.030203672610446,22.31277721861707,18.629599768217357,1.107,215.387,1.72188735,0.619382,PC,
397,231702397,1329.122555472499,0.993944889007061,5.0764968537291715,0.011843671699447444,0.9444270893470244,13.04800034,3318.0,0.334125,4.0,0.1555,0.4459,4.95809984,0.07274103890638166,0.994647853261154,0.9933867478249859,0.7248542918612434,9.80138564540704,17.821792486252395,0.31585799999999997,62.118,0.0127585251,8.46769,PC,Small star with a small planet candidate
398,214361331,1628.7954919548727,0.9975588190996076,3.2311992573794868,0.01191133404443745,0.6603767714903702,9.65200043,7062.0,1.38436,7.0,0.3383,0.2164,4.49596024,0.04558345982609587,0.9977729276546532,0.9976104225008962,0.6039527818694889,27.1958765672468,14.93518036079158,1.24,190.467,2.7476580000000004,0.467383,PC,Low priority; possible EB
399,6663331,1656.6436948083372,0.9800593054973156,3.1783885317836367,0.013510160951354376,1.8731839026739063,13.21700001,5498.0,0.947934,9.0,0.3862,0.2061,4.47934008,0.12918474977413152,0.9822602402342157,0.9832084013214776,0.6010107656193261,35.28715952188802,16.06258005103585,0.96,535.383,0.7408015,1.12703,KP,HATS-28b
400,289793076,1328.0818838420191,0.9785492010071724,3.044578455070744,0.013958052274466226,2.4104526044659087,13.09599972,5523.0,0.809868,9.0,0.3947,0.2049,4.5219202,0.1337760968424459,0.9815082950485378,0.9811926549403044,0.2726416215485995,50.96024720786309,16.404668755780367,0.95,421.855,0.5194156,1.78847,KP,HATS-13
401,219338557,1327.2892323961337,0.9991501791394723,8.196939913233185,0.02988270485109368,2.090355530267144,9.88300037,4028.0,0.650533,4.0,0.4834,0.1895,4.55902004,0.026192483979625973,0.9993410146615664,0.9992007799626488,0.8360767466293368,11.669023946062653,14.674456085987124,0.67,48.6326,0.12806043,2.4336900000000004,PC,
402,281924357,1572.6176827286902,0.9925055688977992,11.8411246755571,0.06694233174490449,1.4311046571410888,10.38399982,5900.0,1.0431,2.0,0.3454,0.2253,4.36303997,0.07968786846239452,0.9997157935577649,0.98806501737948,13.637169666663024,35.07203713897893,5.289161995212465,1.07,222.995,1.19509518,0.9427709999999999,PC,likely EB
403,19025965,1493.3198590679135,0.9972489559421679,5.948198176556718,0.02221690042876201,1.8768106688731967,11.35000038,4383.0,0.811865,4.0,0.3955,0.2618,4.56546021,0.04762696218688607,0.9978747940392612,0.9974130561730108,0.8202071299966551,13.03072301480288,14.394716239891494,0.648,107.355,0.17427183699999999,1.21094,PC,SG1 to check 19025962
404,51912829,1325.9018816820014,0.9974467003412686,0.8351419320027115,0.003201312625086217,1.0601714055658933,9.48099995,6082.0,2.07012,32.0,0.3383,0.2164,3.77654004,0.046618489459908,0.997614528888646,0.9976534422452392,0.4607794795584536,94.58398788697565,19.276377932063813,1.21,264.72,5.89501524,0.13639500000000002,FP,Likely EB
405,165317334,1576.3883054759342,0.9981128639497366,10.543171196017006,0.07025419022370549,2.0461537015044016,10.84300041,4368.0,0.68476,2.0,0.33899999999999997,0.2994,4.56705999,0.03974571156333044,0.99811489890521,0.998690022346102,1.3629423191668868,10.084475509114935,9.329855133211597,0.63,66.8154,0.109777451,1.96212,PC,
406,110428269,1683.5717676974466,0.999162599328878,0.6493874384516691,0.0036293998254653963,1.3744167443148958,8.90600967,9994.0,2.5857099999999997,25.0,0.1621,0.2508,4.02097988,0.0275163546545112,0.999160678323174,0.9992292380616684,0.960964200059306,33.77684776672243,11.864114847059708,2.559,395.12,60.09126,0.148024,FP,Possibly EB
407,166836920,1387.9691735658646,0.9945184900918308,5.746115696359464,0.03204999398218389,4.993481955597678,8.92300034,6180.0,1.70927,4.0,0.3507,0.2158,4.11766005,0.06814374336802367,0.9951907393105384,0.9951774085443624,0.10672360118324244,126.75689563672115,18.283809649299982,1.14,158.66,3.59455085,0.22828299999999999,KP,WASP-99
408,286132427,1517.9249860702923,0.999746929763861,0.9874181959033674,0.004538651119119996,0.4315147619180675,8.06999969,5914.0,0.97901,19.0,0.3495,0.2247,4.46484995,0.014632500582107287,0.9997168946022874,0.9996624498362237,0.5650607429788629,8.07656557583161,4.713118163926055,1.05,58.7453,0.987866461,1.11899,FA,could be on TIC 286132422
409,300810086,1570.5617725149234,0.9995751489847264,0.6677447052621155,0.0014560821865001186,0.8076936689460896,8.9829998,5154.0,3.77481,34.0,0.4083,0.2825,3.49557996,0.01862861750441001,0.9997358636076172,0.9994863331300572,3.9521326480944086,17.13890679123001,15.213266393253308,,262.782,,,PC,maybe not on target
410,241225337,1842.6427770674027,0.9995928869116316,1.8323644459012025,0.004294952667447839,1.328241529317352,9.75148964,5566.0,0.98869,14.0,0.3785,0.2075,4.44006014,0.018484308464561828,0.9996251494536836,0.999645510577343,0.14559407134902666,7.766969919077066,11.141181716885777,0.982,115.36200000000001,0.8452548000000001,1.01609,PC,
411,117979850,1440.9071841628345,0.999683239231527,7.721316651944883,0.05840341479878175,4.588840081304689,7.78800011,5750.0,2.3508,4.0,0.3704,0.2275,3.6679101000000003,0.016298492561816303,0.9997407508699796,0.9997166909596564,0.2990085933615462,10.418285485615822,4.58912539410433,1.042,121.88799999999999,5.63817358,0.08020830000000001,FP,the signal also is seen on 17979455; need to check which star has the target.
412,237924601,1354.252910138428,0.9968235339537608,1.0015384938080447,0.007373259730929116,2.613158644456125,11.6239996,5071.0,0.874822,26.0,0.4152,0.2817,4.48307991,0.050869519995462735,0.997492823938036,0.9969847084377476,3.1848144787392365,43.743308505350115,10.560067740231649,,190.59599999999998,,,PC,known TOI
413,178284730,1412.7015310590534,0.9831439238001504,2.2349925898870246,0.004263686975894743,0.9268839426291702,10.26099968,5260.0,0.8443790000000001,9.0,0.4036,0.2028,4.51362991,0.1184003239278017,0.9836133869936724,0.983347705460026,0.3743965397654535,160.2168798321551,27.652856607196888,0.924,117.598,0.5254545,1.53483,KP,WASP 140b; this planet contaminates 178284729 in spoc-s01s06-b02
414,410153553,1325.7265194234385,0.9953530541935736,0.9257702632089742,0.0016314042211308386,0.44867000690423664,11.87699986,3043.0,0.188624,28.0,0.1933,0.5347,5.09707022,0.06271688192065646,0.9954771662541484,0.9956087853713432,0.2831834149217572,25.260401204418482,24.63601511922985,0.157909,14.8846,0.0026102874,23.5297,CP,Level 1 target. Potential short period small planet around an M dwarf.
415,229047362,1572.9851418973694,0.97884910189731,3.7671630074957263,0.0119007337522401,2.204308504745007,11.17399979,5703.0,0.876762,6.0,0.371,0.2094,4.51084995,0.1334056621494756,0.9800985674228754,0.9797425040642856,0.6378042882376601,147.35154496965674,24.79133079292737,1.025,211.416,0.7497119999999999,1.52082,KP,WASP-25 b
416,22843856,1790.9852813837467,0.9945517213500829,1.8488816534943224,0.006038740213075156,1.5153694493241048,9.820300099999999,6019.0,1.23599,12.0,0.3484,0.3103,4.0,0.06733338754680808,0.9951234236152232,0.994993744752172,0.628737307324753,120.5392068360214,20.111801605739306,,163.49,,,FP,V-shaped; seems to be synchronized with variability
417,149833117,1843.547244949712,0.9915531772141548,4.052122588415538,0.012374154834039251,1.7733282805525137,9.52338982,6578.0,1.3554899999999999,6.0,0.3014,0.231,4.30995989,0.08528186196004592,0.9922336583397584,0.9915048876248124,3.2194032363748213,109.7970418980899,22.422059316525992,1.368,188.08599999999998,3.09927678,0.549289,PC,star has pulsation pattern
418,181804752,1546.5099706532635,0.982738772820269,4.989846300501345,0.008880383130520642,0.830764882625134,13.50800037,2940.0,0.17143,4.0,0.1998,0.5387,5.14314985,0.12067252767693536,0.9846158402395649,0.9840252196805048,0.22073074921129615,17.565864617897947,22.089498956634475,0.14169,26.4927,0.00200247671,28.1241,PC,low SNR
419,174143743,1517.6585223460543,0.9990326062033446,8.776623193894148,0.05555524034975612,2.9823009684358843,10.06799984,6642.0,1.2137799999999999,3.0,0.3014,0.231,4.47424984,0.028861017053808558,0.9988658040118552,0.9997077825957684,4.2665887554782875,12.88541598460603,6.020715824007237,1.39,206.755,2.56312418,0.777303,FP,Could be EB; V-shape in SPOC data
420,292321872,1794.1340541414245,0.9968795624213193,8.677112396988232,0.06657230292970429,3.1365559423653377,10.45619965,6473.0,2.49353,2.0,0.3276,0.218,3.76501012,0.051636323420599387,0.9967194314714056,,,32.49884856043739,13.135882737526293,1.32,505.33099999999996,9.834388,0.08513899999999999,FP,Asymmetric transit shape; uncertain period
421,382474101,1354.5538842273954,0.9894238011357868,2.6532351617948597,0.008438818769037848,3.256201494555766,10.1789999,6054.0,,10.0,0.3685,0.5069,4.29496002,0.0915618729039596,0.9903802343536382,0.9903092187369008,0.397474185845164,230.67979212824275,25.547165365918538,,216.66099999999997,,,FP,400 ppm secondary; synchronized
422,305048087,1355.2438076489245,0.9951309778700026,5.435729924838233,0.013171738612648198,1.1694612773260713,13.45800018,3139.0,0.211299,5.0,0.1533,0.4776,5.04943991,0.06505874989274496,0.9960179516689662,0.9951750210662854,0.4490643578436401,6.881960271139383,10.5664167527128,0.180288,38.0749,0.00427080458,19.1106,PC,low MES.
423,151959065,1551.6361281298846,0.9827909815432712,10.543018247879944,0.12063772035979704,5.917107710432031,11.93299961,6114.0,1.6581700000000001,2.0,0.3158,0.2206,4.28438997,0.12151034606947997,0.9850208243893008,0.9847284222560349,0.3656707678743249,66.91821035201522,15.105365899188829,1.4,677.796,4.87650347,0.307075,FP,GAIA DR2 R = 1.7 Rsolar; transiting object might be slightly bigger
424,440887364,1608.3563660509858,0.9988038149829648,8.602124256248771,0.06486000961681082,2.419230593936808,8.57266998,4476.0,0.691028,2.0,0.4429,0.2201,4.58156013,0.031236327920848368,0.9989749485831668,0.9989889562494018,0.09724712655258996,21.946955476583966,12.327732820664096,0.66,27.5024,0.1403593,2.00013,PC,may have more than two candidates
425,308919449,1325.3799401871318,0.9996305531950022,9.85425030540068,0.09550209097819716,4.9339933639576365,9.79100037,5381.0,1.01552,3.0,0.3454,0.2253,4.34491014,0.01769289222601611,0.9996894849286162,0.999558692145292,0.8741870406059674,7.502520472522828,6.39308778399464,1.06,130.335,1.109145,1.01215,PC,possibly stellar variability
426,307610438,1600.3883283111334,0.9955143773109636,1.562248258466685,0.005725786478717687,1.6810914377630866,8.74699974,5808.0,1.14478,13.0,0.3622,0.3078,4.33971977,0.0609421534388631,0.9954748221500901,0.9959672170306012,3.5005952688370012,136.36101496734673,20.306130643894033,,86.0601,,,FP,likely EB; two stars within the same pixel
427,70440470,1326.7274682174425,0.9851191041344568,3.0357574713471114,0.015895291420283453,2.192474934884644,12.72500038,5751.0,1.0722399999999999,8.0,0.3345,0.2282,4.35035992,0.1124975817685972,0.9857478630069084,0.9857292772080968,0.02491204887376962,55.00561726373131,17.317960341523452,1.09,573.0269999999998,1.30433047,0.8842040000000001,KP,
428,297967252,1545.1428855150832,0.996490476496187,9.691422059477487,0.03176378948172598,1.8915255903172272,5.57299995,12942.0,,3.0,0.0697,0.5636,4.0,0.055662593662915726,0.9969215446927852,0.9968044500029184,0.4617674115602535,131.2477967656315,30.378389908793753,,129.838,,,PC,probably an EB
429,15445551,1571.3487838189544,0.9917889477822819,1.682926065890099,0.006019829442315383,2.717122464311568,10.31900024,6271.0,1.56803,14.0,0.3276,0.218,4.08213997,0.08376198671413809,0.9922841650821638,0.9925028143200616,1.2108446069472028,152.5699190715209,19.650108504384374,1.31,298.392,3.85294938,0.339791,KP,WASP-87 b
430,394698182,1626.1492785611536,0.9884134818038968,3.7111560515556903,0.015552030782330029,2.6000292083579266,11.92800045,6006.0,1.22084,8.0,0.3345,0.2282,4.30354977,0.09926705147486094,0.9900887460703862,0.9895969572623924,1.1154885207205054,77.48264140205882,17.69206188613633,1.1,428.915,1.70916688,0.6045229999999999,PC,
431,179317684,1544.6796043938816,0.9927660040979476,4.228222667105728,0.02504865051761085,3.4563501782482584,10.84300041,6379.0,1.66402,5.0,0.3158,0.2206,4.24089003,0.07878151655537194,0.993123738708938,0.993049712187109,0.3300855072268633,81.64861553810535,16.349370048077482,1.41,411.719,4.94052362,0.30601799999999996,CP,
432,73723286,1547.3047476808354,0.9923964542695146,7.032027825612503,0.03511634464975222,2.698665966386125,9.088000300000001,6157.0,1.47641,4.0,0.3726,0.2129,4.20407009,0.07993363624338032,0.9869484870766768,0.9998673383373218,36.04131179674609,95.96854187146694,14.70394914636859,1.01,131.018,2.0168779999999997,0.313836,FP,period in qlp = 14.05864 was slightly off
433,305424003,1627.0603475902235,0.9984748960673842,4.583901571359936,0.041221917945350565,5.062851197192872,9.76299953,6272.0,2.05979,6.0,0.3451,0.21600000000000003,3.83990002,0.035982807033263814,0.9986740485748268,0.9986223723209156,0.4358647575322603,34.62897499236501,13.50083345288815,1.2,312.529,5.73615646,0.137312,PC,Large planet candidate; low priority
434,74534430,1525.59002453242,0.9990221967638702,9.603085964214973,0.07339395094966683,3.7020885736877256,9.83100033,4313.0,0.6175189999999999,2.0,0.4429,0.2201,4.573110099999999,0.028241419988918867,0.9991574275031816,0.9991493566383218,0.039045384898927823,11.80539791929092,8.72092874348742,0.66,42.4467,0.11134939999999999,2.8028,PC,period could be double (36.3 days); check bright star on the south west of this star
435,92226327,1389.2939968338685,0.997042469024798,3.7780960585487935,0.014675569607478513,0.951699060535928,11.23799992,3131.0,0.215535,5.0,0.1533,0.4776,5.05701017,0.050704848651218916,0.9975232052764582,0.997168494382388,0.6076589595491457,14.062051939283235,9.633827701717008,0.184589,14.9861,0.004205077,18.4354,KP,LHS-1140c;LHS-1140b
436,267489265,1711.5892470430572,0.9996245749701388,1.549932028544124,0.00954047985733386,2.1390833232672835,9.22929955,7880.0,1.86011,15.0,0.2396,0.2457,4.17361021,0.01816775795661491,0.9996198954097898,0.999656886260194,0.4914676994689489,13.914444164895118,11.224958614924592,1.882,286.668,12.01924,0.292418,FP,TFOP FP
437,131081852,1575.7258583526507,0.9871137229129718,6.6402751952882415,0.050809821097914654,3.5066299089670183,9.9289999,6072.0,1.26126,3.0,0.3381,0.3177,4.29176998,0.10369023718538764,0.98340832480663,1.000007351705757,55.78487053431861,93.69797296668304,18.106202300545377,,154.532,,,FP,Possible EB; could be a secondary in the data gap
438,431514478,1765.1243445422879,0.9997073390594642,3.8981603904760105,0.006635079857003845,0.439071764252306,8.77993965,10012.0,1.8801599999999998,5.0,0.1602,0.2331,4.29875994,0.016299170800117013,0.9996896145350401,0.9993949317305656,1.5267112281072008,5.942280025592692,4.907137534627059,2.565,294.237,32.0013466,0.385924,PC,Significant scattered light; only two transits; period could be doubled; second transit deeper than the first one; low priority
439,140830390,1608.3288111797049,0.991411773569954,12.838734076211413,inf,9.50144009646897,11.62699986,5765.0,2.4494,2.0,0.3704,0.2275,4.34773016,0.08486595207351251,0.99254436580964,0.9925393901266965,0.011737912905443862,54.598787574604756,13.930462769058089,1.05,703.878,6.180372,0.07145089999999997,PC,Possible secondary
440,219239945,1389.3594321695196,0.9993005052526648,6.856360422665131,0.04056522595699308,2.816087149847001,10.91699982,5837.0,0.992741,2.0,0.3495,0.2247,4.37713003,0.024327094585728067,0.9993276074010012,,,5.618093272656476,7.887918820284033,1.03,217.62099999999998,0.9821247,1.0527600000000001,FP,transits in close proximity to some but not all momentum dumps
