rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition
1026,382451092,1354.4682983127216,0.9985192116227984,1.7433485775799642,0.012535120020396362,4.578175198240432,7.67600012,6588.37988281,1.23336,15.0,0.3014,0.231,4.0,0.03570725629873025,0.998685488294394,0.9986170693138348,0.8527684607766146,35.9987844874961,6.4389339423569965,1.37,75.0231,2.58220077,0.730213,V
1027,276935996,1326.523958458421,0.9445654834169104,2.1257962275091846,0.020988564567446355,5.244676115698624,13.00199986,6000.0,,12.0,0.3685,0.5069,4.09013987,0.2096235134397032,0.957360213365466,0.9428296622062264,9.06824241845227,127.05569895770188,12.1591189630859,,7500.34,,,EB
1028,279615956,1438.6174887768645,0.9992938888094418,1.1423134613206494,0.005722906379471926,1.5581273896409988,10.22299957,5812.37988281,1.1430200000000001,22.0,0.3495,0.2247,4.17941999,0.024441877439586267,0.9993562304709764,0.9993603463757764,0.0379202282576357,16.35531101273228,11.61751447837869,1.05,174.035,1.34344137,0.703117,EB
1029,64072586,1411.411901623689,0.9988718454664612,0.6018491205140506,0.0007412262495283263,0.38215418402319945,8.13500023,7514.0,1.9861400000000002,37.0,0.2683,0.2357,4.09481001,0.03135190971052109,0.9989538862152998,0.9988571638325356,0.897962980242271,20.05190442812974,13.43769331567832,1.71,175.84400000000005,10.977512400000002,0.218257,J
1030,387513384,1411.3788227015357,0.8325935471016559,0.7436406359263756,0.0019645294406265283,1.0062752440702964,11.63599968,5160.0,1.13401,30.0,0.4036,0.2028,4.46764994,0.3731304954844298,0.8352165783353369,0.8525837800925617,5.328529958461983,43.436128075961065,12.710603051746778,0.922,265.925,0.9406832,0.632236,J
1031,278777070,1438.020750392454,0.9975504105665844,4.0097771559310935,0.04274387347115005,10.208139968016186,7.99700022,6740.0,,7.0,0.2895,0.3402,4.0,0.04554461913570457,0.9986751206590512,0.9983029011782204,2.5885064579891908,25.201580705777264,4.1818558160115264,,149.253738,,,J
1032,300972101,1451.0687276997696,0.9963038364911148,13.148121514025764,inf,1.3660103353403312,10.95400047,5689.64013672,1.10542,1.0,0.371,0.2094,4.19826984,0.05576804803672385,,0.9963674590328748,,11.42240687538633,10.860915380651324,1.01,231.656,1.15369523,0.747714,J
1033,237937700,1411.009235655585,0.9994985856197904,10.318603568929623,0.1202494853992686,4.959355603760347,8.3210001,6502.60009766,1.59594,3.0,0.3276,0.218,4.13000011,0.0206988375054372,0.9996648156214684,0.999317042717172,4.519233679546461,19.71727684159973,4.919256193852103,1.33,122.673,4.10276842,0.32719000000000004,J
1034,237907292,1354.8054858986275,0.9994806211675396,3.358311343442864,0.01850273727453966,0.8834326943335258,8.00399971,4555.0,10.8309,7.0,0.4534,0.2702,2.1161201000000003,0.02043267036291067,0.9995493545590168,0.9993038439193098,2.213276233363697,14.984522135039967,5.1672459179636485,,415.911,,,V
1035,262578140,1387.2729698544974,0.9999184112803184,1.5489898534045043,0.01786810105941683,4.124937625926272,7.69799995,9281.0,2.31287,13.0,0.1512,0.2621,4.00935984,0.008597242637701811,0.9999255980245324,0.9999182317368216,0.3176286192178297,9.65037281038823,5.684825830033553,2.76,231.34,61.9773674,0.223077,J
1036,140635111,1386.0190761439096,0.9981051692328052,0.6299686869663182,0.0010082559250470524,0.6034225910630757,9.26200008,7479.0,3.46486,31.0,0.2605,0.2581,3.45422006,0.04060525818258672,0.9979140818537442,0.9987810428484164,3.278108281824574,17.331353494859883,6.134881316143902,1.72,500.569,34.058456400000004,0.0413497,J
1037,350431335,1438.161257314597,0.999828982159368,1.1491725486433162,0.003465930206019485,0.9667638657249836,8.92700005,5815.0,2.2816099999999997,22.0,0.3704,0.2275,3.71078992,0.011975742626302369,0.999868455150288,0.9998164809308836,0.7742329799986164,6.694961078654766,7.335367517399718,1.04,195.642,5.292875,0.0875605,EB
1038,313934058,1354.199044618495,0.987345156955808,1.0800584330372418,0.010682009411746018,2.814026671329484,13.24100018,3722.0,,25.0,0.3685,0.5069,4.0,0.10015629369680326,0.9897519162475448,0.9886948468015421,1.729299948666165,42.07884632618379,8.50930057814356,,,,,V
1039,31850842,1326.4507880937801,0.7573179522763211,2.3197167790989988,0.005552154797261455,1.992078999899269,10.1079998,5365.0,1.05881,12.0,0.3947,0.2049,4.0,0.44996176250329306,0.7862304993594488,0.789117693216593,0.43528482643651895,366.24481602943985,29.99366669151039,0.93,138.254,0.8480601000000001,0.783486,EB
1040,140596513,1410.9044503734192,0.995172097974076,0.6129945264796115,0.0010121185021586543,0.6158485430508022,6.79799986,7448.0,3.4846199999999996,37.0,0.21600000000000003,0.27,3.57695007,0.06529194045891785,0.9952655325572194,0.995314525538602,0.2100964145854205,30.207838261197605,11.819237965314715,1.95,174.768,45.91687,0.0460861,J
1041,300654276,1354.3653912236455,0.9997411636302852,0.6047259315785373,0.0009407052554195603,0.06661732862914788,10.19400024,6129.0,1.28924,42.0,0.3381,0.3177,4.28177977,0.014695581821470778,0.999485788625978,0.9995898046343028,0.3056943550644442,3.7543716599563934,6.173897049664286,,226.088,,,J
1042,300560295,1438.863540738692,0.9799065511956384,10.287645090384627,0.032214338197722014,1.7791245568988154,10.72599983,5885.02001953,1.28264,3.0,0.3454,0.2253,4.36417007,0.13048185338486373,0.9829558953301876,0.9821572022042732,0.5375837655924592,102.87671673365357,26.77312981816558,1.07,250.91,1.77786136,0.507069,EB
1043,349828966,1389.334234608928,0.9938169353392632,5.889366198844407,0.026535363183094685,1.0860469578879213,13.28600025,3235.0,0.274474,3.0,0.1533,0.4776,5.00010014,0.0733139694026903,0.9960861692482,0.9912523275224672,1.2890351131006383,5.749646598696956,5.6474727721542255,0.247787,49.1501,0.007415150290000001,11.9833,J
1044,141807839,1386.5943184223227,0.9943606794120591,0.8476310645944614,0.013481316095964646,2.218814167869186,11.18500042,3474.0,0.625455,23.0,0.171,0.4514,4.0,0.06995437390801447,0.9947475501256112,0.9951678651684644,1.4898724957884864,46.018163416179476,5.005351606818096,0.608379,,0.03975798,2.4864900000000003,J
1045,150100627,1325.6280353920195,0.9994734908417028,0.6184996254345939,0.0007149683238658057,0.22480407630169874,9.28800011,7026.0,1.94995,43.0,0.2801,0.2331,4.01869011,0.021375122746262368,0.9992843946025778,0.9994368694507058,1.1208702747094177,11.82829081592332,6.537813094237974,1.63,275.592,9.386327,0.219845,V
1046,167695122,1439.6003796057826,0.998793533346482,2.516368492020689,0.04097693883535691,7.099275290329489,10.11900043,6081.97998047,1.22193,10.0,0.3276,0.2297,4.31825018,0.03207074882040846,0.9988963870642149,0.9989784613363376,1.0902684024302962,38.06927264601251,8.714478049773012,1.14,191.975,1.84064,0.6248319999999999,IS
1047,469981019,1325.5557216654213,0.9961729754159314,0.7309576903869874,0.00445733866573278,1.90240465043006,12.92399979,50000.0,0.147,36.0,0.1221,0.2303,5.80276012,0.059366410732095184,0.9963620512836044,0.9961908371897548,0.4431532696604267,25.29494385338131,10.032597549837826,0.5,636.073,121.677254,157.405,V
1048,41226614,1386.225563510224,0.9998787531939124,0.9942566957248026,0.003708917840230474,0.2496452188951713,9.47700024,5496.10009766,1.0818299999999998,20.0,0.3862,0.2061,3.58999991,0.010073404230686762,0.9998027471556148,0.9997934918072212,0.052393674891255834,3.335172213257268,4.146113845408333,0.96,104.218,0.9621243,0.7582180000000001,J
1049,391900953,1421.24939550555,0.9938661181730366,12.340649979798698,0.04162472542564544,1.6119347411530849,10.8210001,5249.77001953,0.8799620000000001,2.0,0.4083,0.2825,4.51594019,0.07078316825084538,0.9901551310318264,1.0001861676931132,29.87354379611473,88.49461372398622,10.98492175312361,,173.487,,,J
1050,55756813,1386.2181093705549,0.905631986675359,0.686183108417085,0.0026366096522438265,1.4271970814878687,10.79300022,6058.91015625,1.1623299999999999,28.0,0.3381,0.3177,4.30198002,0.2805992728383561,0.9134007036888944,0.9140240171932016,0.338718685737457,47.1250505849994,11.762081834903775,,256.53,,,V
1051,260352274,1439.4832359876195,0.998247025202462,2.559508730953116,0.015088479667968668,3.264840168101129,9.55599976,7033.0,1.65335,10.0,0.2683,0.2357,4.26791,0.03908116841713072,0.9987617097396344,0.9981174877057648,6.440847345077847,37.479285428793546,8.87626657479985,1.66,307.096,7.1211524000000015,0.367295,J
1052,141152927,1386.7125571549634,0.9997197569047366,1.0492567053635569,0.00198752304287908,0.4889964146278185,9.53999996,6375.0,1.17749,18.0,0.3014,0.231,4.36107016,0.015533790472975834,0.9997328478066978,0.9997195516047488,0.10616309701722228,5.590764177538331,5.4648015797924545,1.37,159.845,2.34017372,0.8391700000000001,J
1053,293224065,1354.666881327178,0.9996210693807859,0.8031068033048443,0.0010304820807889858,0.4050304824109767,9.59399986,7441.0,1.87238,32.0,0.2683,0.2357,4.15712023,0.01817019353256451,0.9996666322386114,0.9996233359669672,0.36563249930524494,8.402564615793821,6.097683829541554,1.67,308.4240000000001,9.167795,0.254412,J
1054,251845044,1354.7323650058047,0.9997521244972252,0.6338814922860199,0.0012527044478989335,1.0048878226081421,9.54100037,5371.0,0.8767780000000001,41.0,0.4036,0.2028,4.43474007,0.014357917437461981,0.9997603822096376,0.9998081229950828,0.4453439307090761,5.973230941817169,7.394151608332331,0.91,90.7413,0.5440139,1.35012,J
1055,278661431,1326.2710583401356,0.9966924309400306,8.841109273397569,0.041267370070265486,3.7037789650343274,12.43599987,3355.0,0.275375,4.0,0.1529,0.4604,4.9358902,0.05371398785243312,0.9948133418315732,0.9992582487274546,6.870887058448794,13.159169049802491,10.715525935831256,0.248793,35.6143,0.008380637,11.9142,PC
1056,244161191,1386.3759047019494,0.9825700722157956,2.092891395845391,0.014999907313637541,2.1910878473572573,13.09899998,2955.0,0.300639,10.0,0.1998,0.5387,5.13527012,0.12126078334544572,0.984908998024986,0.9843147139419935,0.4971866289518222,31.136262671452346,7.73587608269682,0.27734699999999995,44.397,0.00616699224,10.2068,O
1057,44646061,1410.993301766521,0.98683700191653,0.991033218713664,0.005769686240129135,2.325356932677096,13.47599983,3216.0,0.20536999999999997,23.0,0.1606,0.4974,5.00905991,0.10661672654082896,0.9875942671112312,0.9874617061750816,0.10178924361799907,26.98557402084095,10.54837673134924,0.17432999999999998,35.8607,0.00370333879,20.1262,J
1058,150101501,1438.0520280630026,0.9993114448403236,0.7420523302491319,0.0009664739641976895,0.4654601373883737,9.48799992,7668.0,,34.0,0.1929,0.3691,4.226679799999999,0.02453412816200824,0.9993143251172344,0.9993464812636303,0.14362997333055724,8.135312349042955,10.921643885473651,,312.342,,,J
1059,30531417,1325.388842586326,0.8705907566088117,0.6577103326981443,0.0033628892244734754,1.6840021100763989,11.03100014,6769.0,4.440519999999999,42.0,0.2039,0.271,4.0,0.3387753596739269,0.8825465600458262,0.8814832215009043,1.7839783766961197,56.96270570656443,10.856112500981519,2.0,1349.12,79.14983000000002,0.0228417,V
1060,177254302,1355.2644176429285,0.9994825286684644,1.299335163246765,0.002611678698155928,0.5960143448976349,11.01200008,5382.08007813,0.8848959999999999,20.0,0.3947,0.2049,4.74313021,0.02077781767601785,0.9995290189544382,0.9994859550839692,0.15826410193725451,5.239087554984746,6.1033043017396915,0.93,168.734,0.5919426,1.34217,J
1061,281562429,1331.1106884471872,0.99875820293182,7.3322709711534895,0.0707742005796721,4.438152894128788,9.25899982,4444.0,2.7004900000000003,4.0,0.4534,0.2702,3.36423993,0.031594269680414185,0.9998136739191328,0.9979336041321604,16.20068510627194,26.56586345457997,6.463677245875505,,180.338,,,IS
1062,300161962,1325.5954488875434,0.9997540167937622,0.6127939588457548,0.002823369579432744,1.5698950219866388,9.88199997,6057.04003906,1.50005,45.0,0.3381,0.3177,4.11862993,0.01432606324586474,0.9997972731145748,0.9997596161130624,0.6600763775593328,10.729958615728158,11.922291072999899,,175.055,,,J
1063,410452089,1411.4521752375192,0.990599152998246,11.545570510211752,0.02535354697085701,0.7373146052225652,13.1789999,4869.0,0.778453,3.0,0.4244,0.1961,4.0,0.08811180111879723,0.9937025108252652,0.988587175954639,1.0310569158849403,6.7165805609575395,8.414616454455201,0.87,365.794,0.3834546,1.84426,J
1064,167457891,1386.0579300150696,0.9982270509032548,2.3137486770005764,0.013307329666198964,3.189174549520638,11.54300022,3384.0,0.327,9.0,0.5221,0.3406,4.9225502,0.03692901901237679,0.9985744267342151,0.9984092439090196,0.6420711289640818,15.507203203287151,5.200571735467644,0.326,55.0430946,0.0126331495,9.3234,V
1065,358232308,1359.0405864884053,0.999851535207138,7.304364967588046,0.06517793529940752,9.817194305997619,7.71700001,5896.58007813,2.03222,4.0,0.3599,0.215,4.0,0.011195265880452223,0.9999766562863048,0.9998698740809132,3.6606977506211584,7.536673801675594,6.908739187914351,1.07,103.595,4.49819756,0.12748800000000002,J
1066,294750180,1411.284240124574,0.998232200869002,1.0502307757666245,0.008299853002820212,2.501408043569466,9.01500034,3590.0,,21.0,0.5324,0.2372,4.73713017,0.03720465991742635,0.9984263463825536,0.998463035829801,0.6541493935257329,31.67996549588561,10.36387703201004,,20.816768600000003,,,V
1067,382528174,1411.3866966524677,0.9782539057804251,0.6388325229835314,0.003476653899721793,1.5775255957521943,11.9659996,4166.0,0.686725,35.0,0.4429,0.2201,4.62295008,0.1331838076494416,0.980953881808146,0.9808537047262744,0.380549449464479,48.831618694106034,10.108583201530587,0.65,120.382,0.127978578,2.00708,V
1068,38820496,1325.6647939196278,0.9878747935616388,0.6551323983710873,0.0007719903099892013,0.4686168544341202,13.65299988,2987.0,0.27934499999999995,40.0,0.1693,0.5023,4.0,0.10210709454305716,0.9886273560081676,0.9885088298792488,0.09623464416826057,27.036921493473105,19.534633626583464,0.253237,44.0615,0.005793927239999999,11.6173,PC
1069,349680479,1438.3440637589003,0.9979775036686176,0.9624280034431864,0.0045539886208950655,2.646278466771473,7.86999989,8764.0,3.07016,26.0,0.2273,0.2465,3.82580996,0.04226307649781748,0.9982705292347294,0.9982496610889116,0.19145125832473664,34.33233291329127,9.374263477827576,1.95,243.159,35.8746033,0.0673834,J
1070,231742782,1334.2203809402033,0.9968158370180592,13.49509063844538,0.07272031253065858,2.3563702129160515,11.24499989,4922.0,0.731596,2.0,0.3495,0.2247,4.50549984,0.05190338226812402,0.9969865425548521,0.9964933552186382,0.41924647625322736,8.6313467063289,8.110409862551222,1.03,142.641,0.5285875,2.63041,IS
1071,382473600,1354.3059773155685,0.9999613434065824,0.6632693009150182,0.0007976122300463183,0.4796289353011161,5.86399984,6279.0,2.3169,40.0,0.3383,0.2164,4.0,0.005736131428415631,0.9999671455575998,0.99994060571708,1.4211373299164358,7.089169272399326,3.988287824524123,1.23,61.0518,7.51749134,0.0988964,J
1072,92595563,1330.354723004543,0.9883680815710408,13.25831197356436,0.04263577288641418,1.2042269721947445,10.95899963,3511.0,0.543188,2.0,0.1959,0.4178,4.85915995,0.10031143953846126,0.9994277519799604,0.9828463002836796,14.87792036538068,35.09286056965793,9.221255747847051,0.539086,46.7352,0.0385845564,3.36362,IS
1073,150431920,1334.9909141961944,0.997485381450628,13.61191730550631,0.058764220814471635,1.2069113352674403,5.84899998,2893.0,,2.0,0.4018,0.4459,4.0,0.0446200541961273,0.9993748204373532,0.9953322575765904,4.121000757115007,13.896794948316277,17.142333282999275,,571.849,,,IS
1074,269857621,1325.375253216647,0.9966904693992216,1.1226999047424542,0.009494348673668274,2.8964480634621195,8.51000023,9136.0,1.51714,24.0,0.1796,0.2326,4.53818989,0.054617767858592375,0.9969871920758254,0.9969305189533968,1.1214702269707268,61.6188962177917,12.502939857699973,2.29,195.686,13.9349718,0.6557850000000001,J
1075,142206123,1387.1821375296233,0.9941724822243916,1.5556883540079285,0.01679949718037932,4.0917009084688285,7.01300001,3757.0,0.6926939999999999,12.0,0.2581,0.3609,4.60324001,0.07053815848256048,0.9944954783324692,0.9948709999343659,3.10266150809492,80.36078687050502,9.876758956530997,0.6582859999999999,11.5335,0.08900562,1.98057,IS
1076,117979694,1438.7239960465793,0.9994452929496328,0.9907750579628168,0.00426583129447361,1.8332803257866612,10.45300007,5130.0,0.750197,25.0,0.4244,0.1961,4.61769009,0.0214033833200698,0.9996379711703384,0.9993676418519064,2.522097203641024,13.161054576482224,12.098944162227525,0.845,103.69,0.332126766,2.00139,PC
1077,453096104,1450.897413302878,0.9893477100702742,13.118359391863613,inf,2.6335760182112766,10.3210001,6452.0,1.28534,1.0,0.3079,0.2295,4.38507986,0.09566378529408562,,0.988690984510898,,65.4624551243236,20.987534180740532,1.33,238.622,2.64225483,0.6263270000000001,J
1078,300293197,1355.5123319729355,0.9982500011499162,6.563561026621118,0.022606235186860783,1.2065275587546191,9.44799995,5873.97021484,1.08871,4.0,0.3539,0.3109,4.35181999,0.03811663956839632,0.9985209518623304,0.9984966906273566,0.13207775812028025,22.797073833757104,20.13337592027957,,121.321,,,PC
1079,290045270,1329.1058858449342,0.9978700492659848,4.8136725657923405,0.04411044813082343,2.427510956578115,10.08500004,5824.0,1.9716200000000002,4.0,0.354,0.2157,4.33676004,0.04245049844835147,0.9998549547747976,0.9963122235016592,7.9276073263148605,26.466802707224666,8.945245295213308,1.091,296.7290000000001,4.413089,0.142349,IS
1080,47525961,1354.697152939008,0.9946939863795472,1.0559185816688408,0.0019779582053597307,0.7776752181422627,8.04100037,6965.0,2.60394,24.0,0.2961,0.2276,3.75124002,0.06768334575638359,0.9948361167762276,0.9952490067285528,1.4044905267183272,30.374179476408386,13.25374580741984,1.557,203.327,15.0737343,0.088185,V
1081,279955276,1326.2976150990946,0.9142802707510452,1.152789280074388,0.007107476179721185,2.8418101813032264,10.52999973,6123.0,1.1785,23.0,0.3115,0.2298,4.26799011,0.2711754015362935,0.9205552421807351,0.9202565411725332,0.1488461661956051,82.75116238751772,12.446887163445547,1.28,209.806,2.07839632,0.782018,J
1082,166808151,1354.660719317226,0.968048479547086,0.7400422587670222,0.004614961788279971,1.974519763826314,9.90799999,3437.0,0.6963739999999999,35.0,0.1959,0.4178,4.0,0.16625340686173648,0.9715143212137174,0.9715907207689876,0.4772023178489496,220.07868273088718,12.522287794590893,0.66091,38.803,0.06631447,1.95711,J
1083,219987521,1357.8031952741055,0.996883347353612,4.266493423330783,0.028612081457251026,3.017419511486985,10.09700012,6844.0,2.39969,6.0,0.2961,0.2276,3.7021699,0.0518730566524646,0.9974797456591394,0.9960852585438748,4.984263186736063,27.044204705668864,4.8955909634270185,1.52,472.861,12.1672716,0.109996,J
1084,358247986,1386.1207032752386,0.9998329991706044,0.8617667066794499,0.0015311781257784096,0.6864267319818079,8.411999699999999,7928.0,2.66374,22.0,0.2147,0.2467,4.16730022,0.012173028352458422,0.999806747509848,0.9998679588323472,0.9830430766058592,7.162834334535095,6.876026724957378,2.02,300.6020000000001,29.2991486,0.106875,J
1085,220397947,1411.0145631492153,0.9404780614816436,1.7759546290792445,0.004180609268663593,2.3496690128515456,10.37199974,6257.33007813,1.79157,14.0,0.3383,0.2164,4.14882994,0.2250846285338197,0.9474702780060902,0.9417334028617402,4.470063839870751,1142.1381998952872,34.890090607346885,1.22,345.06,4.43320227,0.212158,EB
1086,55401356,1325.4948218524326,0.9992431174794124,7.2850005945773715,0.0638367057567617,1.2973015771343601,10.20800018,5985.89990234,1.32795,4.0,0.354,0.2157,3.67000008,0.025305344426488692,0.998483442412026,0.9996203933889636,3.7594208028663543,9.159398751072526,8.781900765315104,1.1,219.076,2.03973675,0.469732,IS
1087,349902873,1386.845480928314,0.9992304150228416,0.9856931041008764,0.008583251248379997,2.687616012314356,8.5909996,9009.0,2.13728,19.0,0.2042,0.2456,4.38312006,0.02618587815308536,0.9991175230349288,0.9995499601627134,5.783942860450632,22.22057725589633,6.250376321934577,2.11,261.474,21.4121513,0.216123,J
1088,271596290,1438.9779114060268,0.9141620990565634,1.2820222636666632,0.006011468010112432,3.57500182361764,10.20100021,6311.35009766,3.18902,19.0,0.3374,0.2348,4.33549023,0.2698608440667367,0.922120210398686,0.92352431389703,1.2196829029255187,543.5829095790997,19.44886562095845,1.24,507.587,14.5378122,0.0382339,EB
1089,140598047,1354.367531175953,0.9989460475852664,0.7969222043164461,0.001359140484042565,0.2960297192043385,9.35900021,7982.0,1.80791,34.0,0.1983,0.235,4.14384985,0.03070840857500295,0.998669887026282,0.998716365542732,0.24756118535701666,14.412716578438072,8.126028733851145,2.12,313.671,15.5680819,0.358759,J
1090,300329283,1354.16867664345,0.9986489656905028,0.7921860122787148,0.0010107107115967515,0.4325168659249811,6.39900017,8175.0,1.7301,33.0,0.2093,0.2355,4.25166988,0.034695086864332016,0.998527771597576,0.9988905118744328,1.6265732101212065,16.224662397791235,11.947451319477361,2.1,80.7831,13.8531656,0.405515,J
1091,150166091,1326.4423914234535,0.9992299054069662,1.3022266396802862,0.01867928122260976,3.4409742465386177,9.52900028,7100.0,1.50944,20.0,0.2847,0.231,4.21927977,0.025833388750279757,0.9992814367679675,0.9993225524228608,0.6608798253431728,26.726127943729033,4.1527208398760855,1.55,231.477,4.99933052,0.450696,J
1092,65448527,1410.9987887498596,0.9146138413515172,0.6680624506314605,0.0017028732961756887,1.6196701892254015,12.06400013,7769.0,1.4687299999999999,33.0,0.221,0.2358,4.11484003,0.2752096817455603,0.9194492155770018,0.919457440638486,0.024905490247500068,147.45448929114832,22.009341992151747,1.98,880.145,8.432359,0.6249359999999999,EB
1093,44670258,1438.0239336264688,0.9915167893041928,0.6253927984086147,0.0035829817916886437,1.6979651415390251,8.92000008,4171.0,0.96391,40.0,0.5098,0.1592,4.22238016,0.0825623556336113,0.9929748995325832,0.9926693626864174,1.7667477965987368,41.11956394132414,8.430863576523157,0.69,49.3113,0.311470479,0.770442,J
1094,149988523,1354.2116018806944,0.99949250255783,12.854094257571207,0.11117825160562678,4.983459019119262,3.84500003,3183.0,92.6504,3.0,0.4705,0.3374,4.0,0.019984160073043225,0.9997429531348748,0.9991834243148416,10.448550775474027,25.95731692601893,6.378923267575464,,239.689,,,IS
1095,284196481,1354.3073462822424,0.9997969728355716,0.6654080970655718,0.0026715765116658297,1.6949855873469182,7.74399996,8650.0,2.6974299999999998,39.0,0.1655,0.2473,3.98656011,0.013544693778875535,0.9998124375964184,0.9998052249545304,0.3119471446085895,23.110763740364323,11.673124098766895,2.51,257.242,60.7858238,0.127886,J
1096,25117406,1411.0119432013544,0.9951064668642308,0.7995500517120667,0.0014423945407969765,0.6629873100240491,7.09600019,7323.0,3.8584400000000003,29.0,0.276,0.2529,3.50711989,0.06509274664358455,0.99578176275362,0.9949667054590886,1.7060465741530084,21.61135616083096,7.962233502547977,1.62,196.004,36.6699829,0.0282021,J
1097,55451820,1411.9480901755426,0.9907474083933616,1.615349946919992,0.012913541129751072,3.925224198310479,9.59500027,6921.04980469,1.85759,15.0,0.3026,0.2256,4.23358011,0.08928278719237702,0.991417399710434,0.9919171100537508,1.1976268838048667,34.96952868993972,5.261006461079484,1.51,279.328,7.13316727,0.235574,J
1098,266735682,1386.0558766737622,0.6821927065526823,1.1345500697454034,0.005155591257860581,2.616543389277974,10.35099983,7138.0,1.6541400000000002,17.0,0.2448,0.2339,4.06133986,0.5286634379695605,0.7050348870645777,0.7047638511397484,0.03985644356629822,546.5919634285024,19.259481975625548,1.86,433.054,9.256434,0.410955,EB
1099,260269822,1438.0889627431748,0.9998048380261032,12.971197940337193,inf,3.1382437793775,7.55600023,8495.0,2.37213,2.0,0.1748,0.2433,4.10081005,0.013261851988931542,0.9997972093428549,,,9.041055989834474,8.278713531260092,2.32,199.834,35.5506,0.173809,J
1100,150432211,1386.0379495667692,0.9988981511336424,1.3293847489725843,0.0054441886214479105,1.9852611746737099,12.77600002,3228.0,0.303125,16.0,0.1529,0.4604,4.0,0.031002302593900893,0.998891224916294,0.9990942961104672,0.44570403085114413,6.059455334585787,6.110965378496113,0.280186,44.74100000000001,0.0093959095,10.0596,IS
1101,9843991,1411.61478671563,0.910343624554165,0.7123646039662654,0.006818560593601974,1.7462288189877289,9.44200039,6199.79980469,7.04525,30.0,0.3339,0.3162,4.0,0.2737749620997473,0.9245981083723208,0.9236596942460942,1.858176565873555,39.81092495356758,6.207170848702043,,801.802,,,J
1102,281575623,1411.4418241883475,0.999827762374087,0.8622029443658399,0.0051858085846229205,2.0696613323788657,9.29800034,7522.0,1.6016299999999999,26.0,0.2448,0.2339,4.13004017,0.012307259599723955,0.9998571840079952,0.9998286539677698,0.5599658154862562,8.408948300820832,6.876202890179247,1.89,239.104,8.992678999999997,0.460016,J
1103,47505598,1356.1604954293969,0.999814411808774,12.456230071038453,0.0796752664167375,4.1705191352399185,7.89799976,6480.0,1.76584,3.0,0.3276,0.218,4.0,0.012592812359815556,0.9998591447505759,0.9997353351130644,1.9022362502325296,8.110384437293234,5.63896338893243,1.3219999999999998,114.737,4.95333,0.240092,J
1104,270673133,1326.9728094499606,0.9973215548729906,13.940550835741973,inf,1.4653993050302905,11.86600018,3363.0,0.543085,2.0,0.171,0.4514,4.93184996,0.04821063575306336,0.9971884204866129,0.9980575262915764,0.5391947558688885,5.77654835326672,5.249379338240032,0.538992,61.074913,0.03216712,3.36495,J
1105,149630117,1354.4434466948414,0.9980047031042396,0.6244588504717317,0.0007359888686538918,1.663017308696053,9.05099964,7487.0,1.70613,42.0,0.2683,0.2357,4.19464016,0.04169495089729525,0.9989764038698656,0.9996476937152536,4.435481991166992,12.620515911646473,5.722874647736024,1.71,226.327,8.113524,0.344317,J
1106,389440520,1354.334780795795,0.9951695818549812,0.6648813034409231,0.0013350804055176635,0.7220337356740504,9.38399982,8168.0,2.27506,39.0,0.1714,0.2437,4.13948011,0.06601700365317363,0.9948260588768882,0.9961198118580534,4.357147349741029,27.938449038903734,10.557185362125468,2.4,351.932,36.78072,0.203814,J
1107,38954456,1331.1020222954194,0.9945733419504068,9.835584451495704,0.0667653904284764,4.9277596918737485,8.15699959,7064.91992188,1.9191900000000002,3.0,0.2961,0.2276,4.0,0.06844848918286735,0.9947381014594892,0.9960975756265732,4.607982467888307,34.517877671412506,5.336298452559193,1.56,159.058,8.267197999999999,0.220685,J
1108,419008564,1354.703102844488,0.9958677306692288,1.189844892072728,0.009851056768686915,3.1853520746016875,8.7134304,6309.0,1.2350700000000001,22.0,0.3174,0.2305,4.30043983,0.05946702634333195,0.9963852919023862,0.9962595265123796,1.8462075457113831,93.976829411215,10.227661884498369,1.259,112.385,2.231632,0.668275,V
1109,41032824,1386.053513200782,0.9942292324851252,0.6960558496294543,0.0015344849088628212,0.2651700486249255,7.849999900000001,7415.0,2.61362,27.0,0.2683,0.2357,3.8336400999999998,0.07090820514053324,0.9930711449055049,0.9936272299857036,0.5782976263210747,14.24275710074866,6.4111981646569225,1.67,191.546,18.0490284,0.0935385,J
1110,220401810,1325.4989415364635,0.9975463290513458,0.6133087077134234,0.0011782805385339155,0.8368952804836947,7.01599979,7621.0,3.4940900000000004,44.0,0.2217,0.2718,3.64331007,0.04648863701566917,0.9972722670748648,0.997910729454055,2.6517708365843715,27.56624718392829,8.771803902705292,1.88,197.726,42.1092529,0.0440714,J
1111,423389701,1411.3153465265093,0.9990205254868528,0.8889769192899899,0.0053974746016653965,2.1742925349068383,9.85000038,7087.0,1.00289,25.0,0.2847,0.231,4.4879899000000005,0.029134388840225137,0.9990364591966164,0.9991913891332151,1.920747285447256,28.403773694718524,6.993556303920226,1.569,181.504,2.279443,1.55545,J
1112,201250317,1354.5946863524268,0.999086409532618,0.9655124624539416,0.0013173837777480935,0.4926814476060437,9.22700024,7720.0,1.74013,27.0,0.2396,0.2457,4.26599979,0.028341021724957293,0.999170835357714,0.9990930437568752,0.3357398275751215,11.291408447268612,9.686464275353028,1.83,268.034,9.800979,0.34730300000000003,V
