rowid,TIC_ID,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Disposition
7619,159895674,1386.1429691137405,0.9992006355486066,0.6180787890841477,0.0006548200626573798,0.4134107367941895,6.73899984,7821.0,1.56787,32.0,0.2331,0.2353,4.0,0.02656888074956579,0.9992602668437554,0.9993965526123728,0.37227594695279775,5.475831196201986,10.509563636796678,1.92,79.2839,8.904755999999997,0.498162,J
7620,300654002,1438.4600247692138,0.5111956298600973,2.757021939204349,0.020399186079137488,6.365801655607396,10.17700005,7290.52978516,3.3951300000000004,10.0,0.276,0.2529,3.85700011,0.6505622674930008,0.5653892689909128,0.5646617504573959,0.09051464573751246,278.4164792450747,16.66293337206578,1.65,682.97,29.3388519,0.0421615,EB
7621,178155030,0.0,1.0,,-6.181992689964741,,12.13500023,3098.0,0.4054,,0.1533,0.4776,4.0,,,,,,0.0,0.397563,46.7825,0.01599714,5.96698,V
7622,350822079,1386.5677280569919,0.9997304863888788,0.7761493835871175,0.0008871389533121055,0.4324866640365025,9.85400009,6205.0,1.15191,25.0,0.3345,0.2282,4.39788008,0.015139760317505128,0.999818347619722,0.9997040956488372,0.7997567303466238,4.89134168930188,4.737767342248434,1.1,158.417,1.52059817,0.7196670000000001,J
7623,373985596,1385.997660313587,0.9998163360285394,2.9612819397454464,0.04771990534482829,4.586567184374299,10.14799976,5962.5,1.6787900000000002,7.0,0.3484,0.3103,4.05999994,0.012362684734755928,0.9998213925320036,0.999840151733878,0.191862259357536,5.042086460264821,5.325076882928738,,300.0724,,,J
7624,91542594,1388.068307927056,0.999345315207108,2.5108243037867304,0.02755894979209006,1.162937291980429,9.02499962,4683.20019531,11.4989,7.0,0.4534,0.2702,2.41000009,0.022940302076324363,0.9992644755011726,0.9994322399062844,1.3857227762030608,14.11789304286317,5.8610031751414695,,704.074,,,J
7625,150062527,1387.730476038975,0.999704164586138,3.3773281104881385,0.06610115669873462,5.347836893287748,9.15499973,6392.0,1.4924899999999999,6.0,0.3451,0.21600000000000003,4.23302984,0.01584785175310505,0.999712863583862,0.9997456901686445,0.5289133142596814,12.164733444713391,6.219374255194538,1.21,160.355,3.02905655,0.363956,J
7626,350765919,1386.2291922820755,0.975068268803752,0.7045907805583009,0.002339400087483179,1.4747709902481465,14.07400036,6615.0,,28.0,0.3685,0.5069,4.0,0.1405808229824127,0.9780818648403816,0.978785651831673,0.42127794350411,25.98244080637902,8.614965450750491,,566.691,,,V
7627,251875733,1354.5240381067294,0.9995814665709668,0.9744076659067727,0.009335181548715266,2.6121895091265417,9.52999973,7181.0,1.55429,27.0,0.2757,0.2311,4.33822012,0.019077465616014453,0.9996210994636906,0.9996116256318148,0.2021156253804128,22.35968299734188,8.409907778431801,1.6,245.884,5.75543356,0.426112,V
7628,280051640,1325.5769075466787,0.9999233476545938,0.6525659802810103,0.0010234129176462936,0.0618551498488345,7.52699995,5838.0,1.6587599999999998,39.0,0.3726,0.2129,4.01778984,0.008025723854203541,0.9998696906365389,0.9998601909345836,0.08446747303942888,3.9112211383327686,5.55670720289061,1.02,74.2968,2.65179658,0.223487,J
7629,453100169,1389.0920198417564,0.9999337398582931,3.7993855110177335,0.08341347949761801,4.37211644158292,5.50299978,3473.0,76.7759,5.0,0.5324,0.2372,4.0,0.007202894623445909,0.9999371517396242,0.9999456586480956,0.4092662958181416,8.648822290022464,5.560665553092152,,506.092,,,IS
7630,198051336,1386.14958386144,0.7714073627028276,0.6415562220760971,0.002410441609372427,1.6813796617161914,10.82600021,6068.0,1.54167,30.0,0.3276,0.218,4.29247999,0.44195564123094666,0.7918647350833637,0.7913694429283025,0.14077839717586213,203.07570865815663,18.9224113644748,1.32,375.503,3.7872076,0.360244,EB
7631,231844926,1325.6758389894828,0.9916342453279596,2.09649732210517,0.02545175245621012,5.172377769479271,6.89599991,6000.0,2.54966,14.0,0.1311,0.265,4.0,0.08735378466247007,0.9922923113754316,0.992145388805368,1.9393988113579737,50.80087631225446,11.429148622485599,3.09,194.384,108.367645,0.186429,V
7632,94986319,1440.128157337871,0.9983472928224381,8.03722845766009,0.030882406411503638,2.3586545301729807,9.2159996,5718.0,0.860124,4.0,0.4036,0.2028,4.35657978,0.03707426963999569,0.9974827146756784,0.9996638994620328,11.606675305039019,32.948856009113214,16.1706391368521,0.92,74.7969,0.533904,1.44579,PC
7633,294873015,1411.251006920967,0.9106587950321551,0.7748449960701548,0.0017280559105299351,1.0366746463594727,10.03499985,4697.0,1.01007,29.0,0.4913,0.1645,4.14272022,0.2688134215363435,0.9172308231223536,0.917150484851134,0.038203277323755364,42.34816142357656,11.951190808992095,0.74,97.2403,0.4286399,0.7180770000000001,J
7634,234347951,1331.3815657084356,0.8271544030398581,8.196903755076724,0.03730803186984755,1.7341334116100822,10.39999962,5715.0,1.7038,2.0,0.354,0.2157,3.98779011,0.3824081815392135,0.7911869225352866,,,85.63348526397084,11.313879127619648,1.1,307.54,3.3692112,0.222402,J
7635,40343782,1386.2293287798318,0.994354427416378,1.2407774778206622,0.009950082675341476,3.1595110930212744,12.06099987,8951.0,,16.0,0.3685,0.5069,4.0,0.0668965716173918,0.996083570887706,0.9940454915407362,3.3538826164759468,23.634734572601012,8.708815806494005,,6102.79,,,IS
7636,306580215,1387.4270991598632,0.9954779183589059,1.7497604157760367,0.011789497971370409,1.995312357968988,10.27499962,6087.0,1.30764,10.0,0.354,0.2157,4.2891202,0.06185391800401651,0.9963776040080284,0.9949167199986428,5.838366979517575,59.22512703760171,13.284281377814343,1.1,300.592,1.97268975,0.491955,EB
7637,4629065,1414.4682395010218,0.8007116424300513,5.9025792390299126,0.025892470191843042,4.969655537874387,10.80500031,6377.70996094,2.63215,3.0,0.3309,0.2359,4.0,0.41166916061912895,0.8025697347803766,0.7989203385021615,0.7673273635158454,157.39531594089874,25.696591431814195,1.27,630.136,10.3270493,0.0696418,EB
7638,307210830,1441.0840373862247,0.998223444093846,3.691876600685709,0.010938482960021869,1.1135384381830535,9.39299965,3469.0,0.31416,7.0,0.1555,0.4459,4.94010019,0.0394010580897616,0.9986118291031392,0.9981768483530036,2.48875658327342,30.561813939007425,18.361464021262194,0.292836,10.6194,0.0122932419,9.44434,PC
7639,260609205,1386.749177352305,0.9800627465629372,4.466327807503948,0.045742263577591036,3.630027869608268,12.63000011,6354.0,2.2389200000000002,4.0,0.3451,0.21600000000000003,4.24471998,0.13010020596813718,0.982396820797861,0.9801355290620528,3.0427227788924487,63.459053062108076,12.634328464594445,1.19,1131.15,6.63420153,0.106031,PC
7640,9143481,1354.2794616569586,0.9999230289361644,0.7369460613897408,0.0021440285684907745,1.1670091593342125,8.26599979,7249.0,2.15353,35.0,0.2683,0.2357,3.93520999,0.008189237148167673,0.9999303313881142,0.9999205530070412,0.2876293921139567,6.050770487402327,6.7690491053039015,1.7,200.352,12.7336044,0.170215,J
7641,207199659,1354.4273305456704,0.9996591614014306,0.6481124623126764,0.0007742085312094638,0.4366740759617723,8.84000015,7297.0,,40.0,0.3685,0.5069,4.2528801,0.016437064106543806,0.9997082041060812,0.9996755669832568,0.4555066168217861,11.825906757999013,12.73752694107957,,186.321945,,,V
7642,391892842,1386.1440566682666,0.9991257285003516,1.7289469745671802,0.011626051088820756,2.435172011495019,8.06799984,7078.0,1.82507,11.0,0.2801,0.2331,4.02115011,0.027544114365927297,0.9989365525579696,0.9993844787124908,5.614364025932435,26.21700181171953,5.595402639963463,1.63,147.101,8.249901,0.26813200000000004,V
7643,155945483,1354.1488555005506,0.999947905662942,0.9405132381978244,0.0033983649037920838,0.3792829670343486,7.96299982,7909.0,2.11552,28.0,0.2147,0.2467,4.01305008,0.006798836187937724,0.9998747408721324,0.999977199411329,1.7941505908346749,3.7079798955912318,5.325398043832575,2.02,196.604,18.58829,0.213352,J
7644,201799091,1387.3663182461498,0.9996548833091412,4.046288538648728,0.11555415387065505,10.737462367826488,8.33699989,6167.29980469,1.1042,5.0,0.3216,0.2301,4.44999981,0.017172214665097833,0.9997030792845502,0.9996531146857196,1.378096293047356,21.999833590588874,5.134712268451083,1.18,81.9521,1.5891620000000002,0.876481,J
7645,300447314,1410.9913329520475,0.9996742572084432,1.079285070719167,0.010239399705650354,2.6190185652241333,8.05799961,7350.0,2.07613,20.0,0.2396,0.2457,4.21692991,0.01692299126307605,0.9996975608294476,0.9997026235116141,0.13387573197561153,23.75976540389873,6.972764818490418,1.86,183.637,14.64887,0.207849,J
7646,229057817,1325.7645657486428,0.4757619798759571,8.162292571289212,0.10405264471518637,12.808112606904135,10.25800037,5285.0,3.82378,4.0,0.3374,0.2348,4.0,0.6669059425985331,0.5814614640833076,0.514527962627899,12.334357343218601,130.47143869718656,15.066270406911922,1.25,742.904,21.1492939,0.0223579,EB
7647,441056236,1354.6652436289396,0.9943034337419672,0.8689854544069554,0.006101671371004924,2.3510105184134797,9.70400047,3534.0,0.406,30.0,0.5221,0.3406,4.8487401,0.06619515666330082,0.9949563913589662,0.9954894720332492,5.257352998682767,47.9027808018036,8.359380295409794,0.424,31.919054,0.0231639687,6.3356,V
7648,248951115,1392.1849054768588,0.99578351793794,7.811222901102631,0.048270900898008666,1.965895334368404,11.22599983,3906.0,0.541569,2.0,0.2581,0.3609,4.70222998,0.06000085548796622,0.9937598387805312,0.9988880083848194,7.509991341258298,18.898699906360847,4.9007349754408525,0.537609,87.81707,0.0530396625,3.38458,IS
7649,40042404,1390.3507827794074,0.9907344159232072,7.8496513624120094,0.0388071988835903,2.108188078116548,13.65400028,3040.0,0.19986199999999998,3.0,0.1606,0.4974,5.09895992,0.08945082199686984,0.9930476285166812,0.9889352605940857,1.8308958521538024,9.544309153889213,10.170105962246586,0.16886099999999998,34.326,0.0031183440000000003,21.1514,IS
7650,350444342,1386.3409269850324,0.9988397626863992,0.7535269944026811,0.007699010725369049,1.9926142344999485,8.05700016,7043.0,1.93543,26.0,0.2961,0.2276,4.0,0.03164980603393841,0.9989951847644836,0.9989306935894804,0.9251213886093718,55.83012669255427,7.847099671043563,1.55,148.10299999999995,8.303883,0.213795,J
7651,141186325,1412.697116827958,0.9990916531016719,2.6663985381836457,0.03228845983978479,6.295103481857777,11.286999699999999,5639.58984375,1.2589,9.0,0.3789,0.2128,4.57741022,0.027593597960549658,0.9990967379413528,0.9992711961968624,1.0086902813166252,15.406372180536305,6.621579711214364,1.0,303.872,1.44432616,0.501221,J
7652,309062208,1336.086365482442,0.990515876758878,13.26508685725832,0.07107332630699936,2.139052790156485,13.13599968,3224.0,0.367196,2.0,0.1529,0.4604,4.0,0.09095603720056596,0.9928745070318149,0.9894067799003567,1.1422310553132853,8.647407146754464,7.978623173305002,0.354044,,0.0140943453,7.1509399999999985,IS
7653,66374862,1354.3984062112595,0.9997916628477476,1.1436267650496816,0.0010999623758234376,0.5220624809100823,9.5,4957.0,0.79461,23.0,0.4508,0.1887,4.51999998,0.013056753785010585,0.9997985637872236,0.9998299447595228,0.2646697329810294,4.498561879585903,4.476688668385658,0.82,68.2966,0.343461573,1.63438,J
7654,142049025,1389.3701612339944,0.999625675444966,5.461433594789568,0.01791742295332366,0.8136804248206422,9.00699997,6358.04980469,1.66055,4.0,0.3332,0.2167,4.30499983,0.01786701483951996,0.9997322310823524,0.9995856067316512,0.8931944163212133,5.538128590674356,5.71557611218705,1.26,167.84599999999998,4.05972052,0.275177,J
7655,350298314,1395.6554414784227,0.7882247232194317,10.10552489975736,inf,1.9758768180130413,10.36900043,5468.18017578,0.8158380000000001,1.0,0.3862,0.2061,4.74424982,0.4209967443171074,,0.7686111207273495,,109.32977674709636,14.7580162129054,0.96,130.536,0.5361347,1.76791,EB
7656,281498595,1354.2606067602535,0.9999542381190658,0.6263988570305847,0.0007390530467568103,0.503804146544795,6.66200018,5718.33984375,0.9452149999999999,42.0,0.371,0.2094,4.47285986,0.006205285812439285,0.9999575711279896,0.9999620930461196,0.21346531051100573,5.026225045463384,6.020325546116438,1.02,28.3289,0.8606674999999999,1.20784,J
7657,70742065,1354.5615202821027,0.9986233211512444,0.7083288570079149,0.0069539598589338225,1.876426781725156,10.36999989,6362.0,1.13895,37.0,0.3079,0.2295,4.28114986,0.034390808999112,0.9987827089146366,0.9987712485479809,0.14046126021268365,39.390148678747295,6.819071717201613,1.31,230.24,2.0403676,0.8866629999999999,V
7658,349645354,1386.2668398786166,0.997111469325568,0.9820467665889916,0.0018196040441620376,0.4879414121118831,9.48999977,7001.0,1.8851799999999999,20.0,0.2683,0.2357,4.10910988,0.05016700742973167,0.997624855439014,0.9970776102198218,2.031455657950293,19.791885473521074,10.058812242020473,1.69,286.611,9.60642,0.252249,J
7659,220433363,1438.2798194051957,0.9745658561558056,0.8557545727615897,0.00622661667257951,2.303981090895832,8.5909996,3509.0,0.42753500000000005,29.0,0.1555,0.4459,4.85242987,0.14908261668702147,0.977567638555962,0.9766898873325464,2.8467817439304905,83.64492825200108,10.63125874903559,0.422183,11.0923,0.022266686,5.4023900000000005,J
7660,374910243,1439.4343911758365,0.9997632542361164,1.6196872251597827,0.01733451569475064,4.450009540440077,9.48799992,6736.68017578,2.18139,15.0,0.3158,0.2206,4.21738005,0.014252016484930071,0.9997679054154164,0.999796324699396,0.5914120685328892,12.519704862671563,8.623253570625401,1.44,294.521,8.829663,0.138728,J
7661,207213190,1387.4687240875683,0.9998661626584014,1.5356721838162029,0.009964009585126887,0.4434683634003104,9.14500046,6087.0,1.05798,13.0,0.3276,0.2297,4.37352991,0.010681692952670293,0.9998193753074872,0.9998329506647756,0.099508667007825,3.6249574974236816,4.5161474148034255,1.15,110.716,1.40635455,0.971117,J
7662,167045028,1438.5850804358004,0.9991100262629392,3.013071984570621,0.05028182282700922,7.899122091183307,9.96000004,7145.79003906,6.13513,8.0,0.2488,0.3512,4.20958996,0.027641854479354817,0.9991748370354824,0.9991701233805922,0.07077410727045487,29.707082470241538,6.7614092414901785,,952.092,,,J
7663,270585032,1355.6471401626875,0.9998604059624068,2.8258570984283997,0.0055167156553712635,0.5306998613887384,7.95699978,6361.0,1.83612,10.0,0.3215,0.2192,4.13816977,0.010933177689541143,0.9998640155272912,0.9998629459313262,0.012326515193321702,4.756812558115623,5.5321394540019755,1.371,126.177,5.71109772,0.22148,J
7664,198074117,1451.0490231504068,0.9928174461906883,13.14212330759414,inf,2.000405206183566,13.35499954,3252.0,0.41840900000000003,1.0,0.1533,0.4776,4.99120998,0.07901768173285408,,0.9939194468562824,,5.418491717720995,10.747108971449725,0.412099,,0.0165592041,5.62598,J
7665,141210448,1390.448766487739,0.999232820433984,7.715398069878463,0.0474838477449584,3.4099777513588347,8.27900028,4848.39990234,11.0147,3.0,0.4416,0.2763,2.03999996,0.02487814532644089,0.999342430987426,0.9993545051316992,0.11819941702017105,20.15484966118745,5.713277918704864,,476.924,,,J
7666,382067804,1391.702579658477,0.8612897988390702,8.975179277640398,0.17431068080423007,9.079121108092023,9.98700047,6259.0,2.27196,2.0,0.3276,0.218,3.75584006,0.3442720482679976,0.7579870652716656,0.9999517767179028,62.32700241227196,96.36281683001013,9.40424123758788,1.34,387.356,8.373151,0.114262,IS
7667,7585910,1411.1649211779038,0.9986097214647508,0.7882564070816981,0.004953209773844503,1.91394919359538,8.76200008,6952.0,1.50682,29.0,0.2847,0.231,4.26791,0.034710450568191435,0.9987300538240697,0.9987633812481982,0.8099134152930714,45.91568648760419,9.46245327759317,1.57,167.49599999999995,5.18645334,0.4589,J
7668,231282022,1386.609836419953,0.99982844628237,1.0283471266549582,0.0019381184447276878,0.8234051850670518,9.24400043,6000.0,1.35215,19.0,0.3507,0.2158,4.16637993,0.012055242538478223,0.9998163992422944,0.9998530609117496,0.4124063418628098,5.262055049097474,5.489897769558746,1.14,146.494,2.242037,0.461139,J
7669,29984014,1438.9875432304696,0.999408375325844,1.085411033281288,0.006949876754565709,2.6438725781058108,10.21000004,6253.0,,23.0,0.3685,0.5069,4.26082993,0.021655738703450188,0.9994653844565228,0.9995043491490878,0.4313529128984192,16.474077370096968,11.751993957338714,,6125.27,,,V
7670,206537272,1325.7688265552674,0.7873911568323602,0.7337611652949511,0.0026951821908168805,1.7944493823451582,10.661999699999999,5448.0,1.81275,37.0,0.3662,0.214,4.41008997,0.42317058219902776,0.7995685873711824,0.8088045899344389,2.806730066535905,56.85817209231024,12.983010136201631,1.04,369.252,3.334145,0.17459000000000002,J
7671,272129477,1386.4641502222908,0.999648282756003,1.018069201779542,0.013989783367912678,2.6823650559408856,8.63300037,7028.0,1.60706,19.0,0.2559,0.2329,4.24379015,0.017551731312405432,0.9996886627553916,0.999681898266016,0.1921546338472887,23.84931049257328,6.659095347784215,1.75,161.347,7.548446,0.421638,J
7672,97467902,1386.2971449292334,0.8691512087786534,2.0437825322456864,0.014532132073314274,4.281599248703967,7.63700008,7022.0,2.9967099999999998,9.0,0.2458,0.2616,4.0,0.33826455075383466,0.8742496867569328,0.8737503906617061,0.1949076305495328,268.535228407781,15.38705053394836,1.735,211.929,25.8460846,0.06447080000000001,EB
7673,76923707,1358.1185895185652,0.992683545364335,4.531366016723808,0.02069065143732507,1.9015090528318368,10.41100025,4983.0,0.805573,6.0,0.4642,0.1807,4.61444998,0.07722699007641252,0.9935797189633288,0.9932532611153321,1.2589079379931405,83.00170790463804,20.315582238942195,0.76,96.2338,0.298383832,1.45378,PC
7674,126637765,1325.650757154024,0.9013319353907908,0.8203450566023752,0.0020827992520156546,1.132260006557667,11.34399986,5839.0,1.00995,32.0,0.4036,0.2028,4.0,0.2864593171813272,0.9102542602444028,0.91082708394574,0.2909484328854098,49.19655177531887,12.952505473672705,0.91,226.78,0.7300443,0.8833559999999999,J
7675,167010740,1388.9814007719974,0.9997229278602642,3.0366230296818517,0.010912264752781729,0.9613509215763958,9.64099979,6047.0,1.52342,6.0,0.3451,0.21600000000000003,4.1967802,0.015337047007091126,0.9997652376089646,0.9997810188048262,0.0850633876421548,3.6399952062175465,5.0886083725364895,1.18,200.268,3.06177735,0.333751,J
7676,25117273,1386.348046908943,0.995939774591953,1.0586016262504536,0.0033519218862135824,0.5930094361804009,9.17300034,7260.0,2.08497,18.0,0.2801,0.2331,4.04575014,0.05935820026483015,0.9963670275994088,0.9960068723501494,0.9308258768467766,19.57074547427565,8.193344350910216,1.6,271.53700000000003,10.37966,0.17653,J
7677,309792043,1439.9097396455645,0.999794718737038,1.9793211837945972,0.016655421774127818,5.4753646872072395,6.98999977,8482.0,2.6299900000000003,13.0,0.1911,0.2468,3.89190006,0.013555845377354958,0.999790687046943,0.9998339005728668,2.5839445807317816,29.329724131869554,5.678851339539027,2.16,164.187,34.72638,0.118738,J
7678,220473692,1423.8381355989336,0.9953024613738608,12.96737245661506,inf,1.0077125090161871,12.33600044,3875.0,0.628287,1.0,0.2946,0.3316,4.64422989,0.0630604712291916,,0.9952842324026392,,6.5030703886240815,6.151106948305869,0.61058,121.758,0.08261333,2.4618900000000004,J
7679,150249155,1386.5703990215466,0.9994318993673924,1.0873374613707911,0.013223199785548423,2.8286602861645456,8.0539999,6482.0,1.27519,18.0,0.3079,0.2295,4.0,0.022092186895302256,0.9995166092265904,0.9994612473965878,1.5663086404524955,42.41267065681758,6.981815073036835,1.32,89.8979,2.586301,0.636578,J
7680,281459670,1328.0384303011974,0.9840875227451148,3.174952004144126,0.0168744882361358,2.468842621622777,11.63199997,5943.0,1.15706,8.0,0.3495,0.2247,4.42524004,0.11602909713298525,0.9857515605313344,0.9862971713016778,1.0341329686669525,89.38085109235483,17.400471542365697,1.03,342.14,1.3188585,0.664921,PC
7681,41170667,1386.3046209262163,0.8768306078793952,0.9735763564092064,0.009008721792933216,2.5605692319853444,10.31799984,6893.0,3.5107199999999996,20.0,0.2964,0.2488,4.1782198,0.32541178843503504,0.8900151808299808,0.8896738091527465,0.4157049672182516,60.42393542752064,8.95964768975761,1.48,708.615,24.4911613,0.0342038,J
7682,278988794,1389.2271494781305,0.9276744070631714,7.584446796333883,0.05560221266019694,3.106014491788033,13.64900017,6021.0,1.9958,3.0,0.3507,0.2158,4.30085993,0.2475266059030532,0.9370852075981568,0.9365226147812696,0.12881393798107052,83.96603089375813,11.793578299703242,1.14,1584.54,4.90070152,0.143401,EB
7683,300970893,1387.6648429964193,0.9814195975966704,3.6845923336740296,0.007078231077083608,1.8699052846747275,13.29899979,6000.0,,6.0,0.3685,0.5069,4.0,0.12136051792797385,0.98666626170509,0.9978184597727766,1.654545556349329,3.833832138867316,4.2766340713983055,,8.17032,,,J
7684,197934579,1386.1011475799005,0.9978601319260536,0.6135011102255392,0.0012967406898409806,0.6040119504547735,8.08300018,7341.0,2.32043,31.0,0.2683,0.2357,3.95350003,0.04317906192081408,0.9984221979574044,0.9976368288482176,3.342038222501862,22.74691464624042,11.636379094773062,1.65,193.766,13.78353,0.13206199999999998,J
7685,161577376,1446.0855419517459,0.9767827477739176,8.289206504460097,0.04827145656658605,3.8172288852662812,11.28100014,5786.0,1.41011,3.0,0.354,0.2157,4.1294198,0.1401533311979309,0.9796651098556228,0.979917473394504,0.35147065597396443,118.32878958073809,21.196261201603914,1.11,386.4,2.348134,0.395877,EB
7686,197570458,1332.3387707736279,0.9505638799581868,7.613552438825799,0.03389201398769925,1.1830663181902843,13.04500008,3500.0,0.553383,3.0,0.1959,0.4178,4.0,0.20679830651507916,0.955226072503706,0.9517326032867852,0.7913246241149751,55.97997114055194,23.962393301341308,0.548287,120.308,0.039313212,3.23542,EB
7687,201248233,1325.4411165532565,0.9961515896133816,0.7031518769638075,0.003676191433683529,1.8071289516283373,13.70499992,3185.0,0.29244899999999996,38.0,0.1529,0.4604,5.02593994,0.05793935087871764,0.9965253144874476,0.9963681441297664,0.1781842936828364,11.266728061460114,8.773007436101295,0.26802600000000004,65.0449,0.008962055,10.7158,V
7688,141471522,1415.167327199185,0.9994937837873372,7.1408482633633135,0.06022243710863506,4.500819951372309,8.32800007,4522.0,20.5677,4.0,0.4794,0.2623,1.55999994,0.020079660765289716,0.9994335739809628,0.9997143791717332,4.504915942804566,18.49790703965504,5.182442156682031,,769.6,,,J
7689,382160146,1386.1606508969776,0.9978510324592792,1.1584341009413028,0.013619419100294405,2.9891478334384733,8.22000027,7091.0,1.64077,18.0,0.2801,0.2331,4.18401003,0.04318377259702809,0.9979028188359664,0.9982300374723816,5.759841855296669,46.64222450542968,6.920616362209178,1.61,142.773,6.539859,0.364486,J
7690,219171711,1411.6288259694288,0.9887908753993676,0.9366977023744916,0.0031234083176671645,0.8912798514968165,8.5340004,7244.0,3.4954699999999996,23.0,0.21600000000000003,0.27,3.51769996,0.09948696910831337,0.9886193658674302,0.9897090584454022,1.3208505044182677,26.370449747489573,9.711093550730077,1.9,394.18800000000016,43.3556824,0.04448730000000002,J
7691,80290366,1354.4047721974728,0.9974293487747172,0.8538799727461149,0.0014901626670473787,0.8394924931631877,12.71100044,25200.0,0.285,30.0,0.1283,0.2289,5.20084,0.048607023123930435,0.9976505710934764,0.9975376941793715,0.20008296647958126,11.64363741112138,7.5793970229502845,0.47,495.167,29.51118,20.3031,J
7692,220402290,1438.7678863254846,0.9851821799284994,0.7854641825021184,0.002779855838899892,2.1670039803334453,11.51000023,5770.0,1.1143100000000001,31.0,0.3495,0.2247,4.19000006,0.11196703386038702,0.9866598412070412,0.9866871115018584,0.11912462593548095,175.23207834605418,19.705687092211694,1.05,324.216,1.28090954,0.758868,EB
7693,220514768,1387.4508414787797,0.9999433697219844,1.6513016461120438,0.004855236286999354,1.0298270337776303,6.857999799999999,5889.06005859,,11.0,0.3539,0.3109,4.0,0.006856777715992289,0.9999304813833664,0.9999689784753464,1.1852550264676798,4.336393904320491,4.069258318858788,,48.33252720000001,,,J
7694,231048364,1386.3988042788735,0.9996125825308004,6.696644369883263,0.07825687277412907,6.0382794741483465,9.19799995,6679.0,1.42561,3.0,0.2969,0.2312,4.27099991,0.01827970369520613,0.9997042930367522,0.9995629607779464,1.904345811810341,12.233039662127602,4.458354734352664,1.42,175.08900000000003,3.67874265,0.4901,V
7695,259592542,1386.7217951961788,0.9936310848942124,1.3385345415695251,0.01558166154594487,3.5635237390378607,5.96299982,6540.0,,14.0,0.31,0.3271,4.0,0.0732364790001482,0.9947115410336236,0.993814897710222,2.4343697075345383,37.903569026552745,5.540613721967043,,38.5386162,,,IS
7696,150144941,1411.5188124550837,0.9997389185316934,0.7909123351885801,0.005321856573269279,1.9024445659900349,8.55200005,8166.0,1.84048,28.0,0.2042,0.2456,4.3039999,0.01525200276229949,0.9997754029706648,0.9997447794614868,0.6734304645275414,14.642859150311404,5.6161030774229435,2.1,230.216,15.6771717,0.33684400000000003,J
7697,308991822,1418.6533227835835,0.7862609368020627,8.216837335947043,0.05645946866791629,2.3213624229623973,9.04300022,6211.0,1.2617,2.0,0.3276,0.2297,4.28404999,0.4268677941634407,0.7803392832975579,0.7793221748107328,0.14544843067379012,129.86275210373142,22.07126450201417,1.16,124.385,2.04102159,0.577547,EB
7698,279742501,1354.2973162638013,0.9988249335243249,0.7296605211716921,0.0009057657212211412,0.20477585120131586,12.79899979,3063.0,0.250834,36.0,0.1606,0.4974,4.0,0.031855113239641915,0.9978151395349396,0.9986462359053392,0.8376774722011006,5.051364383325189,5.474254452764359,0.221764,32.5056,0.005302846999999999,14.0518,J
7699,389320701,1450.9559412277229,0.9987300080858996,13.080211085042562,inf,2.198912061452075,9.63899994,5627.0,1.2298200000000001,1.0,0.3115,0.2298,4.24850988,0.03300732842934899,,0.9989450216773729,,9.221422466987026,10.173382169107752,1.26,148.774,2.22390366,0.677395,J
7700,179369863,1386.453063044581,0.999463116805416,0.6367451537804111,0.0006813379536346753,0.4259139596970262,8.5010004,8107.0,3.00942,31.0,0.1748,0.2433,3.86570001,0.021996140272915174,0.9995435190461056,0.9994348103598286,1.391919445826851,14.569418795136109,10.186544807568284,2.36,364.699,60.8793449,0.0865895,J
7701,382626661,1439.169981480581,0.9995735110987128,5.500339448150148,0.03260957053848301,1.287814634463158,9.64900017,5250.0,0.811062,5.0,0.4136,0.1999,4.64175987,0.018801093306912868,0.9994304549654506,0.9997786503109442,1.8009970579483623,6.599869022372374,5.654361641948067,0.9,82.7013,0.448522955,1.68687,PC
7702,142142488,1450.8766492855386,0.996712877455262,13.139572445466216,inf,3.5385876887941543,10.84899998,5924.79980469,1.1499700000000002,1.0,0.3454,0.2253,4.330329900000001,0.052775313523769934,,0.9967335736162528,,18.693767154591235,16.010642225046436,1.08,237.93,1.46812093,0.710175,J
7703,201252826,1354.7079707398987,0.998106057775422,2.0274530037977443,0.025923446656488047,5.217642158085572,13.04599953,3250.0,,14.0,0.3685,0.5069,4.0,0.03874656676041372,0.998492279460983,0.998280595018879,0.6422458504963675,13.964925000738056,6.293955226945781,,,,,J
7704,5631575,1354.3997303098313,0.99927289961733,0.8362413601418733,0.0050724882802508095,2.217459948572796,8.70300007,7255.0,1.7893,32.0,0.2801,0.2331,4.0,0.02511902851905717,0.999308341476386,0.9993786664825964,1.817301359422356,38.757013265715386,9.408447574944637,1.633,195.915,7.99113226,0.285063,V
7705,348960986,1438.3352999242582,0.9997242367505058,0.7485455293186847,0.00130292227866724,0.6353758789449178,9.38599968,7658.0,1.96297,33.0,0.2683,0.2357,4.08766985,0.01550057815793099,0.9996950291001632,0.9997688141298026,0.9206315377875892,8.788498525723822,8.864237877610178,1.72,296.325,10.8616562,0.227399,J
7706,114806039,1355.9702853565911,0.9998609626317584,5.026908898392231,0.011892814244805816,1.1765046213551424,6.80200005,5453.0,0.8973690000000001,6.0,0.3859,0.2899,4.48999977,0.010697415852960364,0.9998908946929294,0.999847763306326,0.6523403305532366,7.411028734769263,7.443738207417011,,25.7997932,,,J
