rowid,TIC_ID,Probability,Unnamed: 0,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
409,41256025,8.019099273504082e-11,18629,2036.8342654559408,0.9978061644017202,0.6703014588114963,0.0006296393569005798,0.4565656000953016,11.13700008,7994.0,2.12698007,33.0,0.2273,0.2465,4.06809998,0.04401688208654491,0.9981172753152394,0.9976292546362184,1.2891708058978937,14.448207878032054,15.815581348559418,1.93,775.21,16.644702900000002,0.200572,4,2,91.9405454471135,-69.1562300654734,-2.8519799999999997,-6.583410000000001,7.17461338,,,
410,374861595,0.5420325994491577,18686,2036.547121303711,0.9085925896949418,1.9368399544212336,0.006249909477914262,1.4010700150688675,14.07579994,3445.0,0.61586702,12.0,0.1819,0.4364,4.63785982,0.2814546298856003,0.914426776601062,0.9162531802354572,0.5686031541597812,129.97449743797813,21.8841589495264,0.600845,222.196,0.0481310673,2.57218,4,4,88.5897756488149,-64.1297956126618,-8.21953,-6.98154,10.78436712,,,
411,265368533,1.0959938028475264e-14,18728,2036.7126556134906,0.9986641198037908,0.6524488003891992,0.0008776709429985652,1.6994407273448433,8.10890007,7641.0,1.74173999,35.0,0.2353,0.2551,4.20652008,0.034268140983686565,0.9997122446827218,0.9996657811994434,0.3923753135008005,8.583227764880771,10.060650381458613,1.78,154.43,9.316733,0.33687399999999995,3,2,315.349057498599,-75.4249081110507,29.5649,-17.7046,34.46064673,,,
412,100709400,0.011471833102405071,18751,2047.9147454390063,0.994207488246246,11.961842172019596,inf,17.626144602456428,11.14939976,4207.0,0.647479,2.0,0.4429,0.2201,4.63515997,0.0687375828471923,0.9974506962299754,0.9922936340990128,14.545771616187663,48.78293779145571,13.07298719024257,0.66,79.363,0.118314005,2.43146,2,3,310.864971836375,-53.063034235690004,105.516,-52.5253,117.86659152,,,
413,126749435,8.494722715113312e-05,18759,2039.5045910511649,0.9992107717683228,12.181431716067884,inf,21.47393373664926,11.26679993,5763.20019531,1.12563002,2.0,0.3495,0.2247,4.34812021,0.02584040528727344,0.9992072601631596,0.999414988784154,1.2757509432524092,11.348351945958425,12.35014768638267,1.03,273.189,1.25932384,0.722196,1,2,315.994213656666,-42.003881327783496,-4.363169999999999,-3.01059,5.30102864,-0.06,,
414,167694397,0.010409829206764698,18761,2040.2501149249304,0.9970757859603304,11.155464262301042,inf,22.92853772220045,8.57409954,11549.0,3.45958996,2.0,0.1311,0.265,3.84432006,0.051645649375178224,0.997134076100154,0.9976175631397312,9.033773460107328,37.55627669916103,9.869074991546904,3.05,555.5980000000002,191.831726,0.07365930000000001,4,3,102.954073592557,-65.619581047754,-1.88947,9.907010000000001,10.085581,,,
415,167602738,3.757928789127618e-05,18767,2036.8214258314126,0.9984818849619104,0.7069073584802509,0.002237306313462805,1.0246308831793929,9.77009964,6865.0,1.54146004,24.0,0.3026,0.2256,4.23539019,0.036164992868086165,0.9984572682867916,0.9985711719022564,0.8900649011167301,26.03214833062845,11.033885536115772,1.49,244.896,4.75466633,0.40681,4,3,101.845442194186,-61.215021856079105,12.2706,-8.29589,14.81179987,,,
416,316787874,0.792029082775116,18793,2036.4907328958927,0.9978392807231796,1.7119079023775348,0.0076833342238594735,1.5229406871604745,11.8743,6000.79980469,1.92572999,13.0,0.354,0.2157,3.91420007,0.042756011789617146,0.9974997232677716,0.9986670880416724,3.285311181198817,15.314737553131414,13.234852667603901,1.11,672.168,4.3323230000000015,0.155431,2,3,323.695360970046,-54.23577031441071,-7.420889999999999,-4.39304,8.62371201,0.02198,,
417,79272672,0.6378635764122009,18890,2047.956903854539,0.9989084131057064,11.8160971120136,inf,10.893606636137,11.44270039,5569.0,1.11240995,2.0,0.3785,0.2075,4.33676004,0.030267380148203637,0.9989209680043531,0.9990905407845384,0.5294212922603206,9.952672224294636,10.29336283943955,0.98,281.683,1.0723393,0.711923,2,3,318.297058257304,-52.483499632721006,-13.8687,-2.54983,14.10115147,,,
418,112247135,6.431118138028324e-11,18920,2036.3472473248328,0.9980536204355704,0.6061642313631859,0.0010615114482153132,0.6504153005294468,10.85900021,7792.0,1.824,39.0,0.2396,0.2457,4.18318987,0.04136694904615467,0.9983707531715034,0.9980187797882658,1.6337076386680327,18.789807395692872,9.819339231294233,1.85,566.18,11.0493946,0.304859,1,4,290.794346209821,-30.855299286198502,1.4520600000000001,-8.26445,8.39104356,,,
419,394233414,0.002569694770500064,18942,2038.5451173202966,0.9988126657797995,11.746502637018684,inf,21.180859542669786,11.37129974,5274.0,0.76153499,2.0,0.4036,0.2028,4.62893009,0.03142397640549932,0.9988171903099082,0.9991290139812752,1.925356134876204,16.235672769149918,10.28838009619859,0.9,163.305,0.404235482,2.03786,3,3,24.387775560465805,-81.15806248991551,20.8224,25.96,33.27903156,,,
420,129081118,0.00021404556173365563,18978,2036.4249267776145,0.8832693198508571,1.0199285713696111,0.00729899707177839,2.2919843487426994,10.21310043,6133.0,4.72481012,17.0,0.3468,0.2586,3.15375996,0.3133776016397373,0.8924526268694243,0.8928943118054341,0.4520724080386551,49.59363076623055,9.419966258517436,1.16,779.2669999999998,28.4548035,0.0109978,1,1,302.06725105499,-45.5202428390763,-3.6145300000000002,-3.9729400000000004,5.371133900000001,-0.34999999,,
421,61213676,2.56619282810002e-15,18980,2036.4450417491068,0.9977752929913762,0.6259102635656294,0.0006069449646502468,0.3925580513593809,9.48880005,7811.0,3.47669005,30.0,0.2217,0.2718,3.62291002,0.04426648769888807,0.9977799083086234,0.997661090113119,0.29668571932142923,14.714670018973356,10.393687343582544,1.85,581.601,40.53704000000001,0.0440226,1,1,287.053620579303,-46.350159981516896,3.7114300000000005,-12.6403,13.173909699999998,,,
422,290348383,0.00031291652703657746,19000,2038.7536173744675,0.9908279873835713,12.181190272902422,inf,21.473720705901393,7.36609983,4815.0,0.8001520000000001,2.0,0.4642,0.1807,4.52381992,0.08646713875387567,0.9920098593087888,0.9923188279135312,10.30779263451492,56.43685456521097,9.76504658190813,0.78,23.606,0.310045063,1.52257,3,2,328.713753933317,-77.3379989367607,224.864,-186.625,292.22030922,,PC,Could be on target star or neighbor
423,38680132,4.8705819608585435e-06,19004,2036.4451851867407,0.9928949285498059,0.8567256431873804,0.004348680633849189,2.1706137888116155,13.32079983,3301.0,0.44606899999999994,27.0,0.1529,0.4604,4.78501987,0.07872581422890611,0.9936318082916474,0.9934072926664652,0.3722909235957995,26.388494065720906,10.762835210750318,0.442339,93.9613,0.0212853551,4.98367,4,1,65.6780982757289,-61.6327847753259,-1.8220900000000002,33.6027,33.65206471,,,
424,287298969,4.157911237534506e-10,19006,2037.1537264478545,0.9993590889739744,1.1480956905046449,0.0012437615684748329,0.7168012960674538,7.88240004,8467.0,1.62739003,20.0,0.2093,0.2355,4.33729982,0.02389646505946788,0.999403857408552,0.9993697172551732,0.10513496792382912,7.5405374166178465,10.841339401479843,2.1,144.65200000000004,12.2630215,0.48724,4,1,82.3551528929097,-66.43903822253921,7.82039,12.5225,14.7638581,,,
425,401757146,7.246807217597961e-05,19020,2040.3169366240304,0.9989925389569082,12.181167473776547,inf,21.473697102786808,10.06820011,4361.0,0.70325798,2.0,0.5098,0.1592,4.57635021,0.028452214855069317,0.9991150873490806,0.99917540202913,0.6975090313908299,25.82770619963285,9.545325706134797,0.68,57.4479,0.1611641,1.95508,3,2,336.08451850341703,-80.7883166417878,-160.305,49.6923,167.83032415,,,
426,327595236,9.593996219336988e-05,19060,2038.7683674526675,0.9912105980989144,3.709159022135871,0.020768757954154005,7.157929680212518,7.54440022,6902.0,1.68241,6.0,0.3026,0.2256,4.16230011,0.08701932381861223,0.9921696546904284,0.9923188868851652,0.5327740107926081,30.637947191806504,14.345561917884321,1.5,100.218,5.78703737,0.314991,2,2,326.433798820326,-69.3637288097796,28.8045,-14.3645,32.18754543,,,
427,294206429,0.0006869315402582287,19073,2036.6571843739969,0.7767129283806171,1.055091944814021,0.004243892952716766,2.659781887154385,8.06070042,11591.0,3.54989004,19.0,0.1311,0.265,3.82335997,0.4512954474913595,0.7888260539909232,0.7884348138950386,0.2361823042641205,261.9760662901448,20.2696751655638,3.06,437.139,204.9314,0.0684032,4,3,108.042298320754,-59.83941391903029,-5.492319999999999,9.80591,11.23928156,,,
428,229809557,0.6264793276786804,19083,2036.774014533253,0.9974355705157042,0.6174734715976176,0.001631971915408259,1.0011072658970726,11.78759956,6056.0,1.16018999,37.0,0.3276,0.2297,4.36209011,0.04675701953561175,0.9972009507424676,0.9981382450849094,3.4983892566894377,25.044306469024633,16.35055435990583,1.13,385.922,1.63114965,0.723594,3,4,44.8076239705608,-76.0613563064429,-15.5738,-9.84424,18.42423153,,,
429,467971286,0.9970924258232116,19104,2037.1354048261521,0.9874401244887586,2.226495615256708,0.01412312145827266,2.0350919678837283,13.19099998,5103.0,0.88342601,10.0,0.4244,0.1961,4.48022985,0.1018458305035542,0.9887416853118468,0.9883183636057644,0.3947156353226202,37.58394102408125,13.600804657461252,0.86,414.537,0.476800829,1.24735,2,4,289.29735046590696,-60.891682902979795,8.69887,-17.8867,19.88980584,,KP,HATS-69 b
430,126945917,1.0016375199484172e-05,19110,2037.061529966389,0.6819322122011489,1.341468278050523,0.005353132803162629,3.4933338577317987,9.10630035,7580.0,2.23382998,18.0,0.2353,0.2551,3.98548007,0.5287697881541457,0.7088585774576747,0.7109819754396356,0.4293116751216006,323.78928142953805,20.12863993880662,1.76,310.176,14.8413305,0.157892,1,2,318.7323618732,-43.3954476169345,44.0591,-12.7219,45.85903436,,,
431,212321250,0.4924061894416809,19115,2036.2991926871546,0.9692052535475472,2.003314914422192,0.007838211479387569,1.541194539476518,12.42529964,5726.0,1.39955997,12.0,0.3726,0.2129,4.15467978,0.16086434872205316,0.9716949543367688,0.9714473440209724,0.2620594604900975,82.85992944916542,17.74446018995647,1.02,581.422,1.89707112,0.37207,1,3,309.748770188872,-24.900443403842804,7.69423,-3.3215,8.38054518,,,
432,278776865,0.004017455503344536,19135,2044.2479199077454,0.997156058225372,11.044457136023068,inf,18.436283169035725,9.65750027,5807.35009766,1.06166005,2.0,0.3495,0.2247,4.40313005,0.049052185867951945,0.9980199871378688,0.996992405526638,11.545831421766074,52.26991467058718,9.781197809989179,1.04,123.486,1.1549927,0.86911,4,3,99.86017479743391,-58.460151175169294,-8.83452,41.1247,42.06292541,0.0322795,,
433,164586382,5.674721137438611e-08,19171,2036.4881782747962,0.9977677205858532,0.9494958126709846,0.0009655055813357347,0.478479214996997,8.25790977,7975.0,1.90248001,25.0,0.2273,0.2465,4.16273022,0.04440087346667602,0.9978401330020824,0.9979094251804334,0.21290238748115026,16.094779855038677,12.03767463451211,1.92,191.781,13.1904,0.278831,1,3,306.284045582771,-28.862486238327303,-11.277999999999999,6.96068,13.25308832,,,
434,404122633,0.8268901109695435,19189,2036.578522263437,0.998124991644122,0.7920230152610894,0.003325341213997024,1.3067507949185428,11.72550011,5930.39990234,2.05078006,24.0,0.3599,0.215,3.84765005,0.0397854502806272,0.9988756028594576,0.9975795492488136,4.99906572698952,18.50976967172364,11.387751722011574,1.08,631.0980000000002,4.68670559,0.125218,1,1,292.532137767483,-50.7272140339364,19.3339,-10.7399,22.1166259,-0.69999999,,
435,419736605,2.104733357555233e-05,19224,2036.5808043288685,0.6538807086945873,0.624040908664526,0.0022068901564203935,1.5417483105616143,9.2784996,6925.0,1.96081996,33.0,0.3026,0.2256,4.03216982,0.5460707891558779,0.6830426480503983,0.6831162534617212,0.03770504943559541,156.5116219370918,18.557432470500146,1.51,261.641,7.96612453,0.200294,2,2,324.207246134196,-70.333542093391,26.1681,-30.8186,40.42963719,,,
436,177353450,2.8484748781920644e-06,19244,2036.415861473669,0.9963590441985536,1.16736189284855,0.007118264127189855,3.076530176547156,12.55119991,3381.0,0.38929701,20.0,0.1555,0.4459,4.83654022,0.05640610983833176,0.9971878398493954,0.9961345645029056,3.228244503469535,20.376492607771386,9.126216942388004,0.379348,56.0271,0.0178417526,6.42976,4,2,104.661234991654,-77.1856335263643,-26.201999999999998,65.5296,70.57388526,,,
437,55601705,0.103055439889431,19319,2036.3327027973367,0.9961721919560907,1.1613160826437985,0.00698630494619934,1.0271576398022857,13.13430023,5585.0,1.41246998,19.0,0.3789,0.2128,4.13374996,0.05664447277542796,0.9964156607091216,0.9966821930650072,0.3698728965394717,13.394948889860196,10.638269377151426,0.99,759.117,1.74881375,0.351318,4,1,73.2842781680935,-65.5154283376669,6.52016,10.1181,12.03696116,,,
438,339209865,0.08427773416042328,19344,2037.042799273299,0.9996571223349352,2.4920045334109004,0.029837740177445893,3.5707854414418674,8.67689991,5414.0,2.51844001,8.0,0.3952,0.2193,3.60893011,0.01688718652298402,0.9997048365141586,0.9996635752224576,0.7329979619477531,16.89712054987001,10.60177497958351,0.94,163.46,4.90942574,0.0588482,2,1,293.985809235583,-65.6742898431987,-12.4484,-54.5927,55.99397785,,,
439,349274787,0.0004691681242547929,19370,2042.943935605585,0.9931941285822422,10.69083883297127,inf,22.691410208666248,9.85219955,5546.0,1.08499002,2.0,0.3862,0.2061,4.35844994,0.07547149939355778,0.9930820531413176,0.9952514160789088,16.005324822336927,40.33355873388706,9.718829097113328,0.98,129.674,1.00337136,0.767282,4,3,109.29933069817,-65.4925091580132,1.73525,1.08795,2.04810346,,,
440,382265989,0.0018842971185222266,19383,2039.6552421913714,0.9994218299042664,12.181374744519408,inf,19.521617543216255,10.28149986,6465.0,1.99612999,2.0,0.3276,0.218,3.95496011,0.022226719831495986,0.9995182246085164,0.9994806894624056,0.3382808714766667,13.176607350997743,10.512424462208006,1.31,377.576,6.2711489999999985,0.164704,4,4,82.89914788071641,-59.1942680758749,-4.554869999999999,11.8841,12.72708425,,,
441,89301175,4.049063022648625e-07,19422,2036.5898852865125,0.999224577042822,0.7213698595277117,0.0013386560465696866,0.6482078092518105,11.37419987,6583.0,0.9593459999999999,33.0,0.3014,0.231,4.61083984,0.025839214646778345,0.9993620624103112,0.9991763893799792,0.7276062125275882,7.752474945783787,9.293326514320617,1.37,302.634,1.5571866,1.55165,1,3,312.906924347299,-34.3618077175053,-16.9482,-168.03799999999998,168.89052942,,,
442,201730394,0.0002251935948152095,19428,2036.7531340616108,0.9951007350205784,0.6802474222187537,0.0025260978719937053,1.7514500242850353,13.21000004,3346.0,0.36007899,33.0,0.1529,0.4604,4.86415005,0.0653729978014583,0.9955798423347548,0.9954411447506156,0.2553161556483073,19.876880956179868,11.365956984296973,0.345844,68.9851,0.014641786,7.4077600000000015,2,4,303.188533511889,-58.9024080040925,45.926,-52.6907,69.89640436,,,
443,381949148,0.00029790942789986735,19439,2039.9297525725228,0.9976761694579634,12.181450227777527,inf,21.473821093994967,7.36000013,6000.0,0.59417802,2.0,0.3345,0.2282,4.65613985,0.04445605037544407,0.9973635537470942,0.9985650356038008,38.95835361499991,71.56861464317092,11.406363696649866,0.583313,11.694,0.0,2.7806900000000003,4,4,76.4473848063523,-57.553832610517304,-32.7838,119.633,124.04367066,,,
444,327301957,0.01963200606405735,19449,2039.100234882714,0.9990900240554186,4.65152222770599,0.031839800148868225,2.764014638709856,10.63389969,5065.0,0.74167103,4.0,0.4244,0.1961,4.62705994,0.027413566601822648,0.9989995157991124,0.9993545851049328,1.4519586616499278,9.940274680253154,10.557123184779778,0.85,107.356,0.32616338100000003,2.08346,2,1,310.760724393244,-72.0104490187103,20.0308,42.1749,46.689989700000005,,PC,possible L1 candidate
445,61136774,5.1793076392362546e-14,19479,2037.407294607375,0.9909548462812908,1.1461744048116005,0.0027195575629764823,0.8181739160646905,8.07190037,7224.0,2.38544989,16.0,0.2801,0.2331,3.89244008,0.0885959008336935,0.9918889390426516,0.9904712392181788,2.000041037879123,21.848314391583504,9.045639686884735,1.62,191.852,13.9620066,0.119344,1,1,286.961953962341,-45.33007266371221,18.6888,-7.12856,20.00219021,,,
446,139021711,0.0008536389796063304,19538,2044.8329701226205,0.9988590728492076,12.152332582571239,inf,17.271055631576107,10.82940006,5437.0,1.17366004,2.0,0.3947,0.2049,4.27671003,0.03085217182717429,0.9986324680930222,0.9993894463672752,5.084754378418807,18.22274551072998,9.752348091107276,0.95,214.215,1.08446193,0.587625,1,2,306.520508382329,-44.146208361127606,-22.076999999999998,-2.44841,22.21235333,,,
447,412014494,0.7507282495498657,19561,2041.7003539422558,0.9927089474279128,11.47271171583178,0.0694678396642745,1.883587442344289,9.38710022,7262.0,2.12947989,2.0,0.2801,0.2331,3.99636006,0.07954278034186624,0.9934077677487224,0.993815072924074,0.7493080625594276,69.31281862382754,20.24157057050301,1.64,312.461,11.3623266,0.16983299999999998,2,4,291.373645292933,-60.9410058550068,15.5167,-8.38665,17.63813701,,FP,
448,272466980,1.2883010640507564e-06,19562,2036.747848385865,0.9938676713347409,0.6908391654717685,0.0016335131923178035,1.007438465875798,13.45960045,3194.0,0.47378400000000004,32.0,0.1533,0.4776,4.76043987,0.07301255582918444,0.9941778664146068,0.9945246767864404,0.4087973060698748,17.462819292369012,10.550389870943077,0.471558,101.949,0.02104724,4.43398,4,2,120.46725487637801,-74.1726798555722,-7.77947,34.395,35.26380834,,,
449,320534619,0.0002753871085587889,19578,2046.036797038732,0.9903084379886348,12.128334256434515,inf,21.303676959422962,14.44509983,6033.0,0.73772299,2.0,0.3283,0.23,4.75150013,0.0908816383993626,0.992087624747618,0.9909876905259564,0.6202819032737221,14.715333101164262,9.961845685767074,1.12,835.745,0.649553955,2.78957,2,4,296.75794897872504,-54.84549556320889,-38.2225,-89.8042,97.59996846,,,
450,350480660,0.9761546850204468,19622,2038.0719606994198,0.9737467290838576,4.46277452615756,0.015203218607720004,3.3392251951272147,11.30749989,6100.75,1.21934998,6.0,0.3276,0.2297,4.32650995,0.14960398059719782,0.9766007267016508,0.977324598631867,1.119756374329509,150.08403460724034,24.59571556034235,1.15,325.143,1.85560989,0.634321,4,4,85.9644509713275,-57.1635014498129,2.95624,21.5545,21.75628243,0.07208769999999999,,
451,212351771,0.002931651659309864,19625,2036.7833084098208,0.9864561419686084,0.6409694243261792,0.0032889552210937922,1.771151272211864,10.94820023,5518.0,1.33253002,34.0,0.3861,0.2114,4.17503977,0.10641225605216777,0.9878890017379152,0.9884576650395942,1.1231249325443051,38.229863282333824,10.726409552219604,0.969,255.858,1.48312044,0.409535,1,3,310.412487068452,-26.983334963786202,17.5499,2.16282,17.68266893,,,
452,410072325,8.04356789507743e-11,19635,2036.5380115030475,0.9983820410790799,0.8111390687739449,0.0011732033200560488,0.4206452007993484,9.27330017,7591.0,2.01689005,27.0,0.2353,0.2551,4.07422018,0.037712952541994235,0.9983722236312604,0.9985083583071266,0.6259211708279808,16.605566257070752,10.47455922271045,1.76,305.273,12.1689844,0.21452,2,2,322.145420034663,-67.1969803763129,18.9964,-16.9212,25.43993362,,,
453,234288940,0.03846026211977005,19641,2042.1891923252115,0.980547630034868,11.538075832248232,0.06733013187509496,3.191952581580022,10.118900300000002,5672.0,1.03837001,2.0,0.371,0.2094,4.40967989,0.12793698644643126,0.9830489773234412,0.9832226963121776,0.16270004527155574,110.88682493971427,22.453321997989008,1.01,148.283,1.00541949,0.902111,2,2,336.251139037394,-64.7599638523596,54.9638,-28.2478,61.79771448,,,
454,374288012,9.466670780611253e-10,19654,2036.309296833828,0.9901393905480764,0.917359320157812,0.0019639840812864517,0.6596566261634558,8.4350996,7353.0,3.08962011,23.0,0.2605,0.2581,3.68096995,0.09262941927158563,0.9909062500208752,0.9904069616936564,1.1446910969516924,34.182206887394926,16.169996737538654,1.67,296.7870000000001,25.139913600000003,0.056624,2,1,299.63797333118697,-67.3072505183615,10.8783,-16.7216,19.94866706,,,
455,265566844,2.4291917725349773e-05,19660,2036.4463335851133,0.9744143463768746,0.7101153560893545,0.002295453433054928,1.6332464130432285,7.52050018,6762.0,3.81333995,34.0,0.3011,0.2475,3.43682003,0.14819682399609793,0.9771279409070932,0.9770401680766952,0.20835874055906914,45.80381318776253,11.811835449087225,1.45,218.903,27.3909149,0.0261488,2,3,330.415966198712,-54.1572225421478,32.2935,-21.4739,38.78141982,,,
456,179369863,1.6049925761763006e-06,19694,2036.3021348848251,0.9997267310856788,0.7565859296044635,0.0007132562433879719,0.4561457295315946,8.53199959,9294.0,3.00941992,32.0,0.1748,0.2433,3.85402012,0.01569284522017536,0.9997655813770968,0.9997062051241746,0.8339117683098806,9.442884847847848,9.798525948419174,2.36,364.699,60.8793449,0.0865895,4,1,80.12318609415651,-71.533701395376,12.9082,23.1607,26.514894899999998,,,
457,346793769,1.5561651878215346e-07,19695,2036.7634588611465,0.9920729114184555,0.6245724042809568,0.0016570682928669367,1.2113337870125682,7.63549995,7355.0,3.47976995,38.0,0.2605,0.2581,3.57768011,0.08305273101608943,0.9928484908160414,0.9927926792807654,0.1447086367092165,32.70074484235475,10.147003512818316,1.67,210.897,31.92461,0.0396338,3,2,300.88225702799,-78.8307498870797,2.3606700000000003,-8.72232,9.0361291,,,
458,381975024,1.850305908490668e-09,19709,2036.445846699372,0.9985802930527204,1.1927874944371455,0.001965783044352798,0.5299514685002275,9.47319984,7085.49023438,2.14471006,20.0,0.2961,0.2276,3.97123003,0.035010393524155886,0.9988342749445748,0.9985628364746754,1.70895380959228,18.68033035250102,9.665348292894617,1.57,318.303,10.4450569,0.159146,4,4,76.98560149794109,-57.7723144815205,10.0641,43.0694,44.22962045,-0.46515599,,
459,403135192,0.5460677146911621,19726,2037.0047536414486,0.9992156883922242,0.9015244513959112,0.002758561869591225,0.9090380068479992,9.69680023,5801.10009766,1.35925996,24.0,0.3662,0.214,4.18849993,0.025702130719251547,0.9992194363255974,0.9993359940490852,1.1592076235780746,19.94968839139518,18.53170312348948,1.04,164.418,1.88512564,0.414121,2,2,333.559112115867,-59.56835967576679,57.1995,8.137939999999999,57.77550405,-0.09,PC,could be L1 given Rp uncertainty
460,320256658,3.1126733119890564e-06,19737,2036.35528089148,0.945855118427585,0.6418776784485449,0.002044557734319219,1.6120243575620457,10.76430035,5536.0,1.23105001,36.0,0.3861,0.2114,4.24428988,0.21276449575366296,0.9512519286756426,0.9512239673996156,0.028330599664588205,51.77838002677112,13.150493099955485,0.97,223.393,1.28241491,0.519933,2,4,295.072491181494,-56.62971591492229,21.2931,-62.996,66.49730915,,,
461,464592499,0.00018960691522806886,19746,2036.9760943658828,0.9871488223548721,0.8979808489035727,0.0057267121705454355,1.7109749229129323,11.48340034,8120.0,1.70379996,22.0,0.221,0.2358,4.27190018,0.10676808017294638,0.987451688421438,0.98782855235909,0.8944428756560768,70.29843606116529,11.362853398407516,1.98,757.327,11.3698587,0.400323,2,1,287.05805203464297,-65.6799096727435,0.00040273,-5.44379,5.44379001,,,
462,464647124,7.749426004011184e-06,19765,2036.7580318041128,0.998711844037648,0.6702690124611758,0.0012162743618615026,0.6117114621602961,8.83139992,6538.79980469,2.13958001,34.0,0.3276,0.218,3.90774989,0.03317659312373252,0.9988427209101997,0.9988123061690588,0.3748544458746336,32.6730489372731,15.220137028788091,1.35,206.072,7.53951025,0.13783199999999998,2,4,287.831316752768,-60.835105313945206,4.12502,-37.4987,37.72490281,-0.28,,
463,389015383,2.2229460228118114e-05,19781,2036.331288898195,0.8351621936865341,0.8736184516324449,0.0022608621139180163,2.220702122405055,11.12639999,6434.0,1.81949997,24.0,0.3332,0.2167,4.03211021,0.37493523243474414,0.8463148515789001,0.8462709151577192,0.02410417261627184,302.4113919730638,25.02006574210339,1.3,475.701,5.111194,0.215818,3,3,135.996389017089,-88.55209005175242,-0.233711,-1.8995900000000001,1.91391301,,,
464,25195864,6.162470526760444e-05,19784,2036.8431723487563,0.9502982754801156,0.7432852705969943,0.003256794619775793,2.037438488225903,10.46140003,7522.70996094,3.00431991,29.0,0.2458,0.2616,3.72311997,0.20847662067600808,0.9545510470237036,0.954399062602402,0.24016856314024645,95.25829568199072,15.077438886714669,1.74,710.289,26.042654,0.0641667,4,1,63.753563563746795,-69.5366740145284,10.3852,-1.9724,10.5708439,-0.45006499,,
465,150098860,0.7150156497955322,19839,2041.794235815323,0.9990406882332789,10.691717296031912,0.06101488615631556,2.1546670856569645,9.68780041,5272.70996094,0.88154501,2.0,0.4036,0.2028,4.50182009,0.0282458425139556,0.9991118200383052,0.999226181203572,0.5357083784152364,10.028024600429717,12.950658924715743,0.9,90.7402,0.541152239,1.31374,4,4,91.799862131551,-61.99691543172621,-17.8151,-68.3612,70.64440143,-0.10071799999999999,PC,
466,382632149,3.2480915734822698e-09,19923,2037.0607373925045,0.9985222932332032,0.8608758289469293,0.0009251901999984824,0.4211032982534471,10.73700047,7313.27978516,1.71876001,23.0,0.2683,0.2357,4.18773985,0.03588176803704145,0.9984158531680992,0.9986506229779384,0.7913807813749325,11.775919291741516,14.376742880948106,1.66,436.371,7.613346000000001,0.326934,4,3,118.611550873208,-60.4304727525915,-4.3414,10.923,11.75413472,-0.0281514,,
467,309659124,2.8030979137838585e-06,19924,2036.400831387885,0.8130305230453676,0.6207007557426668,0.0011038045033984756,0.978003368645484,10.75090027,4779.0,0.9401889999999999,37.0,0.4642,0.1807,4.37812996,0.3903948887211109,0.8216782313123374,0.8506841813763114,7.446768809896599,48.834544126032384,16.40065343316909,0.77,128.47,0.415406823,0.926498,4,4,79.5086476716515,-60.6880148433953,-17.4733,-11.0934,20.69733646,,,
468,150432514,0.00030871163471601903,15003,2036.7402373170526,0.9678796212821562,0.7990547363833727,0.005470552340164969,1.913566862335314,12.805700300000002,3318.0,0.62379497,24.0,0.171,0.4514,4.63122988,0.16695207088279632,0.9709637634569744,0.970270437529509,1.3584558843262942,52.86406990526177,9.53693582868917,0.6070840000000001,116.274,0.0424897335,2.50105,4,3,97.4018690166432,-62.367285863217795,7.26416,25.7281,26.73393256,,,
469,164454128,5.68210479795172e-17,15008,2036.9344113558875,0.9964750513470968,0.6832670656742647,0.001867844490107684,1.2270806611368614,8.3826704,6885.0,2.72612,34.0,0.2964,0.2488,3.74190998,0.055050121300404216,0.9967530574010648,0.9969373126674282,0.8765159354846499,30.71315939211091,9.542085238771808,1.496,235.982,15.0452852,0.0738408,1,3,305.73588883608,-29.152103907353503,7.299930000000001,-6.28899,9.63537094,,,
470,231702397,0.3267547488212585,15060,2040.0405374157776,0.9943524919959762,5.078824910994596,0.0184509523377252,1.4134015287714117,13.08399963,3356.0,0.33412501,4.0,0.1555,0.4459,4.88973999,0.07025008803778257,0.995705067409666,0.9943364917999736,0.7101422234680758,7.277050117938693,10.037064317256016,0.315858,62.118,0.0127585251,8.46769,2,2,332.947082555841,-58.9450697244304,138.138,-235.81,273.29190099,,PC,Small star with a small planet candidate
471,262471759,0.9996026158332824,15105,2037.35430500852,0.986850048691181,4.009428013394683,0.01983058630917101,1.882720570165622,12.86410046,5899.0,1.13908005,6.0,0.3454,0.2253,4.35435009,0.1055564915569739,0.9888522773810846,0.9881518569781796,0.6936793388129757,33.61119152975257,16.774707275583403,1.07,596.389,1.41551459,0.7239770000000001,1,2,313.402895622486,-36.821536345359995,4.515219999999999,-2.54909,5.18508163,,PC,
472,376168360,0.00011617486597970127,15109,2045.141407667137,0.99957873928111,12.181372575920241,inf,21.47390963505761,10.09249973,5993.0,1.13270998,2.0,0.3345,0.2282,4.37122011,0.01892797399068161,0.9996750076539074,0.999591899403526,0.9762387927764612,11.727083489519625,9.942813202639854,1.1,174.917,1.49111772,0.75689,1,2,310.48627534919603,-39.0707038663779,-20.4699,-15.1823,25.48566341,,,
