rowid,TIC_ID,Probability,Unnamed: 0,Unnamed: 0.1,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
0,432105932,0.07994122058153152,392,392,2256.136365346977,0.9991431472678544,1.5467722029657005,0.001864219005711432,0.4782044233683524,9.93733025,7441.0,1.61509,13,0.2438,0.2464,4.25339985,0.0274231851039662,0.999167888886874,0.999022998397736,0.5512524243434255,8.993780515892142,7.207591243772777,1.705,301.718,7.204677,0.404699,2,4,137.047060525728,-18.2995808069379,-18.406,9.94425,20.92053881,,,
1,184723893,1.5909994155460794e-10,393,393,2255.852902546695,0.9995085352601424,0.6696834935524653,0.0006074193904708202,0.36776996980092375,9.44110012,7933.0,1.7825400000000002,29,0.2273,0.2465,4.2147398,0.02083355670559528,0.9996072505102036,0.9994175533929032,1.1747021011729926,8.657807378236942,10.895737928016525,1.9,300.817,11.3376427,0.335457,3,2,127.84446169713101,-40.4573999096356,1.06294,-9.21268,9.27379718,,,
2,350954265,0.006640993058681488,396,396,2257.070573669331,0.9981504804664936,3.3266993911771983,0.0389992117040705,6.661755798144793,11.40849972,6564.0,1.09254,6,0.3014,0.231,4.4947300000000014,0.03990611443125285,0.998209120382512,0.9982805149481264,0.430432715488574,29.151281855718132,10.197690101689236,1.36,346.651,1.9963975,1.04285,4,2,90.81153517912571,-55.484854812669994,-1.6824700000000001,1.74751,2.42579812,,,
3,141056249,1.9759096581140057e-09,397,397,2255.8862214840624,0.9988010438939972,0.6909840498449241,0.0009500397669817141,0.3883988140168909,10.18929958,9074.0,1.63275,27,0.1796,0.2326,4.37205982,0.03287398772201712,0.9988577143722278,0.9987602377779404,0.3736541356476051,11.629696103331575,10.0493065257661,2.29,399.66,16.2827682,0.526112,3,2,128.827926993028,-44.040511713987996,-13.0977,7.50864,15.09733155,,,
4,349645354,4.4001099985813136e-10,400,400,2256.294452678273,0.9969129677748771,0.9820061090136758,0.0015292296310627233,0.40740557924568266,9.49670029,7401.0,1.8851799999999999,21,0.2683,0.2357,4.11525011,0.05186212227832911,0.9966391495834248,0.9972704717108436,2.135010909385847,19.771951849581246,11.486892224704555,1.69,286.611,9.60642,0.252249,4,1,112.086569300491,-61.75510053039229,-7.32448,-3.11775,7.96042539,,,
5,123702439,0.4550274312496185,403,403,2259.5786766171827,0.9991856628806705,4.270020048123577,0.021687171411413964,0.8629027635931847,10.13739967,6245.0,0.967255,4,0.3216,0.2301,4.54976988,0.026378217369851385,0.9986758933737224,0.9996160305882624,3.109577897475845,8.00414442729652,9.153781949088714,1.21,158.659,1.28205478,1.33709,3,2,115.63884746140499,-43.553843057233294,-25.7005,80.9045,84.88847873,,PC,"d_rp=4.4 for neighbor 5"" away"
6,179684951,7.612247543420381e-08,405,405,2255.9022465864537,0.9969743649707268,1.084469447026322,0.0011651478869637575,0.4025663766876095,10.9467001,7816.0,2.6903200000000003,19,0.2396,0.2457,3.84797001,0.05157603988759246,0.9966166254021592,0.9967971327492108,0.2796239342532403,13.072661873902366,7.704547157446347,1.86,891.7719999999998,24.3354721,0.0955218,1,4,146.969962374441,-4.10047830281667,-0.04460719999999999,-16.4789,16.47896037,,,
7,140986572,0.030598629266023636,407,407,2259.6696690292833,0.9892625608918256,4.305046127161094,0.03639271471851924,4.384775879308866,10.790100099999998,5901.0,2.51361,4,0.3596,0.2317,3.6668601,0.0950564777742538,0.9896469395617618,0.989749561867482,0.43839070768668026,104.81981207267944,14.124386305872559,1.07,435.172,6.902292,0.0673736,3,2,128.816480451373,-42.7150907004727,-15.0867,3.34176,15.45237447,,,
8,268182435,0.013515552505850792,408,408,2257.1281089573167,0.9907302086756872,1.405928845204536,0.013204469272706798,2.5069280311263427,10.19589996,6881.0,2.36972,14,0.3026,0.2256,3.86186004,0.08936573291222785,0.9905824132210114,0.9917537672954304,2.676511462667873,39.01067772128856,7.344204499323914,1.49,438.305,11.3421564,0.111968,3,3,116.097585473937,-49.836611153313896,5.57319,1.6689,5.8177035,,,
9,340636180,2.71099004356401e-10,409,409,2255.8265389110816,0.9993372998328772,0.6831539813087361,0.0009401162155777133,0.37681134531333776,9.63599968,7766.0,1.6852,29,0.2396,0.2457,4.24957991,0.024137832171333487,0.9992953254364508,0.9993847766232052,0.6544141614870513,12.248612069997575,10.860991205448887,1.84,294.503,9.306488,0.384473,3,4,116.450865858829,-58.598436299495,-4.83786,8.22035,9.53829353,,,
