rowid,TIC_ID,Probability,Unnamed: 0,Unnamed: 0.1,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
0,229139161,5.148405257671129e-09,309,309,2088.5594412999994,0.9990268703348976,1.016329736987064,0.0010413178659781641,0.4589845043945791,8.61610031,7862.0,1.57905,22.0,0.2448,0.2339,4.31311989,0.02925382789172615,0.9989514371293602,0.9991308948955516,0.7224471406423941,10.527553274870742,8.869853577070517,1.87,186.05,8.582641,0.474953,3,1,26.0626696837076,-50.099219178954804,24.846999999999998,1.02196,24.86800779,,,
1,434103808,1.277006731470465e-06,310,310,2088.2729738703038,0.9862739016940052,0.9985954764486838,0.008261305622247417,2.363217192015436,14.74030018,3215.0,0.325807,21.0,0.1533,0.4776,4.89823008,0.1092341396148717,0.9870472231530534,0.9882496724204654,0.5493936194626443,15.591354991934493,7.788382003063114,0.306252,113.921,0.0102173779,8.855189999999997,1,3,353.219445181576,-12.2191020185601,24.7639,-7.5889,25.90062058,,,
2,246889145,0.07615113258361816,312,312,2089.2338732815438,0.9935500076332328,1.1496194389492518,0.007668464074410019,2.812244972891792,14.96030045,3193.0,0.259319,16.0,0.1533,0.4776,4.97404003,0.07487975937748975,0.9949859161918856,0.9921874765646572,1.2387140206480654,7.801747612950026,8.482637576162986,0.231015,95.2385,0.00629736762,13.2476,1,2,8.62464607311537,-28.2037966415591,22.9786,5.03193,23.52310306,,,
3,150166721,2.0589988707797602e-05,315,315,2088.7893246576687,0.8666937874319638,0.9712909889270528,0.006174932702533498,2.272183863002629,9.07299995,6549.0,4.46596,20.0,0.3237,0.2388,3.26856995,0.3370710384647979,0.8765086462892063,0.8763431918939762,0.13242668152062326,51.045336688130426,10.489359218805166,1.35,492.574,33.0540276,0.015156200000000003,4,4,93.50487202679109,-61.473201535480605,-14.2658,33.1502,36.08945566,,,
4,260351380,3.1373930120537352e-09,316,316,2088.514860191527,0.9981115062655694,1.0177443974721574,0.0011650658068046438,0.379867611708858,11.43889999,7695.0,1.62331,16.0,0.2559,0.2329,4.27494001,0.040670630522431736,0.99716437262687,0.9983104678787804,1.9321703752953323,10.35452774476616,9.376052323673402,1.81,663.115,8.324050999999999,0.423127,4,4,94.80519416148691,-58.4204469007255,0.0689,10.2435,10.24373172,,,
5,47425704,4.956531851618706e-10,317,317,2088.510804751974,0.9944416182614996,0.6648007754129993,0.0012011421415757395,0.5815062251573124,7.84696007,7157.0,2.6148700000000002,32.0,0.2801,0.2331,3.80646992,0.06945121332975422,0.9941758725306792,0.9952142212530319,2.8606905188148333,28.084407983858906,13.516998231176714,1.597,190.396,16.1629181,0.089321,1,4,342.25434770887995,-24.923023858538198,25.5364,-61.2518,66.36181679,,,
6,224271611,0.6941469311714172,318,318,2090.454566014625,0.9985544937891622,4.043416593996675,0.009964311635173306,0.7820831923745799,11.20429993,5692.20019531,1.48298,6.0,0.3726,0.2129,4.10012007,0.03485230208662279,0.9987280755054696,0.9987230817058972,0.011833515416096872,8.665936432834098,14.901847200705664,1.01,344.084,2.0801177,0.30968,2,4,354.489854243266,-36.571582493681795,-6.34209,-12.0541,13.62069867,-0.46000001,PC,
7,77022104,1.7661066067375941e-06,319,319,2088.56034893193,0.9946485329678996,1.0981535915061431,0.008260424011506173,2.6414347954729407,13.7407999,2871.0,0.22241,18.0,0.1998,0.5387,5.0262599,0.0671906747949225,0.9949368191259876,0.9949234232417502,0.016139903776542563,16.887575034629915,9.476865366404397,0.191647,37.9308,0.00302786217,17.4196,1,1,353.959032142733,-34.0299403720389,101.914,-49.8171,113.43811903,,,
8,52258534,1.011994982036413e-06,321,321,2088.8249397709187,0.9962062081953356,0.6638996877465116,0.0014837800935220686,0.9597752065758202,7.72249985,7034.0,2.78042,32.0,0.2894,0.2507,3.74018002,0.05717779365863704,0.9970397703963448,0.9957481583188672,3.8265615941697257,22.6455313508814,7.023527539882625,1.55,185.647,17.049963,0.0721112,3,3,21.050724716344398,-70.6753380444781,-11.6986,11.8288,16.63663883,,,
9,144301273,0.9991960525512696,322,322,2089.9639823045604,0.9909438693702076,2.7504340628151485,0.011973969687621766,1.4841216989675403,12.45020008,5317.0,1.07114,8.0,0.4036,0.2028,4.34216022,0.08678526357497128,0.9915863854624356,0.9918228709105726,0.3701564462219854,40.166822005857604,17.250717365088914,0.92,398.356,0.8261461999999999,0.748591,2,4,354.44555118921096,-42.966376808842796,35.4424,-2.41514,35.52459175,,PC,
