rowid,TIC_ID,Probability,rowid_0,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
285,233049134,0.0022774862591177225,4552,1683.8969169161242,0.9995524067944718,11.602707142731429,0.326156020571589,14.73111236518881,10.94099998,5303.0,0.84803402,3.0,0.4036,0.2028,4.54124022,0.019293738602570287,0.9996662903763348,0.9995128817679192,1.0115238696691329,7.540956222561483,8.358925900718203,0.912,156.453,0.5123986,1.49539,3,1,268.69478818607996,65.81196905626899,-17.4393,116.728,118.0235365,,,
286,288185714,0.022860586643218998,4554,1686.630918237706,0.9944330658775812,4.8066554285426975,0.041487597183302416,14.234813003778395,10.07849979,6126.0,0.98044699,5.0,0.3276,0.2297,4.51892996,0.06889052272698701,0.9954338698587344,0.9946500810149612,9.314404655801246,74.73100581653905,8.64995313350712,1.158,157.775,1.21969366,1.2286700000000002,3,3,223.76056214902698,79.4727811958642,8.47996,3.26859,9.08809123,,,
287,229671461,0.0010746766347438095,4561,1685.667885142216,0.9988221440887876,6.021219117945595,0.11706815775923562,11.764287100632481,11.6711998,5400.0,0.84840697,5.0,0.3947,0.2049,4.55306005,0.03134749680265856,0.9990093104163644,0.9989138718790792,0.5523441882044277,16.154744468921002,8.183901534336119,0.938,225.518,0.5514147,1.536,3,3,252.19245145671798,74.458372874557,12.5884,-9.66738,15.87217851,,,
288,147950620,0.9991222620010376,4562,1684.929020929423,0.9940798471203666,2.3097029662315496,0.007171126518770166,1.2801271048066325,10.47819996,5323.0,0.99267101,10.0,0.4036,0.2028,4.4073,0.07016832484505957,0.9945144086455504,0.9944668048193565,0.1866660588828414,76.29529515049559,20.035421462427724,0.918,149.667,0.71274066,0.938483,4,3,167.820482200289,69.9647084565773,79.4861,15.4279,80.96950161,,PC,Possible EB; v-shaped
289,282923395,0.00368691305629909,4571,1683.3580013631372,0.9960529624210576,0.8822766785853285,0.007247544956134944,2.2006448148665716,13.81960011,3064.0,0.179524,26.0,0.1606,0.4974,5.10372019,0.05838261800617878,0.9964965495918268,0.9962289460453494,0.3268080335006754,12.414348633009846,8.046164330317083,0.14924400000000002,34.8595,0.0025591442800000004,25.7946,3,4,223.751846518558,63.8010840034879,65.1663,23.6278,69.31752728,,,
290,121022559,1.0025263691204598e-05,4578,1683.5127861984213,0.9498259239145406,0.6487250136780018,0.0013186825742098618,1.1081844308702526,11.08920002,6367.24023438,1.25602996,26.0,0.3115,0.2298,4.34319019,0.20746726827264286,0.9486366333598892,0.9452329045146368,4.756358410212282,236.14275253561505,26.650016859689888,1.268,335.595,2.33613563,0.639914,1,2,286.845328466138,37.815934656912106,5.33561,-2.39149,5.84704699,0.08,,
291,219751364,1.4438143125516947e-07,4586,1685.0884603525672,0.9989508668448702,5.810223052965476,0.09368795685867548,9.722507262067193,10.99190044,3383.0,0.40233999,4.0,0.1555,0.4459,4.8245100999999995,0.030278457814263863,0.999461724244155,0.9985437750091776,5.541204408002943,15.18146763113172,7.216246596336059,0.394119,29.1571,0.0191024523,6.05129,3,1,261.166430358854,61.797436623124,153.224,-60.1354,164.6021279,,,
292,288601450,6.452461231987172e-09,4587,1689.4972574718558,0.9991141871931618,6.373825013883708,0.1469538930717964,11.048396201846735,11.81499958,5314.0,0.76947802,4.0,0.4036,0.2028,4.62709999,0.027142236170842004,0.9994458452808936,0.9992119869119256,1.0008661972380757,8.175987006287299,7.575518229280645,0.915,208.274,0.425375968,2.00832,3,3,275.934811451381,78.500668814503,7.471189999999999,34.7978,35.59080731,,,
293,63210277,1.1554509171673999e-07,4603,1688.265164409107,0.9990787383816389,7.1787168881096735,0.13635295901051858,13.368551758578606,11.20320034,4483.81005859,0.63059199,4.0,0.5037,0.1581,4.68367004,0.027245303246515414,0.9992197048810896,0.999214710132553,0.027489781412812216,12.50318241004032,8.961166978586775,0.7,94.7786,0.144804,2.7916,2,4,292.346283554112,43.932708648736494,-18.0539,-7.44232,19.52770934,0.161128,,
294,377255217,0.00046877656131982803,4615,1693.6892982681495,0.9993566858687436,13.36531033767863,inf,21.145613172855,10.91040039,5910.0,2.02538991,2.0,0.3599,0.215,3.85443997,0.02330420111496121,0.9997199937179408,0.999160363374162,2.7370905037337385,9.00780488360358,7.7267592044427325,1.07,442.029,4.508797,0.12878299999999998,2,1,286.410327944799,57.787913652563894,13.9938,17.2972,22.24903518,,,
295,157769145,0.009329101070761679,4616,1683.6822141841144,0.9989578837069936,6.647663312606179,0.12365450394657394,12.153263130384527,9.40380001,5204.0,0.77732998,3.0,0.4136,0.1999,4.60133982,0.029389170662824364,0.9984232865685628,0.9992947580463574,10.933260681502063,23.00893667954681,10.330258172111694,0.88,68.8312,0.399258971,1.87355,4,3,147.176947174959,74.2350571497554,-49.8801,13.3524,51.63633374,,,
296,137815696,8.891107988739931e-11,4633,1683.949891212847,0.9991116177892524,0.7272874577568437,0.000613981092353777,0.3022513854507974,7.57591009,8500.0,1.7303400000000002,24.0,0.2093,0.2355,4.28691006,0.02813420948606589,0.998859997406703,0.998861316616455,0.009312724168199516,16.28523027010615,11.943331089638088,2.114,138.36,14.080941199999998,0.40805,1,2,292.817581256521,38.400788251205,10.7978,-12.714,16.68047604,-0.08,,
297,284186018,2.413002584944479e-05,4636,1685.01443665874,0.9960056193422048,13.424751217349913,inf,22.0965413592768,10.07349968,5293.0,0.871966,2.0,0.4036,0.2028,4.51562977,0.057636735222133036,0.9961124631054908,0.9969802088578328,8.431816358267092,47.83035548910884,10.800353519875634,0.909,107.976,0.5376522539999999,1.37109,4,1,208.162268928324,64.4799727974614,6.61137,27.4304,28.21590079,,,
298,256749121,0.10042965412139893,4645,1683.9180703710595,0.9992658675894104,1.0240117952157703,0.006782392999656661,2.8343586294570686,9.37528038,7081.0,1.54743004,25.0,0.2847,0.231,4.25446987,0.02522298846324252,0.9993388267359644,0.9993447803882282,0.10747965144144524,29.516149394071952,7.671781610642857,1.569,220.984,5.42370129,0.423437,2,1,301.02584940187097,64.5369383001624,0.68634,-10.1234,10.14663935,,,
299,313483985,0.3279135823249817,4649,1696.2805727415423,0.998451580174524,13.365238345850527,inf,12.915232354130227,11.85000038,3576.0,0.56729198,2.0,0.2125,0.3984,4.679069999999999,0.036550307952552916,0.999775412366946,0.9978862986036376,5.078431576405102,10.814146759589386,8.948393529966587,0.560546,73.0878,0.04741307,3.07037,4,1,198.91806471174198,73.51454222335249,-21.5846,83.7317,86.46902649,,,
300,259005980,0.001225408399477601,4660,1691.0160911933285,0.9991660181652141,13.188386973965244,inf,22.096779297458525,8.83302975,6465.0,1.93465996,2.0,0.3276,0.218,3.98377991,0.02669475001625124,0.9992611752666202,0.9992717130339308,0.23129886236365585,37.66561194494464,7.10010822958912,1.315,189.176,5.89088058,0.181597,3,2,290.340569794114,70.69103013858391,-12.4993,-14.0713,18.82110475,,,
301,155894704,2.8456449854274983e-06,4681,1684.023225231797,0.3782381204100347,1.3569144687016068,0.004230625736857174,3.5586988541803213,10.00949955,6191.0,2.01132989,20.0,0.3451,0.21600000000000005,3.90665007,0.7265363792515102,0.4520289292012265,0.4518412783128297,0.01614370599639734,595.7818315419563,23.88634795366511,1.19,317.877,5.35430527,0.146251,4,2,176.371708517934,72.2495368020614,-3.2027400000000004,-16.5232,16.83073622,,,
302,268297677,9.180877896142192e-06,4688,1684.1871717505499,0.6055750778972999,0.8849842421196024,0.003190449767032699,2.4564277770304317,11.66090012,8194.0,2.54559994,29.0,0.2147,0.2467,3.92968011,0.5915909119741677,0.6400358260242756,0.6407130005635939,0.16330903410537784,291.9280457228558,21.448560488754246,2.01,1152.21,26.318285,0.121851,2,4,298.854047950416,43.43495627030621,-6.5854800000000004,-17.049,18.2766777,,,
303,122066308,6.5347462623321925e-06,4701,1687.4449466860974,0.9998385677605796,13.424930755620371,inf,22.096748117703882,7.98260021,6003.0,1.25478005,2.0,0.3345,0.2282,4.28626013,0.011717198408849556,0.9998021719462044,0.999915750159814,3.5763389598022552,12.540063364113493,12.251525178105426,1.11,74.6481,1.84205043,0.5618529999999999,2,3,289.44315272568804,41.410232653316704,-46.6814,74.4774,87.89787379,-0.15000001,,
304,160268430,0.009598573669791222,4702,1685.0028205829171,0.9993261508021752,12.815198792564088,0.42618485638152137,22.096740857025644,9.97830009,5111.0,0.86654401,2.0,0.4244,0.1961,4.4969902,0.02359021746452691,0.9996985722928684,0.9991322577489522,6.9587264501215484,17.91640889583058,8.823693135070616,0.86,96.4605,0.461635321,1.32168,4,2,182.816491269691,75.796686430148,-63.1428,17.3035,65.4707897,,,
305,369300662,0.008801763877272606,4707,1683.560505408127,0.9452544018346458,0.8762270278607264,0.007464415976739247,1.7958569550723864,13.94499969,3245.0,0.289451,24.0,0.1533,0.4776,4.93755007,0.21815212234847128,0.95118615771284,0.9522527012559991,0.17505365274940202,21.036378608630073,7.084038130683624,0.26462800000000003,70.2765,0.008369579,10.9122,1,3,292.082730639929,19.6358686750932,13.815999999999999,-34.6576,37.30993291,,,
306,165308804,8.497474425495088e-12,4713,1683.4968706869493,0.9995400637169476,0.6741833850391941,0.0005549374145776831,0.4259643038928887,6.0946002,8642.0,1.93833005,39.0,0.1911,0.2468,4.19766998,0.02029087552026973,0.9995529099919096,0.9995998156718372,0.8319723730824702,17.4302815394318,9.377853061726444,2.16,80.5299,18.880188,0.296601,2,1,299.079381572155,56.6870274100964,29.9212,12.7361,32.51901678,,,
307,149929452,8.303970389533788e-05,4731,1687.5323745562466,0.9998204166275102,4.592336434990311,0.1007562708761447,13.216347416770368,9.11612034,6463.0,1.43045998,4.0,0.3276,0.218,4.2457099000000005,0.012387413195664287,0.9998128950906284,0.9998594756105224,0.958539717485692,9.513774620217427,7.379926708710128,1.314,160.955,3.2164917,0.44892,4,4,162.298361015036,62.116218215203105,3.46699,-15.0491,15.44329727,,,
308,405762823,0.0005057899979874492,4749,1696.444754120287,0.9994431728578964,13.395270298238664,inf,10.308336976473294,10.11390018,5334.0,0.85749799,2.0,0.4036,0.2028,4.53586006,0.02151963227340852,0.9996141528221701,0.9994833623652344,0.7182710608701335,7.545631956067079,11.181199917906516,0.921,109.59,0.5362566,1.4607,2,1,299.297866774666,56.8408245446622,43.3072,172.831,178.17426339,,,
309,229687225,2.467594413246843e-07,4751,1689.088992329087,0.9995016574696692,7.062818197973287,0.11505233212436396,15.26480284335577,10.74950027,5166.41992188,1.05926001,3.0,0.4136,0.1999,4.33007002,0.020323252565646776,0.9997023737719141,0.9994539529461218,1.7248507185050201,7.665104039751961,7.568747122242375,0.875,172.525,0.7202109,0.736205,2,2,262.974886767949,55.9997720863441,-3.5754,6.587510000000001,7.49525004,-0.057,,
310,219651913,0.06034331396222115,4755,1688.1469362666776,0.9998234146428476,10.19908589858101,0.21657523043702565,12.788121187795102,7.99969006,9348.0,2.40840006,3.0,0.1714,0.2437,4.05008984,0.012622366596273691,0.9997896718913732,0.9999333557140172,3.8673401795229454,12.77920991697901,7.4325679813852465,2.374,254.63,39.9048729,0.16994,1,4,306.175774501646,19.2955044582362,-4.79777,-18.4033,19.01841339,,,
311,20531082,0.0011325023369863632,4768,1690.2531565080076,0.99970884758949,7.217673276361826,0.1386794196100536,9.520893538065987,9.85803032,6388.0,1.43059003,3.0,0.3332,0.2167,4.2335701,0.01575752608194652,0.9997117903213738,0.9997782263367124,0.6040045980642238,7.331594015432215,7.408156709052286,1.278,218.486,3.0703125,0.436504,1,2,284.309195985539,30.231204926828102,40.5763,-1.6551200000000001,40.6100424,,,
312,224295008,1.0549647821989083e-09,4770,1692.9521600062608,0.999370999690946,10.029270257990225,0.25226509193116003,25.493189405244106,11.09449959,4298.0,0.685588,2.0,0.4834,0.1895,4.59202003,0.022534006882063737,0.9996016414196822,0.9993781448135296,1.6126764891834864,10.461182204610658,7.234282190441923,0.67,86.641,0.14450635,2.07915,4,4,184.405097467284,59.5338241621042,-157.401,-51.4414,165.59375723,,,
313,313006381,0.41789570450782776,4771,1692.7219540950186,0.9994752899163424,12.957190776622607,0.09984460791703588,2.985964083333008,8.75510025,5614.0,0.82164198,2.0,0.3785,0.2075,4.60434008,0.020984826368346667,0.9997545289823626,0.9993400073019092,3.4728819063502843,10.588174635653688,7.092433904981829,0.99,62.2978,0.604156435,1.78479,4,3,137.523855409917,75.6108811914846,52.9595,-9.18715,53.75046386,,,
314,394869623,0.001102618407458067,4778,1687.5513493792062,0.9986244328388008,4.556672803180164,0.10818078122651632,7.662164802699079,10.53919983,3903.0,0.59671199,2.0,0.2946,0.3316,4.65398979,0.03412423558401972,0.9985535087232312,0.9987681346459728,0.8038422403447099,13.8440102227841,7.4803067831135674,0.585398,48.9561,0.07444207,2.75522,1,2,291.619219517911,33.167376790068396,99.6833,-6.54919,99.89820914,,,
315,47933142,0.009382760152220726,4779,1690.7213915225107,0.9995466248827398,7.625340722407818,0.14777750628607889,13.877179856893404,9.73707962,6747.0,1.54597998,3.0,0.3158,0.2206,4.21831989,0.019722594608857263,0.9995572555040272,0.9996330110661796,0.9278963031852095,14.59913727483532,7.645242903257773,1.4409999999999998,245.631,4.46215248,0.38999,2,2,280.766776627999,53.624423755802496,9.91141,-8.2571,12.90022281,,,
316,202511499,0.00018127670045942068,4785,1684.6456926778305,0.9997256236200918,9.08761719546145,0.19175265384736484,8.096472628229215,9.86470985,5602.0,0.91873997,3.0,0.3785,0.2075,4.50776005,0.01517466233027897,0.9998672510257796,0.9994314312000642,3.964946404768774,7.65578058051871,7.902898098636769,0.991,114.759,0.7489496999999999,1.2779,3,4,232.59119793558997,65.3674056227742,8.42945,-91.9955,92.38088356,,,
317,99936576,0.00015018774138297886,4786,1684.0586084113745,0.9965322120212452,11.54085017015835,inf,17.013956143809178,12.8732996,3321.0,0.29288799,2.0,0.1529,0.4604,4.93365002,0.05499955866975402,0.997781634518042,0.9887904703935086,4.767310512030777,9.44316404346496,9.352964692810934,0.268524,45.6458,0.009400985,10.6876,4,4,169.972406086249,62.450834711407005,-73.387,-194.023,207.43812643,,,
318,236876439,0.1026226133108139,4797,1683.9142051296647,0.99313208343161,1.0259550412326512,0.007280653534980973,2.834362550272356,8.97297001,6667.0,1.47088003,25.0,0.2969,0.2312,4.25121021,0.07696478441622767,0.9939173681710112,0.9938461750130814,0.2346922865542209,33.64995940858825,8.455999511833957,1.4069999999999998,158.745,3.85096431,0.442145,2,1,302.98308094783,64.5028426999491,13.9951,33.68,36.47197861,,,
319,199666114,0.00027754637994803494,4808,1684.0031388316213,0.9996535676007752,1.0801632254505116,0.008838052871329327,2.947627382374654,8.98806,6925.0,1.68860996,24.0,0.3026,0.2256,4.16227007,0.017276083458904138,0.9996808195024324,0.9996962768144336,0.36038548609212495,20.181388801425623,9.752185294361695,1.511,195.091,5.90789032,0.313817,3,1,251.91827390756302,59.9240544495219,4.65407,9.774569999999999,10.82601433,,,
320,219900027,5.391683771449607e-06,4812,1684.2622793487105,0.715487781377413,1.030783018303062,0.003909890661932368,2.056690628092713,11.20240021,6524.0,1.84639001,25.0,0.3276,0.218,4.03252983,0.4930580159295454,0.7425477636708409,0.7425395683701181,0.0015102078154562474,91.73678762483166,17.291177041460777,1.34,545.361,5.564119,0.212881,3,1,263.838687037098,68.63861656157411,-7.19065,15.0708,16.69833704,,,
321,198456033,1.0320171106581456e-10,4816,1683.6773705342925,0.999123692196226,0.6985770292295039,0.0008723440296362628,0.493216232794458,6.37669992,8360.48046875,2.64095998,37.0,0.2042,0.2456,3.90967011,0.02794262430700713,0.9990647224985072,0.999331260721838,2.4494385933518776,18.266255032373763,9.698694873891268,2.066,119.814,30.70038,0.11216199999999997,3,1,261.520154247667,58.651897596015104,-9.09906,14.6667,17.25992415,,,
322,271661986,0.4959438741207123,4817,1684.5312996839582,0.9989063450724476,1.8072622462366263,0.02483774521535332,4.91284155333214,8.0958004,6492.18017578,1.25908005,14.0,0.3079,0.2295,4.36181021,0.030652523156218445,0.9990780469769412,0.998956398055913,3.7035734179063895,61.418154954128646,8.006738086483299,1.33,90.3357,2.53727078,0.666326,2,4,295.474347492188,46.540511883328,5.76041,-40.6668,41.07275186,-0.057,,
323,288674860,0.0930870920419693,4833,1686.4027822531991,0.9996559709820042,11.2644802889694,0.3178620952592581,16.20434313004513,8.13809967,6200.0,1.70002997,3.0,0.3451,0.21600000000000005,4.05270004,0.017090031265170252,0.9998013055162815,0.9994702158920938,9.43955061719424,22.68767333745237,8.150845154177025,1.19,113.361,3.84748626,0.2422,3,3,280.637933875388,82.25482920150229,26.3529,64.0293,69.24035382,,,
324,258957113,0.0023910743184387684,4834,1683.5714815656836,0.9984583452030894,1.0001548439688257,0.008947997545990294,2.7293651131212395,10.51850033,6599.0,1.28694999,26.0,0.3014,0.231,4.35788012,0.036433722958726766,0.9986288535948652,0.9986218145866328,0.07555857078470757,41.09373793404407,9.52716116516007,1.3769999999999998,281.78,2.82962275,0.646029,3,2,289.37752757028596,68.9019759871468,-6.39124,-20.2577,21.24199515,,,
325,405687343,0.00953643023967743,4836,1683.4167166183124,0.9983749035002883,1.0657591823159345,0.004601708603194088,1.4047511033902451,7.61882019,8700.0,3.05278993,25.0,0.1911,0.2468,3.8071300999999997,0.03814095196319108,0.9984782943291801,0.998506578510333,0.4402363470390933,54.671256131745345,12.101662695447436,2.18,255.446,48.1023674,0.0766239,2,3,286.019197553465,48.866694082192105,14.5269,17.8155,22.98745014,0.25999999,,
326,441741602,4.012626959593035e-06,4837,1683.3843922672468,0.9386767995962418,0.6078532336861742,0.0019334647084416343,1.6376094592614099,9.44999981,6673.0,1.91664004,44.0,0.3158,0.2206,4.02221012,0.2293758091860264,0.9477322309705458,0.9421563936519508,6.7335887367229095,62.18607309111466,13.542301354001724,1.41,262.141,6.56234741,0.200262,3,3,260.018812550641,75.37602862575159,4.84386,42.3294,42.60564615,,,
327,137408962,0.02239520475268364,4841,1683.8858645901882,0.9766642131942604,0.7766909984616992,0.002010633909985071,1.1816456593552964,11.94369984,6107.81005859,3.94989991,33.0,0.3494,0.2332,3.30558991,0.1403957309010787,0.9791972730523842,0.9790331156350316,0.25297455509044275,98.93240708335131,20.649628351860386,1.15,1384.61,19.561815300000006,0.0186612,2,3,291.992977971045,41.884126491258,-1.23109,-9.24589,9.32748972,0.0195169,,
