rowid,TIC_ID,Probability,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
0,366118783,0.003949516452848911,1987.8876280200107,0.9986829913816077,7.508220603621818,0.2208272984021744,14.764982201753375,11.65209961,6029.22021484,1.30374002,3.0,0.3345,0.2282,4.25613022,0.03346747569888429,0.9989280293501984,0.9984795191226024,1.9718781038586417,15.013466055692804,7.652009014270273,1.118,415.71,2.0235703000000003,0.504514,2,1,273.859298408933,52.9432844800582,35.1636,6.04847,35.68000496,-0.67799997,,
1,24055720,0.0007839904865249991,1995.4791223125683,0.9995431397380976,12.071021750135898,0.1908986295783306,9.038132824421362,10.20300007,5926.0,0.97778201,2.0,0.3454,0.2253,4.49101019,0.0196749921028574,0.9996128127057704,0.9995704623089752,0.262284349117692,7.461878894272242,9.104015882304244,1.08,156.69,1.06224561,1.15531,2,3,240.453672274234,40.8799234554042,6.9101300000000005,-66.0634,66.42381136,,,
2,274722753,0.010472697205841541,1985.185911925091,0.99758611659011,2.162120659371708,0.031542704643271025,5.748300846177697,9.33987999,6251.02001953,1.18747997,11.0,0.3174,0.2305,4.37303019,0.04545064565871107,0.9980133603910548,0.9976128988906912,4.010043903956679,49.75789636420971,8.195851080469433,1.214,139.428,1.939787,0.724995,2,2,256.843370288918,52.684140459785496,-19.7022,33.3589,38.74264955,0.18099999,,
3,284470145,0.047074194997549064,1990.223110486856,0.9996729235753399,9.962703002651924,0.2117080543604306,16.011350632832283,6.73195982,6393.0,3.82915998,2.0,0.3309,0.2359,3.37941003,0.016677539994166844,0.999646803584135,0.9998327055691832,6.4428119951906,23.52521617351719,7.1671282185487994,1.281,138.714,22.0658474,0.022815900000000004,1,4,253.54198187367697,15.623453186645602,-16.4431,-12.3144,20.543125,,,
4,233088316,0.02682032063603401,1986.8082887165838,0.9996146373423472,4.461349863752768,0.06858913723818683,7.09069623561164,9.19367027,6516.0,2.23403001,6.0,0.3276,0.218,3.86666989,0.01814606143333497,0.9997543149424029,0.9995427026707044,3.3373552571762786,15.686484388374431,7.131056600668558,1.339,263.014,8.10585,0.120091,2,1,272.528709394356,60.11029464122071,3.13901,-19.1851,19.44020179,,,
5,230222109,0.007452902384102344,1984.3475498049027,0.9987371280364497,6.362117473265506,0.15762364236004478,14.182792152164511,8.03759956,6216.10986328,1.77979004,4.0,0.3451,0.21600000000000005,4.01541996,0.03274349097640825,0.9988114048039016,0.9989581247162812,3.3058287653350464,40.96703172735495,9.58217483376508,1.197,114.262,4.260957,0.212318,1,3,245.492853724285,22.5400627267374,-49.6842,-4.47167,49.88502343,,,
6,459982629,0.0023711856920272108,1984.9653730860807,0.9954465146633936,12.459916616068327,inf,21.311601138327287,8.6274004,5786.0,0.97547901,2.0,0.3495,0.2247,4.47666979,0.0620683193669349,0.9962012671944576,0.995843924977586,7.5689934859944925,67.59785486264838,9.280628246256544,1.04,73.5804,0.960824966,1.12042,3,1,256.272108237292,65.1642556421303,58.125,-37.0492,68.92865040000001,,,
7,237108023,0.0284896232187748,1987.44272585184,0.999614723886577,9.553702770031748,0.1194276222096251,5.4776842731614614,10.00479984,6001.0,1.00199997,3.0,0.3345,0.2282,4.48048019,0.018101505239320102,0.9997531511994959,0.9994403300345605,2.1950578958292946,7.11423468903734,7.540040867751053,1.107,149.16899999999995,1.17307985,1.10037,3,4,256.84833228348,83.9622800104852,-18.7377,43.1527,47.04526457,,,
8,224329757,0.00042714644223451614,1988.3065196238128,0.9994373481769258,6.810382144967487,0.06321640772662153,9.99664750290728,9.7375803,5703.0,0.854967,4.0,0.371,0.2094,4.58105993,0.02175853853078001,0.9993751471425965,0.9995981696392576,2.4149056009228747,16.45880169654011,7.823582100038725,1.016,103.989,0.6966376999999999,1.62572,1,2,251.27297473413105,34.342945344229804,28.0287,40.2686,49.06290013,,,
9,288468229,1.1034483873503809e-12,1988.0846606692687,0.9994203907149471,10.176634965015447,0.2277134301103549,15.628498304583438,5.19259977,6253.0,2.57525992,3.0,0.3374,0.2348,3.69920993,0.02217522305274152,0.9994498249959134,0.9995584013427641,0.9798034257185532,13.227393035937213,9.221751747169927,1.21,45.374,9.134613,0.0708472,3,4,270.038287439791,80.0041101850937,46.2209,118.613,127.3004924,,,
10,276115896,0.0035213443916291,1984.2964132405993,0.9996385410362532,12.835990030318262,inf,21.31165155549501,10.09179974,5400.0,0.80387998,2.0,0.3947,0.2049,4.59989023,0.01736545965812119,0.9997458422059476,0.9996308038695344,1.1203373221850386,8.207460655296801,7.9257258421050665,0.938,104.258,0.49505356,1.80563,4,4,55.66825673443029,70.3517731530991,57.1722,-96.2408,111.94173501,,,
11,229676244,3.289689187724321e-09,1984.4398049933288,0.9964456692618124,0.8481311472221739,0.0019693436909142825,0.8821868090425875,7.04784012,7207.0,3.0060401000000003,29.0,0.276,0.2529,3.69024992,0.05547537534491862,0.9965448036315908,0.9969691528409362,1.697823876995745,27.85947546529891,9.504747740657926,1.615,153.172,21.9636021,0.0594547,3,4,253.18289978899503,76.8526295102785,10.7429,17.2743,20.34235338,,,
12,420899356,9.689104444987606e-06,1986.0209671358787,0.9690441355047844,0.6773333216136369,0.00224739824845982,1.5380951910378673,10.37370014,5836.0,1.74951994,30.0,0.3662,0.214,3.9734199,0.16147164705350084,0.9701943292828744,0.9707548662175056,1.0697446452715549,55.966925792984505,13.711872090965805,1.05,294.825,3.19884324,0.19608,2,1,273.368123777691,52.0942350751029,4.40416,-29.7817,30.10558553,,,
13,357045538,1.7834810017713923e-11,1984.2190354445968,0.9995598674217292,0.6098021724189834,0.0007620550538849358,0.3905392564046208,8.03680038,8261.0,2.4059,36.0,0.2147,0.2467,3.98301005,0.01976200830489036,0.999577794311484,0.9995169441351492,1.0172563644169157,16.64089923066453,12.084893211136484,2.03,227.628,24.28738,0.145768,2,1,274.372851863915,55.4564608021622,1.98015,0.951289,2.19680331,,,
14,289564387,0.0004251407517585904,1984.500493381976,0.9179705860222748,0.9127159181522132,0.0017385026433058286,1.8419349073800408,8.26239967,6291.0,1.3513,27.0,0.3174,0.2305,4.26646996,0.2649517037598319,0.9255686565372074,0.92533322489739,0.17407433451338614,438.1070194077802,30.71674046409125,1.23,99.1889,2.57678485,0.49848,4,4,54.0740617129334,73.3393154763294,53.2121,-78.8524,95.12743333,,,
15,164374386,0.0003414553066249937,1984.2085165980807,0.8363304768385071,0.7290648632453206,0.0012884710073348127,1.4735490647952905,12.2322998,5650.72998047,0.96299303,33.0,0.371,0.2094,4.47081995,0.3711024015536037,0.8508311409061623,0.8519498229373849,0.5664190542758872,394.071130751648,34.68270877980415,1.0,364.33,0.8518423,1.1197700000000002,2,4,265.55840760613603,46.9110205703504,-2.38515,-7.983410000000001,8.33209312,-0.124,,
16,424731749,7.850163092371075e-05,1991.5028570371674,0.9940362904774876,12.836010971950364,inf,31.202310643844534,9.18299961,5825.0,0.98560703,2.0,0.3495,0.2247,4.47184992,0.07103236193117661,0.9936924196645308,0.9962101948561608,21.30346226296296,45.25153776174223,7.487818693210548,1.05,97.1429,1.0075953000000002,1.09667,2,2,255.16723506215598,60.434524015697896,4.06763,1.38752,4.29776984,,,
17,402980664,0.017544567584991455,1983.8738735702404,0.9771595386316464,0.7732707123291647,0.005568183099816326,2.09029682273712,11.10659981,3160.0,0.325077,32.0,0.1533,0.4776,4.89898014,0.14090852730587206,0.9795332054936278,0.9800464819501248,1.1767948156683443,59.82478236938094,10.842495569069355,0.30540900000000004,21.3205,0.009493263,8.89044,4,1,16.7277996187861,80.4595671466987,206.935,-25.2103,208.46499335,,,
18,233580483,0.0007073931046761572,1983.8419804484072,0.9921060434577652,0.8129283499851914,0.0026087103483590232,1.465182163275218,14.31270027,3161.0,0.206109,30.0,0.1533,0.4776,5.05308008,0.08283849601583071,0.992509146856038,0.9926935389117604,0.10357092396401384,11.281253146646245,9.875006930128167,0.175068,54.5555,0.00382108428,19.9947,3,2,282.593928904241,61.5174578939153,-12.434,18.7787,22.5220765,,,
