rowid,TIC_ID,Probability,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
0,194780113,4.2247569886910705e-09,1791.1623619943412,0.9988663961277879,0.8400638474818666,0.0008680123970771224,0.3337643301826516,9.24639034,7732.0,1.62773,23.0,0.2448,0.2339,4.27545023,0.03157388380641759,0.9985126844000872,0.9989327828400296,1.600865876552779,12.307960830848836,8.37777624667503,1.822,235.465,8.531519,0.422476,1,1,51.8305744166156,39.2831813390357,-13.042,-2.15484,13.21881611,,,
1,379167988,0.6573759317398071,1792.9426187936526,0.9985253434897085,3.520056493443034,0.022847597690522026,2.6316065002358484,11.04969978,3850.0,0.501545,7.0,0.2581,0.3609,4.73605013,0.035483606159682116,0.9986244646210845,0.9988318390257374,0.7648867669344318,13.786527121050836,9.742377749292267,0.4995810000000001,47.2429,0.049791757,3.95983,3,2,15.987940894828501,70.0737465310394,106.69200000000001,-95.0436,142.88620915,,,
2,349979079,0.749121367931366,1791.5478634058234,0.9997994513552692,7.580475901534514,0.04748661865381987,2.6039382169575984,7.98670006,5955.0,1.38474,4.0,0.354,0.2157,4.19275999,0.01302590422483702,0.9998520427022654,0.9997678485367979,1.4192016014152533,9.02114732947181,9.779009248299722,1.09,81.7282,2.17248034,0.410512,3,4,305.269679432551,71.9759291544595,71.1875,-34.4147,79.06979026,,,
3,11996814,0.00043077502050437033,1790.843273624147,0.9963589984782332,0.8977360395946132,0.004175306466579265,1.8071976511147323,11.64840031,3975.0,0.6271439999999999,23.0,0.339,0.2994,4.6284399,0.0552076296708255,0.9965059153819992,0.9968062377491204,1.1606164946695208,34.941012874040396,12.310608407737071,0.609693,89.3047,0.08846629,2.47178,2,1,31.1708183567759,65.2892244487907,-26.0358,24.7709,35.93689425,,FP,signal could be caused by stellar variability; crowded region 
4,34578743,8.076013182289897e-05,1791.0987897951595,0.9998118883506668,0.9869285800063496,0.00884192881586976,2.4499866453661525,8.67088985,6697.0,1.6431,21.0,0.3158,0.2206,4.15902996,0.012704075123340146,0.9998580573462932,0.9998038834756144,1.3691649892696676,12.079305144755034,7.331189399805914,1.42,157.19799999999995,4.89265442,0.32010700000000003,1,3,44.6683831039708,24.9440708473432,-25.7088,-19.2188,32.09835932,,,
5,274841398,0.04875297099351883,1791.7741477183044,0.998728549446986,1.4429697567047064,0.016484689987689594,3.7815174229316835,8.54771042,6520.0,1.33808,14.0,0.3079,0.2295,4.31253004,0.033050330723563184,0.9989182954756206,0.9987943800804564,2.61807706157925,54.66530404288437,7.549105992247312,1.341,115.192,2.915092,0.559729,3,2,8.445013784392518,74.4939430805564,48.3788,-7.7417,48.99430792,,,
6,269598225,1.42237083222696e-10,1790.7218985083896,0.99744088284903,0.9340905083846064,0.001480238650483634,0.4909909178173768,9.6882,7683.0,1.67419,22.0,0.2353,0.2551,4.24572992,0.047429863288440864,0.9976589293187308,0.9974003268412134,0.6315126464926276,15.372650553370564,8.222158733433348,1.8,302.05,8.79888,0.383582,4,1,301.026716919403,66.2944792965535,10.8793,2.50311,11.16354461,,,
7,219900027,2.2596491362492092e-06,1791.443603642315,0.7343293550862346,1.030281585576345,0.004601687176668867,1.6842754708730665,11.20240021,6524.0,1.84639,19.0,0.3276,0.218,4.03252983,0.4764522120744626,0.7483875449265546,0.7481878476096495,0.03730555051363119,66.69181052825962,12.693900703407955,1.34,545.361,5.564119,0.212881,4,2,263.838687037098,68.63861656157411,-7.19065,15.0708,16.69833704,,,
8,376963666,3.8984606362646446e-05,1790.789989986581,0.5742628586217797,0.6247495400584434,0.003131540299569469,1.5920837731990003,10.07579994,6746.0,3.58348,34.0,0.3089,0.2445,3.48781991,0.6037811015120853,0.6552221327512189,0.591210846205821,24.095824688393932,356.0354107117452,12.14797574213009,1.44,546.903,23.96014,0.0312931,3,1,341.586250821578,67.7062272152468,10.3197,8.25432,13.21476473,,,
9,289572269,9.304129343945532e-05,1790.9686583301782,0.9995919342827716,0.6816948887184746,0.000659106480547178,0.38432707443581976,9.87475967,7428.0,1.77529,29.0,0.2683,0.2357,4.16998005,0.018855791108455824,0.9996586631324822,0.9995196597638044,0.9829623256206844,7.620895208878343,11.083923149948511,1.7,344.838,8.644150999999999,0.303836,4,3,252.11762484579498,61.957660131919795,14.3148,-26.6416,30.24381506,,,
10,345919804,0.6845067143440247,1792.1233759250301,0.9876220039354636,1.6811160365479538,0.023756316817508668,4.185216865497703,9.20613003,9720.0,3.61786,13.0,0.1648,0.2815,3.71562004,0.10543859428768644,0.9882025425925792,0.9889409972323618,6.475160724984577,64.82688738488774,8.218147177610811,2.48,615.526,105.259689,0.052371900000000006,2,1,50.047632602283,62.4729128523761,-5.40332,-0.677411,5.44561775,,,
11,416401395,2.2232918284181835e-10,1790.8742958479536,0.9958567760392814,0.6422003200035413,0.0008981327672926143,0.4016920559129829,8.20324039,8058.0,2.00367,33.0,0.2273,0.2465,4.12512016,0.06049039792321316,0.9959170746715884,0.9949162515528792,1.4136560025163372,18.319110281083315,19.312760243738712,1.953,200.58900000000003,15.2494612,0.242787,4,1,287.875772081099,58.5338961208524,15.5284,21.497,26.51890299,,,
