rowid,TIC_ID,Probability,Unnamed: 0,Unnamed: 0.1,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
0,237915523,7.915727474028245e-05,281,281,2062.098658549326,0.8367814125476641,0.6645714494284869,0.0018466332973605672,1.0964253754338391,8.98050022,5892.0,1.1835,32,0.3454,0.2253,4.32110977,0.3718841613434956,0.8487843585464532,0.8488890616223568,0.03712895736339551,45.22839870557442,12.757852834256148,1.07,106.044,1.52084422,0.645469,4,1,56.18555689547979,-61.098256109549204,91.5013,139.667,166.97113161,,,
1,300012172,1.5068185348354746e-05,282,282,2062.1212725054606,0.8419867691134367,1.4624459586605922,0.00866194909552831,3.2578420880752392,10.38829994,7495.0,2.72133,12,0.2683,0.2357,3.80655003,0.3710448686043434,0.8420756314401011,0.8412772050015962,0.44627681696815696,150.07670889327454,14.631810889955801,1.73,628.4209999999998,21.05445,0.0858425,4,3,106.82710610468399,-66.0631983263262,-5.55888,-1.5912,5.7821332000000005,,,
2,281582674,4.648800677387044e-05,285,285,2062.518689440641,0.9982793387907334,1.0119526163111976,0.005072427744165942,1.661999010839442,10.1637001,7883.0,1.65166,18,0.2448,0.2339,4.27638006,0.03889959055203388,0.998215672315818,0.9984289171441584,1.1477648343686309,24.553706800300606,8.622464278443088,1.88,369.533,9.490779,0.41725,4,3,115.990709225844,-61.6941251782615,-3.77449,12.6878,13.23733522,,,
3,382266319,1.7469825252192095e-05,288,288,2061.9082158143547,0.7463365643196056,0.6886245472363303,0.0019410560180547207,1.0708895209208058,11.41810036,5707.0,1.2243700000000002,30,0.371,0.2094,4.27084017,0.461996612789899,0.7601389879075139,0.7600469481539706,0.022460375379704186,50.32667322788354,14.219043713187132,1.02,316.758,1.4326812,0.555732,4,4,82.84712599724391,-58.2026021421406,17.9697,10.3304,20.72745238,,,
4,152799053,0.3704446256160736,293,293,2062.719174861165,0.9989884384208942,1.0757869664386082,0.00424501879934458,1.4556198008428858,11.4677,5300.0,0.835506,18,0.4036,0.2028,4.55320978,0.02900486246516185,0.9991674238460078,0.9989517657132762,0.9770594459641332,11.762054115214724,12.605948265705914,0.91,196.687,0.496246129,1.56025,2,3,343.402945343175,-40.349960972054,20.5284,-9.04043,22.43088454,,,
5,167119957,1.4873212421662174e-06,294,294,2062.289111110018,0.9830864753280628,0.6369310316736531,0.0021138843544492576,1.2388893570359971,14.78219986,2938.0,0.20366099999999998,30,0.1998,0.5387,5.05736017,0.11945095774134208,0.9839502371790246,0.9829845239866356,0.41695573477423054,18.94879464995002,10.718333113027628,0.172626,58.665,0.00278431014,20.4354,4,2,96.0089628054226,-69.8032339852166,-0.0476652,46.2338,46.23382457,,,
6,410154584,0.17224158346652985,295,295,2062.3109374068717,0.996308170377082,1.2491794208849245,0.006411983381626518,1.7197968554029202,10.80389977,5504.20019531,1.47044,17,0.3861,0.2114,4.08994007,0.055557318930400536,0.995755530894464,0.9975738066210296,10.792431107106873,65.99955013592798,13.02766920097368,0.97,265.702,1.78799438,0.305091,3,2,352.969576100204,-71.5534553695876,43.3853,-12.9124,45.26603948,-0.05,,
7,273551414,1.7166418331271416e-07,297,297,2061.9442377205505,0.9942307122974428,0.8054466123055979,0.0039769280266885865,1.9228077962344083,12.76570034,3189.0,0.228796,27,0.1533,0.4776,5.01646996,0.07081837190894051,0.9945935803083434,0.994646155043832,0.13503590577279945,30.175079987724427,10.47025973674711,0.198287,30.517,0.0048776390000000005,16.5558,3,2,352.485380036148,-74.38179918601651,65.5557,11.431,66.54485377,,,
8,294667961,3.1462400329473894e-06,298,298,2062.709314571594,0.990756884792554,0.9817015874680728,0.005893560133941933,2.4163652947761944,13.72490025,3302.0,0.458481,20,0.1529,0.4604,4.77398014,0.08979292508575086,0.9907088632551104,0.9918199717482568,1.566421549849011,31.275795270084252,10.118749994698858,0.455569,116.537,0.0225136373,4.72705,4,1,70.6914998477681,-66.0003248330096,12.9204,47.1751,48.9124401,,,
9,141152931,6.307481446865548e-12,299,299,2061.8764273162333,0.9979919314258534,0.6455577435068816,0.0011831357718786186,0.4117886840589429,8.1534996,7660.0,1.59155,33,0.2559,0.2329,4.28728008,0.04193845247842881,0.9978856668210004,0.9982950391527936,1.8739872968448616,17.99571690590802,8.872877490270339,1.79,142.485,7.856878,0.44401,4,2,80.58678316678359,-75.0101239862583,-9.70253,-20.9249,23.06491987,,,
