rowid,TIC_ID,Probability,T0,Depth,Period,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Period_Uncertainity,odd_even_mismatch,Disposition,Comments
11,300033383,0.10806544870138167,1472.0633229379846,0.9975560060624508,4.933387027252725,0.9422482792663512,11.90999985,5127.81982422,0.83946,4.0,0.4244,0.1961,4.67995977,0.044926299573021314,0.9985600877148412,0.9973270215070156,7.235390434991534,8.37292223086794,0.86,219.94400000000002,0.4389612,1.4537799999999999,4,4,107.304397,-71.46192099999998,6.25669,75.8228,76.08050453,0.041943199999999986,0.01460291524285262,1.1948429325429857,,
12,369680151,6.49961862109194e-07,1469.9489775751174,0.9978655533018312,1.947126856224208,0.6679258971989769,8.23499966,8356.0,2.63645,10.0,0.2396,0.2457,3.99870992,0.04331939476629877,0.9979676011000812,0.9980176371706182,19.06221973925411,9.04290981456468,1.835,253.857,22.7548943,0.100133,1,2,99.977583,4.188525,-5.39916,1.18828,5.52837572,,0.004226226601006577,0.1577392323927073,,
13,235125815,0.7018260955810547,1469.0403867952564,0.9797378125437841,2.423493498226268,1.74945639451904,14.05300045,3250.0,0.337885,9.0,0.1529,0.4604,4.99099016,0.13294625274168995,0.9824385306919059,0.9817559908976334,9.488669665581336,9.893570704002594,0.320203,131.418686,0.0123763857,8.30078,1,3,102.1588,10.1983,-99.74,-74.17,124.29503811,,0.013176302293477216,0.1276918340942958,,
14,319736403,1.320298537166309e-07,1468.9741176056827,0.9998062095390556,0.7016706324633409,1.0841821087772128,8.40200043,9241.0,1.85569,30.0,0.1543,0.238,4.16072989,0.013271629513828872,0.9998384554158471,0.9997952562682141,10.62034229797558,9.095787047929184,2.6830000000000003,254.521,36.3779831,0.419863,1,2,99.640292,2.920039,6.64031,-16.3227,17.62169833,,0.0021684347895208345,0.9083999087402136,,
15,48656888,0.0007158339722082019,1468.503423675941,0.9997599633723316,0.6024656144880426,0.7726691966594756,9.15499973,6404.0,1.43,35.0,0.3332,0.2167,4.24434996,0.01430759367210431,0.9997936664654108,0.999770877051232,9.066720543735007,9.114035734311916,1.276,163.707,3.0601387000000004,0.436353,2,2,96.889212,-27.722624,34.4865,30.208,45.84584983,,-5.141259652144266,0.3451416486717089,,
16,438223630,5.2343362283435724e-11,1468.4306437676473,0.9982948716373036,0.6547809933993912,0.42141732158171097,8.28999996,8205.0,1.85159,33.0,0.2147,0.2467,4.09406996,0.03889715690158583,0.9986613290471044,0.9981571015745724,16.103982418819175,16.91592703395684,2.009,195.613,13.99216,0.31648200000000004,1,3,96.516087,14.196865,-17.6,-10.6,20.54555913,,0.0006582350769889778,1.9201170558213208,,
17,234874474,2.9837054171366614e-05,1469.245602948468,0.9783165562738232,1.3168116889478072,3.4032331918441803,11.29199982,7611.0,3.2097,15.0,0.1655,0.2473,4.12432003,0.13997685930789502,0.979573839053784,0.9794518367025722,230.9588595667321,18.186061236848076,2.5,1251.06,85.33152,0.0756043,1,2,98.090358,1.327511,-2.2,-2.0,2.97321375,,0.005843234189947921,0.4432502009403951,,
18,381952460,1.3440225495042757e-11,1469.2731757246484,0.9977743662632808,1.090955530378359,0.5376645653196657,8.85400009,7228.0,1.92799,19.0,0.2801,0.2331,4.13019991,0.04394733055407745,0.9980333175131187,0.9979047357528228,19.60277442540816,10.437819000376694,1.65,233.271,9.494739,0.230233,4,2,76.85293100000001,-56.214834,15.6905,39.3735,42.38471768,,0.001948719984334324,0.5624320279469205,,
19,220073982,1.9170524865330663e-06,1468.8826258263894,0.9996747954976594,0.6125593096349278,1.6892272780039432,9.86600018,9349.0,2.01042,33.0,0.1838,0.2463,4.53493023,0.01708597851093553,0.9996885317138806,0.9996982785260756,13.127353259734948,10.203794459048222,2.23,461.219,22.4694271,0.274437,1,1,84.10270600000003,1.786961,6.10783,-1.53661,6.2981551,,0.002715579796319756,0.14615263597766126,,
20,220471131,1.6570682419114746e-05,1468.936534650571,0.999037647118447,0.6749057793629785,1.84709722232923,8.0369997,9000.0,2.75906,31.0,0.1655,0.2473,3.96104002,0.029488948828094576,0.9990608953305368,0.9991521724944832,49.85583825127715,10.173935485951713,2.48,311.642,61.596992500000006,0.118078,4,2,75.057019,-57.607783,12.5289,18.0635,21.98325198,,0.003772069073033957,2.013023992740278,,
21,149039372,3.7512866128963655e-06,1468.6074624080688,0.9968556423875664,0.6514849350321673,1.4994326267262,8.42599964,6000.0,2.59402,31.0,0.1244,0.2619,4.0,0.05363506664165977,0.9970399554538932,0.9969995598525652,41.37565059758895,10.504221140835153,3.18,406.73,122.348808,0.18218299999999998,4,2,78.354732,-65.236111,-5.3,13.6,14.59623239,,0.002289939501669447,0.3988126919313968,,
22,436016574,0.18921764194965365,1469.3260083788266,0.9726779585471396,1.1858073936308229,2.060312279930608,15.00800037,3094.0,0.194075,17.0,0.1533,0.4776,5.07220984,0.15411375874649114,0.9754896849523421,0.9731870414648492,14.72036959540694,13.376146773158569,0.163187,68.5295,0.0034439875700000002,22.3242,1,4,83.6527,11.6809,31.23,-102.03,106.70254824,,0.005812259414799237,0.4888078132967419,,
23,431591384,7.34964936133231e-11,1468.3472039975186,0.9956134647737884,0.6540975987460711,0.6785094867706227,7.83900023,7299.0,2.47361,33.0,0.2353,0.2551,3.85230994,0.062096568267507236,0.9956419576880344,0.9963498197119496,27.251949806239384,11.843857924550136,1.79,188.326,18.969083800000003,0.11826500000000001,4,3,50.34574600000001,-74.594284,-3.66725,10.1654,10.8066683,,0.0016422298247648626,2.408998778541656,,
24,167246729,1.2834848739373683e-08,1468.2907138084852,0.9986612390382528,0.6735673354929084,0.5772800075410977,8.86499977,7673.0,2.10454,31.0,0.2353,0.2551,3.98885989,0.03430506993760404,0.9989544488152468,0.9985806633811556,19.06498348226586,9.142142410761801,1.76,261.651,13.138341899999999,0.188816,4,4,97.699373,-67.12286,-0.133777,12.7411,12.74180229,,0.0010246070684358788,2.399667557644233,,
25,141708335,0.9452921748161316,1471.4639296860355,0.9952818346200624,4.762380973009347,2.6870675210353148,12.26299953,3384.0,0.423791,4.0,0.1529,0.4604,4.92122984,0.0641533760679802,0.9955764516123592,0.995885410470658,20.13637606745445,13.170150494229471,0.41805699999999996,48.7639,0.019777197399999998,5.49263,4,4,90.4574,-77.2988,-6.91,-161.23,161.37800656,,0.032423771983684624,0.4902763745670472,,
26,220281554,2.6630027605278883e-06,1468.3589492182666,0.9930957601957578,0.6162243086395113,1.3738393052904467,9.92399979,6793.0,3.83074,35.0,0.2039,0.271,4.18802977,0.07825049610740853,0.9934830142576518,0.9938196518076908,30.037773540189363,7.579179211675732,2.0,682.834,59.22234,0.035578,1,3,99.868592,9.701099,-2.0304,-8.57574,8.81282252,,0.0024282740873165514,0.7501173029397793,,
27,269199797,0.12108008563518526,1468.8935224630734,0.9997047714909728,3.7412456214376233,9.84110325787049,8.87300014,6558.0,2.0299,6.0,0.3507,0.2158,4.10258007,0.015814484213761998,0.9996975888358524,0.9997813612895408,18.106603732383192,7.697390720107434,1.156,186.44099999999997,5.21456,0.138208,1,1,80.919947,3.177356,-2.00121,-16.1926,16.31579407,,0.08376255052827841,2.052949619418443,,
28,300741565,0.0008388533024117352,1468.3494691819394,0.9985251807653668,0.6217321650543689,1.6912293897211788,11.18000031,5864.85986328,1.48119,34.0,0.3599,0.215,4.47380018,0.0352851583229743,0.9984760013220804,0.99889137811008,21.714700323462385,7.329738018711964,1.06,359.648,2.33855844,0.326191,4,4,115.169981,-67.075645,-7.32874,0.147075,7.33021562,-0.15602501,0.004305882455849286,2.761128177901799,,
29,25155713,0.04386899620294571,1474.522229652925,0.9984155736714554,7.753903918152252,0.9432553587776492,10.5170002,5330.74023438,0.771447,3.0,0.4036,0.2028,4.71683979,0.036300338335056866,0.9981814856505168,0.9993019665625652,9.386483973241267,7.432697612836225,0.92,117.585,0.432969183,2.00387,4,3,63.320384,-70.55550799999997,-7.4718,58.1239,58.60218039,-0.0448636,0.026691759001935992,2.0980886491696067,,
30,200603695,4.47975835413672e-05,1468.7628321986595,0.9782866493912974,0.8392466470506385,2.2791958243885686,12.11900043,3480.0,0.498289,24.0,0.1959,0.4178,4.87457991,0.13705289428988726,0.9801480144909694,0.9803480657285014,58.6352677993373,9.840312639093954,0.49636199999999997,68.0025,0.03311031,4.01194,1,4,85.6579,8.8501,44.53,-52.38,68.75016582,,0.005961441007628576,0.5599098814730271,,
31,42821097,0.9699665904045104,1468.6907265121715,0.9936834193670764,3.8933312374590137,4.649831406875472,13.09799957,6090.0,1.6395,6.0,0.3662,0.214,4.08624983,0.0729400117522866,0.994590973747173,0.9944461686487832,18.915320235728483,12.350699824790757,1.03,790.663,2.66198182,0.23372300000000001,1,2,97.033583,-0.170683,4.41392,-5.39435,6.97005751,,0.031947076742473435,0.17610890691169268,KP,CoRoT-19 b
32,294873015,1.3118139463585976e-07,1468.318694362008,0.9189453873825262,0.7741068557278097,1.1653121132674538,10.03499985,4697.0,1.01007,28.0,0.4913,0.1645,4.14272022,0.25604359315402353,0.9298316469472704,0.9295066099286018,38.32235217430877,10.378648623049044,0.74,97.2403,0.4286399,0.7180770000000001,4,3,71.603275,-66.345998,20.4654,20.286,28.81587051,,0.002058619525479421,0.14491857358666446,,
33,179234597,1.3593502444564365e-05,1468.5473335080897,0.975354079496915,0.9943809929320808,2.6892538524808933,14.84700012,6000.0,0.17893,21.0,0.1998,0.5387,4.0,0.14419330532914568,0.9776404860947542,0.9771094658776271,15.90755040270627,8.20143762465633,0.14868499999999998,49.6831,0.0020288748199999997,25.9548,4,3,79.453982,-66.58124000000001,21.7221,44.1425,49.19766188,,0.008611249739640614,0.1326312187585028,,
34,348897766,3.685216043436412e-08,1468.4039180265893,0.8250614642209758,0.6627579836004598,1.649387653052691,9.61699963,6272.35009766,1.77387,32.0,0.3383,0.2164,4.21275997,0.3858780252496628,0.8455361010740775,0.8385647531271866,51.892515527998704,11.620825882445828,1.22,219.86900000000003,4.3879269999999995,0.218572,4,1,106.034025,-63.430778,-17.1653,49.3417,52.24223275,-0.86503601,0.002675784499210077,2.3673007952899376,,
35,37875189,0.0001374517596559599,1468.8573904890036,0.9991193694931289,1.1391695243323758,3.1162160308089413,9.30000019,6625.0,1.30546,18.0,0.3014,0.231,4.34629011,0.027536379950281933,0.9991854008601172,0.9992386066653078,39.52247958205884,9.538183059991221,1.3719999999999999,167.00799999999995,2.89226317,0.616682,2,2,94.31895,-29.596974,10.7963,3.33232,11.29886942,,0.011019014672369544,1.0448427669956324,,
36,130519880,0.6520721316337585,1469.5212779791516,0.9994246745755908,3.565652521005377,9.854164435431883,10.09700012,6072.0,0.987582,6.0,0.3454,0.2253,4.50793982,0.02207901313145753,0.9995734213898236,0.9994176351211006,18.778767104594493,7.049824026826742,1.07,149.0,1.0511049,1.11087,3,4,105.409342,-42.5179,-7.788019999999999,-3.39414,8.49549539,,0.0891443548923847,2.048395985167566,,
37,100481123,8.895237988326699e-05,1468.5052202670706,0.9819335534231723,0.8420103602839942,2.277513086577349,11.63700008,3729.0,0.636279,25.0,0.2581,0.3609,4.0,0.12419916744784724,0.9842413725952815,0.9837670343566688,77.00204895424636,9.660752443342783,0.616737,87.1386,0.07710048559999999,2.39418,3,2,85.86151,-30.420272,13.46,3.19103,13.83308615,,0.007364065519277706,1.7689893207289389,,
38,293936044,4.753998236739498e-11,1468.8297916258691,0.9976416783637408,0.6463148578215641,0.4341598374615368,7.50500011,8258.0,2.3630400000000003,31.0,0.2396,0.2457,3.99482989,0.04553457013345509,0.9982416080752028,0.9973059496219292,16.269793296480092,8.222054214058273,1.88,163.534,19.2892246,0.142477,4,1,106.627969,-57.77844200000001,-1.46003,1.69143,2.23441783,,0.000971004589415736,2.867355868226271,,
39,148336712,8.814250598929846e-14,1468.3114104424703,0.9968079403934362,0.8230141261587114,0.5308184396249794,8.85700035,7966.0,1.79214,26.0,0.2353,0.2551,4.22414017,0.05297150174527696,0.9966994402468116,0.99750418583946,19.57114370773757,10.150964026895867,1.77,220.58700000000002,9.694424,0.30750700000000003,3,1,101.942285,-39.782132,-25.4561,12.9546,28.56282004,,0.0017857569375321347,2.1999801891159256,,
40,149247707,1.8345968078037345e-09,1468.7212435485312,0.9969290584925916,0.7405611241652149,0.4930403229403656,8.46399975,7791.0,2.15551,28.0,0.2273,0.2465,4.09019995,0.052077845503319536,0.9969037282098951,0.9974193364421068,19.19929972080085,10.284660515526367,1.93,237.01,17.0515327,0.192712,4,2,82.29680400000002,-64.999771,14.3592,27.1512,30.71439868,,0.0011626776944887456,1.4668616548798974,,
41,156886111,0.02416423335671425,1468.4193353044848,0.9956429362406438,9.865708795690383,9.312233861599992,9.11999989,8282.0,2.43158,3.0,0.2353,0.2551,4.16806984,0.06188761505876642,0.9968919858644792,0.9940059079637446,63.44561980576001,7.181758920128349,1.74,331.565,17.1895733,0.121028,3,4,98.937552,-43.074733,-13.6693,4.22881,14.30847988,,0.28318832887208245,16.14238378865968,,
42,20210603,0.04722704738378525,1468.967562963389,0.9997448937418436,1.5090460632319107,4.218557665868451,8.56900024,7017.0,1.69295,13.0,0.3026,0.2256,4.24872017,0.014825064753439313,0.9997680606523952,0.9997812870689522,18.378341884555358,9.507468006008454,1.51,164.11599999999999,5.965796,0.311203,3,2,90.335979,-39.28973,-28.7428,0.493148,28.74703023,,0.01803533345638297,0.37764170795560265,,
43,294157254,7.543407565258066e-10,1468.6351349983054,0.9986131704511853,0.7708732756955684,0.4649204851228157,8.83699989,7484.0,1.57505,26.0,0.2331,0.2353,4.3667202000000005,0.034995514865945175,0.9982533753252908,0.9989540353860956,13.676345341039925,9.107941345927195,1.93,202.33599999999998,9.16838,0.49394399999999994,4,1,107.950909,-54.277386,-4.2675800000000015,8.355960000000001,9.38265989,,0.0008182590932379052,2.6188674849458367,,
44,29986808,0.6192318201065063,1468.6343442607183,0.996880580520272,1.0590942245466604,1.0966865677110484,10.37899971,5654.0,1.26367,20.0,0.3174,0.2305,4.17526007,0.051667661069827814,0.9966475527255496,0.9976838598725252,56.07195910212928,16.657232521143452,1.23,218.233,2.23198032,0.60955,4,3,72.911997,-68.270624,33.4718,62.7486,71.11784725,,0.00374939426007459,6.1116422187983135,,
45,35481236,3.3845547022792744e-06,1469.2228916384893,0.7438461220871866,1.8439813104142675,2.561214676145274,9.99600029,7682.0,2.16706,12.0,0.2396,0.2457,3.97356009,0.4745589744485368,0.770423367378059,0.7707808570701153,102.62831334324572,14.428212034142213,1.851,402.86300000000006,15.684996599999998,0.181883,2,3,101.969021,-16.715653,-3.77172,-6.50667,7.52081287,,0.010471009052787528,0.052998776388255626,,
46,46272227,3.010928253388556e-07,1468.465025240361,0.9970095481153584,0.7675507334633216,2.0449279924633244,8.59399986,9221.0,1.7466099999999998,28.0,0.1796,0.2326,4.36500978,0.05191814371764835,0.9972394697722908,0.9972091011385978,45.68482041545264,9.850882179176926,2.2769999999999997,229.09599999999998,18.1529942,0.42734300000000003,2,4,82.919074,-15.203842000000002,-2.71658,2.85578,3.94148275,,0.004477956117971027,0.2912768591381818,,
47,279251651,0.1008555144071579,1468.7507213228882,0.9994015669134956,0.8080190008772827,1.0325306893110826,10.52099991,3811.0,0.555239,26.0,0.2315,0.3808,4.73159981,0.022677597905692227,0.99948365401595,0.9994203216108932,11.056627487303626,11.635007150592086,0.5499430000000001,42.76,0.05353355,3.21276,4,1,104.1553,-59.1833,-150.78,454.35,478.715501,,0.003480029515161298,0.4489992615597257,FP,Rstar 0.55; may be on 279251647
48,14081980,0.09547964483499527,1470.9826590094215,0.9907249122238176,2.9188290120238323,2.724747093465684,10.48400021,3883.0,0.622496,7.0,0.2581,0.3609,4.64232016,0.08899002487976312,0.9918395580448176,0.9918958121318521,125.45367912491264,14.578613166956856,0.606067,50.2443,0.0739513338,2.51253,3,2,76.620226,-40.910798,34.765,147.165,151.21554963,,0.019317085156370872,0.1739520136215915,,
49,167344197,4.0988692995291837e-10,1468.7984629623072,0.9980973887087892,0.7587111454433952,0.4470986271355448,9.8409996,5016.0,1.18277,27.0,0.3276,0.2297,4.49182987,0.040274158413867896,0.9980972799984728,0.9983786157865584,13.26481065240516,7.849741229886717,1.15,196.044,1.76231182,0.695016,4,4,98.934418,-70.09833499999999,,,,,0.0008010999584329714,0.8223258139604466,,
50,141685465,0.0002733959991019219,1470.850601159476,0.7937853709846521,7.807596090236395,4.3433370390309225,11.30799961,5379.0,1.4429299999999998,3.0,0.3726,0.2129,4.42433977,0.416275857661816,0.8211184401932224,0.8196130634880309,148.9754217184486,28.107195558424344,1.01,350.101,1.96071279,0.33618899999999996,4,4,90.40443,-73.474958,-8.323,32.2858,33.34134386,,0.035862708926440064,0.18525813120590293,,
51,260271203,0.8273221254348755,1471.3295999646964,0.9602574838571658,5.646574157231276,3.256185742152749,13.42000008,5963.0,1.27649,4.0,0.3216,0.2301,4.31131983,0.18427694624733906,0.9630328232986136,0.9654184423213242,80.51381304462271,15.67834372093752,1.18,969.5060000000001,2.14966035,0.567321,4,1,94.218078,-58.22981600000001,-0.5376920000000001,4.66574,4.69662032,,0.040798052745046665,1.3848873782139912,FP,follow-up in progress
52,167692429,0.0003673793689813465,1474.230038386427,0.8300650049494379,10.268268644174174,5.384317381633627,10.46500015,6473.89990234,3.45916,2.0,0.3237,0.2388,4.41030979,0.3805727214102373,0.8509986008841542,0.8478949180547505,104.47392024539451,15.582092887926375,1.32,695.0830000000003,18.936468100000006,0.0318907,4,1,102.716026,-63.431094,-0.137901,17.6328,17.63333923,-0.309829,0.11607821674841555,0.4041065333956709,,
53,33689349,1.7412607121514153e-05,1468.6239254411764,0.8556932476547868,1.7479303746036534,3.1467319819263206,9.97999954,7005.0,1.83432,12.0,0.2961,0.2276,4.00457001,0.35297257648403635,0.908349236786308,0.8058385877855492,593.7036936257168,16.483741671070653,1.58,464.999,7.69462633,0.255996,2,3,92.930922,-17.683373,-1.01988,10.1202,10.17146023,,0.008539434088321252,33.71458829282207,,
54,260369118,1.026076733978698e-05,1468.647472235202,0.9379250304021056,0.7507522513504608,2.044559450591051,15.06900024,34000.0,0.14300000000000002,28.0,0.1221,0.2303,5.79984999,0.2390938604095212,0.9421532073686876,0.9418809365203688,39.73036297615622,10.11049665406235,0.47,1124.1,24.6196823,160.727,4,1,95.160574,-57.093914,,,,,0.0039496226893246935,0.13684932738333824,,
55,219403686,0.5794911980628967,1468.5797913253589,0.99838383548287,0.7602799641870603,0.6564119159184857,9.9460001,5732.0,1.17923,28.0,0.3454,0.2253,4.10106993,0.03700544732116502,0.99857203180993,0.9985200263642794,34.49716403500199,18.13537541102212,1.07,169.325,1.50068569,0.652506,3,3,78.41013000000002,-49.354072,8.58545,20.0364,21.79833197,,0.002006906907365491,0.40904796211443295,,
56,52323003,3.59009419415024e-11,1468.4004174782895,0.9993531172809074,0.6937922420615394,0.4479381474315844,7.329,8084.0,1.76565,31.0,0.2683,0.2357,4.15364981,0.02374064303608393,0.9993759181063064,0.9993531869443064,12.329153151390516,10.36893640267059,1.69,105.29299999999999,8.463361,0.30702399999999996,3,1,100.139954,-34.212323,-8.6036,41.4726,42.35561927,,0.0007110315719919269,0.19237397555754915,,
57,238029375,0.06091419979929924,1471.5638643979846,0.9976721115741396,9.232866816164556,1.2523436443826956,10.14099979,5591.0,1.13729,3.0,0.3785,0.2075,4.38111019,0.0442004565746038,0.9971509096953844,0.999276494532192,19.049621062957765,7.793090029482848,0.99,163.382,1.15421379,0.6730149999999999,3,4,103.440845,-51.253878,-9.59,53.5,54.35271934,,0.05614956783349268,4.609368276467475,,
58,119325625,6.023498366758417e-11,1468.8078232425503,0.9998210381802444,0.6083946658756767,0.6588164522709317,7.96400023,9213.0,1.56628,33.0,0.1887,0.2337,4.43224001,0.012678113361755323,0.9998110621579523,0.9998213475073324,7.150031526773351,9.004454879809252,2.23,155.963,13.650461199999999,0.580361,3,1,96.697598,-37.23251,-14.7527,13.3766,19.914205600000006,,0.0005968047909571395,0.14143312691462234,,
59,317603085,0.4204220771789551,1478.1593591105814,0.9474160365280088,9.939380336034608,2.0740538114615488,12.19099998,3364.0,0.317,2.0,0.5221,0.3406,4.93323994,0.2011158489593889,0.9145393539511508,0.9935585283280116,31.024829804031487,8.048541842466719,0.314,71.08674,0.0115941036,9.85716,2,4,88.5682,-15.3806,-31.28,-89.89,95.17694311,,0.08673705542751886,11.940186388281813,,
60,11756637,0.00032902549719437957,1469.1394641559382,0.6359868472423588,2.151731149428437,1.7345243041984104,12.81599998,3484.0,0.655928,9.0,0.1819,0.4364,4.87221003,0.5616635398096715,0.6400929297954636,0.6761050168041365,402.3992063336866,27.11261358650765,0.631551,139.018,0.0540280975,2.2379,1,1,90.6149,-1.3169,46.41,-51.53,69.34860489,,0.004828723585646788,2.5101904833043864,,
61,350297677,1.9505227101035416e-05,1468.9381622549,0.9992863308100888,1.0704297384354375,2.9579790706132187,9.6260004,7068.0,1.65041,19.0,0.2961,0.2276,4.19037008,0.02482253390764841,0.9993241375470542,0.9993782858786564,27.40822948851776,7.669784962254273,1.53,260.584,5.788399,0.340344,4,2,83.66736800000002,-57.696888,-10.4468,2.66523,10.78142297,,0.007606073989801619,0.856588560704665,,
62,140346195,0.0003274261252954602,1469.5936238048469,0.9998348803695069,1.7309557848036814,4.105918414920181,7.58799982,7376.0,2.59144,12.0,0.2683,0.2357,4.0,0.011994414619098307,0.9998401120194572,0.999865172180796,15.634665978033281,8.823187024805287,1.679,180.696,17.9085236,0.09647810000000001,1,4,90.064826,8.95617,-7.0,-20.5,21.66217902,,0.01802942064118884,0.9360177111626672,,
63,235056311,4.277861676005301e-10,1468.5151359112424,0.9974859917907024,0.6580659415708541,0.5250809028283037,7.25600004,7434.0,2.22756,31.0,0.2683,0.2357,3.98024011,0.04680185308963919,0.9978089129171324,0.9975237416179876,20.999152578567454,11.578620240909656,1.68,128.463,13.27547,0.15199200000000002,3,3,83.322415,-51.641693,-4.69376,13.3548,14.15563725,,0.0009946424854964107,0.9668271946050484,,
64,124081217,9.050658036358072e-07,1468.4291318268224,0.9714856805185048,0.7185191067066733,1.7559090103583406,8.79800034,6198.0,1.58278,30.0,0.354,0.2157,4.08646011,0.15532076486200685,0.9741925866707984,0.9741396012272812,40.93424345520092,10.689865782411973,1.125,139.422,3.01785231,0.28371799999999997,2,1,91.804268,-22.26649,29.1239,4.28831,29.43792034,,0.0029801335925892514,0.0890364294902513,,
65,143117999,0.7266775965690613,1470.1113305612616,0.9994575273764544,5.705149833217964,2.439979771440771,7.06400013,6229.79003906,2.19857,4.0,0.3451,0.21600000000000005,4.0,0.02146022308759406,0.9995254432237428,0.9995207093192866,25.767643635489,10.982211692435133,1.2,91.5146,6.55947,0.112917,2,3,93.766212,-8.627149000000001,-89.9853,5.92939,90.18044068,,0.047207894260766985,0.08154352510925165,,
