rowid,TIC_ID,Probability,T0,Depth,Period,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Period_Uncertainity,odd_even_mismatch,Disposition,Comments
268,124433067,0.000786437769420445,1468.939832569381,0.9997599652494432,0.6987766697842578,1.4442161280921086,8.8739996,4465.0,0.69924,29.0,0.5098,0.1592,4.551889900000001,0.013887977650861073,0.9997669562132648,0.9997990282080759,12.576441053885178,10.368985449108317,0.69,34.8609,0.16691263,2.01823,2,2,93.27208,-22.137638,-29.162,-99.8886,104.05841943,,0.00251423747589935,0.6741134416755913,,
269,317411334,0.0006482739700004457,1468.6968263566234,0.9249499676919278,1.4485726604476024,2.0485404647631125,10.02299976,5713.0,1.46371,14.0,0.354,0.2157,4.35753012,0.2519842848953967,0.9369759156646401,0.9262461629913508,1520.7284298238587,33.0087160147512,1.12,216.02200000000002,2.5621400000000003,0.35715,2,4,87.71993499999998,-12.150664,-24.6,-5.6,25.22934799,,0.0028487226971608552,6.554898347834995,,
270,306580215,0.7086505889892578,1469.6657371902027,0.99770611447916,1.7480024598781465,2.109573314851889,10.27499962,6087.0,1.30764,12.0,0.354,0.2157,4.2891202,0.04405385164666941,0.997616138867713,0.9983899635279876,32.3118010868203,12.903714115791535,1.1,300.592,1.97268975,0.49195500000000003,4,4,119.742306,-67.23243000000001,,,,,0.010979702633987287,4.06845111339437,,
271,141333573,0.0006487770588137209,1470.1480652595676,0.9182753543391968,2.123070222030712,3.717362750194527,11.38599968,5308.0,2.18202,10.0,0.3662,0.214,4.43888998,0.2623622398235675,0.9381907864553216,0.9193895235330201,434.38838646946516,22.53196126251249,1.03,521.058,4.754629,0.09914239999999999,4,3,83.79737,-77.71329399999998,3.63584,-23.0616,23.34644999,,0.009476857012736815,10.699201618162462,,
272,148125049,6.88193176756613e-06,1468.8798551608768,0.9977597123549125,0.8019491375791173,2.1964685774782264,7.86100006,8928.0,1.96898,26.0,0.1543,0.238,4.15493011,0.045124244488080584,0.9979687500377448,0.9979184643932016,75.48892087782586,7.1710915367754255,2.68,212.245,40.845634499999996,0.351081,3,1,100.668532,-36.630388,-10.8356,10.1257,14.83037518,,0.011149709473695812,0.9166095834584582,,
273,271793579,7.838515947433676e-11,1468.7128070618949,0.9983670402106976,0.6036514363954877,0.5827601972939972,9.2840004,7343.0,1.60239,34.0,0.2448,0.2339,4.24579,0.03789527747238383,0.9984555829172898,0.9984818057134208,21.204102236673894,9.052766346089898,1.83,231.446,8.349491,0.444784,4,4,111.317718,-77.448029,-3.45957,16.8092,17.16152176,,0.0008853321829246363,0.16642987027178746,,
274,25508830,0.99796724319458,1472.2301904341728,0.999491307949552,5.923032349101742,2.0129702509931047,9.38199997,3251.0,0.262,4.0,0.5221,0.3406,4.99276018,0.01978094854158152,0.9999905510276682,0.9991438819562086,11.362365106735075,7.8620318456615355,0.24600000000000002,15.324378,0.0069082044099999995,13.6783,2,3,98.5489,-10.9567,-114.787,272.709,295.88216244,,0.043483646434749,7.4899888065105085,,
275,200363295,0.00028592353919520974,1468.705358121377,0.8004792375677039,0.7530900059272825,1.4102147072227549,8.89962959,5326.0,0.870117,28.0,0.4036,0.2028,4.52291012,0.4073509143513238,0.8221928951649464,0.823215221490462,389.5609349113011,28.881930230506438,0.9,63.3075,0.5209575,1.36618,3,3,77.067477,-44.817754,22.1833,95.0333,97.58804695,,0.0015864338698781675,0.2516932350484662,,
276,278683641,8.069140312727542e-05,1469.026814099993,0.874800635005745,4.238617705758592,2.8666083172311114,9.52000046,6469.0,1.70098,4.0,0.3507,0.2158,4.11886978,0.3256693958584378,0.8783459021393653,0.8773715818425035,172.7219119502956,29.68899923817824,1.14,203.197,3.5973940000000004,0.23163699999999998,4,1,99.245583,-58.460177,-11.0167,52.1545,53.30534259,,0.011926638071235729,0.30914042719140666,,
277,33521996,0.9996165037155152,1469.313660208537,0.9645761369805476,3.324708687064305,1.6916322824675574,13.29199982,3724.0,0.596801,7.0,0.2315,0.3808,4.68254995,0.17447660898665884,0.9687039700615696,0.9692147224567612,74.60284300610898,17.55004244582068,0.585471,169.31799999999996,0.06338924,2.75433,2,1,88.14679699999998,-19.031654,0.868849,6.0025,6.06505605,,0.014378252835216545,0.35725398114288226,KP,HATS-6; GAIA Rstar=0.7Rsun
278,393414358,0.8306547403335571,1469.700593542443,0.9929490096485536,4.376498735133442,5.077334153788128,10.41699982,5570.0,1.79224,5.0,0.3726,0.2129,4.01069021,0.07697444191955002,0.9939412133648212,0.9937136628065504,107.4504901405296,15.236133678762435,1.02,290.684,3.08711863,0.177178,3,1,94.336431,-38.323257,-17.8297,-26.0402,31.5593127,0.28,0.03734174867451712,1.3283638780730258,KP,WASP-63
279,42463226,1.590783199389989e-06,1468.8527272038755,0.99583996694636,0.6437187722938864,1.6500508998324754,8.02099991,7060.0,4.5413,31.0,0.2894,0.2507,4.0,0.059874105287463474,0.9961843203288108,0.996176792580218,49.00759157204278,12.260127169284225,1.561,331.49699999999996,46.16082760000001,0.0166672,1,2,96.495704,-1.813563,-9.60726,-8.72206,12.97589208,,0.002573809808487149,0.03856103426644751,,
280,300654002,2.5403803647350287e-06,1468.7968242035854,0.5279371912087694,2.7563025860122563,6.18520610176866,10.17700005,7290.52978516,3.3951300000000004,8.0,0.276,0.2529,3.85700011,0.6393243175352296,0.5556108998149618,0.5654860915150955,230.2352352463308,15.018500864657982,1.65,682.97,29.338851899999998,0.0421615,4,4,114.416925,-69.54231999999999,-9.73085,9.38243,13.51737528,-0.37812799,0.024633639109806538,1.0742139536614388,,
281,255589523,7.111320155672729e-05,1468.55231094083,0.9993708198488884,0.6475977168517161,0.9016391762888092,10.50800037,5295.0,0.879086,33.0,0.4036,0.2028,4.45612001,0.02287505538808142,0.999508477449368,0.9993640620126556,12.742819067193134,11.638134835784438,0.92,138.235,0.5669871999999999,1.3542299999999998,3,4,96.949572,-49.72694,-47.4709,-7.30973,48.03039142,,0.0016226428071087207,1.1837441548793723,,
282,38680132,6.600608912776806e-07,1468.938126878426,0.9932445497907092,0.8559541097708749,2.367792595082545,13.28100014,3214.0,0.446069,24.0,0.1529,0.4604,4.0,0.07676443979841363,0.9941472109435824,0.993472234777494,26.4269168521999,9.09788593869897,0.44233900000000004,93.9613,0.021285355099999997,4.98367,4,2,65.678101,-61.632808,-2.3115,35.9689,36.04309642,,0.005178651404569634,1.2542239500781849,,
283,220433364,2.734205008891877e-05,1469.079660537976,0.960275331764206,0.8559586843211685,2.3693984094601817,9.38000011,3267.0,0.351215,24.0,0.1529,0.4604,4.91119003,0.18615001504722767,0.963804688779896,0.9649649438212208,62.65396098276893,9.075763505244419,0.33561199999999997,11.0872,0.0126756141,7.74673,4,2,73.3772,-55.8588,155.24,71.25,170.80989462,,0.007051569729960848,2.9067106509761773,,
284,206768663,0.06095187738537789,1469.0238133925259,0.997575149778338,0.9684365191879112,1.8566775893820189,12.93299961,3831.0,0.561869,21.0,0.2581,0.3609,4.72703981,0.045501401444630524,0.9976892378394964,0.9978688311524292,10.584352636233543,10.345929621020415,0.555806,132.879,0.05825191740000001,3.13342,1,3,96.7616,6.8367,21.75,-71.19,74.43842153,,0.0044368758060363,0.29925379659243245,,
285,393388476,0.0005774656892754138,1468.774979543403,0.9974609322362716,1.044263730608469,2.82400546405217,5.76100016,8083.0,1.87622,20.0,0.2273,0.2465,4.0,0.047353750596301286,0.9975381474486772,0.99780608205347,46.85829811615537,8.531598932203213,1.96,61.5263,13.5379715,0.296759,3,1,94.289839,-37.253498,-8.1,-24.2,25.51960031,,0.00920620220098467,3.127674582287732,,
286,48658291,2.4441571440547705e-05,1469.1629141500534,0.928138220690652,1.5878535032719454,2.6561590242755626,8.63199997,6490.0,2.4744,13.0,0.3374,0.2348,3.84954,0.24691604558240204,0.9305342001871376,0.9397063132338616,2042.3370442200933,29.653688290362364,1.247,214.12,8.811579,0.08231039999999999,2,2,96.926769,-25.83911,-11.3405,4.50805,12.20366564,,0.004289071607995521,6.81194007198611,,
287,21438160,5.530667294806334e-06,1468.9212659997013,0.9740544920233676,2.4537958417816395,4.122864097187143,10.83500004,4167.0,0.96204,9.0,0.5098,0.1592,4.17895985,0.14438864397690712,0.9782838965889742,0.9776282547390582,50.35800508320901,7.7967421612275505,0.69,121.41799999999999,0.316239774,0.774943,3,2,85.309732,-41.299608,0.614729,-8.76097,8.7825103,,0.02299012764748265,1.03649552059251,,
288,459990362,4.949959577426818e-14,1468.3997255294782,0.9980695144701224,0.662705494501964,0.4775376567701822,9.47200012,7903.0,1.64273,32.0,0.1796,0.2326,4.29109001,0.041714209894399626,0.9982329553943208,0.9981996917926704,20.76976738539249,11.824647357320526,2.27,329.06699999999995,15.901848800000002,0.5120640000000001,1,1,81.07338299999998,2.367917,1.2176,-1.53799,1.96162254,,0.0010026690693545892,0.20097616986318387,,
289,237408777,0.0002552317455410957,1469.2964856621757,0.9998797033101996,1.0381610358890023,2.9504141153586088,6.34600019,10296.20019531,3.10685,19.0,0.1588,0.2544,4.0,0.010432085379863643,0.9998964417152232,0.999880045170908,21.02992837283602,8.912850614938048,2.65,165.005,97.73374,0.0883655,3,1,96.185408,-40.284012,-3.16173,-3.72886,4.8888581,,0.008505537223277293,1.1086638274147949,,
290,148230345,2.9634799147970625e-07,1468.6332374956742,0.9995400920058312,0.6937944783004985,0.4617330266055111,9.05700016,7780.0,1.52571,30.0,0.2331,0.2353,4.26512003,0.020152843087695254,0.999555671565204,0.9995921344318656,8.874959102986663,13.169535494784947,1.95,221.315,8.793761,0.549059,3,1,101.318985,-37.616506,-10.9127,8.82522,14.03465459,,0.0007110335865322948,0.26967822112507955,,
291,92868522,1.0073710095259703e-11,1468.362501927062,0.9979523446586755,0.68668758514411,0.5959989049354502,8.92000008,7095.0,2.81101,30.0,0.2683,0.2357,4.16083002,0.04223846554157566,0.9982285191805794,0.9979914435378774,21.639703344525362,10.389847959330119,1.67,343.351,20.8102055,0.075185,2,1,82.876384,-19.293078,-7.0984300000000005,-2.29699,7.46082244,,0.0014027209942574224,1.0503611224572107,,
292,350143112,0.00016833491099532694,1468.8998165166824,0.9902167236843432,1.263209175711263,3.48806757526123,10.18099976,7141.0,1.5647,16.0,0.2438,0.2464,4.36505985,0.0926631291994898,0.991279627693559,0.9907420343491536,43.2098859938146,7.626989976502402,1.66,326.303,6.391928,0.433325,4,1,115.46608799999998,-64.020096,-4.58921,7.063960000000002,8.42379839,,0.01108445888362608,2.0950761426344098,,
293,52665837,6.501056637464586e-12,1468.9193566587567,0.9831580559213016,0.6574294177254395,1.7937127680343243,13.55700016,3885.0,0.777999,32.0,0.5098,0.1592,4.71021986,0.11633169587593158,0.9850898791500964,0.9859189356118104,26.57602942978965,10.234637053223397,0.687,309.232,0.20309425899999997,1.45888,1,2,99.1016,-4.9441,-2.45,-36.55,36.63202151,,0.002647148929582177,0.7325627788929319,,
294,255547254,0.000459463190054521,1468.3808785730835,0.9993603406039616,10.830477585507753,18.080791898715987,10.19900036,5684.0,0.857398,3.0,0.3862,0.2061,4.58183002,0.023137450368060367,0.9993979310932884,0.9995835507078192,13.320784083468945,8.308540420505675,0.96,120.15700000000001,0.594239235,1.52308,3,4,95.479514,-52.732353,1.94867,9.4132,9.612785699999998,,inf,1.6703215227611703,,
295,141975903,1.6703829430753103e-08,1468.6042278047864,0.8402255890146093,0.6443633611048181,0.9940155474352508,10.68799973,5017.0,1.06992,33.0,0.3862,0.2061,4.10318995,0.3656745376157921,0.8699186594683206,0.8488593058025549,42.34356609947838,11.723272870444136,0.96,191.465,0.924660742,0.78382,4,4,95.726297,-75.033741,-4.23758,-14.9144,15.50472224,,0.0019329291114201785,5.755253831940667,,
296,238156458,7.371930350235159e-14,1468.5721060466306,0.9975052416560644,0.6060272696317173,0.5829577169616985,9.51900005,7389.0,1.87037,34.0,0.2353,0.2551,4.08276987,0.046829662845642286,0.9978300697568584,0.9975285573490394,22.22169058478207,9.228316046725208,1.76,302.1670000000001,10.3991728,0.268985,3,4,106.262717,-52.92168,-10.9723,12.4664,16.6073025,,0.0011874101656642044,1.4719133847166674,,
297,219379012,0.8402613401412964,1469.7133766696454,0.9989891154127178,1.5456539513275789,1.235681612402866,10.20899963,5651.08007813,1.14278,13.0,0.371,0.2094,3.89414001,0.02916491021573898,0.9990644840123384,0.9990854880204292,18.393112243210023,15.668819602896411,1.0,167.00900000000001,1.19991219,0.670049,3,3,76.833821,-48.115925,-30.3564,9.93155,31.93973554,-0.880207,0.006206810132247442,0.1486311184954058,FP,close companion star 219379014
298,123744995,9.13790984213847e-07,1468.6790105617715,0.9995953364070604,0.7344247426421415,1.9728319273427184,8.23900032,6000.0,3.02812,29.0,0.1714,0.2437,4.0,0.019107792303921886,0.9996435163632086,0.9996084215426079,25.101805746381718,10.483832660570645,2.377,346.05400000000014,63.38081,0.0856074,2,3,103.256763,-11.725335,-0.227141,3.5338300000000005,3.54112235,,0.003449507919934092,0.8673509830512022,,
299,255587619,0.5923493504524231,1469.389950581758,0.9972098368701532,9.437577400336377,4.338361629253601,10.62899971,6398.0,1.47506,3.0,0.354,0.2157,4.24600983,0.04858618647318382,0.9975818898305064,0.9976013839808018,34.24805625228071,11.795797820133874,1.1,288.842,2.521936,0.342736,3,4,96.840863,-53.103077,-0.804705,8.9825,9.01847306,,0.08068087147399883,0.08608918742898093,,
300,322684166,0.08239936083555223,1468.9014199546439,0.99894007642408,1.1873302921946904,3.2942528929014223,8.04899979,7570.0,2.11398,17.0,0.3026,0.2256,4.01181984,0.030218528942369868,0.9990666769443592,0.9990434818298036,47.938118890513,7.05256398387275,1.504,161.58100000000005,9.163332,0.159201,2,2,99.22644,-26.756533,-2.66469,14.5766,14.81815914,,0.01529617909355341,0.7209340980543195,,
301,150428135,0.9894912838935852,1468.4988951093433,0.998451435409528,8.026821229759896,1.0354129812184871,10.875,3482.0,0.419457,3.0,0.1604,0.4325,4.0,0.036798672613809966,0.9980004588871934,1.0000073517810266,7.720713289941683,8.16522396951072,0.413261,31.1265,0.023624422000000003,5.59967,4,1,97.096855,-65.579306,-103.058,161.97799999999995,191.9839156,,0.018605611483095245,3.9566088427095,PC,GAIA plx = 32.098 indicating an M dwarf
302,376940649,0.13728179037570953,1471.5887051807238,0.9980326515587608,9.744033811163396,3.3328386050290955,10.46399975,6205.0,1.05567,2.0,0.3216,0.2301,4.45494986,0.041000010678252034,0.9979680231675702,0.9984102873707512,18.09165202161379,7.044324517807055,1.17,206.977,1.4447608,0.9944780000000001,3,3,83.47354200000002,-44.053753,-19.2018,2.94543,19.42639136,,0.08419277759453347,1.5761311277097525,,
303,147364426,8.103558002403587e-07,1468.7960764608974,0.9625973620020916,0.6988057542217232,1.7542635452448514,14.95499992,3043.0,0.162328,29.0,0.1606,0.4974,5.09707022,0.17972109342087225,0.9656819415479097,0.9646831084065896,17.52742455453584,9.358630047067637,0.13336099999999998,50.7508,0.00224093255,31.178,2,3,104.7762,-15.5807,60.89,200.37,209.41759477,,0.003228294398517517,0.1912186122390672,,
304,343963409,0.11921203136444093,1476.7489853648,0.9698531290191484,9.121690492551254,6.513720183241611,12.45100021,6055.0,2.33225,2.0,0.3507,0.2158,4.29477978,0.1598074444560666,0.9758897591472919,0.9715304534541452,86.46407261757129,13.904937003604797,1.13,996.7339999999999,6.6177205999999975,0.0890745,3,4,107.31376000000002,-52.9216,-2.69238,15.9847,16.20985947,,0.12116341816165033,3.809919567527694,,
305,179575669,5.245853751389972e-11,1468.6767338416034,0.9983673052564094,0.6354148524857726,0.6788322923704884,7.24399996,7566.0,2.93459,33.0,0.1791,0.2436,3.57990003,0.038326693841348805,0.9984596193818992,0.9984948627324932,27.707186703673486,11.425941602545945,2.29,188.65099999999998,52.0227051,0.09061319999999999,4,3,80.605428,-71.506497,-2.90088,67.2649,67.32742292,,0.0012648222464224925,0.5516191849188543,,
306,72782654,6.28998823231086e-05,1474.028912083878,0.6581296281887302,6.632209383652872,5.256119848525613,9.88199997,7987.0,3.35646,3.0,0.3374,0.2348,4.1033802,0.5385562398159371,0.701140978545556,0.7017932236275559,110.78711575845553,14.180568263303002,1.25,461.69599999999997,16.2647686,0.033057300000000005,1,1,85.792613,-0.687467,4.42131,-2.37212,5.01746305,,0.07213186563409835,0.049597061661938655,,
307,55404385,9.837352263275534e-05,1468.4940586566556,0.9178398395329722,2.952958138658769,2.1678604972187268,6.61499977,6562.0,1.68762,7.0,0.3215,0.2192,4.0,0.26524280462986344,0.9222708398617055,0.9223526430803196,226.70221126395802,20.278977434995973,1.36,61.8944,4.75763035,0.282952,4,2,78.012736,-65.17570500000001,40.0886,58.8199,71.18199552,,0.009809175148270954,0.03301911868957319,,
308,255551163,0.03613672405481338,1468.5969727818187,0.9961085464355026,0.6119879814529803,1.6435624543559968,13.07900047,3011.0,0.375297,34.0,0.1693,0.5023,5.10975981,0.05784519295008943,0.9963983304072128,0.9964832861562531,20.594545819827346,8.154375593737624,0.36335100000000004,57.7808,0.0107950354,6.87387,3,4,95.6506,-49.9414,12.79,185.2,185.6411164,,0.005129750793733623,0.1752265685838228,,
309,37601240,2.0290794964239467e-06,1468.829610959559,0.785367011470375,0.7313387718840362,1.9770658510053765,8.95899963,7149.0,1.6712,29.0,0.2353,0.2551,4.12488985,0.4343652018370795,0.8031704033107713,0.8029189468454649,316.78909263703844,19.89758660564803,1.7630000000000001,220.954,8.341803,0.377719,2,2,93.155222,-25.268743,-0.165197,-40.4809,40.48123707,,0.0022884167749592788,0.07826073808338538,,
310,387690507,0.9832623600959778,1470.1924832420593,0.976398489247886,6.393146381843484,2.22207751277128,13.44699955,3688.0,0.544769,4.0,0.2125,0.3984,4.78199005,0.14269757096705926,0.9776313852498464,0.9806557460974044,20.00364741808553,16.679047915596257,0.5405260000000001,148.762,0.04323593,3.3433300000000004,1,3,103.4128,12.8818,11.81,-57.63,58.82765506,,0.03429176454952243,0.9301343856309392,PC,Possible centroid
311,176931266,4.070389164612109e-11,1468.7458681417174,0.998173951622843,0.8588319980559735,0.5204627151484963,7.125,7879.0,1.86682,24.0,0.2353,0.2551,4.18460989,0.04006479534379162,0.9984316116369886,0.9982384668614732,22.66192384211511,11.632774140501585,1.75,104.057,10.1912079,0.268988,4,4,100.260953,-70.651246,-12.4872,73.0502,74.10979614,,0.0018901343114709481,1.1928791449428409,,
312,235073221,2.1394571092514525e-07,1468.469878971109,0.959323004117618,0.8957412939421181,1.48714110011787,9.60299969,5197.0,1.21939,24.0,0.3861,0.2114,4.1615901,0.18441442556751594,0.9640731567027232,0.9636800461429159,45.12841348865384,11.397423517425857,0.96,129.59799999999998,1.22048676,0.529475,3,3,86.174315,-44.38543,7.3889999999999985,-104.399,104.66015728,,0.00350128735468902,0.4516152861049326,,
313,14091633,0.4178628921508789,1468.5771223727895,0.9852951136654228,5.5315604342009985,1.8387605575279384,8.88000011,6405.0,1.26396,4.0,0.3115,0.2298,4.33513021,0.11231576836560388,0.9873174124040086,0.9869648825797602,125.5755448811812,26.63968948084793,1.3,126.177,2.46653819,0.643784,3,2,77.260202,-36.46458300000001,-7.69065,19.3181,20.79266902,,0.02265129143331235,0.4506600208617746,FP,big;
314,220281348,2.9617814334415016e-07,1468.8537988843154,0.9987574289246588,0.6627526793384155,0.4475755017258437,10.4630003,8377.04980469,2.06268,31.0,0.1911,0.2468,4.0,0.03335128494690423,0.9988316409091216,0.9987537773449812,11.21290679439146,12.810118946984728,2.17,614.601,21.6989155,0.24726399999999998,1,3,99.836612,9.564165,-2.1,-5.8,6.16846821,,0.0006689376194147223,0.2952074954633491,,
315,160328766,0.00017349050904158503,1470.0302741123487,0.6727762611481497,10.319983362917784,5.92272340985543,7.75,7171.0,1.78683,2.0,0.2683,0.2357,4.08741999,0.5339518610629953,0.7108347372779695,0.708744875836465,135.4933590447451,22.2401524308628,1.69,131.298,8.648926,0.29623499999999997,3,2,91.296992,-32.730943,0.0970195,-12.71,12.71037029,,0.07803526167469421,0.1533654732350057,,
316,220478846,0.013657492585480213,1468.8320861349912,0.9983552073304002,0.6379363090537749,0.9023033704794652,12.74800014,3665.0,0.562248,32.0,0.2315,0.3808,4.0,0.03759627632933574,0.9984871565914752,0.9984920081962988,9.228459371486887,10.052465405872788,0.556139,114.522,0.051949325899999996,3.1289599999999997,4,2,75.889013,-56.511754,0.8656520000000001,66.0218,66.02747480000001,,0.001904769407419016,0.01030217972212307,,
317,33715938,3.0838314160064333e-06,1469.498024126702,0.7299190271624298,1.4391251852893037,2.99866136665511,10.25599957,6482.0,2.0533200000000003,15.0,0.3507,0.2158,3.90078998,0.4783247796108835,0.7616129054268126,0.7601056841216731,1536.7259375087797,20.833172167390615,1.16,334.103,5.342574,0.133994,4,3,61.013213,-74.453561,-1.75405,23.1075,23.17397781,,0.005643051043608183,0.28773794106862965,,
318,140938247,1.1744251404710583e-11,1468.3319568352995,0.9978913640458996,0.7148048467841109,0.4621049736126483,8.38799953,7963.0,1.69842,30.0,0.221,0.2358,4.29162979,0.04324847256438396,0.997948448679308,0.9981736421204906,17.721354384744497,7.564363791506915,2.0,183.584,11.6529245,0.408221,4,3,77.17774,-74.84688100000002,5.63667,15.5506,16.54065322,,0.0007398992349970657,0.9019396959072521,,
319,151560985,6.688654593745014e-06,1469.1675637846258,0.999131264311674,1.7950609713351522,4.528138621985528,9.4989996,6840.0,1.67681,12.0,0.2801,0.2331,4.1585598,0.02745677241412724,0.9991597992610052,0.9992686130126792,31.75797704751081,7.668370634463414,1.59,252.261,6.52831554,0.337246,3,3,87.738912,-47.27669,4.37713,26.2423,26.60484122,,0.0189249045746146,1.825350008607544,,
320,167338701,1.57687807700313e-07,1471.7912175232482,0.9986787055581948,6.749150640602384,9.299662535023561,10.60499954,4939.43017578,0.939696,3.0,0.4508,0.1887,4.42677021,0.03288150270524393,0.9987598322192394,0.9990162160498576,17.427158167203174,7.198529077898211,0.81,134.941,0.47356159999999997,0.976165,4,4,98.360658,-69.648556,-17.3143,142.985,144.02949423,0.200565,0.1691026491851253,0.6315899128794029,,
321,31925538,1.1547267586564658e-09,1468.5945199147968,0.9984956463179993,0.9661748414548856,0.4674390870072832,8.24800014,7812.0,1.71472,22.0,0.2331,0.2353,4.22701979,0.036448177787284416,0.9984191952608874,0.9988333224085184,23.91546375133413,16.834167572960354,1.92,173.023,10.7745838,0.380819,4,3,53.307461,-69.870018,7.4013,23.4334,24.57444765,,0.0011057836138623767,3.172809672420267,,
322,177386428,5.966687274740635e-15,1468.9109191425446,0.9953636328654141,0.6916616093867405,0.5593000962763659,9.21000004,7509.0,1.78316,29.0,0.2273,0.2465,4.20037985,0.06398912122313888,0.9957028978281464,0.9957467081652468,22.40759942606667,8.108728468268373,1.97,265.063,12.2768011,0.347451,4,4,104.633439,-72.075478,-3.28976,24.3176,24.53911552,,0.001416246679185773,0.10929863797306304,,
323,279569731,0.538345456123352,1471.5188811179125,0.9993451396978552,3.9797308795572315,3.8064555174296064,10.44200039,4916.02001953,0.706709,5.0,0.4508,0.1887,4.66772985,0.02314867751960402,0.9994543008260616,0.9993998711856179,10.574797435924047,11.511220168197632,0.81,94.1793,0.26280337600000003,2.29489,4,1,105.931,-57.660759,71.72800000000002,10.4954,72.49178854,0.0310474,0.03289583530683293,0.3622282958393686,,
324,282631704,1.138438534553643e-07,1468.5361096159124,0.9907630095827517,0.8809134573356842,1.3507619844269978,11.49300003,3702.0,0.80447,24.0,0.2581,0.3609,4.7761898,0.08880707386287999,0.9920428191735706,0.9912752445721836,27.758115477903328,16.48718538315915,0.57,93.4858,0.115795396,1.09483,1,1,90.3071,3.3713,30.06,-83.82,89.04715605,,0.002442238833607113,2.3945687505717426,,
325,149539842,0.0009622742654755713,1468.295308123432,0.9994564263865692,0.7428962612804573,0.6975628627966051,10.90400028,5984.0,2.38597,28.0,0.3332,0.2167,4.30751991,0.02153064414025104,0.9994359346325912,0.9995558125487142,7.349476836182902,8.040597381882085,1.3,592.952,8.761872,0.0957085,4,2,86.233213,-61.666791,7.29507,10.1199,12.47519228,,0.002336769607509725,0.6452831018672955,,
326,21650240,5.586526394276933e-18,1468.6368175602847,0.995857119500418,0.646283089154749,0.5100161536265116,8.91399956,7124.0,1.66628,32.0,0.2353,0.2551,4.24995995,0.06034732059634016,0.9961807713565596,0.9961943749173642,22.42170585835679,10.27305856679164,1.75,242.55700000000002,8.153808,0.378261,3,2,87.504796,-36.197765,7.00881,0.386891,7.0194801999999985,,0.0009709624566408004,0.05583175846819289,,
327,143234741,0.015812043100595474,1469.9337971923017,0.9720358602506648,1.9192008588335587,1.5766284639928856,11.33399963,5359.0,1.39014,10.0,0.3599,0.215,4.08597994,0.1536467597328,0.9746651808669556,0.9740699345977109,186.87496075240963,20.522891391635667,1.06,372.92800000000005,2.04605985,0.394577,3,2,90.629719,-32.380117,-1.8005099999999998,22.7625,22.83359898,,0.006896176917568607,0.6318668089141936,,
328,322572784,4.8039369175967295e-06,1468.2906744475988,0.9947190646432018,1.456200958578425,3.628629553479015,9.37800026,7224.0,1.56502,15.0,0.2757,0.2311,4.32291985,0.06776587172524548,0.9952713205054798,0.9950143177746954,44.362254045405344,8.563149756355651,1.598,232.015,5.80266333,0.41688800000000004,2,1,89.600799,-20.645725,-2.65072,5.96933,6.53140239,,0.010518883069571494,1.3765352425133577,,
329,25337383,0.0017704304773360489,1478.688850707117,0.9866925136534532,10.858304297507276,6.5101854902194685,13.32900047,2814.0,0.333862,2.0,0.1555,0.4459,5.20628023,0.10783666790071916,0.9991980956622792,0.9774181739153588,21.84343478753621,9.439318437412748,0.31555300000000003,52.2865,0.0130912606,8.479519999999999,2,3,98.4472,-11.0451,-93.3,0.83,93.30369178,,inf,12.308563945414575,,
330,308255000,1.8161583284381774e-05,1478.6275268003476,0.8923909004340299,10.531016835522287,4.896483841079236,11.75199986,6000.0,3.26906,2.0,0.1621,0.2508,4.0,0.3119239664686967,0.9983756488254903,0.80836043108721,96.82037312502372,10.834318487692338,2.58,1790.67,98.14317,0.07384980000000001,1,3,99.788328,16.826265,2.37738,-2.58727,3.51367354,,inf,38.842143051765596,,
331,271698144,4.614600766217336e-05,1468.7250707641956,0.9943030921802076,0.8365501689036358,2.2678702148804195,12.63500023,3504.0,0.4311970000000001,24.0,0.1555,0.4459,4.0,0.07055666445011173,0.9947070089966732,0.9949089223632576,31.187167562437853,8.25897153243573,0.426201,69.5029,0.0231588036,5.3160300000000005,4,4,110.138611,-75.76759200000002,-37.3471,68.2171,77.77132255,,0.007310932331517861,0.5215822501049737,,
332,170159728,3.771948831854388e-05,1468.9642364478916,0.999438061807635,0.9932712041821824,2.2443090575817712,8.64599991,7096.0,1.46309,21.0,0.2847,0.231,4.27686977,0.022067524498764115,0.9994817980264306,0.9994932422725455,27.354754364725128,7.506077120732522,1.57,150.329,4.840363,0.501289,3,4,101.801599,-47.154149,1.71722,13.6028,13.71076265,,0.005736514900768208,0.2309226499099724,,
333,66527717,0.07372154295444489,1469.4176253022272,0.9996910028617804,6.617819339525767,12.324408125365185,9.35999966,6924.0,0.87902,4.0,0.3785,0.2075,4.76445007,0.016103597369865403,0.9997303532362812,0.99973444075524,13.389748573787372,8.585642599131688,0.98,87.2747,0.6628706,1.44288,1,1,86.540025,-6.138721,-23.639,-18.1041,29.77517016,,0.16521470884570855,0.07342987964897339,,
