rowid,TIC_ID,Probability,Unnamed: 0,Unnamed: 0.1,T0,Depth,Period,Period_Uncertainity,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,odd_even_mismatch,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Disposition,Comments
0,1042770,5.021277320338413e-05,280,280,2610.730527231606,0.9999562340314588,1.0156522908080958,0.007368829441950941,2.494889768081414,5.52099991,9397.0,2.4764,21,0.1714,0.2437,4.02882004,0.0062839354799652716,0.9999624724890248,0.9999533779924572,0.9137778414795836,12.008436996212644,7.8622439184751425,2.39,85.3395,43.0816345,0.157375,1,4,154.060124885482,29.310474774172,-70.5898,-22.9501,74.22686141,,,
1,99784331,1.1410492334107404e-05,283,283,2609.946779654309,0.9032993541633842,1.0471226738061303,0.004112592619362143,1.8343215079740545,8.5710001,6681.0,1.7927099999999998,21,0.3158,0.2206,4.08026981,0.2880380717421833,0.9070322300814252,0.907418743677624,0.25454076016387883,78.1319423086982,14.586271934818413,1.41,164.292,5.76871538,0.244732,1,2,141.496699270837,41.9418820504696,68.8233,-36.3649,77.83991633,,,
2,199666114,3.871009539579973e-05,285,285,2610.8427014575673,0.9996241652490696,1.0764566648180314,0.008165801740362633,2.5912108001289385,8.98806,6925.0,1.68861,21,0.3026,0.2256,4.16227007,0.017994281473611675,0.9996762085850974,0.999626210834087,0.9613507841775252,18.503515036052566,9.538285882364331,1.511,195.091,5.90789032,0.313817,4,2,251.91827390756302,59.9240544495219,4.65407,9.774569999999999,10.82601433,,,
3,313243960,0.0003285930142737925,286,286,2612.443787809339,0.9971390588728821,0.9039009335156276,0.0059008004713896325,2.004860774980334,14.0539999,3085.0,0.183141,22,0.1606,0.4974,5.09624004,0.04970526524096675,0.997363093882876,0.997806707799224,0.4906728527162906,7.298680911438434,7.553304927172098,0.152666,41.0776,0.00273707416,24.8534,3,4,203.319655197433,77.4085018497343,74.8263,11.6514,75.72800204,,,
4,95471355,0.039709806442260735,287,287,2609.759625547436,0.9948939549934912,8.131195613789368,0.0314097269278113,1.0657774420326358,12.91460037,4041.0,0.596439,4,0.33899999999999997,0.2994,4.6876502,0.06537790356801383,0.9926404415868004,0.9978712629402288,3.0498277480729628,8.319300865125767,9.765727853504966,0.632,146.627,0.08546392,2.97864,1,4,155.886110206891,19.470887748495,-16.9319,-28.5872,33.22525006,,,
5,172517058,0.002049901988357305,288,288,2611.3940233985177,0.7332303142534617,1.2186163886439032,0.0019191428331678528,0.9172233281647676,12.05379963,3309.0,0.41513999999999995,17,0.1529,0.4604,4.81282997,0.4823931973781402,0.7641490200790373,0.7081320107794834,7.324726125897322,939.0435185877792,39.69057941614749,0.408463,47.3746,0.018615339,5.70912,1,3,142.565109349951,24.554631291982698,49.228,-18.1497,52.46720494,,,
6,219893380,0.11745528131723405,289,289,2612.477764607228,0.9594216987797228,1.8656440002397137,0.030046732711632163,4.564604845069362,9.53689957,6356.0,2.97792,10,0.3309,0.2359,3.59061003,0.1857608975341777,0.9636568724689952,0.9637779423063334,1.120797526229438,104.3418581819868,7.9743088033532,1.26,389.962,13.03935,0.0477125,4,1,262.582861916505,69.92387655527989,1.4468299999999998,-30.6212,30.65536179,,,
7,243335710,0.4721054136753082,290,290,2614.202445695805,0.9961642634506636,6.8549858623812865,0.04578132246277633,4.779788364397026,12.99349976,6531.0,1.49611,4,0.3276,0.218,4.2184700999999984,0.05724953295462696,1.0004105787573694,0.9928499189421236,10.54436943872182,13.567824621209441,7.820734099431398,1.35,982.768,3.66893816,0.403128,4,4,289.861591925409,59.670111280943296,1.24624,0.27150599999999997,1.27547232,,PC,CTOI from Ethan Kruse
8,233168801,4.063620967498238e-12,291,291,2610.347347418505,0.9982197267527654,0.7928297240616385,0.0007184950331483586,0.4160158450189189,7.98311996,7408.0,1.6353,29,0.2683,0.2357,4.23927021,0.03938429140018565,0.9983565623582086,0.9982537393325888,0.6208383837509164,21.067678656381602,13.341022375945025,1.692,132.968,7.2559369999999985,0.386908,3,3,214.86926921762,67.0941544236739,-47.3899,-5.68161,47.72927104,,,
9,198478755,6.07001238677185e-05,296,296,2610.9694375072118,0.9986990927530208,0.6301798228532061,0.002396395944992691,1.5638215586843325,8.93754005,6905.0,2.5991400000000002,34,0.3026,0.2256,3.78537011,0.03347797719169216,0.9987830421658194,0.9987770020998604,0.09175745238578346,35.99697303791528,11.11290954291314,1.503,293.069,13.835951800000002,0.0855992,4,3,262.32385721792497,59.8457769932794,-15.6837,4.2892,16.25963352,,,
