rowid,TIC_ID,Probability,T0,Depth,Period,Duration,TMag,Teff,Radius,NumTransits,a,b,logg,rp_rs,DepthEven,DepthOdd,snr,sde,Mass,distance,lum,rho,Camera,CCD,RA,DEC,PMRA,PMDEC,PMTOTAL,MH,Period_Uncertainity,odd_even_mismatch,Disposition,Comments
10,258871793,0.9921075105667114,1958.565386217757,0.9928657196852972,9.145095918063276,3.8612108747693012,12.64449978,5954.0,1.2752,3.0,0.3345,0.2282,4.26433992,0.07789395097381356,0.9932634301474252,0.9946208634072332,24.309170340138873,14.894206689099828,1.09,627.627,1.8411392,0.525644,3,2,287.894778941031,66.3281292558949,0.744041,-14.996,15.01444681,,0.07280250457697958,1.6992131020404482,PC,check nearby stars; ephemeris match to tic258871779; CTOI from Ethan Kruse
11,284268796,5.646636580536324e-08,1956.1289581707688,0.9007134267078806,0.6058151780692828,1.0022105694618202,12.944299699999998,4985.0,0.914049,43.0,0.4508,0.1887,4.42994022,0.2850342929345867,0.9158911727379736,0.9102113154458721,44.07995968752692,12.89248456596545,0.82,372.829,0.464830339,1.07376,2,3,225.439913023212,47.56430725307671,-19.2514,-7.627269999999998,20.70728494,,0.0012189798041675748,2.6834441208565307,,
12,160618342,3.2995812944136564e-06,1956.1000085268906,0.9900505505779356,0.8195718075343016,2.2707068786016764,14.53380013,2989.0,0.17555,31.0,0.1933,0.5347,5.11218023,0.09176988320416696,0.9910390944304276,0.99076029053979,15.976699873733985,10.011514038608242,0.145518,46.1658,0.00221615448,26.8976,3,1,246.40811464969602,74.3351409784269,13.0605,103.276,104.09855348,,0.0040123053837426426,0.17625134651561966,,
13,11333775,6.04078283705442e-14,1955.957009429999,0.9564954100305856,0.6728059420100247,0.9101053519554698,13.20530033,4097.0,0.331933,39.0,0.2673,0.3371,4.89196014,0.1928317871186125,0.9615425332924838,0.960469667430786,31.441767868105263,13.161734912438991,0.313325,52.1739,0.0279678721,8.5673,4,4,30.226942271332003,64.94544290621549,-70.3467,-73.4257,101.68574935,,0.0011221569829892863,0.615733615272622,,
14,389916225,3.394208761164918e-06,1956.4751190536954,0.6105053809130794,1.1014456885582142,1.8373099614996613,10.0965004,7392.0,1.81249,23.0,0.2683,0.2357,4.14940023,0.582546281451911,0.6446691624571904,0.6443856932369881,81.81064390181318,13.773989000666175,1.69,385.837,8.836814,0.283829,3,2,275.772545113333,58.90356253314611,-6.55243,-16.7194,17.957524199999995,,0.004330141777399321,0.03778540583108327,,
15,230377505,0.3134293854236603,1956.4151547090185,0.9994069021256048,4.513958595077623,2.333853707343061,10.48600006,5617.0,0.965802,6.0,0.3785,0.2075,4.46568012,0.022310477159536053,0.9995349508780066,0.9994576242783956,7.707965294023241,9.760668907733187,0.9940000000000001,161.185,0.836543143,1.10337,3,2,285.20573550162203,60.233891421897,-15.3489,-51.1139,53.36871279,,0.0355731551986711,0.3940371956891687,PC,L1 candidate
16,288471108,0.07648760080337524,1958.2228955321646,0.9751299647061484,3.132438944787851,2.33757442135974,11.44950008,6008.0,2.00471,8.0,0.354,0.2157,3.8792901,0.145056173120495,0.9778968926143082,0.9782082261278904,159.6484585728798,19.858740579687048,1.11,563.445,4.7175650000000005,0.137774,3,4,271.386343101021,78.2412599689405,-11.6854,25.3753,27.93661438,,0.013085853443328022,0.4015202661391079,,
17,427315656,0.385997086763382,1959.6887056429514,0.9968514201230548,4.381666084323811,11.305449595802205,10.07629967,9113.0,2.78228,6.0,0.1748,0.2433,3.91287994,0.053267698549606994,0.9971061425678605,0.997006804838673,25.655025053727087,7.468057136748332,2.31,481.837,48.09971,0.107253,4,3,352.35901657330805,59.6027269409996,5.90607,-1.16267,6.01942392,,0.09184645396598247,0.351690223773603,,
18,357046213,0.0039362702518701545,1956.57244152508,0.9994003675544564,1.2435607857882216,2.9697693443209148,9.79158974,6601.0,1.28637,16.0,0.3014,0.231,4.35858011,0.0227223133364814,0.9994007737325272,0.9994640952926321,20.92543566926441,8.446231319418526,1.3780000000000001,203.715,2.8305290000000003,0.647364,2,1,274.377568441474,54.2179552632405,7.88498,-19.6481,21.17122441,,0.012709643458368005,0.8340862673969001,,
19,198313291,9.036282790475523e-06,1955.970892309989,0.7877472195299173,0.6131923979074139,1.0052072421354092,10.08740044,5780.0,1.09677,37.0,0.3495,0.2247,4.37319994,0.4237646338673314,0.799653052359174,0.8000451024243275,53.408501694471646,14.413211138605984,1.036,160.279,1.20959067,0.7852560000000001,2,2,233.688392278516,62.278980562128716,-256.725,19.8563,257.49174409,,0.0017362058618141107,0.10990093326949506,,
20,259100107,4.675432592193829e-06,1956.7486196033153,0.9880716855409892,0.9691412512598876,2.6877120834914487,13.64330006,3163.0,0.278486,27.0,0.1533,0.4776,4.95033979,0.10182968014885428,0.989270158588802,0.9893329510907154,41.25890510999647,9.950129247396552,0.252275,56.1899,0.00699355872,11.6806,3,3,291.278348667306,68.4658763574282,2.22083,59.3421,59.38364184,,0.0063972430094914046,0.1023764733847954,,
21,305399324,0.020359624177217484,1956.3698296764385,0.9630864237419421,3.0511807444983368,2.077981396825141,7.41669989,5840.0,1.7365700000000002,8.0,0.3662,0.214,3.97987008,0.17632661407065134,0.9593869565850772,0.9717810567210968,270.92773182076616,33.084621646340054,1.05,76.2248,3.160302,0.200501,3,3,314.41576241154996,61.3602202396002,57.4707,12.7153,58.86051489,,0.006311557006275946,11.08503970728458,,
22,235709086,6.891213402866747e-13,1956.152152475787,0.9983750841460935,0.782095356232004,0.4545615425904002,6.71680021,7599.0,2.57312,33.0,0.2353,0.2551,3.86462998,0.03779394503589782,0.9984936603924458,0.9985155599519872,20.8570154934988,17.404253092928347,1.768,121.103,19.8902283,0.103778,3,4,289.733347306186,73.55089229968229,13.7398,63.2974,64.7714671,,0.0006857666173037402,0.1265703541955259,,
23,278930730,0.06870998442173004,1956.0340550398141,0.9967995562009718,1.021075073671723,2.7270196307648296,13.56579971,3466.0,0.385843,26.0,0.1604,0.4325,4.83975983,0.05290206120804922,0.9974853117639828,0.9967530018931372,7.855988640250818,8.576284869979672,0.37541399999999997,184.013626,0.01935665,6.5355,4,4,24.4467987655325,69.73601638149961,66.96,-74.07,99.84991988,,0.005371738811643767,0.7051430910461608,,
24,356920361,0.19422370195388794,1956.649752040837,0.9887412143354436,2.047725259411584,5.6046969801423145,6.3071599,6943.0,3.0108200000000003,12.0,0.2964,0.2488,3.6619699,0.09838472101233313,0.9898423630747176,0.9899492000597686,78.76583427499268,7.733881573374995,1.518,104.245,18.97815,0.0556181,3,2,273.670824996147,56.5882411964535,-16.3715,26.049,30.76648198,,0.02969832212951662,1.9984182597656592,,
25,289589931,2.5849925805232488e-05,1956.1175559883807,0.9995720802249326,0.6107379736145301,1.3347238091049407,8.43959999,8427.0,3.1506,37.0,0.2042,0.2456,3.76143003,0.019526303274943046,0.999601368228449,0.9995734441357486,19.71014646020667,7.583120618298408,2.09,365.554,45.09958,0.0668294,2,2,253.444482378911,63.0984998814648,-9.73184,16.1508,18.85622047,,0.0017250644413193685,0.4770768370912871,,
26,229489511,0.06967510282993318,1955.9521925047773,0.9987046049878144,1.0094868430069008,2.6943964980223,12.07999992,5147.0,0.7777390000000001,26.0,0.4244,0.1961,4.59541988,0.03270782736308475,0.9988020281451596,0.9988754198165531,15.368645990996484,11.17603651492904,0.8690000000000001,224.168,0.382453531,1.84722,3,3,296.05230797733896,64.9879229129469,-15.5159,-44.7284,47.34314015,,0.005290487937404832,0.3395921185045465,,
27,233541860,0.16997814178466794,1956.6464952703773,0.999554300224932,1.0664736490964934,0.9001472707613354,9.95919991,4006.0,0.711893,24.0,0.339,0.2994,4.532579900000001,0.01931567450827286,0.9995820309853154,0.9996186429893378,10.170156394587815,10.902960670327364,0.63,44.3531,0.11758934,1.7462099999999998,3,2,281.198194609903,62.6853996479274,-33.8161,56.6523,65.97735759,,0.003631687995451993,0.32532082070832263,FP,Potential level 1 candidate; 3 stars in pixel; TFOP FP
28,57256934,0.0038277138955891132,1959.350524795784,0.8794460476784044,7.057518540905086,4.675437771421337,12.38630009,5580.0,1.61706,4.0,0.3789,0.2128,4.01625013,0.3178873091223348,0.8959140259851008,0.8933341632024818,165.90236297226303,29.24933620727612,0.99,632.1080000000002,2.28394318,0.234129,2,4,251.54064313506905,38.7891935600086,-8.36656,-3.91435,9.23696174,,0.025766473101415333,0.6675007757343399,,
29,334485031,0.00046890910016372805,1955.8758476640487,0.9970082356308756,0.8721308825986942,2.350350296681251,9.09848022,7367.0,1.5329700000000002,30.0,0.2438,0.2464,4.29126978,0.05124228587115935,0.997481080335014,0.9971088217466118,49.2383154928815,7.655515801097058,1.676,202.548,6.23627758,0.465235,4,2,330.86427034710397,63.576734698964394,2.80415,-16.4547,16.69192647,,0.005943888251560725,2.4725948176844064,,
30,403215000,0.26128271222114563,1957.535399437988,0.9590767554092744,6.8547361687373565,1.8623065276937791,14.24650002,3056.0,0.16659300000000002,4.0,0.1606,0.4974,5.13223982,0.1879892282031008,0.920989717639731,0.994427709472051,16.560233308563046,8.6648832498025,0.137242,39.1609,0.002180829,29.6836,4,3,4.30003854254572,54.3298570840092,-0.822248,-166.33599999999996,166.3380323,,0.04332310310313448,8.920794156330432,,
31,356150515,1.4882323739584534e-05,1956.1870238053448,0.7212959384943843,0.6122485461871043,1.4924872198188273,11.55239964,6404.0,2.11225,36.0,0.3332,0.2167,3.89916992,0.4875279158362942,0.7459865809079307,0.7437634396575341,88.92743403162083,14.794216925172725,1.29,701.79,6.76069069,0.136884,2,1,266.480849952425,52.6345777495885,-13.9652,8.256110000000001,16.22313667,,0.0024737961035160017,1.3963107996619188,,
32,219495811,0.01261230744421482,1956.5616463108213,0.9652813258222273,0.912999203263112,2.5125522909105897,8.23130035,5267.18017578,1.69538,28.0,0.402,0.2082,3.93376994,0.16988712088908473,0.9704722311312284,0.9692541293143124,115.71746641066376,7.062021164405211,0.9,87.3256,1.99316454,0.184688,2,4,243.927455390825,44.5524999245426,53.795,-44.633,69.89997649,-0.34449399,0.010543509649950707,4.522949736859553,,
33,352412700,0.09364752471446992,1956.0216613725809,0.9954902068846933,0.81017505508525,0.489615462010009,12.78199959,50000.0,0.147,25.0,0.1221,0.2303,5.80240011,0.0644448884171947,0.9948242313394065,0.9956715508459888,12.44855188991013,9.704821735731963,0.5,478.231,121.677254,157.405,3,4,310.1952532859,76.2443931135895,1.23508,0.395195,1.29676586,,0.0014375848700990401,0.8961530661159484,,
34,233684822,0.6666355729103088,1956.6995373048776,0.9994019481785492,4.6736942453478845,2.1223746370136545,9.89947033,5641.0,1.45077,6.0,0.3789,0.2128,4.11487007,0.022389885479853367,0.9995236313500468,0.9994121482025444,9.916463999763279,13.574802655979896,1.0,185.23,1.9200567,0.327497,3,1,260.90320151106204,64.8622356199032,-30.7863,29.5549,42.67655541,,0.02605611718107914,0.7354828781914717,PC,TOI 1253 under investigation; 2 stars in pixel; small centroid offset in multi-sector data
35,470152814,0.5965267419815063,1957.7037461786445,0.9971893583477082,10.015284431466831,5.140369036446267,9.85429955,5854.0,1.08891,3.0,0.3454,0.2253,4.38816023,0.04880065077449695,0.9990529899365712,0.9943652281028704,43.3924570505927,7.469047741233561,1.057,145.936,1.25454664,0.818659,3,4,332.265079505877,80.71296401320029,41.0661,11.2145,42.56982005,,0.13410471910801824,17.706529653561756,,
36,320603498,1.0508795916797098e-10,1956.3077361205185,0.9996124038026519,0.6257828479111228,0.6761072561727204,8.04393005,7907.0,1.76175,39.0,0.2273,0.2465,4.22333002,0.018501502146792137,0.9996118915450248,0.9996535991918566,16.052173400298187,8.808589176637248,1.893,160.57299999999995,10.9302111,0.346195,4,3,8.22246943461229,57.1848742300379,21.3912,-1.09766,21.41934394,,0.0012728106790348415,0.7158862921244566,,
37,352200643,1.1271098628640175e-05,1956.2110083185096,0.981557400437346,0.804438669285647,2.2031232042305846,14.57149982,3172.0,0.23774,32.0,0.1533,0.4776,5.00333023,0.12661813377164918,0.9823911708957764,0.9838759303194108,12.430176906821773,9.890689619899106,0.207713,73.184,0.005155039,15.4581,4,4,18.9290769165215,67.5020531121516,67.7081,-32.2042,74.97664505,,0.004267120971328198,0.3785139957922991,,
38,193990389,1.1474749044282362e-06,1956.3532228977544,0.9569882052758278,0.780025724885412,2.0887998330070703,8.91275024,5603.0,1.49265,33.0,0.3789,0.2128,4.0862298,0.18987869828996592,0.9620363582216412,0.9613778483406296,61.529864038051045,13.758909599077668,0.991,120.46,1.97830617,0.29798800000000003,2,3,230.52485848751098,51.18203036474901,-38.4436,45.0018,59.18675852,,0.002733429019045275,1.0148838895315322,,
39,470692582,3.5472673687309e-08,1956.3059787110687,0.9983018421715912,0.8218034443447899,0.4562730868417575,8.52124977,7739.0,1.5213,30.0,0.2448,0.2339,4.3348999,0.03864438247576532,0.9983165987660356,0.9982800029942192,14.720411536694598,9.732472856776123,1.825,166.116,7.47937346,0.518342,4,3,357.205913885971,62.588840192050114,27.1769,-1.99898,27.2503177,,0.0007325730295802968,0.11721467850547845,,
40,272702570,3.9391125028487295e-07,1956.1369308593646,0.9990747540427256,0.7779700837232708,0.40439901146504,8.37650013,7500.0,1.80045,29.0,0.2683,0.2357,4.16534996,0.028392805106349117,0.9989302128441508,0.9989689106002392,12.464137115454486,10.183468091024851,1.73,179.02700000000004,9.24063,0.296417,2,2,235.216328511584,67.3350051241664,-17.7509,8.10668,19.51442316,,0.0006809578347146128,0.15983674835793546,,
41,233746426,3.2251133319505236e-08,1956.206433273105,0.9995341224068244,0.6601087277174427,0.4240603082338077,8.62689972,7975.0,1.86201,39.0,0.2273,0.2465,4.18140984,0.02028397881119608,0.9994854285669856,0.9996134898697268,11.730292966476213,13.608808787376532,1.92,222.973,12.6351624,0.29741,3,2,278.448721004348,62.42767510521861,16.2777,-2.18574,16.423793,,0.0005469881904142659,1.3881006086254613,,
42,330847328,0.4653628468513489,1962.2780286550887,0.9882542005370654,13.242588205725374,2.9775298461455577,11.26449966,5368.0,0.830672,2.0,0.3947,0.2049,4.5676899,0.09899153867175713,0.990390037487472,0.9893623385440046,50.858265174418534,16.1156574963972,0.93,178.09900000000005,0.5161827,1.62254,4,2,334.138563948452,59.083178734373895,63.3681,15.2442,65.17592908,,inf,1.1404743207074817,,
43,1981303680,0.06309168040752411,1956.7006482654847,0.9810587651037376,1.1356701890628134,3.1680041661107685,8.20351028,8830.0,1.60848,22.0,0.1887,0.2337,4.37178993,0.13043032669620205,0.9835133422363252,0.9815509050389041,67.80969850228942,9.43072430429076,2.221,177.9,14.16988,0.53371,3,3,300.391597322767,70.45449636899309,6.1806,12.0811,13.57029084,,0.009021184117909642,6.227579175136732,,
44,116484192,3.1390889887461526e-08,1955.8471232017275,0.8615543276536609,0.6911039410810135,0.9657265105118013,11.87530041,5690.0,1.02119,36.0,0.371,0.2094,4.42418003,0.34131042112416443,0.8637364092940896,0.8833546391576498,45.054885808721856,12.354173635975911,1.01,329.5019999999999,0.9848124,0.948433,2,3,233.020085709704,45.568729945216596,-16.9898,30.6789,35.06919174,,0.0017445287916862948,7.217176754952041,,
45,256584622,0.0007899032789282501,1956.0251198117096,0.9962276022315834,0.6197083324446726,1.69330355885919,9.22566032,7116.0,1.7042099999999998,41.0,0.2801,0.2331,4.1742301,0.057215591495114564,0.9967018925104943,0.9965708777037564,57.79865222795853,7.044036119860772,1.5819999999999999,229.282,6.70942163,0.319622,4,2,327.44642527032903,70.75265336733679,-23.1277,-20.0174,30.58736357,,0.005033745727519301,0.9064947502191634,,
46,341840536,0.0008842363022267818,1956.2488558136545,0.9998201154823976,2.2423294209344133,5.3240699229866015,8.82182026,6821.0,1.7264099999999998,12.0,0.3096,0.2225,4.13139009,0.012435823971824026,0.9998056849367188,0.9998739181302044,11.725433838240935,8.047467724354654,1.4709999999999999,182.468,5.81266165,0.285878,2,1,267.891297530781,55.2416890800446,10.2959,-12.7169,16.36230737,,0.0236440819419832,1.7823383139501507,,
47,320268279,8.215798041888434e-10,1955.9889525209524,0.7395125944261086,0.6762182132183752,1.5236106475123343,12.02070045,6740.0,2.09619,35.0,0.3158,0.2206,3.95356989,0.4727467726689202,0.755919017967228,0.7530065674617922,54.89396377525951,12.981835974038141,1.44,857.525,8.169535,0.156339,4,3,7.469653919852152,56.966807616197,4.74302,-0.421056,4.7616727,,0.0022594593333774005,0.6290333461668192,,
48,353077789,0.5371973514556885,1955.9500361961648,0.9516979161550316,1.8379663741266985,2.9398356226165823,10.81630039,9372.0,2.57848,14.0,0.1714,0.2437,3.99191999,0.20875956301238707,0.95480345024788,0.9543140740074818,440.36070293074835,26.779806480439625,2.38,649.113,46.2117233,0.13883,4,4,22.3620922868244,68.385371055817,-2.66502,-1.64841,3.13362205,,0.005360819500159654,0.9122678108693236,,
49,427148365,2.566566479345056e-07,1956.1710164619296,0.9201136763290294,0.6952213726155577,1.66210859331586,10.6857996,6956.0,4.04467,37.0,0.2894,0.2507,3.4061501000000005,0.2623776656338319,0.9282157216380956,0.9279203420076004,37.97087704022936,11.984073456591933,1.52,831.716,34.5063553,0.0229718,4,2,321.504668516977,64.5159556445227,-1.2065,3.3744300000000003,3.58363225,,0.0023444921607937985,0.1287142466873644,,
50,350695193,0.08037720620632173,1955.8402854554333,0.9979543325075408,1.7792729203469986,2.204617355201424,9.9385004,7350.0,1.78016,15.0,0.2683,0.2357,4.15986013,0.04221795816618271,0.9977775736954292,0.9986193731060646,27.51736864136028,7.548182369450762,1.67,344.98400000000015,8.33227348,0.296031,3,4,287.09116279798803,78.04680333774691,16.6909,19.2973,25.51415157,,0.0061652078065932425,4.708134917222793,,
51,229776723,3.053000018592156e-13,1956.002829137577,0.9600860019467272,0.7028813383574211,1.1604019735138629,10.93599987,4728.0,0.909098,37.0,0.4776,0.1729,4.40051985,0.1800263902486425,0.9650962439277904,0.9653114518742884,43.44600333821668,13.472858237259846,0.758,131.908,0.372071058,1.0088700000000002,3,2,282.86881895543,68.4102620813715,-35.5932,42.1216,55.1462154,,0.0017842624851270859,0.2942949626036284,,
52,229586455,0.1703062206506729,1955.8099670311287,0.9986660727070338,2.200845666336646,1.5793197076106833,12.2414999,4176.0,0.705729,12.0,0.4429,0.2201,4.55569983,0.03298578876957463,0.9989384263045066,0.9987214395756788,7.3963363277608085,12.749150815905885,0.653,138.27200000000002,0.136462286,1.8578,3,1,271.369096105847,75.1452481491406,-34.0461,88.3305,94.66474611,,0.008173516884377284,0.4905885803063802,PC,Likely variability; bad transit shape; CTOI from Ethan Kruse 
53,219870537,0.3286067545413971,1956.4411387195944,0.9987701209612656,6.818039358124634,4.241045281389352,9.89949989,5198.0,0.80048,4.0,0.4136,0.1999,4.57585001,0.031927170956522984,0.9980309226733342,0.9998418926804316,22.81596144603141,8.940611473410074,0.88,88.8527,0.42144534,1.71566,3,1,259.666148939461,69.8479843484846,15.4837,-83.4252,84.84992022,,0.04921671804851302,13.757819609976393,,
54,39903405,0.9502935409545898,1956.2334603539327,0.99482595861664,5.635437561991192,4.113921716548318,8.27468014,6412.83007813,1.70392,5.0,0.3332,0.2167,4.08576012,0.0664267169575054,0.9954707238235492,0.9953282797935856,147.0865680000746,25.722261908346983,1.29,127.774,4.42374849,0.260762,2,4,245.151491310447,41.048085845658704,-10.312,-29.1976,30.96509631,0.0535135,0.023833081733829253,1.088176854159452,KP,HAT-P-2 b
55,17489989,1.8983754568324684e-09,1956.1214806687626,0.9976612518313293,0.7599218877668776,0.3806290966260281,8.6146698,7449.0,1.59578,29.0,0.2438,0.2464,4.26460981,0.04530608468373891,0.9977338776594504,0.997655294948228,17.004512582443233,10.898142453053508,1.7080000000000002,174.94,7.063703,0.420309,1,1,243.12778505824505,35.061153119003,23.9138,-10.3236,26.0470065,,0.000990507793384776,0.23988746918186885,,
56,343409837,5.551157755689928e-06,1956.1441620575852,0.8729615025772973,0.7046867652311397,1.5445860839674674,10.42889977,6618.0,1.39301,37.0,0.3014,0.231,4.29192019,0.3307330961629449,0.8852868553574169,0.8857337547664283,54.794252539825536,13.848145569950942,1.386,269.241,3.35358858,0.512745,3,3,310.014980956869,63.9929232505829,-26.634,-15.8861,31.01190302,,0.002087570858979537,0.281115192681114,,
57,321864933,0.02030103839933872,1956.5968789992817,0.9992578349892792,0.9440262701817259,2.595293911723477,9.72101974,6904.0,2.09463,27.0,0.3026,0.2256,3.97281003,0.0252863578945196,0.999282049447506,0.9993995491762476,28.023729512680944,8.540095129466984,1.5030000000000001,337.36800000000005,8.98078251,0.163544,4,2,323.107585187216,69.5583004033645,23.2444,16.1568,28.30802567,,0.005725160332805845,1.9477437903621992,,
58,82407313,1.0523272976570295e-05,1956.1017118796246,0.8872090861651023,0.7632466483393214,1.6769761249011406,9.65670013,7046.0,1.55771,34.0,0.2961,0.2276,4.24622011,0.3120575512752781,0.8980530429119492,0.8981291112240898,76.98478832471942,15.910506957471169,1.56,254.123,5.38812542,0.41273,2,4,254.91101988229,39.8512873960686,7.9233,57.074,57.62135159,,0.002655222031285265,0.040526273242283896,,
59,229751806,1.652739229029976e-05,1956.3372412158665,0.8959904999652537,0.6733966798076698,1.8675864861943747,15.43000031,38000.0,0.18,37.0,0.1258,0.235,5.59961987,0.3091509818550288,0.9029626704247152,0.9054477764837522,34.32145704976304,7.857926195971691,0.47,1594.0,60.86591,80.5899,3,1,280.687730382245,69.93890888898329,-1.87855,-4.30431,4.69638528,,0.005055621744456951,0.5323017356411626,,
60,237222539,4.74487160317949e-06,1956.0540619523886,0.9903883799720136,0.8030325144761921,2.2079860624240246,11.3380003,5209.0,0.712418,32.0,0.4136,0.1999,4.68002987,0.08925396838719486,0.9916408494321036,0.9913338451298916,53.229656861035096,11.783328603664653,0.8859999999999999,151.455,0.336652339,2.45036,3,4,296.20338760927604,74.76673173742559,2.77038,87.1482,87.19222309999998,,0.003551793783583334,1.4470773386926008,,
61,269609504,0.01525913365185261,1956.3608949705888,0.4199440828196902,1.859631931089447,5.000445373956298,11.04459953,7754.0,4.77993,14.0,0.2217,0.2718,3.34168005,0.7147819610569484,0.4774006473699468,0.4772470069731818,296.82274673790954,15.766989243348933,1.83,1036.06,74.41174000000002,0.016756599999999996,4,2,350.65830389596704,65.29956206503451,-5.63669,-4.6966,7.33691527,,0.013058365994818131,0.013858195309916598,,
62,219843981,2.5944464141502976e-06,1956.1961331166065,0.7434541988715069,0.6033890546471062,1.1024319857013811,10.34220028,5250.0,1.01096,43.0,0.4136,0.1999,4.38187981,0.4611175942627295,0.774278081874779,0.7740144829567952,62.601217179822854,16.104093673072132,0.898,139.575,0.69952035,0.869108,1,3,222.532366916819,29.6495943166107,-3.83722,42.2386,42.41254045,,0.0014557455402695039,0.05884942275263201,,
63,455896112,0.09006024152040483,1955.9500813268319,0.8355132631135708,0.6172099609242726,1.6945245087160976,8.90810966,7153.0,4.44955,42.0,0.276,0.2529,3.3441999,0.37738685871809946,0.8538545782173542,0.8540086364861247,55.904925600343674,10.267451961486204,1.595,418.954,46.6960526,0.0181056,4,2,339.804902449725,64.858502568704,92.7706,190.792,212.1508225,,0.003000708871172875,0.2724841399952336,,
