rowid,tic_id,Probability
0,1042770.0,5.021277320338413e-05
1,99784331.0,1.1410492334107403e-05
2,199666114.0,3.8710095395799726e-05
3,313243960.0,0.0003285930142737925
4,95471355.0,0.03970980644226074
5,172517058.0,0.0020499019883573055
6,219893380.0,0.11745528131723404
7,243335710.0,0.4721054136753082
8,233168801.0,4.063620967498238e-12
9,198478755.0,6.07001238677185e-05
10,233713266.0,3.633177402662113e-05
11,230079674.0,0.0012164267245680094
12,417914674.0,0.856040358543396
13,229910234.0,4.2814601329155266e-05
14,159991426.0,0.6615423560142517
15,390019991.0,1.230529562690208e-07
16,233724023.0,0.0045305220410227776
17,137906197.0,0.559588611125946
18,21027962.0,0.003440683241933584
19,165502479.0,8.305082177528789e-10
20,23973582.0,0.0002227671939181164
21,198317369.0,0.30872756242752075
22,229945408.0,0.0014312969287857413
23,219865181.0,0.48508530855178833
24,233045685.0,0.14218434691429138
25,356194871.0,3.3208834793185815e-05
26,23972414.0,0.0001632330531720072
27,172518755.0,0.9784156680107117
28,288185138.0,0.9989482760429382
29,241261831.0,2.2820241696308585e-08
30,355175842.0,0.00018885056488215923
31,8200984.0,5.047434692428965e-12
32,256616052.0,4.3642285163514316e-05
33,459978466.0,2.494771615602076e-05
34,230023734.0,0.46149763464927673
35,237116860.0,0.8088018298149109
36,99920817.0,8.519127243922231e-12
37,138660096.0,1.4579297838435146e-11
38,55752995.0,0.07289314270019531
39,165731192.0,1.9984609800349773e-10
40,224605072.0,8.671115210745484e-05
41,198236067.0,4.567333689919906e-06
42,233162061.0,1.1554454441842221e-11
43,229686919.0,2.4842794488222353e-10
44,445837596.0,0.9997937083244324
45,148622234.0,0.00010637665400281549
46,233605002.0,8.712858834769577e-05
47,154485903.0,4.414472787317436e-09
48,8200029.0,6.705091343262026e-12
49,39065113.0,0.042333461344242096
50,219851943.0,9.783190924039786e-11
51,232607576.0,0.0030683870427310467
52,289539327.0,0.8275266885757446
53,100008712.0,0.0335950143635273
54,165329005.0,9.691405664091768e-12
55,335720078.0,0.0001861954660853371
56,445836238.0,1.3524957466870546e-05
57,150326927.0,1.1202034784218995e-06
58,424389265.0,1.4203671980794752e-06
59,17993892.0,0.996392548084259
60,139381224.0,8.732222167573411e-10
61,284679064.0,0.9989078640937805
62,165300633.0,0.0006744559505023062
63,4845057.0,2.6834832134170483e-09
64,287231664.0,0.7163019776344299
65,258918835.0,0.9708733558654785
66,311556318.0,8.37297786659974e-09
67,458478250.0,0.9977802038192749
68,233068870.0,2.7094341930933297e-05
69,349918802.0,3.4614233300089836e-05
70,341873554.0,0.0025845118798315525
71,233046055.0,0.0008719731122255325
72,219092860.0,2.5617375740694115e-06
73,141146667.0,1.0570403219389846e-06
74,237205344.0,0.00021706199913751334
75,259128582.0,0.019371094182133675
76,233066920.0,3.1697247777628945e-06
77,233576872.0,0.00662847887724638
78,8769657.0,5.7657056458992884e-05
79,233576159.0,0.8531183004379272
80,95340837.0,3.792472398345126e-06
81,289751874.0,7.240176728373626e-06
82,219816797.0,0.0004459029878489673
83,356015361.0,0.5647655725479126
84,233208885.0,7.197886588983238e-07
85,229538190.0,1.067838040214042e-09
86,207504663.0,1.4540501069859602e-05
87,95311089.0,0.00014118448598310351
88,138618727.0,0.00012234432506375015
89,172955627.0,0.005256657022982836
90,142931908.0,0.47705942392349243
91,160602230.0,2.4312976165674627e-06
92,233169434.0,2.6941465876006987e-06
93,256562169.0,0.6952444314956665
94,232634196.0,1.0544448741711676e-05
95,139402409.0,1.2482941201596987e-05
96,165403820.0,0.7572879195213318
97,147950032.0,0.04296315833926201
98,316418409.0,9.278991637984291e-05
99,43216747.0,0.0002942291903309524
100,219762508.0,0.774711549282074
101,156169159.0,1.7617183402762748e-05
102,16805628.0,0.9634350538253784
103,85286084.0,0.00021249514247756451
104,137880946.0,0.03381609916687012
105,229740848.0,0.5882041454315186
106,149929045.0,0.0001706744369585067
107,158445982.0,0.19565919041633606
108,9346507.0,0.9784563779830933
109,154070829.0,0.00018670360441319644
110,307986891.0,0.0001950726582435891
111,229473197.0,1.9010935187191436e-11
112,160268137.0,4.507251460950101e-09
113,219765652.0,0.00011466926662251353
114,156462488.0,0.0006813535583205521
115,259006251.0,0.0035350483376532793
116,284891601.0,0.0004822493065148592
117,272672133.0,0.9971892237663269
118,198207741.0,0.3605544865131378
119,233164000.0,0.2621828019618988
120,458481461.0,4.453636393009219e-06
121,229791084.0,0.8529585003852844
122,232539420.0,1.4106627522800599e-15
123,259169431.0,2.0709005355001864e-07
124,229776076.0,0.0003705522103700787
125,441741602.0,5.429266366263619e-06
126,297963957.0,8.962352148955688e-05
127,157836466.0,7.185766207840061e-06
128,207496824.0,3.6054410884389654e-05
129,86019535.0,0.19348879158496857
130,157835110.0,9.345243597635999e-05
131,85244881.0,0.01520837564021349
132,335683602.0,1.330436361968168e-06
133,407589461.0,3.5163549589461995e-13
134,160228595.0,2.0920126189594157e-05
135,117506410.0,0.7795523405075073
136,95836684.0,0.039961397647857666
137,105440452.0,2.2343374439515173e-05
138,298781419.0,1.0678584658307955e-05
139,289772223.0,0.06038864329457283
140,376867620.0,0.00019181377138011158
141,157840032.0,0.05634622648358345
142,371544638.0,0.00039321547956205904
143,154550288.0,5.986994899842557e-09
144,372730331.0,0.7156893014907837
145,237277760.0,5.275256626191549e-06
146,356668671.0,0.00020837780903093517
147,302666303.0,1.862980570876971e-05
148,233740810.0,2.2397311869731817e-12
149,237114978.0,5.553825030801818e-05
150,159417870.0,0.00014860357623547316
151,229460806.0,3.960662979807239e-06
152,390019441.0,3.2276837202971365e-08
153,237222539.0,1.744891619637201e-06
154,366490487.0,9.875418527371949e-07
155,166647000.0,2.5200762365784612e-08
156,287297930.0,4.614641147782095e-05
157,1096535.0,1.758557846187614e-05
158,229751806.0,0.00027472179499454796
159,229976008.0,4.036446554778195e-08
160,233618585.0,0.75876384973526
161,318362654.0,3.215862307115458e-05
162,148679712.0,0.9834117889404297
163,229776723.0,2.6707582811980046e-09
164,229535768.0,0.03608378767967224
165,232604221.0,4.615655143425101e-06
166,353970306.0,2.9351561181556463e-09
167,8246331.0,0.0016417878214269876
168,302654026.0,0.0005176161066628993
169,202425357.0,0.9712783694267273
170,272702570.0,4.0489489473889695e-14
171,356867115.0,0.9961792826652527
172,406781145.0,4.514350560036462e-10
173,233692125.0,1.1170965080964379e-05
174,233684822.0,0.9996289014816284
175,165628502.0,0.021881980821490288
176,356920361.0,0.2930046617984772
177,198382838.0,0.00925732497125864
178,233195052.0,0.6785562634468079
179,357133493.0,0.19276957213878632
180,198313291.0,4.970242298441008e-05
181,287140229.0,3.2735179900100775e-08
182,259100107.0,6.520069291582331e-06
183,441810703.0,9.269155998481438e-05
184,237199166.0,0.01164204254746437
185,4823446.0,0.30549150705337524
186,316450573.0,0.0006396515527740121
187,288471108.0,0.012526869773864746
188,389916225.0,4.467609414859908e-06
189,224290280.0,0.001796556287445128
190,359677968.0,9.518230945104733e-05
191,153937417.0,0.9997166395187378
192,1027996.0,5.0496109032942755e-18
193,160618342.0,1.0466918865859043e-05
194,229513160.0,4.687064070196811e-10
195,125552085.0,4.2777952330652624e-05
196,236714379.0,0.8069198727607727
197,357045538.0,2.818439492208169e-12
198,219776919.0,8.606320273411502e-14
199,159502465.0,3.229232853341202e-11
200,159332859.0,0.9992300868034363
201,8866148.0,1.6621864915578044e-06
202,147679672.0,0.000548387470189482
203,233178589.0,0.014985328540205956
204,467179528.0,0.9419525265693665
205,311070085.0,0.003132300917059183
206,233546272.0,0.022132646292448044
207,219108429.0,3.35458527622734e-09
208,308015513.0,6.972499249968678e-05
209,441809977.0,8.221324605983682e-06
210,441739153.0,0.000948419445194304
211,198182825.0,4.4918157072970644e-05
212,307986889.0,0.00021832440688740462
213,450303305.0,3.6303833894635318e-06
214,355175840.0,5.1759056077571586e-05
215,63309085.0,1.6183239495148882e-05
216,420110967.0,0.12275178730487823
217,230015169.0,0.11885897070169449
218,331900366.0,0.00046291566104628146
219,229960986.0,0.0005196036654524505
220,233508876.0,1.5811836562296122e-10
221,154089472.0,0.14422738552093506
222,229944188.0,0.11930850893259048
223,335661706.0,1.93729192687897e-05
224,450329146.0,7.866003855216963e-13
225,166646191.0,0.2069902867078781
226,458420128.0,2.383932269367506e-06
227,165300639.0,3.7360150599852204e-06
228,230007816.0,0.7272796034812927
229,232626905.0,3.187408670335401e-10
230,149918151.0,0.9971590042114258
231,5011910.0,8.532959327567369e-05
232,159438280.0,6.834004917521952e-09
233,159547391.0,0.012071128934621811
234,232982938.0,0.9914180040359497
235,441806350.0,8.885393981472589e-06
236,420114776.0,0.6756845712661743
237,147560611.0,0.6276905536651611
238,453431591.0,0.008100084960460663
239,199688293.0,0.005556206218898296
240,219429236.0,1.7014138986581884e-09
241,148877735.0,0.12067432701587677
242,148675649.0,3.1813567602512194e-06
243,160332823.0,6.100143501441835e-09
244,230086888.0,0.0004211099003441632
245,160618494.0,0.0017150823259726167
246,198179599.0,0.007020012941211462
247,403114489.0,2.0583033541465845e-11
248,8245065.0,0.00040016105049289763
249,233058262.0,0.0040944358333945274
250,288183555.0,0.15997500717639923
251,302666382.0,6.950013812456746e-06
252,365968454.0,1.7365335224894807e-05
253,337319844.0,0.0005495682125911117
254,219015370.0,0.9797317385673523
255,149917086.0,0.9876819849014282
256,389917517.0,9.376935850013979e-07
257,356199330.0,1.3637695701618213e-05
258,95470750.0,0.8188055157661438
259,142381364.0,1.5129215569231746e-07
260,229447073.0,1.3898671710060873e-12
261,243354593.0,2.9176367206673604e-06
262,103687176.0,5.46606897842139e-05
263,229585356.0,1.0454637958901003e-05
264,353969169.0,5.226887878961861e-05
265,330797213.0,0.027818653732538223
266,258799679.0,1.4506083800824854e-07
267,105439337.0,0.0003061768366023898
268,229473874.0,0.0001654589723329991
269,147950620.0,0.997942328453064
270,356583991.0,2.0985484461277792e-09
271,377190161.0,3.614493107306771e-05
272,160346953.0,5.425485061216762e-10
273,229671380.0,0.8483478426933289
274,155657581.0,5.154454356670612e-07
275,229675762.0,0.973299503326416
276,320524751.0,0.02565125562250614
277,229686929.0,5.071910669229851e-10
278,99382453.0,0.05154001712799072
279,233053554.0,0.9976731538772583
280,16805617.0,0.008734570816159248
281,157847499.0,0.00013904765364713967
282,158461422.0,6.250964190712693e-08
283,198416591.0,8.743718353798613e-05
284,298049684.0,1.6192217566768363e-09
285,160553892.0,7.319953283513314e-07
286,458481708.0,1.8794500178387352e-08
287,149369278.0,0.0001548446889501065
288,256864208.0,0.5184074640274048
289,99817233.0,3.3931641496565135e-07
290,341817623.0,1.156222083409375e-06
291,229588059.0,1.216112377733225e-05
292,141864533.0,0.3284052312374115
293,157848028.0,6.213148745493058e-11
294,236757919.0,0.19263452291488647
295,224607716.0,0.00027251342544332147
296,230050959.0,0.9852814674377441
297,332504864.0,0.006629978306591511
298,229476369.0,0.07974518835544586
299,233611409.0,0.005526758264750242
300,298665056.0,1.0860813984270301e-11
301,232617358.0,9.483691246714443e-05
302,229741985.0,2.6123968837055145e-06
303,259039588.0,0.00015579964383505285
304,148656659.0,0.35302942991256714
305,284183549.0,0.0057435911148786545
306,143008050.0,0.9495579600334167
307,373675061.0,1.706226248643361e-05
308,157273248.0,0.0006004894967190921
309,198186769.0,0.3384164869785309
310,233188747.0,0.9992921948432922
311,233178719.0,0.0019377783173695207
312,406758816.0,0.00014827078848611563
313,252474634.0,0.9928485155105591
314,150326668.0,0.6399132609367371
315,198420098.0,0.9376808404922485
316,389969974.0,5.0220325647387654e-05
317,311235572.0,3.8034973840694875e-05
318,229510866.0,0.9847199320793152
319,377192659.0,7.766401722619776e-06
320,272705043.0,1.6704640302123153e-06
321,95311556.0,0.007348586805164814
322,155657579.0,2.3184713882073993e-06
323,417931607.0,0.4078315794467926
324,229610288.0,0.001868708641268313
325,137804387.0,2.361877932344214e-06
326,230028622.0,1.0010609230448608e-07
327,392571933.0,1.2166329725005198e-05
328,199716496.0,5.53348081666627e-06
329,288317543.0,0.05920872837305069
330,241198554.0,1.1518734027049504e-05
331,188512866.0,0.00010908959666267037
332,198317327.0,0.05997592210769653
333,21152286.0,1.7973277408600552e-06
334,229481183.0,0.006704895757138729
335,171578935.0,5.948784931320006e-08
336,258775460.0,7.726371404714882e-05
337,366119193.0,2.0051885152305715e-10
338,376872090.0,1.1368100558684091e-06
339,101615566.0,2.306446320824579e-14
340,237117591.0,0.27368682622909546
341,256383270.0,2.7375814170227386e-05
342,258352886.0,0.34364694356918335
343,377055044.0,1.023439472191967e-05
344,219114641.0,5.304524393068277e-07
345,233192409.0,2.4785824734863127e-06
346,198181553.0,0.4884553849697113
347,407591297.0,0.8839810490608215
348,229438906.0,1.5053072122128697e-09
349,8677671.0,2.2758881641493645e-06
350,8855645.0,0.00016303840675391257
351,349888798.0,0.5440176725387573
352,252962054.0,4.658922989619896e-05
353,160045097.0,0.87732994556427
354,298649058.0,9.289434274251107e-06
355,55779748.0,0.0015968075022101402
356,150388393.0,0.9974033236503601
357,99381029.0,7.1388854029630355e-12
358,241253994.0,4.5727175301477074e-14
359,198557860.0,6.7883920564781874e-06
