rowid,tic_id,Probability
0,167201914.0,1.3463004222558084e-07
1,272429196.0,0.11624103784561157
2,348895477.0,5.332546402603104e-14
3,287496345.0,5.81269624447267e-13
4,293164461.0,1.841503762989305e-05
5,31999683.0,0.36370307207107544
6,24225890.0,0.002853632904589176
7,231275247.0,0.38408172130584717
8,3887989.0,0.037355028092861176
9,165941377.0,1.016716169033316e-06
10,177163343.0,5.2004907047376037e-08
11,220414802.0,2.380391370127022e-11
12,281636513.0,3.7709221487602917e-06
13,165184228.0,0.03379414230585098
14,237357165.0,6.349218892864883e-06
15,260003467.0,0.5717211961746216
16,300329728.0,8.006866778487165e-07
17,167087316.0,0.4870980381965637
18,399702726.0,2.5097276648011757e-06
19,150249155.0,0.01621616631746292
20,201859043.0,1.9611063351021585e-07
21,374861869.0,4.433592039276846e-06
22,372851229.0,9.166989944908721e-10
23,321087099.0,0.0002657222212292254
24,167251459.0,3.387361721252091e-05
25,289719891.0,9.011071233544499e-05
26,340179350.0,0.44670289754867554
27,150062527.0,0.031532593071460724
28,146654383.0,0.00045515457168221474
29,206485616.0,0.006887473165988922
30,279339318.0,8.074825785797657e-08
31,41975973.0,5.541535756492522e-06
32,293469369.0,2.799401821462766e-10
33,114499969.0,0.009760136716067791
34,244161191.0,2.2635178538621403e-05
35,114433771.0,2.721931423366186e-06
36,266769513.0,3.974922492488986e-06
37,266735682.0,2.745493475231342e-06
38,38382001.0,1.998497737076832e-06
39,142105158.0,0.9986735582351685
40,65323122.0,5.589208012679592e-05
41,152288704.0,3.351160557940602e-05
42,140635111.0,3.2608415523327494e-08
43,38608972.0,1.50689061229059e-07
44,241577688.0,9.633105946704745e-06
45,122609480.0,8.466980716548278e-07
46,64068679.0,4.733813329949044e-05
47,67584818.0,6.7162853056856875e-09
48,241577311.0,0.19917967915534973
49,63943173.0,1.0577845266368513e-09
50,150187908.0,0.10637956857681274
51,340358522.0,2.913463637010949e-10
52,201836246.0,0.014789855107665062
53,138727432.0,0.9884995222091675
54,308244519.0,0.1569422334432602
55,266748384.0,0.07338671386241913
56,207110080.0,0.9587740898132324
57,294206429.0,0.002052650321274996
58,201795995.0,2.3275083549378905e-07
59,294094184.0,1.1906465147148992e-08
60,219419486.0,1.2436074204116594e-15
61,220475878.0,1.2561047757486676e-09
62,63834969.0,0.2787666916847229
63,220558700.0,6.254266918404028e-05
64,290170195.0,1.0372596079832874e-05
65,262837804.0,7.411464139295276e-06
66,369535670.0,5.200068375899036e-09
67,220016044.0,0.4428754448890686
68,79611815.0,4.984079555320209e-12
69,220597120.0,0.00011111552885267884
70,176875890.0,0.21845301985740662
71,281581467.0,0.0002559083222877234
72,279157069.0,1.548530963191297e-05
73,260708708.0,2.2078763777244603e-06
74,183593642.0,0.29343941807746887
75,3965274.0,0.0391114167869091
76,294750131.0,0.0057031563483178616
77,160009706.0,1.104137892227186e-10
78,259587096.0,0.12078867107629776
79,167718398.0,0.016285251826047897
80,259374524.0,1.5693374734837562e-05
81,38824311.0,0.09790848195552826
82,380908024.0,6.951909881092178e-11
83,272129477.0,8.290022378787398e-06
84,278729415.0,0.627887487411499
85,55652035.0,9.33284352577779e-11
86,410445955.0,2.6710845304478426e-06
87,29780677.0,0.001631882623769343
88,29856557.0,3.530195044731954e-06
89,153027814.0,5.475722956657658e-13
90,41228489.0,1.61908410518663e-05
91,339859782.0,1.5202658687485382e-06
92,149600376.0,0.00452939560636878
93,231074850.0,0.5751888155937195
